Start_str	End_str	Clang_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Shock_Ang(deg)	omniVsw_avg(km/s)
2019-09-17 07:30:00	2019-09-17 07:40:00	284.799	-0.28	-4.797	-1.265	81.813	389.083
2019-09-17 15:15:00	2019-09-17 15:25:00	294.556	2.822	-4.34	-0.208	61.752	361.233
2019-09-17 15:45:00	2019-09-17 15:55:00	294.403	2.95	-4.215	-0.068	59.922	355.733
2019-09-17 16:40:00	2019-09-17 16:50:00	235.839	3.665	-1.728	-2.682	42.896	349.217
2019-09-20 09:50:00	2019-09-20 10:00:00	251.279	-1.085	-1.55	-1.837	63.399	321.367
2019-09-23 18:35:00	2019-09-23 18:45:00	270.937	1.752	-4.152	-1.372	73.258	313.533
2019-09-23 19:15:00	2019-09-23 19:25:00	306.652	1.94	-4.133	1.413	71.694	311.733
2019-09-23 19:45:00	2019-09-23 19:55:00	308.62	1.105	-4.068	1.625	81.357	312.933
2019-09-27 10:10:00	2019-09-27 10:20:00	295.683	4.735	-3.895	-0.487	30.72	372.683
2019-10-14 15:20:00	2019-10-14 15:30:00	240.77	1.73	-3.685	-5.177	79.467	344.883
2019-10-14 17:15:00	2019-10-14 17:25:00	267.862	0.49	-5.652	-2.305	86.892	350.9
2019-10-14 17:45:00	2019-10-14 17:55:00	271.275	0.287	-6.29	-2.037	84.407	352.133
2019-10-14 18:15:00	2019-10-14 18:25:00	259.61	-0.757	-5.65	-3.073	75.977	356.833
2019-10-14 19:55:00	2019-10-14 20:05:00	244.144	-2.017	-4.958	-4.255	66.924	349.733
2019-10-14 20:25:00	2019-10-14 20:35:00	256.781	-0.683	-6.102	-3.152	77.213	342.583
2019-10-14 20:55:00	2019-10-14 21:05:00	257.909	0.242	-6.505	-3.112	84.612	340.533
2019-10-14 23:00:00	2019-10-14 23:10:00	289.591	2.002	-7.057	0.877	82.701	335.283
2019-10-14 23:30:00	2019-10-14 23:40:00	306.961	1.43	-6.482	2.93	86.672	336.367
2019-10-15 03:25:00	2019-10-15 03:35:00	305.805	0.295	-3.873	1.175	85.971	335.467
2019-10-15 19:20:00	2019-10-15 19:30:00	310.012	-1.46	-6.555	2.962	70.474	354.433
2019-10-19 06:45:00	2019-10-19 06:55:00	278.358	1.872	-3.593	-1.173	71.684	365.55
2019-10-22 16:30:00	2019-10-22 16:40:00	254.371	1.465	-1.622	-1.16	59.425	350.067
2019-10-22 22:20:00	2019-10-22 22:30:00	287.81	0.758	-3.237	0.37	84.556	349.117
2019-10-29 22:25:00	2019-10-29 22:35:00	290.901	-1.275	-6.138	1.223	81.506	395.517
2019-10-29 22:55:00	2019-10-29 23:05:00	293.589	-0.913	-6.335	1.543	84.786	396.633
2019-10-29 23:25:00	2019-10-29 23:35:00	289.378	-0.683	-6.985	1.185	87.599	392.75
2019-10-29 23:55:00	2019-10-30 00:05:00	290.224	-1.128	-7.292	1.317	84.385	391.55
2019-10-30 00:35:00	2019-10-30 00:45:00	296.571	0.502	-7.345	2.072	83.018	379.967
2019-10-30 01:05:00	2019-10-30 01:15:00	291.947	0.272	-7.682	1.448	84.687	382.6
2019-10-30 01:35:00	2019-10-30 01:45:00	299.29	-0.057	-8.183	2.52	87.51	390.283
2019-10-30 02:05:00	2019-10-30 02:15:00	290.11	1.05	-8.65	1.062	80.02	389.733
2019-10-30 02:40:00	2019-10-30 02:50:00	290.77	1.148	-9.463	1.075	80.088	390.55
2019-10-30 06:10:00	2019-10-30 06:20:00	277.069	-1.545	-10.355	-3.007	85.454	374.75
2019-11-01 03:35:00	2019-11-01 03:45:00	289.727	3.603	-2.283	0.147	29.868	404.75
2019-11-01 04:05:00	2019-11-01 04:15:00	299.696	4.167	-1.435	0.302	17.35	402.117
2019-11-01 14:15:00	2019-11-01 14:25:00	293.711	2.643	-2.222	-0.033	45.795	403.417
2019-11-01 14:45:00	2019-11-01 14:55:00	287.909	3.033	-2.25	-0.197	41.762	393.717
2019-11-01 15:20:00	2019-11-01 15:30:00	294.709	2.175	-2.93	0.148	59.024	399.55
2019-11-01 16:50:00	2019-11-01 17:00:00	271.09	-1.487	-2.84	-0.832	58.642	418.117
2019-11-01 17:55:00	2019-11-01 18:05:00	304.67	0.938	-3.715	1.282	81.596	403.117
