Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	IMFBx_avg(nT)	IMFBy_avg(nT)	IMFBz_avg(nT)
2019-09-17 07:30:00	2019-09-17 07:40:00	9.433433673345535	-9.184207792889696	-0.29875790150580633	-2.1323761896657696	284.799	-0.28	-4.797	1.262
2019-09-17 15:15:00	2019-09-17 15:25:00	8.131506922115536	-0.7323063700386125	8.05157955776079	0.8678008092146646	294.556	2.822	-3.96	1.79
2019-09-17 15:45:00	2019-09-17 15:55:00	8.92636058107796	-1.2685298881655014	8.77659444321588	1.0191340269321199	294.403	2.95	-3.825	1.777
2019-09-17 16:40:00	2019-09-17 16:50:00	10.280447163872772	-2.2267985689942407	9.942552846263743	1.368126816615271	235.839	3.665	-2.655	-1.76
2019-09-20 09:50:00	2019-09-20 10:00:00	19.584225131839496	-17.641244794965754	7.240321800216573	-4.461522941597446	251.279	-1.085	-2.295	-0.712
2019-09-23 18:35:00	2019-09-23 18:45:00	21.89186576188051	-18.58469811755892	11.209155525965206	-2.866524293762063	270.937	1.752	-4.377	0.052
2019-09-23 19:15:00	2019-09-23 19:25:00	21.467989267320842	-18.32508522754409	10.867528950022788	-2.6385787930428326	306.652	1.94	-3.513	2.602
2019-09-23 19:45:00	2019-09-23 19:55:00	21.139302789269987	-18.119867204820622	10.59672601865185	-2.4998938286401464	308.62	1.105	-3.432	2.728
2019-09-27 10:10:00	2019-09-27 10:20:00	19.507628006059214	-16.49556212624749	8.769083020446478	-5.616610534538083	295.683	4.735	-3.538	1.693
2019-10-14 15:20:00	2019-10-14 15:30:00	23.816737210750727	-13.917998322043294	18.07346392254222	-6.846475076466645	240.77	1.73	-5.528	-3.12
2019-10-14 17:15:00	2019-10-14 17:25:00	22.793099763009423	-13.729629317794503	17.37550573270327	-5.3956135513744705	267.862	0.49	-6.105	-0.185
2019-10-14 17:45:00	2019-10-14 17:55:00	22.50659693919928	-13.667432751115348	17.155178521380453	-5.044442916959297	271.275	0.287	-6.608	0.155
2019-10-14 18:15:00	2019-10-14 18:25:00	22.21168006632642	-13.599478044657465	16.916313872357858	-4.716974906293308	259.61	-0.757	-6.325	-1.16
2019-10-14 19:55:00	2019-10-14 20:05:00	21.16512591485795	-13.328627466443349	15.981691981796523	-3.8594185158603573	244.144	-2.017	-5.883	-2.842
2019-10-14 20:25:00	2019-10-14 20:35:00	20.831196865398024	-13.23314331559773	15.660043007552444	-3.685812834253692	256.781	-0.683	-6.688	-1.568
2019-10-14 20:55:00	2019-10-14 21:05:00	20.487585096315133	-13.130608659221034	15.319746637231075	-3.554317853402002	257.909	0.242	-7.05	-1.508
2019-10-14 23:00:00	2019-10-14 23:10:00	18.94469154665734	-12.620173422416341	13.70095334690823	-3.4518806057156723	289.591	2.002	-6.698	2.385
2019-10-14 23:30:00	2019-10-14 23:40:00	18.54579494424199	-12.475641294226273	13.262310869288418	-3.523456259833131	306.961	1.43	-5.682	4.28
2019-10-15 03:25:00	2019-10-15 03:35:00	14.964103525154584	-10.965087231188017	9.06167069501897	-4.644752084420362	305.805	0.295	-3.282	2.368
2019-10-15 19:20:00	2019-10-15 19:30:00	12.986953870083653	1.2796440057454366	12.621477615877245	2.7785465273280967	310.012	-1.46	-5.508	4.632
2019-10-19 06:45:00	2019-10-19 06:55:00	12.321862984736427	2.144424040643861	12.124001026338918	0.48385273526160927	278.358	1.872	-3.738	0.558
2019-10-22 16:30:00	2019-10-22 16:40:00	9.16266172496305	3.2741086021391212	8.311490780280227	2.0374274770153877	254.371	1.465	-1.93	-0.508
2019-10-22 22:20:00	2019-10-22 22:30:00	16.109190715378553	1.7135189908758173	15.544067009485829	3.8666329028876163	287.81	0.758	-3.105	0.99
2019-10-29 22:25:00	2019-10-29 22:35:00	16.09879255715711	3.567430179118548	15.087716073829776	4.336396692685667	290.901	-1.275	-5.848	2.233
2019-10-29 22:55:00	2019-10-29 23:05:00	16.569535359072493	3.4689114359428816	15.609655441849098	4.342073144897193	293.589	-0.913	-5.988	2.573
2019-10-29 23:25:00	2019-10-29 23:35:00	17.025792832258162	3.3669552825974	16.126853304358487	4.297018423831776	289.378	-0.683	-6.683	2.35
2019-10-29 23:55:00	2019-10-30 00:05:00	17.468236453181998	3.261952571477575	16.639714958889204	4.197262154169743	290.224	-1.128	-6.95	2.567
2019-10-30 00:35:00	2019-10-30 00:45:00	18.037716171612054	3.1177925551836907	17.31598510757246	3.9740116704861435	296.571	0.502	-6.835	3.402
2019-10-30 01:05:00	2019-10-30 01:15:00	18.450198370850845	3.006934695110202	17.81580525078665	3.7366017363415303	291.947	0.272	-7.247	2.937
2019-10-30 01:35:00	2019-10-30 01:45:00	18.8506911632759	2.894014184222822	18.306931592361163	3.4388630530101807	299.29	-0.057	-7.467	4.192
2019-10-30 02:05:00	2019-10-30 02:15:00	19.2396432751267	2.7792551168583266	18.786578260897272	3.082154146414313	290.11	1.05	-8.185	3.0
2019-10-30 02:40:00	2019-10-30 02:50:00	19.67938319734912	2.6433116245571426	19.32739842146085	2.5956631110758046	290.77	1.148	-8.9	3.393
2019-10-30 06:10:00	2019-10-30 06:20:00	22.029933870449394	1.7945340132199796	21.919835032900966	-1.2697881267654347	277.069	-1.545	-10.698	1.333
2019-11-01 03:35:00	2019-11-01 03:45:00	23.67109695543166	-7.52919771730116	21.859514906160857	-5.0780446416186855	289.727	3.603	-2.155	0.773
