Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	IMFBx_avg(nT)	IMFBy_avg(nT)	IMFBz_avg(nT)	Jx_avg(uA/m2)	Jy_avg	Jz_avg	Jmag_avg	divB_avg	Jx_med(uA/m2)	Jy_med	Jz_med	Jmag_med	divB_med	Jx_std(uA/m2)	Jy_std	Jz_std	Jmag_std	divB_std	mms1Bx_avg(nT)	mms1By_avg	mms1Bz_avg	mms1Bmag_avg	mms1Bx_med(nT)	mms1By_med	mms1Bz_med	mms1Bmag_med	mms1Bx_std(nT)	mms1By_std	mms1Bz_std	mms1Bmag_std	Jcosxy_pos(%)	Jcosxy_neg(%)	Jcosxy_avg	Jcosxy_med	cosxy_pos(0.25,%)	cosxy_neg(0.25,%)	Jcosxz_pos(%)	Jcosxz_neg(%)	Jcosxz_avg	Jcosxz_med	cosxz_pos(0.25,%)	cosxz_neg(0.25,%)
2016-12-29 07:20:00	2016-12-29 07:30:00	11.858634430848644	11.827681555182592	-0.487375033699059	0.7028981158287081	112.471	2.737	2.262	-0.915	-0.0060008726608479	-0.0033409438930656	-0.0074992125597838	0.2144224232889346	-0.0107104478523958	-0.0114480191510863	0.0043204916564909	-0.0068732054470283	0.1923306078369062	-0.0111138709304764	0.0905418495978103	0.1651658939448006	0.1374334163982099	0.0921519286437752	0.0300438141128656	1.9131835	16.153885	-5.5824966	19.485113	1.9268641	15.682011	-5.284817	19.718641	5.0361238	6.72368	6.871597	5.8216915	50.791831631589915	49.208168368410085	-0.00021672113019085423	0.00038782889364163086	41.73786205459471	41.456553448635134	49.83329860387581	50.16670139612419	-0.00036762685085194036	-0.00010082081344381898	39.3519483225672	41.56074182121275
2016-12-29 07:55:00	2016-12-29 08:05:00	11.948275132965795	11.92032098887295	-0.1665084962572035	0.7987429369483684	109.435	2.175	2.76	-0.983	0.0043626754395377	-0.0079812919935304	0.0100559712491148	0.1240865785645766	-0.0079620867536438	0.0024564565967614	-0.0149111188889414	0.0175207568812815	0.1133507037988971	-0.0090454196105245	0.0377113551480719	0.0884803798373083	0.0892495178624139	0.0447524066247684	0.0169066175859054	0.02587592	15.819772	-10.121014	19.343998	-0.011013173	15.965459	-9.550939	18.860493	1.4149709	4.7010713	3.4040437	3.7683058	63.88165433899365	36.11834566100635	0.0023719366000798494	0.0021577824405320193	51.95332847171581	28.159183248255026	64.67340347952911	35.32659652047088	0.0024915664700783636	0.00238347772495884	50.39066569434316	24.179602041879363
2016-12-29 08:25:00	2016-12-29 08:35:00	11.994147614290467	11.962098958121246	0.1092599596440359	0.8685345460123429	116.774	1.562	3.137	-1.587	-0.0003111413018807	-0.0206956648332616	0.0053649426368071	0.0978775713743458	-0.0078362219672803	0.0007638152847535	-0.0323567862850074	-0.0104797228321662	0.0885610991206099	-0.0055408834488868	0.0254321725058104	0.0563806187567083	0.0798910328478065	0.0329441600651829	0.0129009683664391	0.18881865	14.578786	-9.947316	18.214172	0.050772615	15.137781	-9.893564	17.614668	1.2994151	4.0115266	3.9961739	3.6769435	45.004687988332115	54.995312011667885	-0.0002970099132560218	-0.0009172590687734454	38.285238045629754	44.400458381081364	46.12980518804042	53.87019481195958	-0.00022219476753751073	-0.0004535997676560907	32.878424835920406	35.95166163141994
2016-12-30 08:10:00	2016-12-30 08:20:00	11.98417057823049	11.950556450257832	-0.1677320724838364	0.880288907073906	95.654	0.837	3.533	-0.348	-0.0029564522893921	0.0054780370867391	-0.0016538842781344	0.0834432096792406	-0.0051342514039831	-0.0019787532064072	0.0055360469801505	-0.014983051445837	0.0804683726183129	-0.0045777566941808	0.0241477474571668	0.048939468014151	0.0656829089373935	0.0192651331512669	0.0109177736628106	2.088177	18.36168	0.110304825	18.891207	2.1490135	18.111296	-0.862915	18.409887	2.055166	4.689977	3.5346987	4.833221	44.33215253177745	55.66784746822255	-0.0002984277061311995	-0.0013633251230145997	39.23734111273182	51.021046051260676	46.22838091269014	53.77161908730986	-0.00022762178115652806	-0.0006051474808089774	30.568868514273806	36.705563659095645
2016-12-30 08:40:00	2016-12-30 08:50:00	12.009438342824083	11.971365274891111	0.1073686530391473	0.9486969258184428	89.655	1.407	3.237	0.03	-0.008899934748136	-0.0078149354887157	-0.012323126531651	0.1174103361498956	-0.0065000229743955	-0.0051712550197855	-0.0114983906849176	-0.0195360709227796	0.1035963552774764	-0.0048527243669745	0.0426848131379273	0.0702024607882519	0.0948283082988087	0.047431437845138	0.0134566472010519	0.77494556	16.644426	-6.536472	19.297823	0.4786668	15.655741	-5.8963575	17.695158	2.2222593	4.6135864	7.0897226	4.9441557	31.492863839983332	68.50713616001667	-0.005067192876375512	-0.0044065309141868	25.054693197208042	60.71465777685176	32.17001771017814	67.82998228982186	-0.004964747963340138	-0.004046264278641419	16.93926450671945	50.65110949057193
2016-12-30 10:45:00	2016-12-30 10:55:00	11.809160240812114	11.68781466590868	1.21883786919515	1.1680281571151376	96.115	1.325	3.33	-0.36	-0.0010837441580569	-0.0046656095927211	-0.0067414923567987	0.0968502091788612	-0.005015529066471	-0.0012227801294093	-0.0010828840991877	0.0151743168236508	0.0900186519398036	-0.0043503981553603	0.0225130945671979	0.0435577109566385	0.0877521972800188	0.0281600577720362	0.0094509618069524	0.70388824	19.809692	-1.1800492	20.285374	0.94242895	19.0313	-1.4467783	19.340712	2.5724995	5.254758	3.1168406	5.173051	40.87309856220046	59.12690143779954	-0.002914094933185662	-0.0015929529290076246	35.51781621171077	52.65680350072932	39.96665972077516	60.03334027922484	-0.00299356174770388	-0.0015179964371395817	20.18128776828506	42.08168368410085
2016-12-30 12:00:00	2016-12-30 12:10:00	11.447012528498696	11.225013253004128	1.8310724169270725	1.295728761262607	98.356	1.835	2.902	-0.43	-0.0047609587530826	0.011970126589763	0.012593119471558	0.1245791383844252	-0.0056655102251786	-0.0068779490147563	0.0176423100031004	0.0160169650488364	0.1114684166642171	-0.0069836474603944	0.0291820671956062	0.0936530605583923	0.0835571745992592	0.0375348614093156	0.0129951862560507	-0.5883363	22.876928	-0.08202449	23.282774	-0.55936897	20.494062	0.72505176	20.880724	1.5728607	8.325645	3.9572723	8.310797	45.18649718691394	54.81350281308606	-0.0007787354873273687	-0.001033571929923852	36.23671598249636	44.14461346113774	45.73869556157533	54.26130443842467	-0.0010313193692627965	-0.0010555691265276366	25.026047093144406	32.3817461971244
2016-12-31 03:20:00	2016-12-31 03:30:00	10.27611787510212	9.922933789446953	-2.6308297614702343	-0.4588493480843256	95.859	-3.703	4.452	-0.455	-0.0007673308105547	-0.0039538469737098	-0.001558363007052	0.0765978672911191	-0.0064537830428326	-0.0003069320292712	0.0014697549508483	-0.0021510168877904	0.0728173320991813	-0.0065593135650398	0.0316467171818315	0.056543748784846	0.0576500734813175	0.0409103670432094	0.0149614399426213	1.662701	29.577864	-11.098906	32.470943	1.7317384	29.910301	-11.640844	33.504578	2.6873782	6.926567	6.5005517	6.625308	50.625	49.375	-0.0019401623146544087	0.00017539240948595802	36.32675438596491	40.31798245614035	45.37280701754386	54.62719298245614	-0.0025104508895406707	-0.001759618810691127	32.62061403508772	36.655701754385966
2016-12-31 03:50:00	2016-12-31 04:00:00	10.593364971974305	10.303229205204618	-2.4473733170383927	-0.2667221114809954	103.262	-3.2	4.443	-1.158	-0.0043684177489431	0.0022439962381676	-0.0014313957412825	0.1150395134702077	-0.0040155991564481	-0.00792629121105	-0.0033521597081124	0.0001837222839879	0.1002924546432455	-0.0084870425684491	0.0544380858260957	0.1020065518667768	0.0738155120447284	0.0748975931364719	0.0336665710577302	-3.0244439	21.565468	0.5288125	24.205019	-2.5212483	22.151531	1.9105791	25.3274	5.53525	7.0155544	9.696884	7.9056807	42.57045728698322	57.42954271301678	-0.001872463234231181	-0.002535968487310273	35.650838907774975	47.176225463318346	41.22162517819936	58.77837482180064	-0.00276078787021102	-0.0032814388576753047	31.11086741967321	47.47231056036846
2016-12-31 04:50:00	2016-12-31 05:00:00	11.123494494505517	10.936339202812222	-2.029118432958424	0.0969272962376487	122.872	-4.808	2.603	-1.68	-0.0028374409993561	-0.0073314472667788	-0.0090510797743904	0.2247548189584974	-0.0079960661546206	-0.0024488735855654	-0.0017982490520967	-0.0018239899689635	0.1899062903235769	-0.0061613153982278	0.1353245213375237	0.1560312204838176	0.1777125827476796	0.1544966811883553	0.0540006485248668	-2.5830483	14.723141	-8.515512	21.80835	-2.602882	14.373355	-8.74716	22.387075	6.4868994	9.746578	10.289022	7.9556575	48.969298245614034	51.030701754385966	-0.003950718538716717	-0.0006828298245815396	36.92982456140351	41.546052631578945	44.56140350877193	55.43859649122807	-0.0062975348607031394	-0.00361509291387071	37.69736842105263	46.348684210526315
