Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	IMFBx_avg(nT)	IMFBy_avg(nT)	IMFBz_avg(nT)	ionVx_gsm_avg(km/s)	ionVx_gsm_med(km/s)	ionVx_gsm_std(km/s)	ionVx_gsm_rms(km/s)	ionDen_avg(1/cc)	ionDen_med(1/cc)	ionDen_std(1/cc)
2018-02-09 05:30:00	2018-02-09 05:40:00	17.37393210929442	16.39901022589132	-3.6520744177027145	4.4256610064535415	42.429	-4.032	2.888	3.085	-334.4767272490308	-334.282470703125	2.0761181340560135	334.4831704850471	8.559532	8.56747	0.27201673
2018-02-10 06:10:00	2018-02-10 06:20:00	18.608826619182924	13.320626470683736	-12.939871702418056	1.185794289437563	28.182	-5.433	3.217	5.982	-339.8693312459917	-339.9511413574219	1.7572804973069516	339.8738741891525	7.7060676	7.702861	0.28452346
2018-02-11 19:40:00	2018-02-11 19:50:00	21.01206242923915	19.23732855765553	-7.753874914719572	3.362912200039484	43.761	-0.697	2.735	2.838	-339.3821723308038	-339.1530456542969	2.109625760977456	339.3887290656936	5.657591	5.582106	0.34176773
2018-02-12 00:20:00	2018-02-12 00:30:00	18.03088256392437	16.83339501893863	-5.613052841436488	3.200359094319943	9.636	-0.583	0.657	3.868	-298.3724964673812	-298.3089294433594	2.485065896367046	298.382845017415	7.1677465	7.010649	0.61089426
2018-02-12 01:00:00	2018-02-12 01:10:00	17.51763338800127	16.39900380076601	-5.210437023705008	3.284875215921639	30.213	0.038	1.683	2.893	-299.1370863376703	-299.29071044921875	2.3800179592167763	299.1465542306597	7.036047	6.803473	0.5693513
2018-02-12 02:00:00	2018-02-12 02:10:00	16.700060181116015	15.696683288188346	-4.5570351201511645	3.426098784714276	25.105	0.177	1.475	3.162	-295.49007765691084	-295.11248779296875	1.991833730939075	295.49679083756376	6.9982443	6.7910824	0.57214695
2018-02-12 21:55:00	2018-02-12 22:05:00	15.410733646227143	9.624904026921824	-11.80916327162182	-2.322689396340048	30.836	0.772	1.752	2.96	-329.74685210034363	-329.7147216796875	1.1445302119588219	329.7488383899054	7.9507093	7.9511795	0.21077128
2018-02-12 22:25:00	2018-02-12 22:35:00	15.873697473995556	10.066007007613733	-12.045795985824022	-2.3553965539330024	21.391	0.378	1.302	3.333	-327.4144259574718	-327.3619384765625	1.1068071298098008	327.4162967035749	7.8192296	7.8306584	0.25134903
2018-02-13 08:30:00	2018-02-13 08:40:00	22.36653316990378	16.749808776995156	-14.477681174935617	3.178191261358548	38.853	0.238	2.922	3.648	-319.96586670272654	-320.1660919189453	1.4571691986182325	319.96918476143975	7.815758	7.770487	0.31294724
2018-02-13 09:00:00	2018-02-13 09:10:00	22.577048509655445	16.990995054941134	-14.467377144625637	3.423886910206773	39.593	0.193	2.643	3.265	-319.96586670272654	-320.1660919189453	1.4571691986182325	319.96918476143975	7.815758	7.770487	0.31294724
2018-02-15 23:15:00	2018-02-15 23:25:00	19.74790644273884	13.267950103118691	-14.437037233811791	-2.3479236826283096	31.143	-3.008	0.588	0.973	-345.20843123060484	-343.6416931152344	3.833360062621834	345.22971430927686	12.422286	12.405393	0.62531585
2018-03-01 13:55:00	2018-03-01 14:05:00	8.43163758360194	1.00275231481901	-8.34355986728873	-0.6849829773422069	39.627	2.723	1.357	1.617	0.5175113264068743	1.2493513226509094	7.117094033179641	7.135884349544956	1.111484	0.8445409	0.5439334
2018-03-01 14:25:00	2018-03-01 14:35:00	9.20851112704598	1.4794014377692044	-9.055012287779954	-0.7825630618633489	34.89	2.758	1.133	1.628	-3.6971296828240154	-3.611560344696045	13.700916883611342	14.190979224255269	0.79616135	0.80098414	0.043093298
2018-03-07 08:35:00	2018-03-07 08:45:00	13.130114678093468	2.90216350112192	-12.802586031205486	-0.2627634001170389	33.415	-3.898	0.68	1.082	4.370930230258999	-15.263197898864746	57.16548402953156	57.33234336226299	0.6858291	0.6869471	0.032196775
2018-03-07 10:55:00	2018-03-07 11:05:00	15.511062426771046	4.548125711895167	-14.822777627396656	0.4381754361082124	41.694	-3.582	1.272	1.425	-194.01962462467932	-189.5192413330078	26.335995804261024	195.79887490612282	23.840921	23.471966	4.415077
2018-03-12 03:30:00	2018-03-12 03:40:00	18.62362993589503	13.77530236977921	-12.533051609666872	-0.0297337937471412	39.472	0.642	1.992	2.433	-366.9299298049812	-366.94525146484375	1.222765512049526	366.9319671849073	5.741455	5.7268343	0.20351607
2018-03-13 03:00:00	2018-03-13 03:10:00	16.29472713508266	3.7391917588507138	-15.473163686680302	-3.480626662924666	10.768	-2.618	0.495	2.615	-185.82457784781778	-184.79286193847656	12.022416752740629	186.21308288328257	24.049356	24.288527	2.3466341
2018-03-13 04:10:00	2018-03-13 04:20:00	17.2710594685979	4.414119141602947	-16.465920149098853	-2.770345312296272	31.085	-0.733	1.728	2.842	-196.68221277222597	-196.2333221435547	7.557842805529397	196.82737057851548	26.028812	25.63947	1.6132634
2018-03-30 00:00:00	2018-03-30 00:10:00	15.777196297737753	-1.0207725611144252	-15.05221218253688	-4.6160234946624215	43.664	-4.495	2.46	2.572	-37.30996174202826	-13.698375701904297	87.86038914326755	95.45407914593288	1.8410916	1.1112602	1.5170203
