Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	IMFBx_avg(nT)	IMFBy_avg(nT)	IMFBz_avg(nT)	ionVx_gsm_avg(km/s)	ionVx_gsm_med(km/s)	ionVx_gsm_std(km/s)	ionVx_gsm_rms(km/s)	ionDen_avg(1/cc)	ionDen_med(1/cc)	ionDen_std(1/cc)
2015-09-01 00:25:00	2015-09-01 00:35:00	8.520489390699481	-2.6673102378878224	7.703503837545864	-2.477328440316596	270.271	3.502	-3.177	0.023	24.43342673447397	25.042672157287598	11.452231571923123	26.984179623732498	0.5628689	0.5383913	0.09195877
2015-09-01 08:55:00	2015-09-01 09:05:00	8.06957472844119	4.473078737217819	5.950260502681746	-3.114580551155796	284.483	1.962	-4.547	1.157	4.093115727762281	3.551905870437622	7.690790387641644	8.712166960492437	0.72637767	0.72885555	0.054468803
2015-09-01 10:50:00	2015-09-01 11:00:00	9.846345730321213	4.120598911779446	7.710956018135501	-4.528825307184994	260.121	3.143	-3.738	-0.73	20.69416809037216	21.742223739624023	11.14972243740359	23.506699117139313	0.7306665	0.690566	0.115029804
2015-09-01 12:45:00	2015-09-01 12:55:00	11.027741784649493	3.442824954031256	9.045939626849387	-5.284629945408764	299.448	3.513	-3.783	2.15	11.024656605899782	12.4200439453125	15.410526034095636	18.948017466889485	0.48496515	0.4873106	0.030550152
2015-09-01 19:30:00	2015-09-01 19:40:00	11.578938059174767	-0.0229543538363868	11.026463354499098	-3.53361964106274	251.441	3.822	-3.078	-1.018	20.921159552228183	35.79130172729492	42.839194536639404	47.67485191962135	1.0335006	1.0409762	0.08398326
2015-09-01 20:00:00	2015-09-01 20:10:00	11.409281905156211	-0.3041686959830941	10.903017834024247	-3.3468770873453955	265.987	3.642	-3.343	-0.212	13.472467031693997	15.228395462036133	14.153242024573975	19.540256593152726	1.1387829	1.1405947	0.05944871
2015-09-02 13:45:00	2015-09-02 13:55:00	11.487202103919726	3.12857282551756	9.627082914948067	-5.430037168955223	289.894	3.627	-2.463	0.912	-43.77767502006731	-36.05191421508789	55.463308201364924	70.65878138492214	5.9440384	3.48912	5.57208
2015-09-03 21:25:00	2015-09-03 21:35:00	10.632860096973037	-0.8858926293255448	10.17019767755398	-2.9729139028437075	309.224	0.765	-6.775	5.522	9.864543867290468	10.008411407470703	23.738855432290848	25.70685673015864	0.9961861	1.0187256	0.054839507
2015-09-07 10:10:00	2015-09-07 10:20:00	9.847448693822026	4.931407907437658	7.288834000245945	-4.418620265560868	302.859	-2.713	-5.06	3.165	10.132881132731761	10.068483352661133	13.34915383030771	16.759331371963807	0.7783778	0.7753306	0.050817184
2015-09-10 09:25:00	2015-09-10 09:35:00	9.520297441460515	5.380806468718245	6.74067255266887	-4.030373346214359	301.832	2.05	-4.9	3.035	3.0492349316302994	5.452300548553467	12.798352721409765	13.156582612893486	1.1732458	1.1734899	0.080160335
2015-09-10 09:55:00	2015-09-10 10:05:00	9.912665868319577	5.315999743406835	7.127986493881468	-4.380723857502112	298.924	1.463	-5.46	2.997	-0.7576526971183773	-1.4822367429733276	9.6458721085015	9.67558196404836	1.3313385	1.2823583	0.17134672
2015-09-10 13:15:00	2015-09-10 13:25:00	11.612032741916943	4.31887934626944	9.19232140334505	-5.629043776461263	266.773	-7.77	-2.152	-0.032	-188.05940286437078	-182.34901428222656	34.694499527345656	191.2329660470618	69.558685	70.422714	12.85386
2015-09-10 14:20:00	2015-09-10 14:30:00	11.863105400476712	3.8426358953488897	9.727483215224233	-5.59835425884688	257.378	-4.545	-5.767	-1.267	-207.12538651774702	-206.47312927246094	17.419753725847865	207.85661779215806	60.83338	59.314644	7.5446777
2015-09-12 14:25:00	2015-09-12 14:35:00	11.91028687266317	4.052141377257852	9.693061061452434	-5.610500574763795	290.949	-3.135	-1.257	0.488	0.4381588204462725	-16.776565551757812	59.0288894973268	59.030515654528664	0.34516373	0.3427087	0.033729006
2015-09-16 07:45:00	2015-09-16 07:55:00	8.626199345120172	6.023172791350167	5.425477914006032	-2.948526144189637	237.762	-3.8	-2.002	-1.122	3.733172757284982	3.2658286094665527	9.809932819389374	10.4962546061282	0.8579767	0.86040556	0.041540258
2015-09-16 11:15:00	2015-09-16 11:25:00	11.121243967074204	5.7369490168250055	7.947650330612359	-5.253831126425923	230.094	-3.472	-2.312	-1.927	4.238932898470717	2.2118637561798096	24.89061330088318	25.248983793646826	1.1770749	0.9844869	0.65905917
2015-09-19 07:35:00	2015-09-19 07:45:00	8.791429079148957	6.335325971110375	5.345569967181464	-2.9282710588900858	232.695	2.952	-6.687	-5.168	-54.22054074536589	-27.20418930053711	66.72651566596558	85.97845620642552	12.204094	1.3453262	14.350957
2015-09-19 08:05:00	2015-09-19 08:15:00	9.254946248251066	6.406695940918008	5.782269059420404	-3.3422993142797623	247.23	2.373	-8.46	-3.525	-103.64950908574843	-104.63043975830078	16.633447532495744	104.97567485152422	33.236828	32.29289	5.253151
2015-09-19 09:00:00	2015-09-19 09:10:00	9.991783318251905	6.436977435597034	6.486245325541248	-4.040724957174306	256.802	1.25	-7.892	-1.9	-31.508629139204672	-17.530223846435547	53.13669156833495	61.77622278077784	4.9616404	2.6100023	6.621508
2015-09-19 09:30:00	2015-09-19 09:40:00	10.337459038602326	6.40667794864741	6.8282346345001805	-4.380723381724979	261.331	1.278	-7.832	-1.2	-140.48316628592355	-144.05519104003906	28.324452650873784	143.31013442073814	26.011461	26.738232	7.0531163
