Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2016-03-17/09:55:00	2016-03-17/10:05:00	222.337	1.932	-3.458	-3.783
2016-03-17/10:25:00	2016-03-17/10:35:00	219.271	-0.115	-3.505	-4.265
2016-03-17/19:55:00	2016-03-17/20:05:00	204.385	3.627	-1.498	-3.252
2016-03-17/23:25:00	2016-03-17/23:35:00	221.305	6.18	-0.58	-0.692
2016-03-17/23:55:00	2016-03-18/00:05:00	223.775	5.907	-1.43	-1.498
2016-03-18/18:45:00	2016-03-18/18:55:00	221.226	4.183	-3.363	-3.908
2016-03-19/13:45:00	2016-03-19/13:55:00	224.578	3.608	-2.987	-3.082
2016-03-19/15:40:00	2016-03-19/15:50:00	138.992	4.657	2.073	-2.327
2016-03-19/16:15:00	2016-03-19/16:25:00	183.718	4.888	-0.317	-3.22
2016-03-20/15:25:00	2016-03-20/15:35:00	163.091	-0.92	1.792	-5.903
2016-03-20/15:55:00	2016-03-20/16:05:00	168.855	-0.398	1.275	-6.492
2016-03-20/16:55:00	2016-03-20/17:05:00	208.334	1.955	-3.087	-5.713
2016-03-20/17:25:00	2016-03-20/17:35:00	194.567	2.782	-1.582	-6.027
2016-03-20/17:55:00	2016-03-20/18:05:00	214.402	2.495	-3.722	-5.398
2016-03-20/18:30:00	2016-03-20/18:40:00	208.491	1.727	-3.075	-5.702
2016-03-20/19:00:00	2016-03-20/19:10:00	216.288	2.76	-3.678	-4.94
2016-03-20/19:30:00	2016-03-20/19:40:00	222.755	2.183	-4.407	-4.767
2016-03-22/01:45:00	2016-03-22/01:55:00	136.144	-4.34	1.872	-1.943
2016-03-27/16:35:00	2016-03-27/16:45:00	164.86	3.113	2.372	-8.77
2016-03-29/10:35:00	2016-03-29/10:45:00	183.212	-4.033	-0.138	-3.157
2016-03-30/12:10:00	2016-03-30/12:20:00	160.166	-1.45	1.453	-3.933
2016-03-31/08:50:00	2016-03-31/09:00:00	147.787	-3.46	0.245	-0.385
2016-04-03/09:30:00	2016-04-03/09:40:00	212.38	4.0	-2.162	-3.513
2016-04-03/18:00:00	2016-04-03/18:10:00	206.911	5.773	-1.655	-3.165
2016-04-07/00:20:00	2016-04-07/00:30:00	218.096	6.22	-1.525	-1.942
2016-04-07/23:30:00	2016-04-07/23:40:00	152.278	-4.923	3.557	-6.75
2016-04-09/14:25:00	2016-04-09/14:35:00	140.949	-3.67	0.897	-1.107
2016-04-09/15:35:00	2016-04-09/15:45:00	139.818	-3.228	0.98	-1.157
2016-04-10/07:55:00	2016-04-10/08:05:00	149.049	-3.253	2.038	-3.403
2016-04-13/13:45:00	2016-04-13/13:55:00	190.794	4.235	-1.08	-5.842
2016-04-13/23:00:00	2016-04-13/23:10:00	164.934	2.145	1.17	-4.31
2016-04-13/23:35:00	2016-04-13/23:45:00	158.182	2.2	1.368	-3.472
2016-04-14/11:20:00	2016-04-14/11:30:00	147.827	2.353	4.97	-7.845
2016-04-14/11:50:00	2016-04-14/12:00:00	160.766	3.855	2.928	-8.392
2016-04-14/18:10:00	2016-04-14/18:20:00	204.181	6.317	-2.327	-5.115
2016-04-14/18:55:00	2016-04-14/19:05:00	194.496	6.705	-1.152	-4.62
2016-04-14/21:10:00	2016-04-14/21:20:00	172.869	6.108	0.583	-4.733
2016-04-14/23:10:00	2016-04-14/23:20:00	192.167	6.062	-1.012	-4.523
2016-04-16/17:55:00	2016-04-16/18:05:00	213.521	0.475	-4.877	-7.348
2016-04-16/18:25:00	2016-04-16/18:35:00	221.878	-0.343	-5.932	-6.628
2016-04-16/18:55:00	2016-04-16/19:05:00	208.068	0.673	-4.162	-7.788
2016-04-16/19:25:00	2016-04-16/19:35:00	197.993	1.302	-2.67	-8.202
2016-04-16/19:55:00	2016-04-16/20:05:00	190.772	2.007	-1.58	-8.228
2016-04-17/06:00:00	2016-04-17/06:10:00	206.948	-2.313	-2.513	-4.997
2016-04-20/06:25:00	2016-04-20/06:35:00	136.968	0.59	3.895	-4.177
2016-04-25/14:45:00	2016-04-25/14:55:00	197.585	-3.753	-0.692	-2.208
2016-04-27/06:55:00	2016-04-27/07:05:00	175.952	-4.572	0.192	-2.545
2016-04-27/07:25:00	2016-04-27/07:35:00	191.959	-4.73	-0.358	-1.888
2016-04-27/16:40:00	2016-04-27/16:50:00	195.853	-3.475	-0.605	-2.015
2016-04-28/08:35:00	2016-04-28/08:45:00	154.879	-4.638	0.572	-1.232
2016-04-28/09:55:00	2016-04-28/10:05:00	200.061	-3.995	-0.763	-2.012
2016-05-02/05:50:00	2016-05-02/06:00:00	217.997	3.578	-3.507	-4.352
2016-05-02/13:20:00	2016-05-02/13:30:00	224.83	5.73	-2.972	-2.785
2016-05-02/13:50:00	2016-05-02/14:00:00	219.668	6.017	-2.658	-3.285
2016-05-02/15:00:00	2016-05-02/15:10:00	163.516	5.032	1.268	-4.595
2016-05-02/15:30:00	2016-05-02/15:40:00	174.071	2.092	0.708	-6.83
2016-05-02/16:10:00	2016-05-02/16:20:00	184.168	3.462	-0.447	-6.063
2016-05-02/16:40:00	2016-05-02/16:50:00	161.563	3.912	1.903	-5.773
2016-05-04/13:15:00	2016-05-04/13:25:00	218.817	2.355	-1.06	-1.292
2016-05-04/13:45:00	2016-05-04/13:55:00	210.303	1.837	-1.123	-2.003
2016-05-04/14:15:00	2016-05-04/14:25:00	207.191	2.3	-0.887	-1.772
2016-05-04/14:45:00	2016-05-04/14:55:00	218.594	2.77	-0.883	-1.117
2016-05-05/10:05:00	2016-05-05/10:15:00	212.532	1.407	-3.077	-4.827
2016-05-08/17:55:00	2016-05-08/18:05:00	221.954	1.513	-5.26	-5.863
2016-05-09/09:20:00	2016-05-09/09:30:00	224.146	1.09	-3.563	-3.593
2016-05-09/17:25:00	2016-05-09/17:35:00	223.469	4.285	-2.022	-1.957
2016-05-09/18:35:00	2016-05-09/18:45:00	214.3	4.067	-2.013	-3.163
2016-05-10/03:45:00	2016-05-10/03:55:00	207.754	2.147	-1.587	-3.01
2016-05-10/04:15:00	2016-05-10/04:25:00	215.472	2.042	-2.045	-2.932
2016-05-10/13:20:00	2016-05-10/13:30:00	170.119	-2.607	0.76	-4.083
2016-05-13/09:15:00	2016-05-13/09:25:00	212.998	1.487	-2.487	-3.825
2016-05-13/11:20:00	2016-05-13/11:30:00	224.59	-2.818	-4.262	-4.323
2016-05-14/12:55:00	2016-05-14/13:05:00	201.22	1.27	-1.492	-3.85
2016-05-14/18:50:00	2016-05-14/19:00:00	197.557	0.338	-1.877	-5.907
2016-05-18/04:35:00	2016-05-18/04:45:00	213.984	-3.378	-2.157	-3.307
2016-05-19/07:55:00	2016-05-19/08:05:00	151.205	0.568	2.225	-4.047
2016-05-19/10:05:00	2016-05-19/10:15:00	139.663	1.653	3.277	-3.878
2016-05-19/11:05:00	2016-05-19/11:15:00	142.067	3.368	2.643	-3.375
2016-05-19/11:35:00	2016-05-19/11:45:00	137.747	2.985	2.95	-3.187
2016-05-21/03:20:00	2016-05-21/03:30:00	199.482	6.355	-1.03	-2.943
2016-05-21/14:25:00	2016-05-21/14:35:00	149.83	-6.43	2.453	-4.22
2016-05-22/03:45:00	2016-05-22/03:55:00	146.015	-4.675	1.865	-2.725
2016-05-22/12:00:00	2016-05-22/12:10:00	222.649	-4.278	-2.057	-2.163
2016-05-25/14:35:00	2016-05-25/14:45:00	150.049	-0.56	1.508	-2.71
2016-05-27/02:40:00	2016-05-27/02:50:00	210.31	3.722	-3.253	-5.718
2016-05-27/03:15:00	2016-05-27/03:25:00	206.902	3.74	-2.568	-5.142
