Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2017-04-14/20:20:00	2017-04-14/20:30:00	182.921	-4.127	-0.257	-4.835
2017-04-14/20:50:00	2017-04-14/21:00:00	172.763	-3.913	0.6	-4.742
2017-04-14/21:20:00	2017-04-14/21:30:00	170.411	-4.017	0.782	-4.485
2017-04-14/22:15:00	2017-04-14/22:25:00	149.032	-3.577	2.393	-3.903
2017-04-14/22:45:00	2017-04-14/22:55:00	149.641	-3.598	2.453	-4.18
2017-04-14/23:15:00	2017-04-14/23:25:00	158.051	-3.835	1.453	-3.643
2017-04-14/23:45:00	2017-04-14/23:55:00	170.121	-4.293	0.638	-3.56
2017-04-15/00:20:00	2017-04-15/00:30:00	166.858	-2.475	0.938	-4.033
2017-04-15/03:30:00	2017-04-15/03:40:00	204.413	2.578	-1.203	-2.572
2017-04-15/04:45:00	2017-04-15/04:55:00	205.778	3.087	-1.478	-3.045
2017-04-15/23:20:00	2017-04-15/23:30:00	213.058	2.285	-1.392	-2.187
2017-04-16/00:15:00	2017-04-16/00:25:00	219.842	2.093	-1.64	-1.972
2017-04-16/01:20:00	2017-04-16/01:30:00	194.324	1.342	-0.815	-3.227
2017-04-16/02:15:00	2017-04-16/02:25:00	222.232	1.935	-1.587	-1.765
2017-04-16/03:15:00	2017-04-16/03:25:00	223.351	3.105	-0.778	-0.825
2017-04-16/08:05:00	2017-04-16/08:15:00	208.441	-3.078	-1.175	-2.253
2017-04-17/14:25:00	2017-04-17/14:35:00	195.418	-1.495	-0.938	-3.377
2017-04-17/21:50:00	2017-04-17/22:00:00	136.157	-1.327	2.415	-2.53
2017-04-18/12:05:00	2017-04-18/12:15:00	145.068	-2.028	1.783	-2.55
2017-04-19/01:10:00	2017-04-19/01:20:00	207.315	0.78	-3.755	-7.372
2017-04-20/03:15:00	2017-04-20/03:25:00	161.515	-5.583	2.372	-6.698
2017-04-22/22:55:00	2017-04-22/23:05:00	205.181	2.57	-2.892	-6.185
2017-04-23/00:20:00	2017-04-23/00:30:00	148.94	4.635	2.327	-4.202
2017-04-23/23:35:00	2017-04-23/23:45:00	196.568	4.573	-0.627	-1.943
2017-04-24/03:30:00	2017-04-24/03:40:00	217.202	3.583	-1.918	-2.582
2017-04-24/06:15:00	2017-04-24/06:25:00	200.299	3.672	-0.798	-1.952
2017-04-24/16:35:00	2017-04-24/16:45:00	194.597	2.507	-1.223	-4.657
2017-04-26/04:20:00	2017-04-26/04:30:00	155.753	2.0	1.112	-2.475
2017-04-27/04:35:00	2017-04-27/04:45:00	199.825	2.457	-1.198	-3.405
2017-04-27/05:30:00	2017-04-27/05:40:00	193.787	3.73	-0.475	-2.097
2017-04-28/16:15:00	2017-04-28/16:25:00	222.019	1.215	-2.738	-3.052
2017-04-28/16:45:00	2017-04-28/16:55:00	213.319	2.067	-1.977	-3.098
2017-04-28/21:50:00	2017-04-28/22:00:00	214.112	1.875	-2.743	-4.043
2017-04-28/22:20:00	2017-04-28/22:30:00	218.453	0.873	-3.198	-4.028
2017-04-28/22:50:00	2017-04-28/23:00:00	209.302	1.338	-2.412	-4.297
2017-04-29/20:05:00	2017-04-29/20:15:00	224.539	-2.513	-2.535	-2.617
2017-04-29/20:40:00	2017-04-29/20:50:00	217.548	-2.512	-2.652	-3.42
2017-04-29/21:10:00	2017-04-29/21:20:00	157.66	-3.115	1.532	-3.693
2017-04-29/22:05:00	2017-04-29/22:15:00	191.139	-1.888	-0.763	-3.785
2017-04-29/23:20:00	2017-04-29/23:30:00	212.857	-2.837	-1.917	-2.917
2017-04-29/23:55:00	2017-04-30/00:05:00	185.645	-3.637	-0.317	-3.208
2017-04-30/00:25:00	2017-04-30/00:35:00	190.081	-3.025	-0.66	-3.675
2017-04-30/00:55:00	2017-04-30/01:05:00	190.0	-3.307	-0.635	-3.582
2017-05-02/22:15:00	2017-05-02/22:25:00	158.345	-3.395	0.345	-0.888
2017-05-02/22:45:00	2017-05-02/22:55:00	162.959	-3.428	0.178	-0.602
2017-05-02/23:15:00	2017-05-02/23:25:00	164.027	-3.08	0.243	-0.907
2017-05-07/05:40:00	2017-05-07/05:50:00	212.426	-0.75	-2.183	-3.475
2017-05-07/06:10:00	2017-05-07/06:20:00	216.894	-1.303	-2.277	-3.008
2017-05-07/10:00:00	2017-05-07/10:10:00	217.204	1.367	-2.978	-3.858
2017-05-12/19:35:00	2017-05-12/19:45:00	210.855	4.115	-0.848	-1.4
2017-05-12/20:05:00	2017-05-12/20:15:00	212.343	4.225	-0.852	-1.337
2017-05-12/21:30:00	2017-05-12/21:40:00	221.482	4.12	-1.277	-1.457
2017-05-13/03:45:00	2017-05-13/03:55:00	189.032	4.22	-0.257	-1.793
2017-05-14/04:35:00	2017-05-14/04:45:00	160.906	0.312	0.473	-1.352
2017-05-14/07:25:00	2017-05-14/07:35:00	208.341	1.86	-1.808	-3.36
2017-05-16/12:25:00	2017-05-16/12:35:00	145.435	-2.095	1.88	-2.738
2017-05-18/04:15:00	2017-05-18/04:25:00	159.127	0.658	2.088	-5.512
2017-05-19/14:25:00	2017-05-19/14:35:00	170.662	4.743	0.96	-5.868
2017-05-19/15:05:00	2017-05-19/15:15:00	185.049	4.64	-0.565	-6.375
2017-05-19/15:40:00	2017-05-19/15:50:00	152.82	4.742	2.712	-5.33
2017-05-19/16:10:00	2017-05-19/16:20:00	152.407	2.417	3.343	-6.397
2017-05-19/17:10:00	2017-05-19/17:20:00	180.591	6.268	0.012	-3.15
2017-05-19/17:40:00	2017-05-19/17:50:00	163.285	5.092	1.303	-4.243
2017-05-19/18:30:00	2017-05-19/18:40:00	169.693	3.957	1.198	-6.577
2017-05-21/14:05:00	2017-05-21/14:15:00	139.208	1.743	2.43	-2.807
2017-05-22/14:20:00	2017-05-22/14:30:00	215.499	4.282	-1.905	-2.572
2017-05-22/17:15:00	2017-05-22/17:25:00	216.341	2.667	-2.733	-3.775
2017-05-24/22:00:00	2017-05-24/22:10:00	213.232	2.178	-1.07	-1.628
2017-05-24/22:30:00	2017-05-24/22:40:00	221.976	2.282	-1.272	-1.408
2017-05-24/23:00:00	2017-05-24/23:10:00	220.152	2.238	-1.202	-1.423
2017-05-26/10:00:00	2017-05-26/10:10:00	208.178	-1.857	-1.408	-2.677
2017-05-26/10:35:00	2017-05-26/10:45:00	210.692	-1.847	-1.428	-2.398
2017-05-26/21:10:00	2017-05-26/21:20:00	185.111	-1.917	-0.225	-2.53
2017-05-26/21:40:00	2017-05-26/21:50:00	173.934	-1.312	0.27	-2.587
2017-05-26/23:00:00	2017-05-26/23:10:00	212.829	-1.312	-1.485	-2.277
2017-05-26/23:30:00	2017-05-26/23:40:00	218.922	-0.275	-1.732	-2.14
