Start_str	End_str	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2018-09-02 16:55:00	2018-09-02 17:05:00	173.028	-1.895	0.387	-3.067
2018-09-04 04:55:00	2018-09-04 05:05:00	179.212	4.72	0.11	-5.763
2018-09-04 05:25:00	2018-09-04 05:35:00	171.311	3.877	0.955	-6.262
2018-09-05 13:30:00	2018-09-05 13:40:00	174.36	-1.238	0.435	-4.847
2018-09-05 16:00:00	2018-09-05 16:10:00	154.097	-2.01	1.63	-3.382
2018-09-09 21:05:00	2018-09-09 21:15:00	189.264	-0.038	-0.52	-3.155
2018-09-13 15:30:00	2018-09-13 15:40:00	159.729	-0.76	2.238	-6.132
2018-09-14 02:10:00	2018-09-14 02:20:00	172.985	1.347	0.673	-5.515
2018-09-14 10:10:00	2018-09-14 10:20:00	186.582	-3.703	-0.325	-2.823
2018-09-14 10:40:00	2018-09-14 10:50:00	184.147	-4.13	-0.17	-2.108
2018-09-16 21:35:00	2018-09-16 21:45:00	151.073	-3.38	0.722	-1.298
2018-09-20 20:15:00	2018-09-20 20:25:00	145.926	2.663	0.905	-1.35
2018-09-23 05:00:00	2018-09-23 05:10:00	197.551	3.31	-1.085	-3.61
2018-09-25 11:30:00	2018-09-25 11:40:00	139.677	-2.978	3.878	-4.552
2018-09-26 14:35:00	2018-09-26 14:45:00	139.52	1.072	3.155	-3.698
2018-09-28 04:45:00	2018-09-28 04:55:00	154.365	4.062	1.547	-3.255
2018-09-29 08:30:00	2018-09-29 08:40:00	148.841	3.695	2.433	-3.968
2018-09-29 16:20:00	2018-09-29 16:30:00	140.421	-0.628	2.763	-3.36
2018-09-30 12:15:00	2018-09-30 12:25:00	156.633	-1.688	0.72	-1.778
2018-09-30 12:45:00	2018-09-30 12:55:00	171.47	-1.592	0.287	-1.925
2018-09-30 13:35:00	2018-09-30 13:45:00	143.265	-2.218	0.982	-1.25
2018-10-01 05:20:00	2018-10-01 05:30:00	140.695	-2.443	0.84	-0.96
2018-10-01 08:00:00	2018-10-01 08:10:00	140.183	0.117	2.173	-2.608
2018-10-01 08:45:00	2018-10-01 08:55:00	139.374	-0.393	2.258	-2.682
2018-10-04 15:10:00	2018-10-04 15:20:00	188.684	3.355	-0.323	-2.308
2018-10-07 18:55:00	2018-10-07 19:05:00	140.979	-5.935	3.877	-4.757
2018-10-07 19:50:00	2018-10-07 20:00:00	137.083	-3.137	5.4	-5.802
2018-10-08 02:45:00	2018-10-08 02:55:00	173.852	-4.747	0.472	-4.227
2018-10-09 06:40:00	2018-10-09 06:50:00	136.858	-3.03	2.503	-2.627
2018-10-10 11:15:00	2018-10-10 11:25:00	135.424	-2.902	4.212	-4.235
2018-10-10 11:45:00	2018-10-10 11:55:00	139.121	-1.61	4.687	-5.433
2018-10-10 12:25:00	2018-10-10 12:35:00	144.589	-3.842	3.113	-4.32
2018-10-10 13:00:00	2018-10-10 13:10:00	155.589	-3.323	2.407	-5.258
2018-10-10 13:30:00	2018-10-10 13:40:00	141.311	-1.968	3.923	-4.858
2018-10-10 16:45:00	2018-10-10 16:55:00	190.389	-3.538	-1.067	-5.898
2018-10-10 20:25:00	2018-10-10 20:35:00	153.301	0.827	1.888	-3.708
2018-10-10 20:55:00	2018-10-10 21:05:00	147.766	1.173	2.435	-3.863
2018-10-10 21:30:00	2018-10-10 21:40:00	150.4	1.647	2.158	-3.787
2018-10-12 04:15:00	2018-10-12 04:25:00	222.658	-3.457	-0.753	-0.815
2018-10-12 05:20:00	2018-10-12 05:30:00	185.621	-2.738	-0.14	-1.693
2018-10-12 07:45:00	2018-10-12 07:55:00	169.394	2.35	0.413	-2.215
2018-10-12 10:00:00	2018-10-12 10:10:00	148.128	0.725	1.575	-2.545
2018-10-13 01:40:00	2018-10-13 01:50:00	158.179	-3.622	1.188	-3.07
2018-10-13 02:45:00	2018-10-13 02:55:00	139.096	-3.145	2.142	-2.465
2018-10-13 15:15:00	2018-10-13 15:25:00	175.882	-3.828	0.303	-5.178
2018-10-13 16:05:00	2018-10-13 16:15:00	187.227	-4.082	-1.108	-8.69
2018-10-13 16:45:00	2018-10-13 16:55:00	195.5	-1.962	-2.277	-8.195
2018-10-21 10:40:00	2018-10-21 10:50:00	150.276	-1.332	3.42	-6.007
2018-10-22 23:35:00	2018-10-22 23:45:00	137.932	-1.353	1.553	-1.68
2018-10-23 00:40:00	2018-10-23 00:50:00	159.123	-0.057	0.907	-2.325
2018-10-23 06:45:00	2018-10-23 06:55:00	178.612	2.327	0.057	-2.562
2018-10-24 18:20:00	2018-10-24 18:30:00	190.954	2.607	-0.407	-2.225
2018-10-25 23:30:00	2018-10-25 23:40:00	199.952	4.162	-1.245	-3.41
2018-10-26 13:30:00	2018-10-26 13:40:00	224.979	-0.785	-3.652	-3.655
2018-10-30 03:15:00	2018-10-30 03:25:00	137.309	0.49	1.833	-1.997
2018-10-31 14:25:00	2018-10-31 14:35:00	135.38	-3.512	0.458	-0.47
2018-10-31 15:15:00	2018-10-31 15:25:00	222.094	-3.402	-0.747	-0.813
2018-11-02 05:30:00	2018-11-02 05:40:00	138.578	-3.092	0.935	-1.05
2018-11-02 06:00:00	2018-11-02 06:10:00	145.387	-3.117	0.802	-1.132
2018-11-04 13:20:00	2018-11-04 13:30:00	189.272	-3.6	-0.73	-4.253
2018-11-04 14:05:00	2018-11-04 14:15:00	195.245	-0.595	-1.107	-4.257
2018-11-04 17:55:00	2018-11-04 18:05:00	156.715	-3.967	3.567	-8.313
2018-11-05 05:00:00	2018-11-05 05:10:00	180.76	-2.817	-0.143	-7.323
2018-11-07 05:15:00	2018-11-07 05:25:00	164.512	-5.0	0.67	-2.438
2018-11-07 05:45:00	2018-11-07 05:55:00	157.236	-4.672	0.868	-2.148
2018-11-07 06:15:00	2018-11-07 06:25:00	143.369	-4.372	1.465	-1.952
2018-11-07 06:50:00	2018-11-07 07:00:00	154.201	-2.488	1.458	-3.065
2018-11-07 13:40:00	2018-11-07 13:50:00	223.423	-4.202	-2.393	-2.515
2018-11-08 02:10:00	2018-11-08 02:20:00	146.327	-0.182	2.4	-3.585
2018-11-09 12:35:00	2018-11-09 12:45:00	219.787	2.997	-2.853	-3.433
2018-11-16 11:40:00	2018-11-16 11:50:00	206.933	4.085	-0.418	-0.852
2018-11-25 22:05:00	2018-11-25 22:15:00	192.65	-0.737	-0.683	-3.087
2018-11-29 03:15:00	2018-11-29 03:25:00	206.303	-1.755	-0.883	-1.793
2018-12-01 15:30:00	2018-12-01 15:40:00	141.025	-3.152	5.162	-6.388
2018-12-02 21:40:00	2018-12-02 21:50:00	148.815	-1.513	2.733	-4.493
2018-12-03 06:45:00	2018-12-03 06:55:00	172.232	-4.432	0.443	-2.868
2018-12-04 23:25:00	2018-12-04 23:35:00	187.299	-4.268	-0.35	-2.673
2018-12-06 05:05:00	2018-12-06 05:15:00	194.584	-1.862	-0.66	-2.327
2018-12-06 06:00:00	2018-12-06 06:10:00	179.182	-2.562	-0.022	-1.737
2018-12-07 11:15:00	2018-12-07 11:25:00	223.516	4.917	-4.322	-4.578
2018-12-16 21:00:00	2018-12-16 21:10:00	224.76	1.75	-3.285	-3.318
2018-12-18 14:05:00	2018-12-18 14:15:00	214.211	0.04	-3.37	-4.95
2018-12-21 20:10:00	2018-12-21 20:20:00	152.768	1.185	0.73	-1.403
2018-12-21 20:40:00	2018-12-21 20:50:00	171.276	0.612	0.33	-2.148
2018-12-25 01:55:00	2018-12-25 02:05:00	191.923	2.118	-0.707	-3.332
2018-12-28 18:55:00	2018-12-28 19:05:00	192.919	-4.388	-0.83	-3.327
2018-12-30 09:05:00	2018-12-30 09:15:00	138.776	-3.773	1.193	-1.387
2019-01-02 14:15:00	2019-01-02 14:25:00	223.152	-2.28	-0.707	-0.773
2019-01-03 08:50:00	2019-01-03 09:00:00	143.615	-1.077	1.425	-1.92
2019-01-04 08:25:00	2019-01-04 08:35:00	150.74	-1.433	2.543	-4.555
2019-01-10 06:00:00	2019-01-10 06:10:00	143.977	3.323	0.897	-1.207
2019-01-11 06:55:00	2019-01-11 07:05:00	186.626	-1.377	-0.43	-3.497
2019-01-12 21:20:00	2019-01-12 21:30:00	224.316	1.952	-1.107	-1.092
2019-01-12 21:50:00	2019-01-12 22:00:00	217.353	2.305	-0.708	-0.948
2019-01-12 23:30:00	2019-01-12 23:40:00	211.353	1.897	-0.945	-1.602
2019-01-13 00:30:00	2019-01-13 00:40:00	219.8	1.832	-1.445	-1.743
2019-01-13 01:00:00	2019-01-13 01:10:00	215.15	1.553	-1.295	-1.857
2019-01-13 01:30:00	2019-01-13 01:40:00	217.481	1.902	-1.145	-1.498
2019-01-13 02:00:00	2019-01-13 02:10:00	221.054	2.072	-1.233	-1.415
2019-01-13 06:40:00	2019-01-13 06:50:00	210.673	0.32	-1.23	-2.08
2019-01-14 10:25:00	2019-01-14 10:35:00	205.536	2.047	-1.362	-2.862
2019-01-16 20:50:00	2019-01-16 21:00:00	202.142	0.822	-2.355	-5.788
2019-01-16 21:20:00	2019-01-16 21:30:00	189.167	0.86	-1.062	-6.703
2019-01-16 21:50:00	2019-01-16 22:00:00	185.481	0.972	-0.722	-7.567
2019-01-16 22:40:00	2019-01-16 22:50:00	214.029	0.383	-4.065	-6.017
2019-01-18 18:30:00	2019-01-18 18:40:00	216.516	2.472	-1.773	-2.385
2019-01-18 19:00:00	2019-01-18 19:10:00	219.719	3.057	-1.302	-1.592
2019-01-19 02:10:00	2019-01-19 02:20:00	212.945	2.547	-0.797	-1.192
2019-01-19 02:40:00	2019-01-19 02:50:00	150.656	2.698	0.738	-1.313
2019-01-19 04:05:00	2019-01-19 04:15:00	168.989	2.885	0.205	-1.037
2019-01-19 17:20:00	2019-01-19 17:30:00	217.921	0.662	-2.108	-2.71
2019-01-19 20:10:00	2019-01-19 20:20:00	216.462	0.202	-1.83	-2.492
2019-01-20 01:05:00	2019-01-20 01:15:00	209.851	1.537	-1.24	-2.16
2019-01-22 18:05:00	2019-01-22 18:15:00	165.785	-1.51	0.765	-2.8
2019-01-22 18:40:00	2019-01-22 18:50:00	170.002	-2.838	0.567	-3.103
2019-01-22 19:55:00	2019-01-22 20:05:00	137.915	-3.587	2.345	-2.572
2019-01-23 00:35:00	2019-01-23 00:45:00	191.433	1.363	-1.105	-5.422
