Start_str	Mgs#_avg	Clang_avg	Rmag_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Bdeviat	Dtheta	Shock_Ang(deg)	OMNIVsw_avg(km/s)	End_str
2019-09-17 07:15:00	5.88	284.799	9.618	-0.28	-4.797	-1.265	0.06	7.48	81.813	389.083	2019-09-17 07:40:00
2019-09-17 15:00:00	5.13	294.556	7.924	2.822	-4.34	-0.208	0.03	9.21	61.75199890136719	361.233	2019-09-17 15:25:00
2019-09-17 15:30:00	5.03	294.403	8.73	2.95	-4.215	-0.068	0.02	22.56	59.922000885009766	355.733	2019-09-17 15:55:00
2019-09-17 16:25:00	5.12	235.839	10.102	3.665	-1.728	-2.682	0.06	23.84	42.895999908447266	349.217	2019-09-17 16:50:00
2019-09-20 09:35:00	6.17	251.279	19.678	-1.085	-1.55	-1.837	0.04	24.22	63.399	321.367	2019-09-20 10:00:00
2019-09-23 18:20:00	5.32	270.937	21.969	1.752	-4.152	-1.372	0.10	27.14	73.25800323486328	313.533	2019-09-23 18:45:00
2019-09-23 19:00:00	5.2	306.652	21.548	1.94	-4.133	1.413	0.10	24.41	71.69400024414062	311.733	2019-09-23 19:25:00
2019-09-23 19:30:00	5.32	308.62	21.222	1.105	-4.068	1.625	0.05	23.86	81.35700225830078	312.933	2019-09-23 19:55:00
2019-09-27 09:55:00	6.85	295.683	19.602	4.735	-3.895	-0.487	0.09	20.98	30.719999313354492	372.683	2019-09-27 10:20:00
2019-10-14 15:05:00	5.02	240.77	23.879	1.73	-3.685	-5.177	0.05	28.19	79.46700286865234	344.883	2019-10-14 15:30:00
2019-10-14 17:00:00	5.68	267.862	22.863	0.49	-5.652	-2.305	0.09	28.66	86.892	350.9	2019-10-14 17:25:00
2019-10-14 17:30:00	5.67	271.275	22.579	0.287	-6.29	-2.037	0.04	14.06	84.407	352.133	2019-10-14 17:55:00
2019-10-14 18:00:00	5.87	259.61	22.286	-0.757	-5.65	-3.073	0.02	11.99	75.977	356.833	2019-10-14 18:25:00
2019-10-14 19:40:00	5.13	244.144	21.247	-2.017	-4.958	-4.255	0.09	11.76	66.924	349.733	2019-10-14 20:05:00
2019-10-14 20:10:00	5.13	256.781	20.915	-0.683	-6.102	-3.152	0.03	15.99	77.213	342.583	2019-10-14 20:35:00
2019-10-14 20:40:00	5.05	257.909	20.574	0.242	-6.505	-3.112	0.03	4.98	84.612	340.533	2019-10-14 21:05:00
