Start_str	End_str	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2018-09-02 22:25:00	2018-09-02 22:35:00	80.565	-2.445	1.818	0.258
2018-09-04 07:05:00	2018-09-04 07:15:00	119.824	0.638	4.003	-2.298
2018-09-06 16:10:00	2018-09-06 16:20:00	87.721	-0.273	2.782	0.097
2018-09-06 19:50:00	2018-09-06 20:00:00	109.551	-1.908	3.732	-1.335
2018-09-08 11:35:00	2018-09-08 11:45:00	129.735	-3.628	0.92	-0.813
2018-09-08 12:05:00	2018-09-08 12:15:00	113.122	-3.707	1.075	-0.453
2018-09-08 12:55:00	2018-09-08 13:05:00	119.08	-2.893	1.547	-0.857
2018-09-08 16:25:00	2018-09-08 16:35:00	123.331	-1.235	3.282	-2.095
2018-09-09 02:25:00	2018-09-09 02:35:00	86.372	-2.75	1.79	0.118
2018-09-09 22:55:00	2018-09-09 23:05:00	61.636	-3.433	1.112	0.598
2018-09-09 23:25:00	2018-09-09 23:35:00	69.275	-3.295	1.235	0.467
2018-09-11 03:15:00	2018-09-11 03:25:00	105.293	-5.858	6.187	-1.623
2018-09-12 08:30:00	2018-09-12 08:40:00	89.155	-4.585	2.305	0.028
2018-09-12 09:00:00	2018-09-12 09:10:00	88.295	-4.73	2.522	0.077
2018-09-12 16:15:00	2018-09-12 16:25:00	131.367	-4.28	1.81	-1.525
2018-09-12 17:15:00	2018-09-12 17:25:00	112.475	-4.605	2.158	-0.795
2018-09-12 17:45:00	2018-09-12 17:55:00	113.6	-2.302	3.927	-1.738
2018-09-12 18:45:00	2018-09-12 18:55:00	105.321	0.022	4.36	-1.193
2018-09-13 14:30:00	2018-09-13 14:40:00	104.855	-3.587	5.128	-1.355
2018-09-13 20:05:00	2018-09-13 20:15:00	103.353	-4.755	2.613	-0.625
2018-09-13 23:35:00	2018-09-13 23:45:00	119.235	-2.858	3.997	-2.247
2018-09-14 06:55:00	2018-09-14 07:05:00	74.617	-3.932	1.365	0.365
2018-09-14 09:20:00	2018-09-14 09:30:00	105.847	-4.05	1.525	-0.422
2018-09-16 15:30:00	2018-09-16 15:40:00	106.546	-2.907	1.068	-0.315
2018-09-16 22:20:00	2018-09-16 22:30:00	132.103	-3.348	0.712	-0.655
2018-09-20 01:50:00	2018-09-20 02:00:00	68.407	4.147	1.39	0.547
2018-09-20 02:20:00	2018-09-20 02:30:00	49.48	3.965	1.17	1.03
2018-09-22 04:35:00	2018-09-22 04:45:00	111.597	-4.358	6.93	-2.753
2018-09-22 05:15:00	2018-09-22 05:25:00	119.155	-3.885	6.073	-3.39
2018-09-22 16:55:00	2018-09-22 17:05:00	83.99	-4.13	4.242	0.415
2018-09-22 17:50:00	2018-09-22 18:00:00	105.067	0.305	5.655	-1.492
2018-09-22 19:30:00	2018-09-22 19:40:00	120.956	-1.652	4.847	-2.912
2018-09-23 04:20:00	2018-09-23 04:30:00	115.948	-3.607	3.303	-1.597
2018-09-25 16:30:00	2018-09-25 16:40:00	76.415	-6.572	2.982	0.722
2018-09-25 17:50:00	2018-09-25 18:00:00	83.021	-5.085	4.043	0.48
2018-09-26 03:10:00	2018-09-26 03:20:00	94.75	-3.568	2.885	-0.332
2018-09-26 03:55:00	2018-09-26 04:05:00	103.542	-2.398	2.842	-0.803
2018-09-26 04:25:00	2018-09-26 04:35:00	106.765	-0.808	4.113	-1.253
2018-09-26 04:55:00	2018-09-26 05:05:00	115.986	0.555	3.717	-1.803
2018-09-26 05:25:00	2018-09-26 05:35:00	134.108	3.032	2.432	-2.247
2018-09-26 19:00:00	2018-09-26 19:10:00	49.336	-4.872	1.682	1.437
2018-09-26 19:30:00	2018-09-26 19:40:00	68.065	-5.025	2.302	0.913
2018-09-26 20:00:00	2018-09-26 20:10:00	77.053	-4.687	2.688	0.612
2018-09-26 20:30:00	2018-09-26 20:40:00	75.632	-4.385	2.47	0.637
2018-09-27 15:25:00	2018-09-27 15:35:00	103.776	-3.338	2.052	-0.515
2018-09-28 05:15:00	2018-09-28 05:25:00	126.312	3.398	3.527	-2.563
2018-09-28 05:50:00	2018-09-28 06:00:00	118.107	3.553	3.17	-1.698
2018-09-28 06:20:00	2018-09-28 06:30:00	119.475	2.975	3.052	-1.74
2018-09-28 06:50:00	2018-09-28 07:00:00	112.116	2.737	3.887	-1.565
2018-09-28 07:20:00	2018-09-28 07:30:00	94.316	2.428	4.185	-0.308
2018-09-28 07:50:00	2018-09-28 08:00:00	98.545	2.827	3.673	-0.507
2018-09-29 02:00:00	2018-09-29 02:10:00	96.765	-3.663	5.717	-0.68
2018-09-29 03:00:00	2018-09-29 03:10:00	102.163	-3.69	4.238	-0.925
2018-09-29 03:40:00	2018-09-29 03:50:00	84.623	-6.105	4.058	0.285
2018-09-29 04:10:00	2018-09-29 04:20:00	115.917	-2.367	5.567	-2.765
2018-09-29 05:15:00	2018-09-29 05:25:00	66.015	-5.423	3.52	1.517
2018-09-29 09:40:00	2018-09-29 09:50:00	99.122	-2.255	4.34	-0.697
2018-09-29 10:10:00	2018-09-29 10:20:00	96.386	-2.21	4.72	-0.537
2018-09-29 11:20:00	2018-09-29 11:30:00	126.744	-3.083	3.49	-2.613
2018-09-29 11:50:00	2018-09-29 12:00:00	126.109	-2.94	3.777	-2.755
2018-09-29 12:50:00	2018-09-29 13:00:00	103.83	-4.183	3.52	-0.922
2018-09-29 13:25:00	2018-09-29 13:35:00	107.51	-3.587	3.41	-1.14
2018-09-29 13:55:00	2018-09-29 14:05:00	117.447	-3.488	3.195	-1.682
2018-09-29 14:25:00	2018-09-29 14:35:00	91.003	-3.797	3.253	-0.092
2018-09-29 15:20:00	2018-09-29 15:30:00	96.547	-4.952	1.307	-0.15
2018-09-30 14:05:00	2018-09-30 14:15:00	134.303	-2.858	0.795	-0.812
2018-09-30 14:35:00	2018-09-30 14:45:00	134.659	-2.92	1.012	-1.002
2018-09-30 17:00:00	2018-09-30 17:10:00	112.104	-3.738	1.537	-0.625
2018-09-30 19:25:00	2018-09-30 19:35:00	68.193	-3.105	1.968	0.805
2018-10-01 04:25:00	2018-10-01 04:35:00	123.858	-2.223	2.003	-1.323
2018-10-01 06:15:00	2018-10-01 06:25:00	126.633	-2.855	1.475	-1.102
2018-10-01 06:45:00	2018-10-01 06:55:00	116.555	-3.122	1.223	-0.602
2018-10-01 07:15:00	2018-10-01 07:25:00	118.695	-2.488	1.797	-1.005
2018-10-01 19:25:00	2018-10-01 19:35:00	46.476	-5.132	3.385	3.175
2018-10-01 23:55:00	2018-10-02 00:05:00	117.308	-0.942	4.015	-2.092
2018-10-02 09:50:00	2018-10-02 10:00:00	66.975	-4.667	1.5	0.62
2018-10-02 10:20:00	2018-10-02 10:30:00	71.028	-4.605	1.713	0.593
2018-10-05 00:15:00	2018-10-05 00:25:00	113.519	-1.625	4.162	-1.828
2018-10-05 00:45:00	2018-10-05 00:55:00	107.629	-1.498	4.253	-1.353
