Start_str	End_str	Clang_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Shock_Ang(deg)	omniVsw_avg(km/s)
2018-09-10 23:15:00	2018-09-10 23:25:00	70.464	-10.112	6.368	4.145	36.926	497.783
2018-09-10 23:45:00	2018-09-10 23:55:00	60.545	-10.253	6.853	6.462	42.484	497.7
2018-09-11 00:15:00	2018-09-11 00:25:00	50.044	-10.395	6.127	8.465	44.408	490.683
2018-09-11 01:20:00	2018-09-11 01:30:00	65.994	-7.572	6.522	5.313	48.156	502.017
2018-09-11 02:30:00	2018-09-11 02:40:00	73.098	-6.775	6.835	4.732	50.959	507.083
2018-09-11 07:45:00	2018-09-11 07:55:00	125.62	-9.233	5.457	-0.603	32.369	547.567
2018-09-22 00:30:00	2018-09-22 00:40:00	130.61	-4.927	6.183	-2.99	58.184	391.3
2018-09-22 03:05:00	2018-09-22 03:15:00	118.529	-0.975	7.928	-1.317	86.757	381.017
2018-09-22 03:35:00	2018-09-22 03:45:00	97.418	-0.53	7.563	1.768	89.13	377.383
2018-09-22 10:10:00	2018-09-22 10:20:00	120.096	-4.727	6.617	0.192	59.038	431.65
2018-09-22 13:20:00	2018-09-22 13:30:00	133.834	-6.712	7.192	-1.688	53.052	487.6
2018-10-07 12:40:00	2018-10-07 12:50:00	114.407	-10.348	13.655	1.653	61.433	403.783
2018-10-07 13:10:00	2018-10-07 13:20:00	98.093	-9.31	13.283	5.41	64.488	408.133
2018-10-07 14:05:00	2018-10-07 14:15:00	91.768	-8.993	8.67	4.15	53.35	417.367
2018-10-07 15:25:00	2018-10-07 15:35:00	124.37	-4.797	13.693	-2.07	63.046	499.267
2018-10-13 14:05:00	2018-10-13 14:15:00	60.625	-7.953	1.31	2.058	21.319	324.15
2018-10-13 14:35:00	2018-10-13 14:45:00	58.971	-8.058	1.037	1.658	18.184	327.583
2018-11-05 02:05:00	2018-11-05 02:15:00	53.39	-0.655	7.735	8.663	87.489	509.217
2018-11-07 18:30:00	2018-11-07 18:40:00	51.236	-5.233	3.198	3.97	48.917	417.683
2018-11-17 08:55:00	2018-11-17 09:05:00	45.088	3.88	1.358	3.353	46.78	333.533
2018-11-17 09:25:00	2018-11-17 09:35:00	51.259	3.817	1.75	3.347	48.702	333.05
2018-11-18 00:50:00	2018-11-18 01:00:00	116.241	1.995	2.025	-0.772	48.386	300.617
2018-12-02 02:25:00	2018-12-02 02:35:00	108.436	-3.853	5.672	-1.595	49.933	409.367
2018-12-18 07:50:00	2018-12-18 08:00:00	55.061	5.388	3.128	3.08	41.234	393.633
2019-02-12 10:30:00	2019-02-12 10:40:00	46.369	2.017	6.897	4.672	82.939	375.083
2019-02-12 11:00:00	2019-02-12 11:10:00	68.415	1.057	7.673	1.725	88.16	379.467
2019-02-25 11:20:00	2019-02-25 11:30:00	73.419	-2.688	3.972	0.307	50.402	314.15
