Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2020-09-01 02:20:00	28	6.9	112.376	14.807	-1.533	4.035	-1.625	0.07	29.70	33	2020-09-01 02:45:00
2020-09-01 04:35:00	55	5.95	78.074	12.339	-5.15	3.482	0.693	0.07	21.61	60	2020-09-01 05:00:00
2020-09-04 18:20:00	1083	5.6	122.349	9.897	-2.69	3.307	-2.092	0.06	23.84	1088	2020-09-04 18:45:00
2020-09-04 19:00:00	1091	5.6	108.342	8.949	-2.453	3.6	-1.23	0.04	24.39	1096	2020-09-04 19:25:00
2020-09-05 02:15:00	1177	5.82	96.819	7.108	-3.003	3.022	-0.372	0.03	16.84	1182	2020-09-05 02:40:00
2020-09-05 02:45:00	1183	5.52	102.044	7.912	-3.375	2.745	-0.595	0.03	19.31	1188	2020-09-05 03:10:00
2020-09-05 03:35:00	1193	5.23	82.26	9.166	-3.835	1.958	0.233	0.03	27.48	1198	2020-09-05 04:00:00
2020-09-05 04:10:00	1200	5.45	125.3	9.988	-3.515	2.148	-1.462	0.02	25.50	1205	2020-09-05 04:35:00
2020-09-05 04:55:00	1209	5.55	114.278	10.986	-3.162	2.845	-1.302	0.00	16.12	1214	2020-09-05 05:20:00
2020-09-05 05:25:00	1215	5.48	114.637	11.617	-3.377	2.52	-1.162	0.02	24.36	1220	2020-09-05 05:50:00
2020-09-05 06:00:00	1222	5.63	122.105	12.324	-2.607	2.898	-1.813	0.04	23.44	1227	2020-09-05 06:25:00
2020-09-05 06:45:00	1231	5.73	119.557	13.188	-1.988	3.487	-2.038	0.06	27.02	1236	2020-09-05 07:10:00
2020-09-05 08:10:00	1248	5.35	134.311	14.701	-4.105	1.6	-1.557	0.03	19.68	1253	2020-09-05 08:35:00
2020-09-05 09:05:00	1258	5.72	121.471	15.607	-2.397	3.203	-1.915	0.02	25.96	1263	2020-09-05 09:30:00
2020-09-07 12:45:00	1878	6.0	104.244	23.997	0.36	4.53	-1.148	0.02	9.94	1883	2020-09-07 13:10:00
2020-09-07 13:15:00	1884	6.17	108.711	23.762	0.895	4.423	-1.498	0.01	5.01	1889	2020-09-07 13:40:00
2020-09-07 14:00:00	1893	6.4	110.987	23.395	1.537	4.137	-1.587	0.03	9.74	1898	2020-09-07 14:25:00
2020-09-07 14:35:00	1900	6.2	99.127	23.097	-0.057	4.635	-0.755	0.05	26.66	1905	2020-09-07 15:00:00
2020-09-07 15:05:00	1906	6.23	104.226	22.834	0.442	4.8	-1.217	0.03	6.96	1911	2020-09-07 15:30:00
2020-09-07 15:35:00	1912	6.1	108.247	22.563	0.815	4.622	-1.498	0.02	21.94	1917	2020-09-07 16:00:00
2020-09-07 16:05:00	1918	5.6	86.947	22.284	-1.792	4.725	0.225	0.06	13.38	1923	2020-09-07 16:30:00
2020-09-07 16:35:00	1924	5.48	78.84	21.997	-2.365	4.18	0.817	0.01	17.09	1929	2020-09-07 17:00:00
2020-09-07 17:05:00	1930	5.48	68.093	21.701	-2.555	3.833	1.542	0.01	5.84	1935	2020-09-07 17:30:00
2020-09-07 17:35:00	1936	5.43	60.86	21.397	-2.845	3.358	1.868	0.01	10.67	1941	2020-09-07 18:00:00
2020-09-07 18:05:00	1942	5.58	66.206	21.083	-2.772	3.418	1.532	0.08	24.23	1947	2020-09-07 18:30:00
2020-09-07 18:35:00	1948	5.68	84.954	20.761	-2.292	4.095	0.352	0.06	18.66	1953	2020-09-07 19:00:00
2020-09-07 19:05:00	1954	5.65	84.864	20.429	-1.773	4.542	0.408	0.02	5.12	1959	2020-09-07 19:30:00
2020-09-07 19:35:00	1960	5.63	85.705	20.088	-1.568	4.575	0.337	0.03	8.45	1965	2020-09-07 20:00:00
2020-09-07 20:05:00	1966	5.53	85.511	19.737	-2.072	4.278	0.327	0.01	16.40	1971	2020-09-07 20:30:00
2020-09-07 20:35:00	1972	5.33	74.919	19.376	-2.858	3.675	0.99	0.02	1.82	1977	2020-09-07 21:00:00
2020-09-07 21:05:00	1978	5.38	78.57	19.004	-2.543	4.03	0.81	0.03	6.80	1983	2020-09-07 21:30:00
2020-09-07 21:35:00	1984	5.43	82.024	18.621	-2.402	4.293	0.602	0.02	4.95	1989	2020-09-07 22:00:00
2020-09-07 22:05:00	1990	5.22	84.021	18.227	-2.813	4.133	0.433	0.01	9.60	1995	2020-09-07 22:30:00
2020-09-07 22:35:00	1996	5.05	76.029	17.821	-3.137	3.805	0.943	0.03	7.68	2001	2020-09-07 23:00:00
2020-09-07 23:45:00	2010	6.18	72.319	16.826	-2.962	2.368	0.755	0.09	6.67	2015	2020-09-08 00:10:00
