Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2018-09-02 22:10:00	554	6.87	80.565	15.563	-2.445	1.818	0.258	0.10	28.58	559	2018-09-02 22:35:00
2018-09-04 06:50:00	946	6.42	119.824	23.63	0.638	4.003	-2.298	0.08	24.55	951	2018-09-04 07:15:00
2018-09-06 15:55:00	1629	7.0	87.721	18.291	-0.273	2.782	0.097	0.07	28.33	1634	2018-09-06 16:20:00
2018-09-06 19:35:00	1646	6.08	109.551	20.653	-1.908	3.732	-1.335	0.04	14.07	1651	2018-09-06 20:00:00
2018-09-08 11:20:00	2117	6.47	129.735	17.371	-3.628	0.92	-0.813	0.02	29.56	2122	2018-09-08 11:45:00
2018-09-08 11:50:00	2123	6.32	113.122	16.965	-3.707	1.075	-0.453	0.05	18.31	2128	2018-09-08 12:15:00
2018-09-08 12:40:00	2133	6.68	119.08	16.254	-2.893	1.547	-0.857	0.08	20.01	2138	2018-09-08 13:05:00
2018-09-08 16:10:00	2175	6.5	123.331	12.722	-1.235	3.282	-2.095	0.09	24.35	2180	2018-09-08 16:35:00
2018-09-09 02:10:00	2283	6.98	86.372	8.094	-2.75	1.79	0.118	0.05	10.18	2288	2018-09-09 02:35:00
2018-09-09 22:40:00	2529	6.83	61.636	23.783	-3.433	1.112	0.598	0.05	11.36	2534	2018-09-09 23:05:00
2018-09-09 23:10:00	2535	6.88	69.275	23.927	-3.295	1.235	0.467	0.01	3.71	2540	2018-09-09 23:35:00
2018-09-11 03:00:00	2818	5.23	105.293	20.085	-5.858	6.187	-1.623	0.10	15.26	2823	2018-09-11 03:25:00
2018-09-12 08:15:00	3169	5.65	89.155	19.035	-4.585	2.305	0.028	0.09	11.75	3174	2018-09-12 08:40:00
2018-09-12 08:45:00	3175	5.25	88.295	19.367	-4.73	2.522	0.077	0.05	5.62	3180	2018-09-12 09:10:00
2018-09-12 16:00:00	3262	5.48	131.367	23.017	-4.28	1.81	-1.525	0.09	24.18	3267	2018-09-12 16:25:00
2018-09-12 17:00:00	3274	5.52	112.475	23.369	-4.605	2.158	-0.795	0.06	20.28	3279	2018-09-12 17:25:00
2018-09-12 17:30:00	3280	6.15	113.6	23.532	-2.302	3.927	-1.738	0.04	15.78	3285	2018-09-12 17:55:00
2018-09-12 18:30:00	3292	6.55	105.321	23.835	0.022	4.36	-1.193	0.09	19.51	3297	2018-09-12 18:55:00
2018-09-13 14:15:00	3529	5.62	104.855	23.735	-3.587	5.128	-1.355	0.08	19.15	3534	2018-09-13 14:40:00
2018-09-13 19:50:00	3596	5.75	103.353	21.547	-4.755	2.613	-0.625	0.10	25.89	3601	2018-09-13 20:15:00
2018-09-13 23:20:00	3638	6.0	119.235	19.578	-2.858	3.997	-2.247	0.06	11.52	3643	2018-09-13 23:45:00
2018-09-14 06:40:00	3726	6.8	74.617	13.404	-3.932	1.365	0.365	0.04	18.01	3731	2018-09-14 07:05:00
2018-09-14 09:05:00	3755	6.88	105.847	10.442	-4.05	1.525	-0.422	0.04	25.10	3760	2018-09-14 09:30:00
2018-09-16 15:15:00	4405	7.0	106.546	21.619	-2.907	1.068	-0.315	0.05	6.56	4410	2018-09-16 15:40:00
2018-09-16 22:05:00	4478	6.68	132.103	17.294	-3.348	0.712	-0.655	0.05	9.90	4483	2018-09-16 22:30:00
2018-09-20 01:35:00	5384	5.27	68.407	8.558	4.147	1.39	0.547	0.09	13.76	5389	2018-09-20 02:00:00
2018-09-20 02:05:00	5390	5.25	49.48	7.738	3.965	1.17	1.03	0.07	20.14	5395	2018-09-20 02:30:00
2018-09-22 04:20:00	5993	5.33	111.597	22.607	-4.358	6.93	-2.753	0.05	13.23	5998	2018-09-22 04:45:00
2018-09-22 05:00:00	6001	5.13	119.155	22.329	-3.885	6.073	-3.39	0.07	17.47	6006	2018-09-22 05:25:00
2018-09-22 16:40:00	6141	5.92	83.99	14.324	-4.13	4.242	0.415	0.07	27.90	6146	2018-09-22 17:05:00
2018-09-22 17:35:00	6152	6.02	105.067	13.35	0.305	5.655	-1.492	0.07	15.71	6157	2018-09-22 18:00:00
2018-09-22 19:15:00	6172	5.95	120.956	11.372	-1.652	4.847	-2.912	0.10	26.82	6177	2018-09-22 19:40:00
2018-09-23 04:05:00	6278	6.72	115.948	7.923	-3.607	3.303	-1.597	0.07	15.50	6283	2018-09-23 04:30:00
2018-09-25 16:15:00	6978	5.12	76.415	9.354	-6.572	2.982	0.722	0.03	9.12	6983	2018-09-25 16:40:00
2018-09-25 17:35:00	6994	5.87	83.021	7.2	-5.085	4.043	0.48	0.02	18.75	6999	2018-09-25 18:00:00
2018-09-26 02:55:00	7106	5.97	94.75	12.471	-3.568	2.885	-0.332	0.02	25.79	7111	2018-09-26 03:20:00
2018-09-26 03:40:00	7115	6.08	103.542	13.325	-2.398	2.842	-0.803	0.07	24.03	7120	2018-09-26 04:05:00
2018-09-26 04:10:00	7121	6.2	106.765	13.865	-0.808	4.113	-1.253	0.04	7.96	7126	2018-09-26 04:35:00
2018-09-26 04:40:00	7127	6.3	115.986	14.384	0.555	3.717	-1.803	0.03	6.31	7132	2018-09-26 05:05:00
2018-09-26 05:10:00	7133	6.57	134.108	14.883	3.032	2.432	-2.247	0.05	25.23	7138	2018-09-26 05:35:00
2018-09-26 18:45:00	7296	5.77	49.336	23.261	-4.872	1.682	1.437	0.04	25.83	7301	2018-09-26 19:10:00
2018-09-26 19:15:00	7302	5.63	68.065	23.428	-5.025	2.302	0.913	0.07	13.94	7307	2018-09-26 19:40:00
2018-09-26 19:45:00	7308	5.78	77.053	23.587	-4.687	2.688	0.612	0.09	11.93	7313	2018-09-26 20:10:00
2018-09-26 20:15:00	7314	5.75	75.632	23.737	-4.385	2.47	0.637	0.04	12.40	7319	2018-09-26 20:40:00
2018-09-27 15:10:00	7541	6.72	103.776	23.991	-3.338	2.052	-0.515	0.03	23.40	7546	2018-09-27 15:35:00
2018-09-28 05:00:00	7705	6.03	126.312	16.832	3.398	3.527	-2.563	0.02	15.36	7710	2018-09-28 05:25:00
2018-09-28 05:35:00	7712	6.37	118.107	16.336	3.553	3.17	-1.698	0.09	18.62	7717	2018-09-28 06:00:00
2018-09-28 06:05:00	7718	7.0	119.475	15.894	2.975	3.052	-1.74	0.06	20.02	7723	2018-09-28 06:30:00
2018-09-28 06:35:00	7724	6.67	112.116	15.435	2.737	3.887	-1.565	0.07	21.38	7729	2018-09-28 07:00:00
2018-09-28 07:05:00	7730	6.65	94.316	14.958	2.428	4.185	-0.308	0.03	13.03	7735	2018-09-28 07:30:00
2018-09-28 07:35:00	7736	6.65	98.545	14.463	2.827	3.673	-0.507	0.08	22.41	7741	2018-09-28 08:00:00
2018-09-29 01:45:00	7954	5.72	96.765	15.872	-3.663	5.717	-0.68	0.07	5.89	7959	2018-09-29 02:10:00
2018-09-29 02:45:00	7966	6.47	102.163	16.742	-3.69	4.238	-0.925	0.08	22.07	7971	2018-09-29 03:10:00
2018-09-29 03:25:00	7974	5.55	84.623	17.288	-6.105	4.058	0.285	0.09	29.68	7979	2018-09-29 03:50:00
2018-09-29 03:55:00	7980	6.03	115.917	17.681	-2.367	5.567	-2.765	0.06	19.55	7985	2018-09-29 04:20:00
2018-09-29 05:00:00	7993	5.57	66.015	18.484	-5.423	3.52	1.517	0.06	29.11	7998	2018-09-29 05:25:00
2018-09-29 09:25:00	8046	6.02	99.122	21.184	-2.255	4.34	-0.697	0.09	14.63	8051	2018-09-29 09:50:00
2018-09-29 09:55:00	8052	6.02	96.386	21.438	-2.21	4.72	-0.537	0.05	10.49	8057	2018-09-29 10:20:00
2018-09-29 11:05:00	8066	5.97	126.744	21.993	-3.083	3.49	-2.613	0.07	23.35	8071	2018-09-29 11:30:00
2018-09-29 11:35:00	8072	5.87	126.109	22.215	-2.94	3.777	-2.755	0.01	19.33	8077	2018-09-29 12:00:00
2018-09-29 12:35:00	8084	5.67	103.83	22.633	-4.183	3.52	-0.922	0.04	28.23	8089	2018-09-29 13:00:00
2018-09-29 13:10:00	8091	6.03	107.51	22.86	-3.587	3.41	-1.14	0.09	26.55	8096	2018-09-29 13:35:00
2018-09-29 13:40:00	8097	6.08	117.447	23.046	-3.488	3.195	-1.682	0.04	18.77	8102	2018-09-29 14:05:00
2018-09-29 14:10:00	8103	5.97	91.003	23.223	-3.797	3.253	-0.092	0.02	16.20	8108	2018-09-29 14:35:00
2018-09-29 15:05:00	8114	5.87	96.547	23.527	-4.952	1.307	-0.15	0.10	24.78	8119	2018-09-29 15:30:00
2018-09-30 13:50:00	8386	6.0	134.303	23.023	-2.858	0.795	-0.812	0.09	13.73	8391	2018-09-30 14:15:00
2018-09-30 14:20:00	8392	6.02	134.659	22.836	-2.92	1.012	-1.002	0.02	4.98	8397	2018-09-30 14:45:00
2018-09-30 16:45:00	8421	6.0	112.104	21.81	-3.738	1.537	-0.625	0.09	12.23	8426	2018-09-30 17:10:00
2018-09-30 19:10:00	8450	5.95	68.193	20.564	-3.105	1.968	0.805	0.06	19.45	8455	2018-09-30 19:35:00
2018-10-01 04:10:00	8557	6.53	123.858	13.404	-2.223	2.003	-1.323	0.05	25.19	8562	2018-10-01 04:35:00
2018-10-01 06:00:00	8579	6.6	126.633	11.225	-2.855	1.475	-1.102	0.04	11.06	8584	2018-10-01 06:25:00
2018-10-01 06:30:00	8585	6.8	116.555	10.564	-3.122	1.223	-0.602	0.03	11.07	8590	2018-10-01 06:55:00
2018-10-01 07:00:00	8591	6.8	118.695	9.867	-2.488	1.797	-1.005	0.06	11.55	8596	2018-10-01 07:25:00
2018-10-01 19:10:00	8737	5.43	46.476	13.761	-5.132	3.385	3.175	0.06	27.52	8742	2018-10-01 19:35:00
