Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2017-09-01 11:00:00	132	5.77	53.873	22.711	-6.36	3.1	2.31	0.05	28.70	137	2017-09-01 11:25:00
2017-09-01 13:40:00	164	5.33	86.209	21.542	-5.553	5.42	0.408	0.03	15.10	169	2017-09-01 14:05:00
2017-09-01 14:10:00	170	5.28	86.505	21.293	-6.612	4.083	0.197	0.02	26.55	175	2017-09-01 14:35:00
2017-09-01 14:40:00	176	5.22	101.862	21.035	-6.862	3.788	-0.845	0.01	13.20	181	2017-09-01 15:05:00
2017-09-01 15:10:00	182	5.2	102.575	20.766	-6.475	4.202	-0.93	0.06	20.39	187	2017-09-01 15:35:00
2017-09-02 01:25:00	295	5.43	122.52	12.399	-2.825	5.352	-3.435	0.05	14.05	300	2017-09-02 01:50:00
2017-09-02 02:05:00	303	5.65	101.325	11.585	-3.132	5.685	-1.19	0.02	22.68	308	2017-09-02 02:30:00
2017-09-02 03:25:00	319	5.62	125.854	9.79	5.545	5.178	-3.842	0.05	23.00	324	2017-09-02 03:50:00
2017-09-03 08:20:00	665	6.93	87.791	23.909	-2.222	2.567	0.108	0.03	18.22	670	2017-09-03 08:45:00
2017-09-04 03:20:00	892	6.87	68.215	23.697	-2.888	2.523	1.017	0.09	19.45	897	2017-09-04 03:45:00
2017-09-04 16:40:00	1052	5.87	103.745	16.432	-5.52	4.827	-1.312	0.08	24.54	1057	2017-09-04 17:05:00
2017-09-04 17:10:00	1058	6.03	116.848	15.993	-0.893	7.068	-3.623	0.06	16.49	1063	2017-09-04 17:35:00
2017-09-05 12:55:00	1295	6.88	67.865	15.873	-2.525	1.91	0.773	0.05	27.52	1300	2017-09-05 13:20:00
2017-09-05 13:30:00	1302	7.0	62.736	16.388	-1.405	2.34	1.205	0.04	24.32	1307	2017-09-05 13:55:00
2017-09-05 19:50:00	1378	6.25	113.787	20.771	-2.877	2.638	-1.17	0.02	8.48	1383	2017-09-05 20:15:00
2017-09-05 22:05:00	1405	6.33	73.558	21.896	-4.317	2.202	0.643	0.07	8.09	1410	2017-09-05 22:30:00
2017-09-05 22:35:00	1411	6.68	62.038	22.119	-4.493	1.772	0.915	0.07	26.65	1416	2017-09-05 23:00:00
2017-09-12 16:35:00	2848	6.4	119.37	22.341	-2.657	2.265	-1.267	0.08	14.75	2853	2017-09-12 17:00:00
2017-09-13 03:55:00	2984	6.57	89.054	14.797	4.84	2.878	0.113	0.08	17.71	2989	2017-09-13 04:20:00
2017-09-15 18:15:00	3732	6.57	115.885	18.83	-4.367	4.073	-2.028	0.07	23.08	3737	2017-09-15 18:40:00
2017-09-15 22:25:00	3782	6.45	124.655	15.495	-4.23	4.233	-2.882	0.08	29.17	3787	2017-09-15 22:50:00
2017-09-15 23:10:00	3791	6.62	119.645	14.778	-4.49	3.158	-1.655	0.05	22.25	3796	2017-09-15 23:35:00
2017-09-16 00:35:00	3808	6.98	106.861	13.302	-1.727	5.053	-1.625	0.07	26.89	3813	2017-09-16 01:00:00
2017-09-16 02:00:00	3825	6.72	115.865	11.639	-3.375	4.53	-2.217	0.04	22.65	3830	2017-09-16 02:25:00
2017-09-16 11:15:00	3936	6.55	119.328	8.236	-3.715	3.645	-1.952	0.05	29.16	3941	2017-09-16 11:40:00
2017-09-16 11:45:00	3942	6.47	113.909	9.023	-2.48	4.778	-2.167	0.04	18.26	3947	2017-09-16 12:10:00
2017-09-19 05:45:00	4734	6.28	77.309	7.02	-4.338	1.145	0.243	0.01	22.79	4739	2017-09-19 06:10:00
2017-09-19 06:40:00	4745	6.12	48.254	8.559	-4.153	1.123	1.023	0.03	21.46	4750	2017-09-19 07:05:00
2017-09-19 10:15:00	4788	6.35	129.777	13.264	-2.598	2.702	-2.265	0.08	24.77	4793	2017-09-19 10:40:00
2017-09-19 11:00:00	4797	5.95	84.93	14.068	-4.102	2.087	0.187	0.05	27.72	4802	2017-09-19 11:25:00
2017-09-19 12:30:00	4815	5.75	98.356	15.538	-3.91	2.49	-0.39	0.03	22.50	4820	2017-09-19 12:55:00
2017-09-19 13:00:00	4821	5.72	85.949	15.992	-3.77	2.605	0.162	0.03	22.89	4826	2017-09-19 13:25:00
2017-09-19 14:35:00	4840	6.47	94.788	17.322	-3.122	3.115	-0.275	0.05	22.47	4845	2017-09-19 15:00:00
2017-09-19 15:50:00	4855	6.7	95.575	18.27	-2.093	3.477	-0.378	0.04	27.41	4860	2017-09-19 16:15:00
2017-09-19 18:05:00	4882	6.88	131.81	19.776	0.257	2.048	-1.658	0.09	23.57	4887	2017-09-19 18:30:00
2017-09-19 18:35:00	4888	6.95	131.122	20.078	-0.272	2.552	-2.297	0.06	25.26	4893	2017-09-19 19:00:00
2017-09-19 22:55:00	4940	6.85	119.715	22.271	-1.417	3.085	-1.77	0.03	22.35	4945	2017-09-19 23:20:00
2017-09-19 23:25:00	4946	6.78	121.826	22.479	-2.208	2.648	-1.683	0.04	20.06	4951	2017-09-19 23:50:00
2017-09-19 23:55:00	4952	6.75	115.184	22.677	-1.97	2.982	-1.448	0.03	24.96	4957	2017-09-20 00:20:00
2017-09-21 01:50:00	5263	6.43	89.331	22.458	-2.807	2.727	0.043	0.08	28.41	5268	2017-09-21 02:15:00
2017-09-21 02:20:00	5269	6.55	106.597	22.25	-3.372	1.832	-0.518	0.03	27.20	5274	2017-09-21 02:45:00
2017-09-21 03:35:00	5284	6.43	111.643	21.69	-2.103	2.908	-1.172	0.10	15.03	5289	2017-09-21 04:00:00
2017-09-21 04:10:00	5291	6.43	86.63	21.409	-2.717	2.382	0.105	0.04	26.60	5296	2017-09-21 04:35:00
2017-09-21 04:40:00	5297	6.38	105.142	21.157	-3.032	1.872	-0.462	0.05	26.60	5302	2017-09-21 05:05:00
2017-09-21 08:20:00	5341	6.45	134.039	18.994	-2.752	1.632	-1.555	0.06	22.39	5346	2017-09-21 08:45:00
2017-09-21 13:50:00	5407	6.57	133.55	14.449	-1.243	2.427	-2.312	0.06	10.72	5412	2017-09-21 14:15:00
2017-09-21 15:55:00	5432	5.7	62.943	12.159	-3.75	0.815	0.435	0.07	27.93	5437	2017-09-21 16:20:00
2017-09-21 17:00:00	5445	6.0	65.323	10.791	-2.302	2.977	1.373	0.10	29.53	5450	2017-09-21 17:25:00
2017-09-21 19:10:00	5471	6.13	117.595	7.536	-1.167	3.557	-1.865	0.04	20.76	5476	2017-09-21 19:35:00
2017-09-22 04:35:00	5584	5.6	92.614	12.315	-1.678	3.597	-0.157	0.04	17.36	5589	2017-09-22 05:00:00
2017-09-22 06:20:00	5605	5.67	134.722	14.243	-2.097	2.345	-2.35	0.04	19.39	5610	2017-09-22 06:45:00
2017-09-22 06:50:00	5611	5.58	125.363	14.745	-3.077	2.14	-1.523	0.00	22.37	5616	2017-09-22 07:15:00
2017-09-22 07:20:00	5617	5.38	102.018	15.228	-2.93	2.708	-0.657	0.04	29.97	5622	2017-09-22 07:45:00
2017-09-22 07:50:00	5623	5.02	81.167	15.692	-3.547	2.303	0.342	0.02	17.76	5628	2017-09-22 08:15:00
2017-09-22 08:20:00	5629	5.18	56.528	16.14	-3.822	1.623	1.055	0.06	25.42	5634	2017-09-22 08:45:00
