Start_str	Mgs#_avg	Clang_avg	Rmag_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Bdeviat	Dtheta	Shock_Ang(deg)	OMNIVsw_avg(km/s)	End_str
2018-09-01 10:45:00	6.82	347.126	23.462	-0.865	-2.187	2.2	0.04	14.61	77.287	373.733	2018-09-01 11:10:00
2018-09-03 10:20:00	6.72	350.88	7.14	-2.507	-1.27	1.45	0.06	19.60	40.619	339.55	2018-09-03 10:45:00
2018-09-08 19:50:00	5.48	343.858	7.593	4.67	-1.298	2.112	0.02	11.90	20.591999053955078	377.567	2018-09-08 20:15:00
2018-09-09 12:05:00	5.02	337.09	18.655	-1.563	-5.083	3.608	0.04	8.65	76.727	374.417	2018-09-09 12:30:00
2018-09-09 17:45:00	5.35	355.995	21.931	0.397	-1.972	4.437	0.07	8.12	85.60900115966797	354.567	2018-09-09 18:10:00
2018-09-09 18:15:00	5.68	355.304	22.158	0.222	-1.888	4.345	0.06	8.53	87.72100067138672	359.1	2018-09-09 18:40:00
2018-09-18 00:00:00	6.97	344.254	19.471	2.562	-1.595	2.56	0.04	24.88	53.07600021362305	534.25	2018-09-18 00:25:00
2018-09-19 17:45:00	6.77	330.605	17.295	-1.188	-1.483	1.293	0.09	27.05	56.07	416.65	2018-09-19 18:10:00
2018-09-19 18:40:00	6.45	327.587	16.535	-2.332	-1.858	1.552	0.09	20.65	43.409	408.333	2018-09-19 19:05:00
2018-09-19 19:10:00	6.33	325.89	16.098	-2.65	-1.81	1.437	0.02	11.58	38.071	403.683	2018-09-19 19:35:00
2018-09-20 00:15:00	6.1	319.926	10.519	1.5	-2.708	1.882	0.08	18.60	68.86399841308594	394.95	2018-09-20 00:40:00
2018-09-20 14:00:00	5.65	325.064	14.962	1.807	-3.432	1.657	0.04	13.17	67.40799713134766	358.9	2018-09-20 14:25:00
2018-09-20 15:20:00	6.07	330.338	16.199	1.532	-2.69	1.805	0.04	18.21	67.49299621582031	355.583	2018-09-20 15:45:00
2018-09-20 15:50:00	6.22	348.399	16.631	1.292	-1.748	2.345	0.09	16.36	68.87200164794922	354.017	2018-09-20 16:15:00
2018-09-20 16:20:00	6.43	327.866	17.048	0.327	-2.368	1.598	0.08	19.67	86.24500274658203	354.167	2018-09-20 16:45:00
2018-09-20 16:50:00	6.3	332.7	17.451	1.438	-1.333	1.09	0.03	12.73	52.30799865722656	347.333	2018-09-20 17:15:00
2018-09-30 22:00:00	6.27	316.901	18.791	-3.702	-1.672	1.032	0.05	22.75	38.015	408.65	2018-09-30 22:25:00
2018-09-30 22:30:00	6.2	321.826	18.438	-3.873	-1.288	0.942	0.07	16.47	32.455	405.35	2018-09-30 22:55:00
2018-09-30 23:00:00	5.92	323.392	18.073	-4.257	-1.048	0.802	0.06	17.70	27.362	401.283	2018-09-30 23:25:00
2018-10-04 01:35:00	6.07	316.472	11.269	5.368	-2.252	1.333	0.02	25.58	17.9689998626709	506.65	2018-10-04 02:00:00
2018-10-04 09:50:00	5.95	315.393	7.017	1.728	-5.45	1.253	0.05	9.81	62.78200149536133	409.833	2018-10-04 10:15:00
2018-10-04 15:40:00	6.52	319.591	14.669	2.598	-2.87	1.337	0.10	22.80	41.25899887084961	393.85	2018-10-04 16:05:00
2018-10-04 16:10:00	6.57	318.559	15.157	2.59	-3.008	1.398	0.09	10.44	42.06100082397461	396.35	2018-10-04 16:35:00
2018-10-14 19:20:00	5.82	320.002	21.441	2.31	-5.007	3.49	0.07	23.66	79.4729995727539	581.967	2018-10-14 19:45:00
2018-10-15 08:15:00	6.33	328.775	10.695	3.71	-0.845	0.433	0.07	26.91	25.118999481201172	543.15	2018-10-15 08:40:00
2018-10-17 09:40:00	6.38	320.767	23.582	0.91	-3.477	1.257	0.07	22.45	68.81800079345703	432.15	2018-10-17 10:05:00
2018-10-17 10:15:00	5.58	348.885	23.395	0.71	-3.045	3.348	0.05	9.93	75.38800048828125	428.217	2018-10-17 10:40:00
2018-10-17 14:20:00	7.0	337.026	21.769	-2.372	-1.087	0.927	0.04	17.70	23.574	435.067	2018-10-17 14:45:00
2018-10-17 15:00:00	6.9	330.979	21.446	-2.547	-1.237	0.895	0.08	5.47	22.75	431.867	2018-10-17 15:25:00
2018-10-17 17:35:00	6.83	317.686	20.03	-0.822	-2.377	1.313	0.09	7.68	63.789	423.65	2018-10-17 18:00:00
2018-10-17 20:50:00	6.0	341.414	17.827	2.568	-1.26	2.038	0.04	21.15	49.47800064086914	399.317	2018-10-17 21:15:00
2018-10-17 22:10:00	5.72	339.835	16.764	2.705	-0.653	1.027	0.03	18.64	30.968000411987305	382.833	2018-10-17 22:35:00
2018-10-17 23:00:00	6.3	315.243	16.046	2.317	-1.222	0.783	0.02	29.98	40.757999420166016	376.5	2018-10-17 23:25:00
2018-10-19 03:15:00	5.65	338.93	21.541	1.95	-1.327	1.582	0.09	19.57	52.632999420166016	312.533	2018-10-19 03:40:00
2018-10-19 04:10:00	5.73	329.776	21.972	2.168	-1.42	1.148	0.05	9.14	46.79600143432617	310.483	2018-10-19 04:35:00
2018-10-19 04:40:00	5.6	330.232	22.195	2.058	-1.712	1.365	0.08	17.99	53.48099899291992	310.1	2018-10-19 05:05:00
2018-10-19 05:10:00	5.43	322.08	22.408	2.247	-2.0	1.097	0.04	18.56	52.75400161743164	310.983	2018-10-19 05:35:00
2018-10-20 19:15:00	5.55	326.221	15.445	2.223	-2.337	2.053	0.04	17.35	60.479000091552734	291.1	2018-10-20 19:40:00
2018-10-20 20:15:00	5.48	321.269	14.477	1.685	-2.922	2.303	0.03	10.12	71.76100158691406	289.467	2018-10-20 20:40:00
2018-10-20 20:45:00	5.52	340.021	13.963	1.792	-1.912	3.04	0.08	17.78	68.13800048828125	289.667	2018-10-20 21:10:00
2018-10-26 06:20:00	6.95	329.343	18.64	-0.6	-3.163	2.158	0.09	10.00	86.925	360.467	2018-10-26 06:45:00
2018-10-26 07:10:00	5.33	323.094	18.04	0.793	-5.538	2.738	0.05	14.81	76.2959976196289	356.6	2018-10-26 07:35:00
2018-10-26 07:40:00	5.05	326.974	17.662	1.615	-5.545	3.147	0.09	17.72	69.69000244140625	358.267	2018-10-26 08:05:00
2018-10-26 10:30:00	5.32	332.406	15.242	3.703	-4.785	3.093	0.09	21.80	51.61600112915039	376.6	2018-10-26 10:55:00
2018-10-27 20:05:00	6.35	347.456	23.862	0.352	-1.083	2.397	0.04	12.24	86.41200256347656	345.417	2018-10-27 20:30:00
2018-10-28 23:55:00	5.48	316.626	19.951	-1.74	-2.778	2.087	0.04	20.38	57.332	310.717	2018-10-29 00:20:00
2018-10-29 00:25:00	5.67	320.008	19.643	-1.532	-2.715	2.207	0.03	1.73	60.512	310.55	2018-10-29 00:50:00
2018-10-29 02:15:00	5.88	335.534	18.412	-2.38	-1.735	2.173	0.09	10.37	44.822	312.45	2018-10-29 02:40:00
2018-10-29 04:45:00	5.53	352.972	16.45	-3.588	-0.517	1.002	0.02	11.83	14.979	323.2	2018-10-29 05:10:00
2018-10-30 08:30:00	5.85	335.098	21.029	0.477	-2.727	2.062	0.10	17.19	87.85800170898438	305.517	2018-10-30 08:55:00
2018-11-03 06:55:00	6.1	352.902	23.617	2.252	-1.59	2.573	0.06	6.98	57.42399978637695	348.567	2018-11-03 07:20:00
2018-11-03 08:05:00	6.22	319.662	23.24	0.482	-2.792	1.183	0.07	23.16	87.50800323486328	347.317	2018-11-03 08:30:00
2018-11-07 15:20:00	5.7	316.98	18.629	0.082	-5.61	2.908	0.06	20.98	84.586	428.4	2018-11-07 15:45:00
2018-11-10 02:35:00	5.2	323.172	10.627	0.977	-7.208	6.443	0.03	29.64	83.89700317382812	494.117	2018-11-10 03:00:00
2018-11-10 13:55:00	5.95	317.367	20.57	6.1	-2.172	1.097	0.09	25.68	28.440000534057617	577.683	2018-11-10 14:20:00
2018-11-13 16:10:00	6.13	317.643	23.488	3.372	-1.468	0.91	0.06	14.24	26.520999908447266	434.467	2018-11-13 16:35:00
2018-11-15 05:25:00	6.73	343.168	13.406	1.58	-1.375	2.038	0.08	19.30	58.926998138427734	401.933	2018-11-15 05:50:00
2018-11-15 06:30:00	6.07	318.335	12.164	2.402	-1.588	0.862	0.04	15.70	39.45899963378906	385.583	2018-11-15 06:55:00
2018-11-15 07:25:00	5.68	316.954	11.015	2.86	-1.403	0.647	0.03	21.53	30.71500015258789	370.333	2018-11-15 07:50:00
2018-11-15 18:10:00	6.73	330.716	11.075	-2.955	-1.603	1.963	0.06	28.67	39.772	389.833	2018-11-15 18:35:00
2018-11-15 18:40:00	6.63	319.566	11.711	-3.563	-1.44	1.247	0.05	26.59	27.003	390.083	2018-11-15 19:05:00
2018-11-16 04:55:00	5.73	350.234	20.439	3.332	-0.913	1.888	0.09	15.01	32.64099884033203	358.517	2018-11-16 05:20:00
2018-11-16 05:25:00	5.42	339.782	20.719	3.522	-1.165	1.527	0.09	9.31	29.32699966430664	348.967	2018-11-16 05:50:00
2018-11-17 12:05:00	5.93	323.997	22.449	-0.192	-3.653	2.212	0.04	15.45	89.229	338.65	2018-11-17 12:30:00
2018-11-17 13:20:00	5.77	342.36	21.904	0.672	-2.285	2.893	0.10	20.92	79.64299774169922	332.7	2018-11-17 13:45:00
