Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	IMFBx_avg(nT)	IMFBy_avg(nT)	IMFBz_avg(nT)	Jx_avg(uA/m2)	Jy_avg	Jz_avg	Jmag_avg	divB_avg	Jx_med(uA/m2)	Jy_med	Jz_med	Jmag_med	divB_med	Jx_std(uA/m2)	Jy_std	Jz_std	Jmag_std	divB_std	mms1Bx_avg(nT)	mms1By_avg	mms1Bz_avg	mms1Bmag_avg	mms1Bx_med(nT)	mms1By_med	mms1Bz_med	mms1Bmag_med	mms1Bx_std(nT)	mms1By_std	mms1Bz_std	mms1Bmag_std
2015-09-07 18:00:00	2015-09-07 18:10:00	11.796125887331504	1.5339188147677312	10.86867773482499	-4.32033032398557	160.846	2.332	3.052	-8.747	-0.0246756020060886	0.0227452298033107	0.0100419225840301	0.1317773792000831	-0.0005706990098262	-0.0454734983466609	0.0213046613182773	0.0143460288891349	0.125987914194945	-0.0022649383800363	0.0876348592999419	0.0632164804435907	0.0771415986887022	0.038585121043658	0.0266193326751372	-15.841493	8.799699	-9.375467	30.577541	-18.179903	7.7974615	-9.252498	29.450115	15.8316765	13.359685	14.021741	10.345686
2015-09-09 09:20:00	2015-09-09 09:30:00	9.354686798095324	5.2761778153232095	6.65438828202478	-3.922846420565364	166.64	1.998	2.092	-8.793	-0.0073811527616071	0.0188853064703512	0.0126759858336111	0.1081204521947913	-0.0075798978896437	-0.0143805234870858	0.0573782399145594	0.0167025625668533	0.1036713282892658	-0.0025311019665883	0.0476688565539204	0.0774903650892	0.057238429957102	0.0208590287738153	0.0213857845578042	-9.375592	6.5823364	-44.346733	46.82587	-9.094914	7.103667	-44.93819	45.389553	5.3299904	8.622111	8.564152	9.016335
2015-09-09 09:50:00	2015-09-09 10:00:00	9.76333714319644	5.21469259693824	7.055417801455111	-4.283523784209309	166.093	2.157	2.122	-8.583	0.0138960451480792	-0.0245968900759442	0.0156812547681687	0.1243148768627628	-0.0075408933085331	0.0287247918930362	-0.0768281794003103	-0.0096662091396547	0.099893909834595	-0.0008791583661947	0.0680897020687247	0.0940015248390095	0.0773958816542303	0.0710804959941058	0.03269485405714	-6.758898	4.0017056	-37.563385	39.0628	-6.8189106	4.3939734	-33.11824	35.726254	5.47193	4.344672	10.357223	10.1435795
2015-09-09 10:20:00	2015-09-09 10:30:00	10.131517306749783	5.125507440048999	7.426828685538404	-4.606193396660079	169.194	0.982	1.72	-9.01	0.0485503632056098	-0.0417923334395682	-0.0042375560058783	0.0751437307949	-0.0063786496005283	0.0412650600127107	-0.0628849598175497	0.0001420743655585	0.0753242605216939	-0.0054738654498267	0.0163005603059596	0.0343246270190603	0.0090997693848462	0.0013444679209461	0.0018417340047851	-6.2725053	0.6995938	-31.88537	32.551502	-6.1696854	-0.18213107	-31.9008	32.973984	1.3347731	1.2832142	1.5260707	1.63322
2015-09-09 10:50:00	2015-09-09 11:00:00	10.46171803035689	5.011980991147343	7.774004973391555	-4.887801036518343	177.76	0.242	0.355	-8.947	0.0087363291608486	-0.0478769857179328	0.0047301655470894	0.0754936520740461	-0.0013938579737525	0.0317556886969523	-0.0413476681131229	0.0117257740560417	0.0743275433373078	-0.0029929668561258	0.0533937309912279	0.0167771696839219	0.0134471316650231	0.0021912218168828	0.0049864833408874	-2.7547903	-1.2378789	-32.869896	33.229618	-4.3786416	0.2688783	-29.836046	30.156832	2.5854146	2.7429066	4.9522653	4.906791
2015-09-09 11:20:00	2015-09-09 11:30:00	10.7559869269819	4.876850911950534	8.101315548947627	-5.1258711920981535	196.894	-0.63	-2.632	-8.548	-0.0267152134198255	-0.0019555446572811	0.0049631428810479	0.1201046306669299	0.0196442484864384	-0.0267152134198255	-0.0019555446572811	0.0049631428810479	0.1201046306669299	0.0196442484864384	0.0262144968678434	0.0509956550060663	0.1023739189877072	0.0092311010732761	0.0179635562059604	3.6928265	-11.65242	-31.548801	34.565033	3.6928265	-11.65242	-31.548801	34.565033	4.230468	5.259495	2.1261454	0.2844181
2015-09-09 13:00:00	2015-09-09 13:10:00	11.49699469335704	4.297002503493008	9.083662407832954	-5.585882622021024	199.623	-1.145	-2.77	-7.708	-0.015242808363039	0.0219498573856418	0.0371593098372151	0.1302558173335232	0.0057444352496651	-0.0096737008457992	0.0206427270692153	0.0391666994156174	0.1400442508089711	-0.0022985597425563	0.0625680346806675	0.0657847079449557	0.095613523262439	0.0501269228883805	0.0278957618812511	-10.279148	-14.594417	-26.181606	33.460293	-10.698951	-17.283344	-27.351748	35.271664	4.3130584	10.043024	6.0337996	6.35726
2015-09-09 13:30:00	2015-09-09 13:40:00	11.651684252965728	4.090432174744525	9.349770866425835	-5.622291975547566	203.599	-1.252	-3.315	-7.613	-0.0367233685992294	0.0163364374075169	0.0017114561819576	0.1198573087314074	0.0004837342759326	-0.0286318733147113	0.0424696613671514	-0.0003545372017371	0.1155051009977959	0.0036506600531546	0.0610312152614953	0.0795417456934467	0.0600498117212804	0.0301714773650312	0.0131325218597673	-5.289905	-15.33629	-14.658906	27.046228	-3.92026	-21.1556	-15.391991	26.55915	7.4193177	14.61752	7.4590116	8.4217
2015-09-09 15:00:00	2015-09-09 15:10:00	11.939295246992108	3.3982450100703825	10.054312455778826	-5.468766566505788	189.484	-1.773	-1.27	-7.578	-0.051849874406398	0.0370368902523391	-0.0055575558948473	0.1651047020942049	-0.0031482640673391	-0.0700713913790207	0.0414501464716334	-0.0094283007230672	0.15155046784305	-0.0036862624591832	0.0858640579707297	0.0910784157461648	0.0996323772975457	0.0492543334278705	0.0289656288847459	-4.5918293	1.0388653	-6.952113	23.059244	-3.7504022	0.79555607	-7.330821	23.738998	12.26253	13.465569	15.126599	9.96356
2015-09-14 15:10:00	2015-09-14 15:20:00	11.987787132926073	3.931769870525354	9.91449593796784	-5.472556925801456	166.099	-0.385	1.66	-6.605	0.0072965974269082	0.025752106595287	0.0690185786966354	0.0740268568386437	0.0086849860679525	0.0072965974269082	0.025752106595287	0.0690185786966354	0.0740268568386437	0.0086849860679525	0.0	0.0	0.0	0.0	0.0	-10.719719	-8.908305	-27.928143	31.213001	-10.719719	-8.908305	-27.928143	31.213001	0.0	0.0	0.0	0.0
