Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2017-09-01 18:35:00	223	6.2	311.273	18.642	-4.432	0.03	29.17	228	2017-09-01 19:00:00
2017-09-01 20:30:00	246	6.37	279.942	17.2	-5.642	0.08	25.32	251	2017-09-01 20:55:00
2017-09-01 22:25:00	259	6.03	310.823	15.542	-5.735	0.06	21.42	264	2017-09-01 22:50:00
2017-09-03 05:30:00	631	6.95	309.26	23.015	-3.452	0.08	26.70	636	2017-09-03 05:55:00
2017-09-06 22:45:00	1699	6.47	295.288	23.593	-0.32	0.08	19.97	1704	2017-09-06 23:10:00
2017-09-07 05:30:00	1775	5.22	284.95	20.772	4.395	0.07	17.26	1780	2017-09-07 05:55:00
2017-09-13 00:10:00	2939	5.52	297.479	18.009	-4.103	0.08	15.67	2944	2017-09-13 00:35:00
2017-09-13 02:35:00	2968	6.05	297.446	16.043	-1.958	0.09	20.22	2973	2017-09-13 03:00:00
2017-09-14 02:50:00	3259	5.6	277.553	19.279	1.678	0.09	26.36	3264	2017-09-14 03:15:00
2017-09-14 03:20:00	3265	5.38	277.182	19.6	3.398	0.06	13.49	3270	2017-09-14 03:45:00
2017-09-14 04:35:00	3280	5.52	249.596	20.354	3.915	0.08	14.29	3285	2017-09-14 05:00:00
2017-09-14 05:30:00	3291	5.33	254.819	20.864	3.667	0.05	14.97	3296	2017-09-14 05:55:00
2017-09-14 09:45:00	3342	5.3	266.903	22.803	3.632	0.07	2.84	3347	2017-09-14 10:10:00
2017-09-14 10:35:00	3352	5.68	271.202	23.107	3.71	0.08	29.00	3357	2017-09-14 11:00:00
2017-09-21 09:35:00	5356	6.82	282.566	18.114	-2.467	0.07	26.26	5361	2017-09-21 10:00:00
2017-09-24 20:05:00	6346	7.0	264.914	7.113	-0.455	0.09	19.22	6351	2017-09-24 20:30:00
2017-09-25 04:20:00	6445	5.87	254.046	16.886	-0.698	0.07	13.38	6450	2017-09-25 04:45:00
