Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2015-09-01 00:10:00	2	5.28	270.271	8.646	3.502	0.08	5.28	7	2015-09-01 00:35:00
2015-09-01 08:40:00	88	5.42	284.483	7.927	1.962	0.02	27.44	93	2015-09-01 09:05:00
2015-09-01 10:35:00	111	5.33	260.121	9.749	3.143	0.02	27.20	116	2015-09-01 11:00:00
2015-09-01 12:30:00	134	5.17	299.448	10.965	3.513	0.04	12.78	139	2015-09-01 12:55:00
2015-09-01 19:15:00	215	5.38	251.441	11.616	3.822	0.03	14.60	220	2015-09-01 19:40:00
2015-09-01 19:45:00	221	5.43	265.987	11.454	3.642	0.08	22.61	226	2015-09-01 20:10:00
2015-09-02 13:30:00	353	6.88	289.894	11.442	3.627	0.07	26.62	358	2015-09-02 13:55:00
2015-09-03 21:10:00	733	5.4	309.224	10.704	0.765	0.06	24.89	738	2015-09-03 21:35:00
2015-09-07 09:55:00	1669	5.72	302.859	9.75	-2.713	0.03	28.87	1674	2015-09-07 10:20:00
2015-09-10 00:25:00	2369	6.75	270.522	7.217	-5.772	0.06	27.67	2374	2015-09-10 00:50:00
2015-09-10 09:10:00	2474	6.12	301.832	9.414	2.05	0.08	12.26	2479	2015-09-10 09:35:00
2015-09-10 09:40:00	2480	6.08	298.924	9.817	1.463	0.03	11.50	2485	2015-09-10 10:05:00
2015-09-10 13:00:00	2520	6.33	266.773	11.573	-7.77	0.08	20.03	2525	2015-09-10 13:25:00
2015-09-10 14:05:00	2533	6.37	257.378	11.84	-4.545	0.07	15.12	2538	2015-09-10 14:30:00
2015-09-12 14:10:00	2925	6.95	290.949	11.892	-3.135	0.06	23.79	2930	2015-09-12 14:35:00
2015-09-16 07:30:00	3858	6.68	237.762	8.497	-3.8	0.03	28.28	3863	2015-09-16 07:55:00
2015-09-16 11:00:00	3900	6.67	230.094	11.062	-3.472	0.08	24.16	3905	2015-09-16 11:25:00
2015-09-19 07:20:00	4689	5.45	232.695	8.667	2.952	0.04	17.09	4694	2015-09-19 07:45:00
2015-09-19 07:50:00	4695	5.18	247.23	9.142	2.373	0.05	14.80	4700	2015-09-19 08:15:00
2015-09-19 08:45:00	4706	5.5	256.802	9.898	1.25	0.08	25.18	4711	2015-09-19 09:10:00
2015-09-19 09:15:00	4712	5.65	261.331	10.253	1.278	0.02	9.98	4717	2015-09-19 09:40:00
2015-09-22 13:05:00	5581	6.93	274.292	11.903	4.08	0.08	24.87	5586	2015-09-22 13:30:00
2015-09-22 13:35:00	5587	6.63	288.886	11.961	4.768	0.06	10.48	5592	2015-09-22 14:00:00
2015-09-22 14:05:00	5593	6.57	274.657	11.99	4.14	0.10	22.07	5598	2015-09-22 14:30:00
2015-09-23 13:35:00	5837	5.5	312.52	11.969	6.992	0.05	4.79	5842	2015-09-23 14:00:00
2015-09-23 18:00:00	5879	5.67	303.233	11.175	4.085	0.09	19.07	5884	2015-09-23 18:25:00
2015-09-23 19:00:00	5891	5.3	299.633	10.666	2.123	0.07	25.28	5896	2015-09-23 19:25:00
2015-09-23 19:30:00	5897	5.13	299.504	10.36	0.507	0.02	6.74	5902	2015-09-23 19:55:00
2015-09-23 23:00:00	5939	5.33	301.678	7.027	-0.2	0.09	21.94	5944	2015-09-23 23:25:00
2015-09-24 09:05:00	6060	5.05	291.772	10.499	5.753	0.04	20.20	6065	2015-09-24 09:30:00
2015-09-24 11:35:00	6090	5.0	281.321	11.623	4.693	0.02	6.16	6095	2015-09-24 12:00:00
2015-09-24 12:30:00	6101	5.22	295.484	11.842	4.632	0.09	22.70	6106	2015-09-24 12:55:00
2015-09-24 13:10:00	6109	5.18	295.804	11.94	5.168	0.08	4.87	6114	2015-09-24 13:35:00
2015-09-24 15:05:00	6132	5.93	284.137	11.94	1.577	0.04	21.74	6137	2015-09-24 15:30:00
2015-09-24 20:45:00	6200	5.75	277.975	9.332	2.157	0.02	10.02	6205	2015-09-24 21:10:00
2015-09-24 21:15:00	6206	5.83	277.203	8.877	2.523	0.03	6.01	6211	2015-09-24 21:40:00
2015-09-24 21:45:00	6212	5.82	272.128	8.374	2.033	0.06	5.47	6217	2015-09-24 22:10:00
2015-09-25 16:40:00	6439	6.15	306.01	11.589	-0.563	0.08	26.92	6444	2015-09-25 17:05:00
2015-09-25 19:10:00	6469	6.23	291.813	10.427	2.915	0.08	13.38	6474	2015-09-25 19:35:00
2015-09-25 19:45:00	6476	6.0	264.387	10.033	4.507	0.10	27.26	6481	2015-09-25 20:10:00
2015-09-25 20:30:00	6485	6.1	312.615	9.448	3.667	0.02	23.33	6490	2015-09-25 20:55:00
2015-09-25 21:00:00	6491	6.23	283.434	9.005	2.403	0.05	22.81	6496	2015-09-25 21:25:00
2015-09-25 21:30:00	6497	6.3	273.959	8.516	2.422	0.02	10.58	6502	2015-09-25 21:55:00
2015-09-25 22:10:00	6505	6.25	278.39	7.783	1.142	0.09	21.76	6510	2015-09-25 22:35:00
2015-09-25 22:40:00	6511	6.18	280.364	7.165	1.877	0.03	25.32	6516	2015-09-25 23:05:00
2015-09-26 05:55:00	6598	6.6	313.987	7.986	1.197	0.09	15.55	6603	2015-09-26 06:20:00
2015-09-26 08:35:00	6630	5.98	299.096	10.326	3.383	0.06	29.25	6635	2015-09-26 09:00:00
2015-09-26 09:05:00	6636	5.92	303.85	10.636	4.198	0.09	16.96	6641	2015-09-26 09:30:00
2015-09-26 22:35:00	6798	6.13	276.998	7.126	2.383	0.09	18.66	6803	2015-09-26 23:00:00
2015-09-27 09:10:00	6925	5.62	298.781	10.749	3.287	0.04	19.32	6930	2015-09-27 09:35:00
2015-09-27 09:40:00	6931	5.7	297.627	11.011	1.502	0.09	25.80	6936	2015-09-27 10:05:00
2015-09-27 10:35:00	6942	5.68	300.718	11.406	1.888	0.04	18.43	6947	2015-09-27 11:00:00
2015-09-27 11:20:00	6951	5.98	289.33	11.651	0.535	0.06	20.52	6956	2015-09-27 11:45:00
2015-09-27 12:35:00	6966	5.8	311.558	11.912	1.238	0.08	19.24	6971	2015-09-27 13:00:00
2015-09-27 14:15:00	6986	6.0	313.143	11.982	0.402	0.04	25.83	6991	2015-09-27 14:40:00
2015-09-27 14:45:00	6992	5.55	311.79	11.941	0.785	0.08	18.33	6997	2015-09-27 15:10:00
2015-09-27 15:55:00	7006	5.77	277.726	11.735	1.475	0.09	24.32	7011	2015-09-27 16:20:00
2015-09-27 16:25:00	7012	5.8	290.767	11.598	0.797	0.09	14.12	7017	2015-09-27 16:50:00
2015-09-27 18:35:00	7038	5.77	311.216	10.646	-0.257	0.10	21.49	7043	2015-09-27 19:00:00
2015-09-27 19:20:00	7047	5.27	268.498	10.169	1.265	0.06	29.06	7052	2015-09-27 19:45:00
2015-09-27 20:15:00	7058	5.7	302.934	9.47	0.608	0.08	24.60	7063	2015-09-27 20:40:00
2015-09-28 06:55:00	7186	5.23	302.778	9.222	1.248	0.03	28.19	7191	2015-09-28 07:20:00
2015-09-28 07:25:00	7192	5.32	300.782	9.645	0.447	0.01	22.83	7197	2015-09-28 07:50:00
2015-09-28 07:55:00	7198	5.25	307.064	10.026	0.753	0.04	24.33	7203	2015-09-28 08:20:00
2015-09-28 08:55:00	7210	5.25	292.248	10.673	0.968	0.03	26.99	7215	2015-09-28 09:20:00
2015-09-28 09:25:00	7216	5.2	302.022	10.944	1.412	0.01	12.09	7221	2015-09-28 09:50:00
2015-09-28 09:55:00	7222	5.2	286.018	11.182	1.238	0.03	25.50	7227	2015-09-28 10:20:00
2015-09-28 10:25:00	7228	5.23	281.014	11.387	1.535	0.01	10.74	7233	2015-09-28 10:50:00
2015-09-28 10:55:00	7234	5.32	293.993	11.562	1.705	0.01	21.31	7239	2015-09-28 11:20:00
2015-09-28 11:35:00	7242	5.38	298.852	11.748	1.113	0.03	28.43	7247	2015-09-28 12:00:00
2015-09-28 14:00:00	7271	5.02	275.997	11.99	3.24	0.02	18.92	7276	2015-09-28 14:25:00
2015-09-28 14:30:00	7277	5.17	280.374	11.957	2.48	0.02	19.09	7282	2015-09-28 14:55:00
2015-09-28 15:00:00	7283	5.03	270.313	11.896	3.037	0.02	13.69	7288	2015-09-28 15:25:00
2015-09-29 09:25:00	7503	5.07	274.697	11.002	3.182	0.08	28.27	7508	2015-09-29 09:50:00
2015-09-29 14:10:00	7560	5.52	277.777	11.977	2.188	0.03	27.93	7565	2015-09-29 14:35:00
2015-09-29 19:40:00	7626	5.22	309.203	9.765	0.92	0.09	19.65	7631	2015-09-29 20:05:00
2015-09-29 20:10:00	7632	5.13	308.467	9.355	0.553	0.02	13.37	7637	2015-09-29 20:35:00
2015-09-29 21:35:00	7649	5.28	285.122	7.945	2.097	0.02	15.56	7654	2015-09-29 22:00:00
2015-09-30 06:40:00	7746	5.57	279.588	9.2	3.468	0.04	17.04	7751	2015-09-30 07:05:00
2015-09-30 07:10:00	7752	5.63	290.069	9.624	3.252	0.03	23.97	7757	2015-09-30 07:35:00
2015-09-30 07:45:00	7759	5.6	299.909	10.067	3.008	0.04	11.30	7764	2015-09-30 08:10:00
2015-09-30 08:20:00	7766	5.7	295.421	10.458	2.663	0.05	10.22	7771	2015-09-30 08:45:00
2015-10-03 18:15:00	8679	5.42	240.395	10.46	-1.997	0.07	29.65	8684	2015-10-03 18:40:00
2015-10-16 19:40:00	12164	6.73	301.567	8.021	2.947	0.05	27.91	12169	2015-10-16 20:05:00
2015-10-16 20:10:00	12170	6.75	280.614	7.427	2.798	0.03	14.08	12175	2015-10-16 20:35:00
2015-10-17 09:30:00	12329	6.33	237.422	11.756	0.437	0.06	19.68	12334	2015-10-17 09:55:00
2015-10-17 10:25:00	12340	5.35	255.611	11.927	2.57	0.03	15.85	12345	2015-10-17 10:50:00
2015-10-17 11:05:00	12348	5.2	275.738	11.991	3.402	0.06	10.28	12353	2015-10-17 11:30:00
2015-10-17 11:35:00	12354	5.03	267.914	12.006	3.783	0.09	10.01	12359	2015-10-17 12:00:00
2015-10-18 04:50:00	12561	5.83	235.56	9.32	4.928	0.03	6.36	12566	2015-10-18 05:15:00
2015-10-19 15:50:00	12981	6.12	237.619	10.851	-3.175	0.04	24.44	12986	2015-10-19 16:15:00
2015-10-20 19:55:00	13318	6.82	272.333	7.192	3.482	0.07	25.86	13323	2015-10-20 20:20:00
2015-10-21 02:40:00	13399	6.47	242.49	7.382	3.258	0.06	19.84	13404	2015-10-21 03:05:00
2015-10-21 03:50:00	13413	6.43	278.719	8.69	2.377	0.08	15.05	13418	2015-10-21 04:15:00
2015-10-22 03:35:00	13698	6.75	278.361	8.549	2.292	0.07	24.39	13703	2015-10-22 04:00:00
2015-10-22 07:15:00	13742	5.7	276.326	11.168	4.923	0.01	26.24	13747	2015-10-22 07:40:00
2015-10-22 18:10:00	13873	5.75	267.499	8.895	1.48	0.05	17.01	13878	2015-10-22 18:35:00
2015-10-22 19:50:00	13892	5.27	233.316	7.008	2.558	0.08	29.84	13897	2015-10-22 20:15:00
2015-10-23 03:15:00	13981	5.25	311.835	8.318	3.013	0.06	23.45	13986	2015-10-23 03:40:00
2015-10-23 07:40:00	14034	5.5	292.126	11.388	4.218	0.06	8.82	14039	2015-10-23 08:05:00
2015-10-23 08:10:00	14040	5.48	300.085	11.563	4.443	0.04	9.70	14045	2015-10-23 08:35:00
2015-10-23 12:10:00	14088	5.47	257.355	11.917	4.588	0.07	29.02	14093	2015-10-23 12:35:00
2015-10-23 12:40:00	14094	5.65	249.634	11.833	3.172	0.04	20.61	14099	2015-10-23 13:05:00
2015-10-23 13:10:00	14100	5.48	256.038	11.72	4.45	0.03	18.80	14105	2015-10-23 13:35:00
2015-10-23 13:40:00	14106	5.33	275.322	11.577	4.682	0.02	13.95	14111	2015-10-23 14:05:00
2015-10-23 14:20:00	14114	5.27	229.131	11.34	5.13	0.01	17.22	14119	2015-10-23 14:45:00
2015-10-23 14:55:00	14121	5.5	254.948	11.086	4.467	0.02	22.90	14126	2015-10-23 15:20:00
2015-10-23 15:45:00	14131	5.67	294.805	10.647	4.255	0.07	28.60	14136	2015-10-23 16:10:00
2015-10-23 16:55:00	14145	5.37	265.186	9.867	4.83	0.02	25.82	14150	2015-10-23 17:20:00
2015-10-24 02:45:00	14263	6.27	304.883	7.887	1.943	0.09	20.67	14268	2015-10-24 03:10:00
2015-10-24 06:10:00	14304	5.63	282.487	10.735	3.967	0.02	18.86	14309	2015-10-24 06:35:00
2015-10-24 07:25:00	14319	5.32	312.905	11.335	5.723	0.01	18.54	14324	2015-10-24 07:50:00
2015-10-24 07:55:00	14325	5.27	290.654	11.519	5.723	0.02	16.75	14330	2015-10-24 08:20:00
2015-10-24 09:50:00	14348	5.77	304.604	11.948	2.3	0.08	24.14	14353	2015-10-24 10:15:00
2015-10-24 10:20:00	14354	5.83	314.554	11.99	2.335	0.06	17.26	14359	2015-10-24 10:45:00
2015-10-24 12:20:00	14378	5.9	307.56	11.875	3.123	0.09	16.35	14383	2015-10-24 12:45:00
2015-10-24 13:10:00	14388	5.9	296.576	11.692	2.23	0.10	26.70	14393	2015-10-24 13:35:00
2015-10-24 16:50:00	14432	6.2	296.222	9.846	-2.112	0.10	28.26	14437	2015-10-24 17:15:00
2015-10-24 17:40:00	14442	5.78	257.476	9.153	2.325	0.08	22.74	14447	2015-10-24 18:05:00
2015-10-24 18:20:00	14450	5.45	236.0	8.509	3.792	0.05	17.15	14455	2015-10-24 18:45:00
2015-10-25 07:10:00	14603	5.7	262.814	11.28	3.832	0.09	26.05	14608	2015-10-25 07:35:00
2015-10-25 10:40:00	14645	5.7	283.934	12.005	-3.677	0.07	22.11	14650	2015-10-25 11:05:00
2015-10-28 12:55:00	15383	5.92	306.243	11.646	-1.813	0.06	11.61	15388	2015-10-28 13:20:00
2015-10-28 15:15:00	15411	6.17	278.333	10.627	1.06	0.10	19.10	15416	2015-10-28 15:40:00
2015-10-28 15:45:00	15417	6.18	259.934	10.313	1.31	0.05	18.11	15422	2015-10-28 16:10:00
2015-10-28 19:00:00	15456	6.28	311.676	7.243	1.76	0.06	10.66	15461	2015-10-28 19:25:00
2015-11-02 06:15:00	16725	5.37	274.385	11.264	-2.558	0.08	25.06	16730	2015-11-02 06:40:00
