Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2016-04-24/20:45:00	2016-04-24/20:55:00	26.923	-2.958	2.077	4.385
2016-04-24/21:35:00	2016-04-24/21:45:00	21.577	0.782	2.09	5.313
2016-04-24/22:05:00	2016-04-24/22:15:00	25.48	0.027	2.513	5.313
2016-04-25/21:35:00	2016-04-25/21:45:00	32.798	-0.882	1.77	2.778
2016-04-25/22:10:00	2016-04-25/22:20:00	38.293	1.457	2.33	2.993
2016-04-26/06:10:00	2016-04-26/06:20:00	42.349	3.173	2.457	2.67
2016-04-26/10:20:00	2016-04-26/10:30:00	24.289	1.395	1.352	2.995
2016-04-28/04:45:00	2016-04-28/04:55:00	18.813	-1.788	1.2	3.545
2016-04-28/05:15:00	2016-04-28/05:25:00	9.585	-2.205	0.658	3.703
2016-04-28/05:45:00	2016-04-28/05:55:00	9.961	-2.082	0.653	3.73
2016-04-28/06:30:00	2016-04-28/06:40:00	7.265	-4.2	0.262	2.062
2016-04-28/21:40:00	2016-04-28/21:50:00	44.727	-3.19	0.88	0.873
2016-04-29/05:05:00	2016-04-29/05:15:00	37.811	-2.978	1.133	1.452
2016-04-29/05:40:00	2016-04-29/05:50:00	26.912	-3.21	1.002	1.973
2016-04-29/06:10:00	2016-04-29/06:20:00	36.473	-3.325	1.272	1.71
2016-04-29/06:40:00	2016-04-29/06:50:00	39.788	-3.562	1.297	1.548
2016-04-29/07:40:00	2016-04-29/07:50:00	42.213	-3.52	1.538	1.697
2016-04-29/08:10:00	2016-04-29/08:20:00	44.712	-3.565	1.74	1.78
2016-04-29/13:00:00	2016-04-29/13:10:00	38.313	2.408	2.363	2.957
2016-04-29/13:45:00	2016-04-29/13:55:00	14.244	0.942	1.128	4.455
2016-04-29/14:15:00	2016-04-29/14:25:00	25.419	0.118	2.068	4.352
2016-04-29/14:45:00	2016-04-29/14:55:00	24.394	-0.675	1.852	4.103
2016-04-29/15:25:00	2016-04-29/15:35:00	40.761	0.125	2.953	3.425
2016-04-29/16:05:00	2016-04-29/16:15:00	39.395	-2.02	2.483	3.107
2016-04-29/16:35:00	2016-04-29/16:45:00	28.07	-1.952	2.082	3.902
2016-04-29/17:35:00	2016-04-29/17:45:00	11.945	-1.14	0.962	4.577
2016-04-29/18:30:00	2016-04-29/18:40:00	39.46	-3.285	2.377	2.913
2016-05-04/06:50:00	2016-05-04/07:00:00	25.976	3.095	0.892	1.908
2016-05-07/07:20:00	2016-05-07/07:30:00	33.017	-3.572	2.077	3.283
2016-05-07/10:50:00	2016-05-07/11:00:00	10.906	2.062	0.493	2.51
2016-05-07/12:55:00	2016-05-07/13:05:00	5.332	-3.673	0.368	3.972
2016-05-09/05:20:00	2016-05-09/05:30:00	36.003	2.312	3.138	4.245
2016-05-09/07:20:00	2016-05-09/07:30:00	34.851	2.713	2.997	4.298
2016-05-16/20:05:00	2016-05-16/20:15:00	15.488	-1.703	1.653	6.0
2016-05-18/16:55:00	2016-05-18/17:05:00	29.076	-4.953	1.238	2.008
2016-05-19/02:40:00	2016-05-19/02:50:00	23.98	-3.433	1.123	2.55
2016-05-19/03:45:00	2016-05-19/03:55:00	29.598	-3.66	1.275	2.378
2016-05-20/14:15:00	2016-05-20/14:25:00	25.414	-5.935	2.03	4.277
2016-05-20/17:35:00	2016-05-20/17:45:00	43.228	-4.128	3.91	4.162
2016-05-20/19:20:00	2016-05-20/19:30:00	35.966	-4.357	3.748	5.192
2016-05-23/16:00:00	2016-05-23/16:10:00	18.114	-3.06	0.577	1.812
2016-05-25/18:50:00	2016-05-25/19:00:00	40.582	-1.325	2.572	3.078
