Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2017-09-01 22:55:00	265	5.72	322.036	15.069	-6.932	-2.93	3.775	0.09	21.34	270	2017-09-01 23:20:00
2017-09-01 23:25:00	271	5.35	351.126	14.577	-7.093	-0.798	5.162	0.04	13.97	276	2017-09-01 23:50:00
2017-09-03 06:05:00	638	6.9	319.059	23.221	-3.528	-0.803	0.958	0.06	19.68	643	2017-09-03 06:30:00
2017-09-13 22:10:00	3203	6.47	349.989	15.652	1.225	-0.362	2.073	0.08	18.20	3208	2017-09-13 22:35:00
2017-09-25 08:10:00	6491	5.7	324.023	19.647	3.253	-1.308	1.805	0.07	23.55	6496	2017-09-25 08:35:00
2017-09-25 08:40:00	6497	5.23	333.584	19.954	4.013	-0.885	1.807	0.10	16.69	6502	2017-09-25 09:05:00
2017-09-25 10:00:00	6513	6.0	325.625	20.72	2.118	-1.412	2.058	0.06	25.33	6518	2017-09-25 10:25:00
2017-09-26 17:25:00	6890	6.35	329.182	21.92	1.413	-1.203	2.037	0.05	21.43	6895	2017-09-26 17:50:00
2017-09-26 19:00:00	6909	5.97	315.936	21.155	1.423	-2.843	2.932	0.10	12.66	6914	2017-09-26 19:25:00
2017-09-27 02:30:00	6999	5.45	337.788	16.016	1.947	-2.685	6.703	0.09	18.85	7004	2017-09-27 02:55:00
2017-10-01 01:35:00	8139	6.37	352.406	21.313	-2.707	-0.508	3.775	0.07	12.88	8144	2017-10-01 02:00:00
2017-10-04 23:00:00	9252	5.57	339.104	23.576	4.04	-1.34	3.568	0.03	20.12	9257	2017-10-04 23:25:00
2017-10-05 08:50:00	9370	5.0	324.867	18.928	4.728	-2.77	3.895	0.04	26.92	9375	2017-10-05 09:15:00
2017-10-06 06:35:00	9631	6.2	331.521	13.857	0.455	-2.603	4.875	0.04	29.64	9636	2017-10-06 07:00:00
2017-10-08 02:20:00	10156	6.52	333.331	20.211	2.258	-1.615	3.35	0.07	28.22	10161	2017-10-08 02:45:00
2017-10-09 01:30:00	10429	6.18	324.798	13.185	1.807	-1.53	2.158	0.04	25.42	10434	2017-10-09 01:55:00
2017-10-09 02:55:00	10446	6.25	315.948	14.661	1.1	-1.998	2.1	0.06	27.94	10451	2017-10-09 03:20:00
2017-10-09 03:25:00	10452	6.3	333.532	15.144	0.297	-1.512	3.06	0.05	26.48	10457	2017-10-09 03:50:00
2017-10-09 11:05:00	10544	6.57	325.308	20.714	2.573	-0.865	1.227	0.03	13.95	10549	2017-10-09 11:30:00
2017-10-09 11:35:00	10550	6.48	320.672	20.981	2.378	-1.203	1.363	0.02	24.93	10555	2017-10-09 12:00:00
2017-10-09 12:05:00	10556	6.15	315.514	21.237	2.088	-1.792	1.828	0.07	18.57	10561	2017-10-09 12:30:00
