Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2020-09-08 19:30:00	2247	6.03	324.671	14.279	2.393	-1.265	1.783	0.06	9.47	2252	2020-09-08 19:55:00
2020-09-09 06:10:00	2375	5.67	319.963	22.479	0.622	-2.203	2.612	0.07	22.70	2380	2020-09-09 06:35:00
2020-09-09 06:50:00	2383	5.58	326.718	22.842	1.193	-1.843	2.8	0.05	26.63	2388	2020-09-09 07:15:00
2020-09-09 08:00:00	2397	5.77	326.569	23.443	-1.688	-1.783	2.65	0.07	27.87	2402	2020-09-09 08:25:00
2020-09-11 02:00:00	2901	5.62	318.685	23.298	1.347	-2.72	3.097	0.06	8.29	2906	2020-09-11 02:25:00
2020-09-11 02:55:00	2912	5.83	340.347	22.821	1.655	-0.97	2.76	0.09	12.30	2917	2020-09-11 03:20:00
2020-09-11 03:50:00	2923	5.63	331.795	22.317	2.878	-1.262	2.357	0.03	6.69	2928	2020-09-11 04:15:00
2020-09-23 02:30:00	6279	5.58	341.225	20.644	-2.627	-0.97	2.873	0.08	14.87	6284	2020-09-23 02:55:00
2020-09-23 03:00:00	6285	5.55	345.422	20.969	-3.015	-0.708	2.668	0.07	13.73	6290	2020-09-23 03:25:00
2020-09-28 21:55:00	7871	6.25	338.184	18.155	-4.867	-1.538	3.86	0.03	26.23	7876	2020-09-28 22:20:00
2020-10-06 14:40:00	10029	5.13	342.155	8.322	-4.672	-1.555	4.73	0.09	24.99	10034	2020-10-06 15:05:00
2020-10-07 06:50:00	10222	5.43	329.356	22.826	-0.313	-3.38	5.703	0.05	21.84	10227	2020-10-07 07:15:00
2020-10-07 08:10:00	10238	5.8	339.132	23.507	-4.43	-1.903	4.905	0.06	18.37	10243	2020-10-07 08:35:00
2020-10-09 08:30:00	10818	6.45	351.147	19.33	-2.08	-0.195	1.267	0.08	14.23	10823	2020-10-09 08:55:00
2020-10-09 10:35:00	10843	6.47	322.366	17.712	-1.348	-0.987	1.155	0.09	25.85	10848	2020-10-09 11:00:00
2020-10-09 11:15:00	10851	6.43	315.012	17.151	-0.862	-1.423	1.425	0.08	6.55	10856	2020-10-09 11:40:00
2020-10-09 12:00:00	10860	6.33	350.592	16.493	-0.117	-0.335	2.073	0.08	7.90	10865	2020-10-09 12:25:00
2020-10-09 12:30:00	10866	6.25	346.599	16.037	-0.832	-0.497	2.095	0.08	10.58	10871	2020-10-09 12:55:00
2020-10-09 13:30:00	10878	6.17	339.559	15.082	-1.13	-0.8	2.2	0.10	15.84	10883	2020-10-09 13:55:00
2020-10-09 14:00:00	10884	6.1	327.915	14.581	-1.673	-1.13	1.828	0.09	20.89	10889	2020-10-09 14:25:00
2020-10-09 14:30:00	10890	6.22	318.115	14.064	-0.873	-1.525	1.698	0.05	9.77	10895	2020-10-09 14:55:00
2020-10-09 15:00:00	10896	6.2	316.802	13.528	-0.978	-1.648	1.752	0.09	10.36	10901	2020-10-09 15:25:00
2020-10-09 16:30:00	10914	5.87	334.81	11.805	-1.307	-1.318	2.725	0.09	21.69	10919	2020-10-09 16:55:00
2020-10-09 17:05:00	10921	5.9	333.981	11.081	-1.69	-1.197	2.453	0.07	8.45	10926	2020-10-09 17:30:00
2020-10-09 17:35:00	10927	5.95	330.118	10.433	-1.397	-1.293	2.248	0.08	3.48	10932	2020-10-09 18:00:00
2020-10-09 18:05:00	10933	5.9	327.281	9.758	-1.043	-1.425	2.22	0.09	3.56	10938	2020-10-09 18:30:00
2020-10-10 02:30:00	11034	5.75	326.633	7.922	2.055	-1.052	1.598	0.02	11.47	11039	2020-10-10 02:55:00
2020-10-10 03:30:00	11046	5.7	325.258	9.398	2.24	-0.977	1.428	0.08	23.55	11051	2020-10-10 03:55:00
