Start_trang	End_trang	Clang_avg	Bx_avg(nT)
2018-12-14/01:10:00	2018-12-14/01:20:00	306.438	3.388
2018-12-14/12:35:00	2018-12-14/12:45:00	298.164	3.507
2018-12-14/13:05:00	2018-12-14/13:15:00	290.319	3.307
2018-12-14/13:35:00	2018-12-14/13:45:00	281.927	3.655
2018-12-14/14:45:00	2018-12-14/14:55:00	297.711	3.73
2018-12-14/15:15:00	2018-12-14/15:25:00	305.428	3.832
2018-12-15/15:05:00	2018-12-15/15:15:00	245.864	2.717
2018-12-15/20:00:00	2018-12-15/20:10:00	266.984	1.97
2018-12-15/21:35:00	2018-12-15/21:45:00	259.106	1.98
2018-12-16/15:45:00	2018-12-16/15:55:00	233.648	0.657
2018-12-16/17:30:00	2018-12-16/17:40:00	234.867	-0.5
2018-12-16/20:30:00	2018-12-16/20:40:00	228.964	0.815
2018-12-16/21:35:00	2018-12-16/21:45:00	276.04	3.293
2018-12-16/22:05:00	2018-12-16/22:15:00	284.428	3.048
2018-12-17/00:20:00	2018-12-17/00:30:00	300.957	3.537
2018-12-17/03:30:00	2018-12-17/03:40:00	288.99	5.08
2018-12-17/12:20:00	2018-12-17/12:30:00	286.874	4.8
2018-12-18/14:50:00	2018-12-18/15:00:00	250.411	1.878
2018-12-19/04:55:00	2018-12-19/05:05:00	249.192	-0.575
2018-12-19/22:40:00	2018-12-19/22:50:00	239.181	0.463
2018-12-20/06:20:00	2018-12-20/06:30:00	274.064	2.705
2018-12-21/05:30:00	2018-12-21/05:40:00	298.133	3.267
2018-12-22/09:05:00	2018-12-22/09:15:00	313.101	4.132
2018-12-22/09:40:00	2018-12-22/09:50:00	283.692	3.27
2018-12-22/17:05:00	2018-12-22/17:15:00	247.544	3.253
2018-12-22/20:25:00	2018-12-22/20:35:00	299.799	3.483
2018-12-22/21:35:00	2018-12-22/21:45:00	293.446	3.02
2018-12-23/00:25:00	2018-12-23/00:35:00	293.375	3.485
2018-12-23/00:55:00	2018-12-23/01:05:00	266.573	3.002
2018-12-23/01:40:00	2018-12-23/01:50:00	271.128	3.32
2018-12-23/02:10:00	2018-12-23/02:20:00	262.371	3.25
2018-12-23/02:40:00	2018-12-23/02:50:00	261.132	2.913
2018-12-23/03:10:00	2018-12-23/03:20:00	260.207	2.312
2018-12-23/04:10:00	2018-12-23/04:20:00	268.252	1.653
2018-12-24/00:50:00	2018-12-24/01:00:00	279.38	0.607
2018-12-24/01:30:00	2018-12-24/01:40:00	307.876	2.12
2018-12-24/02:10:00	2018-12-24/02:20:00	287.717	2.858
2018-12-24/04:05:00	2018-12-24/04:15:00	286.163	2.277
2018-12-24/04:40:00	2018-12-24/04:50:00	281.53	2.717
2018-12-24/05:40:00	2018-12-24/05:50:00	282.268	2.778
2018-12-24/06:45:00	2018-12-24/06:55:00	287.548	2.878
2018-12-24/07:55:00	2018-12-24/08:05:00	314.479	2.892
2018-12-24/14:50:00	2018-12-24/15:00:00	296.974	0.828
2018-12-24/15:20:00	2018-12-24/15:30:00	297.666	1.487
2018-12-24/15:50:00	2018-12-24/16:00:00	301.567	1.715
2018-12-24/16:20:00	2018-12-24/16:30:00	296.094	1.847
2018-12-24/16:50:00	2018-12-24/17:00:00	290.599	1.98
2018-12-24/19:45:00	2018-12-24/19:55:00	302.042	0.495
2018-12-25/02:40:00	2018-12-25/02:50:00	232.736	2.652
2018-12-25/04:35:00	2018-12-25/04:45:00	298.784	3.097
2018-12-25/05:05:00	2018-12-25/05:15:00	282.511	2.632
2018-12-25/05:35:00	2018-12-25/05:45:00	283.854	1.368
2018-12-25/06:10:00	2018-12-25/06:20:00	267.589	0.83
2018-12-25/06:40:00	2018-12-25/06:50:00	291.684	-0.34
2018-12-25/07:10:00	2018-12-25/07:20:00	310.952	0.538
2018-12-25/08:15:00	2018-12-25/08:25:00	304.426	1.648
2018-12-25/08:45:00	2018-12-25/08:55:00	295.479	2.167
2018-12-25/14:05:00	2018-12-25/14:15:00	243.109	1.285
2018-12-25/14:35:00	2018-12-25/14:45:00	247.871	1.9
2018-12-25/15:15:00	2018-12-25/15:25:00	270.509	1.217
2018-12-27/11:10:00	2018-12-27/11:20:00	250.605	1.342
2018-12-27/11:40:00	2018-12-27/11:50:00	271.145	1.405
2018-12-27/12:10:00	2018-12-27/12:20:00	274.479	0.303
2018-12-27/12:40:00	2018-12-27/12:50:00	277.932	0.423
2018-12-27/13:10:00	2018-12-27/13:20:00	291.144	1.833
2018-12-27/13:40:00	2018-12-27/13:50:00	296.882	1.202
2018-12-27/14:10:00	2018-12-27/14:20:00	304.254	-0.222
2018-12-27/14:40:00	2018-12-27/14:50:00	304.494	-1.607
2018-12-27/15:25:00	2018-12-27/15:35:00	266.778	0.507
2018-12-31/12:45:00	2018-12-31/12:55:00	304.436	-4.573
2018-12-31/14:10:00	2018-12-31/14:20:00	275.553	-4.037
2018-12-31/14:45:00	2018-12-31/14:55:00	276.855	-3.107
2019-01-05/12:35:00	2019-01-05/12:45:00	270.355	3.965
2019-01-05/13:20:00	2019-01-05/13:30:00	287.899	4.393
2019-01-05/14:15:00	2019-01-05/14:25:00	268.488	1.202
2019-01-08/08:45:00	2019-01-08/08:55:00	226.036	4.295
2019-01-08/10:00:00	2019-01-08/10:10:00	261.427	2.372
2019-01-08/13:55:00	2019-01-08/14:05:00	299.92	1.257
2019-01-08/18:35:00	2019-01-08/18:45:00	289.447	2.452
2019-01-08/19:30:00	2019-01-08/19:40:00	294.65	4.008
2019-01-08/20:35:00	2019-01-08/20:45:00	292.96	2.467
2019-01-08/21:05:00	2019-01-08/21:15:00	277.799	2.508
2019-01-08/21:35:00	2019-01-08/21:45:00	257.707	2.787
2019-01-08/22:05:00	2019-01-08/22:15:00	295.149	4.715
2019-01-08/22:35:00	2019-01-08/22:45:00	250.473	2.51
2019-01-08/23:25:00	2019-01-08/23:35:00	280.271	2.895
2019-01-08/23:55:00	2019-01-09/00:05:00	281.799	2.343
2019-01-10/14:20:00	2019-01-10/14:30:00	294.425	5.81
2019-01-10/15:00:00	2019-01-10/15:10:00	291.332	6.057
2019-01-10/15:30:00	2019-01-10/15:40:00	292.812	5.898
2019-01-10/16:15:00	2019-01-10/16:25:00	300.324	5.563
2019-01-10/16:45:00	2019-01-10/16:55:00	300.627	5.623
2019-01-11/07:45:00	2019-01-11/07:55:00	263.813	3.31
2019-01-11/08:45:00	2019-01-11/08:55:00	293.99	3.495
2019-01-11/09:15:00	2019-01-11/09:25:00	293.99	3.1
2019-01-11/09:45:00	2019-01-11/09:55:00	287.71	3.51
2019-01-11/17:15:00	2019-01-11/17:25:00	276.92	2.083
2019-01-11/17:45:00	2019-01-11/17:55:00	261.81	2.425
2019-01-11/18:40:00	2019-01-11/18:50:00	272.898	1.833
2019-01-11/19:10:00	2019-01-11/19:20:00	294.009	2.203
2019-01-11/19:40:00	2019-01-11/19:50:00	283.665	1.772
2019-01-11/20:10:00	2019-01-11/20:20:00	287.455	0.758
2019-01-11/20:40:00	2019-01-11/20:50:00	278.689	0.18
2019-01-12/16:00:00	2019-01-12/16:10:00	241.061	-1.552
2019-01-12/16:30:00	2019-01-12/16:40:00	242.938	-0.865
2019-01-12/17:00:00	2019-01-12/17:10:00	255.674	-1.152
2019-01-12/17:30:00	2019-01-12/17:40:00	251.578	-1.708
2019-01-12/18:00:00	2019-01-12/18:10:00	235.8	-2.1
2019-01-12/18:55:00	2019-01-12/19:05:00	232.383	-2.107
2019-01-13/02:30:00	2019-01-13/02:40:00	229.11	2.118
2019-01-13/03:15:00	2019-01-13/03:25:00	228.325	2.87
2019-01-13/03:45:00	2019-01-13/03:55:00	228.345	2.798
2019-01-13/04:20:00	2019-01-13/04:30:00	232.738	2.818
2019-01-13/04:50:00	2019-01-13/05:00:00	229.741	2.927
2019-01-13/05:20:00	2019-01-13/05:30:00	237.887	2.865
2019-01-13/05:50:00	2019-01-13/06:00:00	240.2	2.767
2019-01-13/08:00:00	2019-01-13/08:10:00	263.043	0.022
2019-01-13/10:20:00	2019-01-13/10:30:00	268.289	2.053
2019-01-13/11:45:00	2019-01-13/11:55:00	284.468	-0.082
2019-01-13/12:15:00	2019-01-13/12:25:00	280.687	0.287
2019-01-13/12:45:00	2019-01-13/12:55:00	285.382	1.557
2019-01-13/19:15:00	2019-01-13/19:25:00	241.512	0.86
2019-01-13/19:45:00	2019-01-13/19:55:00	268.342	1.235
2019-01-13/20:55:00	2019-01-13/21:05:00	243.008	0.863
2019-01-14/00:15:00	2019-01-14/00:25:00	267.53	3.217
2019-01-14/02:00:00	2019-01-14/02:10:00	252.987	1.847
2019-01-14/13:30:00	2019-01-14/13:40:00	272.559	0.478
2019-01-15/13:20:00	2019-01-15/13:30:00	285.427	0.23
2019-01-15/19:05:00	2019-01-15/19:15:00	255.871	5.837
2019-01-15/19:35:00	2019-01-15/19:45:00	246.24	5.58
2019-01-16/05:50:00	2019-01-16/06:00:00	251.405	4.827
2019-01-16/06:20:00	2019-01-16/06:30:00	250.484	4.323
2019-01-16/06:50:00	2019-01-16/07:00:00	246.391	3.56
2019-01-16/07:20:00	2019-01-16/07:30:00	234.89	3.535
2019-01-16/08:10:00	2019-01-16/08:20:00	289.448	3.593
2019-01-16/18:10:00	2019-01-16/18:20:00	248.996	2.555
2019-01-16/18:40:00	2019-01-16/18:50:00	263.664	2.838
2019-01-16/23:30:00	2019-01-16/23:40:00	250.709	2.233
2019-01-17/00:10:00	2019-01-17/00:20:00	236.267	3.627
2019-01-17/00:40:00	2019-01-17/00:50:00	261.352	4.28
2019-01-18/09:35:00	2019-01-18/09:45:00	244.215	-2.107
2019-01-18/10:05:00	2019-01-18/10:15:00	242.785	-2.238
2019-01-18/10:45:00	2019-01-18/10:55:00	250.74	-0.825
2019-01-18/11:15:00	2019-01-18/11:25:00	252.87	1.297
2019-01-18/11:45:00	2019-01-18/11:55:00	255.918	0.41
2019-01-18/13:15:00	2019-01-18/13:25:00	259.967	3.043
2019-01-18/15:30:00	2019-01-18/15:40:00	239.96	3.763
2019-01-18/16:00:00	2019-01-18/16:10:00	233.153	3.313
2019-01-18/16:55:00	2019-01-18/17:05:00	261.597	1.848
2019-01-18/17:45:00	2019-01-18/17:55:00	231.379	1.917
2019-01-19/01:40:00	2019-01-19/01:50:00	231.708	2.347
2019-01-19/11:35:00	2019-01-19/11:45:00	263.85	2.217
2019-01-19/12:20:00	2019-01-19/12:30:00	310.74	2.258
2019-01-19/15:15:00	2019-01-19/15:25:00	233.069	-0.522
2019-01-19/15:45:00	2019-01-19/15:55:00	228.543	-0.973
2019-01-19/17:50:00	2019-01-19/18:00:00	238.464	0.222
2019-01-19/18:20:00	2019-01-19/18:30:00	231.713	0.332
2019-01-19/18:55:00	2019-01-19/19:05:00	232.91	0.403
2019-01-19/19:25:00	2019-01-19/19:35:00	238.286	-0.892
2019-01-19/21:05:00	2019-01-19/21:15:00	225.249	1.563
2019-01-20/04:15:00	2019-01-20/04:25:00	286.411	0.65
2019-01-21/03:10:00	2019-01-21/03:20:00	274.077	2.19
2019-01-21/18:15:00	2019-01-21/18:25:00	256.876	2.227
2019-01-21/19:25:00	2019-01-21/19:35:00	253.764	1.257
2019-01-21/19:55:00	2019-01-21/20:05:00	255.913	0.94
2019-01-22/10:10:00	2019-01-22/10:20:00	292.702	2.538
2019-01-22/13:00:00	2019-01-22/13:10:00	284.069	3.045
2019-01-22/21:05:00	2019-01-22/21:15:00	274.148	2.532
2019-01-23/02:20:00	2019-01-23/02:30:00	265.786	1.437
2019-01-29/15:10:00	2019-01-29/15:20:00	266.699	-2.007
2019-01-31/05:45:00	2019-01-31/05:55:00	280.809	6.087
2019-01-31/06:15:00	2019-01-31/06:25:00	272.403	6.2
2019-01-31/07:10:00	2019-01-31/07:20:00	245.268	4.918
2019-01-31/07:40:00	2019-01-31/07:50:00	251.679	5.855
2019-01-31/08:10:00	2019-01-31/08:20:00	242.871	3.083
2019-01-31/09:20:00	2019-01-31/09:30:00	235.04	1.74
2019-01-31/11:00:00	2019-01-31/11:10:00	252.198	5.582
2019-01-31/11:30:00	2019-01-31/11:40:00	261.885	5.71
2019-01-31/12:00:00	2019-01-31/12:10:00	256.658	5.983
2019-02-01/19:10:00	2019-02-01/19:20:00	289.321	2.82
2019-02-01/23:55:00	2019-02-02/00:05:00	252.536	3.693
2019-02-02/13:40:00	2019-02-02/13:50:00	271.735	2.56
2019-02-02/14:20:00	2019-02-02/14:30:00	237.246	3.103
2019-02-02/14:50:00	2019-02-02/15:00:00	241.042	3.89
2019-02-04/17:10:00	2019-02-04/17:20:00	251.223	1.575
2019-02-04/20:10:00	2019-02-04/20:20:00	249.746	2.535
2019-02-04/20:40:00	2019-02-04/20:50:00	270.592	2.515
2019-02-04/22:30:00	2019-02-04/22:40:00	239.031	0.287
2019-02-04/23:35:00	2019-02-04/23:45:00	238.31	2.623
2019-02-05/00:10:00	2019-02-05/00:20:00	251.88	1.613
2019-02-05/00:40:00	2019-02-05/00:50:00	250.964	0.515
2019-02-05/01:10:00	2019-02-05/01:20:00	272.997	1.183
2019-02-05/01:40:00	2019-02-05/01:50:00	286.373	2.14
2019-02-05/02:50:00	2019-02-05/03:00:00	243.318	0.987
2019-02-05/09:00:00	2019-02-05/09:10:00	249.976	0.9
2019-02-05/09:30:00	2019-02-05/09:40:00	253.831	1.232
2019-02-05/10:00:00	2019-02-05/10:10:00	254.183	1.093
2019-02-05/10:40:00	2019-02-05/10:50:00	265.815	0.973
2019-02-05/11:45:00	2019-02-05/11:55:00	282.135	1.608
2019-02-06/06:45:00	2019-02-06/06:55:00	241.389	2.848
2019-02-06/07:35:00	2019-02-06/07:45:00	225.958	0.11
2019-02-08/15:20:00	2019-02-08/15:30:00	255.57	1.468
2019-02-08/15:50:00	2019-02-08/16:00:00	243.693	2.252
2019-02-08/22:50:00	2019-02-08/23:00:00	245.858	2.613
2019-02-09/03:15:00	2019-02-09/03:25:00	244.631	2.147
2019-02-09/05:35:00	2019-02-09/05:45:00	252.065	-0.773
2019-02-09/07:50:00	2019-02-09/08:00:00	244.506	2.713
2019-02-09/08:20:00	2019-02-09/08:30:00	242.524	1.865
2019-02-09/08:50:00	2019-02-09/09:00:00	258.787	3.658
2019-02-09/09:20:00	2019-02-09/09:30:00	257.394	3.645
2019-02-11/11:35:00	2019-02-11/11:45:00	293.885	4.73
2019-02-11/12:35:00	2019-02-11/12:45:00	248.609	2.307
2019-02-11/21:55:00	2019-02-11/22:05:00	249.2	-3.278
2019-02-12/00:10:00	2019-02-12/00:20:00	250.522	2.568
2019-02-12/01:05:00	2019-02-12/01:15:00	242.171	2.608
2019-02-12/02:10:00	2019-02-12/02:20:00	263.469	1.877
2019-02-12/03:25:00	2019-02-12/03:35:00	257.89	3.455
2019-02-12/03:55:00	2019-02-12/04:05:00	260.083	3.073
2019-02-12/04:25:00	2019-02-12/04:35:00	262.062	3.662
2019-02-12/13:20:00	2019-02-12/13:30:00	272.4	1.285
2019-02-12/13:50:00	2019-02-12/14:00:00	258.14	0.822
2019-02-12/14:35:00	2019-02-12/14:45:00	299.626	5.045
2019-02-12/17:00:00	2019-02-12/17:10:00	280.402	4.828
2019-02-12/20:30:00	2019-02-12/20:40:00	227.578	3.868
2019-02-12/21:00:00	2019-02-12/21:10:00	234.64	2.605
2019-02-15/01:50:00	2019-02-15/02:00:00	226.238	0.307
2019-02-15/02:25:00	2019-02-15/02:35:00	242.513	0.99
2019-02-15/04:35:00	2019-02-15/04:45:00	260.977	-0.122
2019-02-15/05:20:00	2019-02-15/05:30:00	248.88	-0.228
2019-02-15/05:50:00	2019-02-15/06:00:00	259.356	2.35
2019-02-15/06:20:00	2019-02-15/06:30:00	259.77	2.343
2019-02-15/06:50:00	2019-02-15/07:00:00	257.405	1.493
2019-02-15/10:30:00	2019-02-15/10:40:00	275.747	0.83
2019-02-15/11:00:00	2019-02-15/11:10:00	280.769	2.455
2019-02-15/11:30:00	2019-02-15/11:40:00	272.754	2.377
2019-02-15/12:00:00	2019-02-15/12:10:00	271.352	0.67
2019-02-15/13:10:00	2019-02-15/13:20:00	286.895	2.682
2019-02-15/14:20:00	2019-02-15/14:30:00	266.629	0.71
2019-02-15/14:50:00	2019-02-15/15:00:00	270.201	0.67
2019-02-15/15:20:00	2019-02-15/15:30:00	264.154	0.282
2019-02-15/15:50:00	2019-02-15/16:00:00	260.692	0.632
2019-02-15/16:20:00	2019-02-15/16:30:00	272.837	0.28
2019-02-15/22:05:00	2019-02-15/22:15:00	281.253	-0.348
2019-02-15/22:35:00	2019-02-15/22:45:00	298.198	0.727
2019-02-15/23:05:00	2019-02-15/23:15:00	276.701	0.513
2019-02-15/23:35:00	2019-02-15/23:45:00	267.704	0.918
2019-02-16/00:05:00	2019-02-16/00:15:00	270.068	0.452
2019-02-16/00:35:00	2019-02-16/00:45:00	276.546	0.828
2019-02-16/02:55:00	2019-02-16/03:05:00	282.506	1.47
2019-02-16/03:55:00	2019-02-16/04:05:00	256.702	1.99
2019-02-16/04:30:00	2019-02-16/04:40:00	243.336	0.793
2019-02-16/05:00:00	2019-02-16/05:10:00	228.52	-0.068
2019-02-16/06:05:00	2019-02-16/06:15:00	274.55	1.758
2019-02-16/06:35:00	2019-02-16/06:45:00	266.428	1.178
2019-02-16/07:05:00	2019-02-16/07:15:00	266.239	1.23
2019-02-16/07:35:00	2019-02-16/07:45:00	267.986	1.7
2019-02-16/08:05:00	2019-02-16/08:15:00	257.192	1.665
2019-02-16/08:35:00	2019-02-16/08:45:00	261.675	2.112
2019-02-16/09:05:00	2019-02-16/09:15:00	263.188	2.412
2019-02-16/09:40:00	2019-02-16/09:50:00	266.715	2.423
2019-02-16/10:40:00	2019-02-16/10:50:00	282.882	2.803
2019-02-16/11:10:00	2019-02-16/11:20:00	272.071	2.502
2019-02-16/13:00:00	2019-02-16/13:10:00	247.503	1.777
2019-02-16/13:30:00	2019-02-16/13:40:00	234.18	0.927
2019-02-18/14:20:00	2019-02-18/14:30:00	246.224	0.32
2019-02-18/14:50:00	2019-02-18/15:00:00	254.575	0.642
2019-02-18/15:50:00	2019-02-18/16:00:00	232.985	0.063
2019-02-18/17:10:00	2019-02-18/17:20:00	247.549	2.937
2019-02-18/17:55:00	2019-02-18/18:05:00	247.282	3.15
2019-02-18/18:25:00	2019-02-18/18:35:00	258.46	2.113
2019-02-18/19:30:00	2019-02-18/19:40:00	266.414	3.19
2019-02-18/20:00:00	2019-02-18/20:10:00	256.372	2.648
2019-02-18/20:50:00	2019-02-18/21:00:00	276.611	2.167
2019-02-19/01:55:00	2019-02-19/02:05:00	264.142	2.893
2019-02-19/02:25:00	2019-02-19/02:35:00	243.228	2.672
2019-02-19/02:55:00	2019-02-19/03:05:00	242.23	2.868
2019-02-19/03:45:00	2019-02-19/03:55:00	268.686	3.073
2019-02-19/04:20:00	2019-02-19/04:30:00	275.859	3.147
2019-02-19/10:20:00	2019-02-19/10:30:00	250.085	0.643
2019-02-19/11:00:00	2019-02-19/11:10:00	235.693	-0.425
2019-02-19/11:30:00	2019-02-19/11:40:00	243.014	-0.405
2019-02-19/12:15:00	2019-02-19/12:25:00	250.688	-0.032
2019-02-19/12:45:00	2019-02-19/12:55:00	242.154	0.21
2019-02-19/13:20:00	2019-02-19/13:30:00	252.323	0.063
2019-02-19/13:50:00	2019-02-19/14:00:00	251.501	-0.282
2019-02-19/14:25:00	2019-02-19/14:35:00	265.016	0.083
2019-02-19/15:20:00	2019-02-19/15:30:00	259.541	-0.302
2019-02-19/16:35:00	2019-02-19/16:45:00	258.037	0.795
2019-02-19/17:05:00	2019-02-19/17:15:00	250.649	0.187
2019-02-19/17:35:00	2019-02-19/17:45:00	257.415	-0.247
2019-02-19/18:05:00	2019-02-19/18:15:00	267.205	-0.542
2019-02-19/18:35:00	2019-02-19/18:45:00	260.21	0.062
2019-02-19/19:40:00	2019-02-19/19:50:00	252.704	2.148
2019-02-19/20:10:00	2019-02-19/20:20:00	247.501	2.115
2019-02-19/20:40:00	2019-02-19/20:50:00	238.96	1.67
2019-02-19/21:10:00	2019-02-19/21:20:00	247.805	1.66
2019-02-19/21:40:00	2019-02-19/21:50:00	233.644	1.257
2019-02-19/22:20:00	2019-02-19/22:30:00	239.16	1.228
2019-02-19/22:50:00	2019-02-19/23:00:00	243.053	0.94
2019-02-19/23:20:00	2019-02-19/23:30:00	242.028	0.662
2019-02-19/23:50:00	2019-02-20/00:00:00	246.972	1.323
2019-02-20/00:20:00	2019-02-20/00:30:00	248.102	1.878
2019-02-20/01:05:00	2019-02-20/01:15:00	252.516	1.123
2019-02-20/01:55:00	2019-02-20/02:05:00	280.914	2.528
2019-03-01/06:05:00	2019-03-01/06:15:00	285.841	1.308
2019-03-01/15:45:00	2019-03-01/15:55:00	268.831	3.737
2019-03-01/22:30:00	2019-03-01/22:40:00	226.782	2.593
2019-03-02/05:45:00	2019-03-02/05:55:00	241.55	3.722
2019-03-04/14:20:00	2019-03-04/14:30:00	282.763	1.132
2019-03-04/15:15:00	2019-03-04/15:25:00	232.657	1.83
2019-03-04/21:45:00	2019-03-04/21:55:00	246.145	2.487
2019-03-05/04:15:00	2019-03-05/04:25:00	290.162	0.335
2019-03-05/05:05:00	2019-03-05/05:15:00	267.438	1.038
2019-03-05/10:50:00	2019-03-05/11:00:00	259.532	1.575
2019-03-07/23:55:00	2019-03-08/00:05:00	250.59	4.227
2019-03-08/00:45:00	2019-03-08/00:55:00	240.277	5.163
2019-03-08/02:20:00	2019-03-08/02:30:00	292.384	4.747
2019-03-08/02:50:00	2019-03-08/03:00:00	301.052	4.548
2019-03-08/04:20:00	2019-03-08/04:30:00	253.175	3.238
2019-03-08/04:50:00	2019-03-08/05:00:00	247.444	2.72
2019-03-08/05:25:00	2019-03-08/05:35:00	286.009	2.843
2019-03-08/06:40:00	2019-03-08/06:50:00	269.375	1.45
2019-03-08/07:20:00	2019-03-08/07:30:00	254.44	1.637
2019-03-09/05:30:00	2019-03-09/05:40:00	301.068	3.543
2019-03-09/06:00:00	2019-03-09/06:10:00	305.073	4.167
2019-03-09/06:30:00	2019-03-09/06:40:00	297.775	3.31
2019-03-09/07:10:00	2019-03-09/07:20:00	275.289	3.987
2019-03-09/12:55:00	2019-03-09/13:05:00	236.815	1.757
2019-03-15/05:00:00	2019-03-15/05:10:00	247.545	5.452
2019-03-15/05:30:00	2019-03-15/05:40:00	258.688	4.992
2019-03-15/06:00:00	2019-03-15/06:10:00	277.097	6.317
2019-03-16/14:20:00	2019-03-16/14:30:00	242.263	2.58
2019-03-16/14:50:00	2019-03-16/15:00:00	234.736	1.887
2019-03-18/17:35:00	2019-03-18/17:45:00	230.592	1.13
2019-03-18/21:20:00	2019-03-18/21:30:00	284.646	2.982
2019-03-18/21:50:00	2019-03-18/22:00:00	277.312	2.67
2019-03-18/22:40:00	2019-03-18/22:50:00	283.074	2.818
2019-03-18/23:10:00	2019-03-18/23:20:00	290.549	2.67
2019-03-18/23:40:00	2019-03-18/23:50:00	293.684	2.468
2019-03-19/00:10:00	2019-03-19/00:20:00	277.891	2.725
2019-03-19/16:25:00	2019-03-19/16:35:00	305.504	0.295
2019-03-25/12:00:00	2019-03-25/12:10:00	284.298	1.838
2019-03-25/16:25:00	2019-03-25/16:35:00	257.492	0.495
2019-03-29/06:45:00	2019-03-29/06:55:00	233.071	-2.553
2019-03-29/09:40:00	2019-03-29/09:50:00	243.737	2.965
2019-03-29/10:10:00	2019-03-29/10:20:00	238.661	1.327
2019-03-29/10:40:00	2019-03-29/10:50:00	264.884	3.07
2019-03-29/11:10:00	2019-03-29/11:20:00	265.156	4.1
2019-03-29/11:40:00	2019-03-29/11:50:00	254.687	4.42
2019-03-29/23:10:00	2019-03-29/23:20:00	240.032	2.787
2019-03-30/00:00:00	2019-03-30/00:10:00	236.037	3.563
2019-03-30/01:00:00	2019-03-30/01:10:00	249.107	3.593
2019-03-30/01:30:00	2019-03-30/01:40:00	248.702	3.313
2019-03-30/02:10:00	2019-03-30/02:20:00	235.256	3.038
2019-03-30/02:40:00	2019-03-30/02:50:00	230.186	2.177
2019-03-30/03:10:00	2019-03-30/03:20:00	229.185	1.522
2019-03-30/05:20:00	2019-03-30/05:30:00	269.092	2.955
2019-03-30/05:50:00	2019-03-30/06:00:00	261.806	2.467
2019-03-30/06:20:00	2019-03-30/06:30:00	262.483	2.18
2019-03-30/07:00:00	2019-03-30/07:10:00	297.69	3.268
2019-03-30/12:20:00	2019-03-30/12:30:00	302.696	2.743
2019-04-01/14:25:00	2019-04-01/14:35:00	233.529	0.593
2019-04-01/20:15:00	2019-04-01/20:25:00	299.87	2.83
2019-04-01/23:20:00	2019-04-01/23:30:00	308.808	4.403
2019-04-02/16:40:00	2019-04-02/16:50:00	235.756	1.905
2019-04-02/17:10:00	2019-04-02/17:20:00	237.034	2.143
2019-04-02/18:55:00	2019-04-02/19:05:00	234.275	-0.818
2019-04-02/21:50:00	2019-04-02/22:00:00	307.537	3.572
2019-04-02/22:25:00	2019-04-02/22:35:00	269.666	3.953
2019-04-03/04:05:00	2019-04-03/04:15:00	232.456	2.517
2019-04-05/00:50:00	2019-04-05/01:00:00	239.756	5.125
2019-04-05/03:20:00	2019-04-05/03:30:00	266.48	4.203
2019-04-05/08:30:00	2019-04-05/08:40:00	267.481	2.985
2019-04-05/09:35:00	2019-04-05/09:45:00	295.699	4.252
2019-04-05/10:55:00	2019-04-05/11:05:00	281.38	3.53
2019-04-05/11:25:00	2019-04-05/11:35:00	269.283	2.972
2019-04-05/11:55:00	2019-04-05/12:05:00	259.928	3.308
2019-04-05/12:50:00	2019-04-05/13:00:00	225.655	1.233
2019-04-05/14:20:00	2019-04-05/14:30:00	240.058	2.602
2019-04-05/17:20:00	2019-04-05/17:30:00	233.44	2.543
2019-04-06/16:00:00	2019-04-06/16:10:00	273.243	1.372
2019-04-08/14:35:00	2019-04-08/14:45:00	302.622	-1.372
2019-04-08/15:35:00	2019-04-08/15:45:00	228.17	2.873
2019-04-08/22:25:00	2019-04-08/22:35:00	227.948	2.817
2019-04-09/03:15:00	2019-04-09/03:25:00	265.206	0.648
2019-04-09/03:45:00	2019-04-09/03:55:00	257.115	1.338
2019-04-09/11:20:00	2019-04-09/11:30:00	265.551	1.458
2019-04-09/20:40:00	2019-04-09/20:50:00	291.2	4.403
2019-04-10/00:05:00	2019-04-10/00:15:00	228.624	2.852
2019-04-10/04:15:00	2019-04-10/04:25:00	235.588	4.763
2019-04-10/04:45:00	2019-04-10/04:55:00	253.41	4.987
2019-04-10/05:15:00	2019-04-10/05:25:00	249.361	4.698
2019-04-12/07:45:00	2019-04-12/07:55:00	226.096	2.057
2019-04-12/09:35:00	2019-04-12/09:45:00	313.576	1.957
2019-04-13/04:35:00	2019-04-13/04:45:00	235.125	-4.128
2019-04-15/17:35:00	2019-04-15/17:45:00	228.641	-4.493
2019-04-15/18:45:00	2019-04-15/18:55:00	240.366	1.727
2019-04-15/19:15:00	2019-04-15/19:25:00	228.313	1.858
2019-04-15/21:50:00	2019-04-15/22:00:00	251.648	3.988
2019-04-15/22:50:00	2019-04-15/23:00:00	276.017	3.823
2019-04-16/02:15:00	2019-04-16/02:25:00	241.003	4.448
2019-04-16/03:45:00	2019-04-16/03:55:00	291.081	4.918
2019-04-16/04:15:00	2019-04-16/04:25:00	274.594	4.58
2019-04-16/13:15:00	2019-04-16/13:25:00	244.639	-1.022
2019-04-16/13:45:00	2019-04-16/13:55:00	266.917	0.03
2019-04-16/14:25:00	2019-04-16/14:35:00	254.59	-0.548
2019-04-16/17:05:00	2019-04-16/17:15:00	306.452	1.638
2019-04-16/18:25:00	2019-04-16/18:35:00	284.11	0.653
2019-04-18/23:55:00	2019-04-19/00:05:00	309.53	-0.485
