Start_str	End_str	Clang_avg	Bx_avg(nT)
2016-09-25 03:25:00	2016-09-25 03:35:00	233.883	0.218
2016-10-07 10:00:00	2016-10-07 10:10:00	291.378	-3.062
2016-10-10 22:55:00	2016-10-10 23:05:00	291.861	4.0
2016-10-10 23:35:00	2016-10-10 23:45:00	304.273	3.83
2016-10-11 00:05:00	2016-10-11 00:15:00	308.199	4.277
2016-10-11 18:30:00	2016-10-11 18:40:00	296.057	4.932
2016-10-11 19:20:00	2016-10-11 19:30:00	291.151	4.188
2016-10-11 23:55:00	2016-10-12 00:05:00	291.313	-0.858
2016-10-12 11:10:00	2016-10-12 11:20:00	306.464	0.765
2016-10-12 16:00:00	2016-10-12 16:10:00	238.631	2.398
2016-10-12 18:20:00	2016-10-12 18:30:00	266.499	2.715
2016-10-12 19:05:00	2016-10-12 19:15:00	291.037	2.492
2016-10-12 21:00:00	2016-10-12 21:10:00	233.59	2.997
2016-10-13 01:05:00	2016-10-13 01:15:00	306.343	4.73
2016-10-13 01:35:00	2016-10-13 01:45:00	311.953	3.5
2016-10-15 14:05:00	2016-10-15 14:15:00	301.825	0.498
2016-10-15 20:15:00	2016-10-15 20:25:00	276.363	3.958
2016-10-15 22:05:00	2016-10-15 22:15:00	244.34	2.452
2016-10-16 10:55:00	2016-10-16 11:05:00	287.528	5.882
2016-10-16 17:55:00	2016-10-16 18:05:00	274.055	4.67
2016-10-19 09:10:00	2016-10-19 09:20:00	233.443	3.078
2016-10-19 16:45:00	2016-10-19 16:55:00	270.653	2.753
2016-10-19 17:15:00	2016-10-19 17:25:00	276.591	2.157
2016-10-19 19:20:00	2016-10-19 19:30:00	289.699	-1.928
2016-10-19 20:20:00	2016-10-19 20:30:00	276.832	-0.982
2016-10-19 21:05:00	2016-10-19 21:15:00	279.784	0.005
2016-10-19 21:40:00	2016-10-19 21:50:00	290.857	-0.115
2016-10-20 01:40:00	2016-10-20 01:50:00	299.336	-1.313
2016-10-20 15:25:00	2016-10-20 15:35:00	309.978	-0.27
2016-10-20 15:55:00	2016-10-20 16:05:00	306.561	0.288
2016-10-21 08:25:00	2016-10-21 08:35:00	283.339	-0.828
2016-10-21 08:55:00	2016-10-21 09:05:00	286.584	0.4
2016-10-21 09:25:00	2016-10-21 09:35:00	288.513	1.343
2016-10-21 14:25:00	2016-10-21 14:35:00	313.704	0.65
2016-10-21 19:40:00	2016-10-21 19:50:00	299.34	-0.353
2016-10-21 20:10:00	2016-10-21 20:20:00	294.283	-0.102
2016-10-21 23:15:00	2016-10-21 23:25:00	295.096	-0.567
2016-10-22 00:20:00	2016-10-22 00:30:00	272.935	-0.79
2016-10-22 09:50:00	2016-10-22 10:00:00	230.559	-0.832
2016-10-22 19:25:00	2016-10-22 19:35:00	239.182	2.048
2016-10-23 11:50:00	2016-10-23 12:00:00	263.067	-4.225
2016-10-27 22:55:00	2016-10-27 23:05:00	252.59	-3.007
2016-10-28 00:20:00	2016-10-28 00:30:00	236.369	-5.497
2016-11-02 14:30:00	2016-11-02 14:40:00	251.49	0.977
2016-11-02 15:00:00	2016-11-02 15:10:00	251.547	0.858
2016-11-02 15:35:00	2016-11-02 15:45:00	257.987	1.112
2016-11-02 16:05:00	2016-11-02 16:15:00	260.706	2.115
2016-11-02 16:40:00	2016-11-02 16:50:00	256.127	4.232
2016-11-02 17:20:00	2016-11-02 17:30:00	240.469	6.025
2016-11-02 23:55:00	2016-11-03 00:05:00	253.669	1.513
2016-11-04 18:35:00	2016-11-04 18:45:00	304.166	-4.283
2016-11-06 22:40:00	2016-11-06 22:50:00	225.668	-2.128
2016-11-07 17:50:00	2016-11-07 18:00:00	314.638	3.493
2016-11-07 21:05:00	2016-11-07 21:15:00	305.07	1.382
2016-11-07 21:35:00	2016-11-07 21:45:00	293.061	0.235
2016-11-07 22:05:00	2016-11-07 22:15:00	282.948	0.08
2016-11-07 22:45:00	2016-11-07 22:55:00	270.687	0.355
2016-11-07 23:15:00	2016-11-07 23:25:00	253.659	-0.143
2016-11-08 06:15:00	2016-11-08 06:25:00	284.536	-0.39
2016-11-08 12:55:00	2016-11-08 13:05:00	227.779	-0.445
2016-11-08 14:25:00	2016-11-08 14:35:00	301.14	-1.033
2016-11-08 17:25:00	2016-11-08 17:35:00	287.782	0.318
2016-11-08 18:00:00	2016-11-08 18:10:00	306.726	1.18
2016-11-08 20:35:00	2016-11-08 20:45:00	231.746	-1.892
2016-11-08 21:25:00	2016-11-08 21:35:00	275.687	1.448
2016-11-08 22:00:00	2016-11-08 22:10:00	270.104	1.838
2016-11-08 22:30:00	2016-11-08 22:40:00	283.348	0.895
2016-11-08 23:00:00	2016-11-08 23:10:00	285.517	1.003
2016-11-08 23:30:00	2016-11-08 23:40:00	271.734	1.013
2016-11-09 23:30:00	2016-11-09 23:40:00	290.134	3.627
2016-11-11 06:20:00	2016-11-11 06:30:00	271.35	3.82
2016-11-11 07:25:00	2016-11-11 07:35:00	294.929	5.167
2016-11-11 12:35:00	2016-11-11 12:45:00	311.654	2.328
2016-11-11 14:45:00	2016-11-11 14:55:00	298.2	2.302
2016-11-11 19:40:00	2016-11-11 19:50:00	299.234	2.445
2016-11-11 20:10:00	2016-11-11 20:20:00	303.354	1.51
2016-11-12 07:35:00	2016-11-12 07:45:00	310.538	5.675
2016-11-12 16:55:00	2016-11-12 17:05:00	278.863	4.558
2016-11-13 14:40:00	2016-11-13 14:50:00	297.214	2.892
2016-11-13 18:25:00	2016-11-13 18:35:00	305.637	1.578
2016-11-14 09:15:00	2016-11-14 09:25:00	291.692	0.632
2016-11-14 10:25:00	2016-11-14 10:35:00	285.065	0.57
2016-11-14 18:55:00	2016-11-14 19:05:00	309.561	2.668
2016-11-15 06:35:00	2016-11-15 06:45:00	292.488	3.625
2016-11-15 07:05:00	2016-11-15 07:15:00	296.929	3.555
2016-11-15 11:20:00	2016-11-15 11:30:00	275.661	-3.74
2016-11-15 17:45:00	2016-11-15 17:55:00	308.696	2.108
2016-11-15 18:35:00	2016-11-15 18:45:00	307.861	2.197
2016-11-15 19:10:00	2016-11-15 19:20:00	296.908	2.19
2016-11-15 21:25:00	2016-11-15 21:35:00	311.435	2.888
2016-11-16 07:40:00	2016-11-16 07:50:00	282.585	2.232
2016-11-16 08:10:00	2016-11-16 08:20:00	284.376	1.603
2016-11-16 08:40:00	2016-11-16 08:50:00	297.482	0.928
2016-11-16 14:35:00	2016-11-16 14:45:00	296.215	-0.897
2016-11-16 15:05:00	2016-11-16 15:15:00	296.623	-1.067
2016-11-16 16:10:00	2016-11-16 16:20:00	304.366	0.87
2016-11-16 16:40:00	2016-11-16 16:50:00	300.971	1.882
2016-11-17 07:55:00	2016-11-17 08:05:00	286.885	-1.01
2016-11-17 12:45:00	2016-11-17 12:55:00	295.239	-0.727
2016-11-17 13:15:00	2016-11-17 13:25:00	295.576	-0.335
2016-11-17 14:40:00	2016-11-17 14:50:00	242.212	-1.788
2016-11-17 15:10:00	2016-11-17 15:20:00	255.971	-0.918
2016-11-18 05:20:00	2016-11-18 05:30:00	301.474	0.802
2016-11-18 05:50:00	2016-11-18 06:00:00	293.091	1.127
2016-11-18 06:20:00	2016-11-18 06:30:00	308.69	1.758
2016-11-18 09:05:00	2016-11-18 09:15:00	296.37	3.613
2016-11-18 09:35:00	2016-11-18 09:45:00	289.557	1.867
2016-11-18 10:40:00	2016-11-18 10:50:00	280.748	1.455
2016-11-18 11:40:00	2016-11-18 11:50:00	273.606	1.463
2016-11-18 12:10:00	2016-11-18 12:20:00	271.21	0.933
2016-11-18 12:40:00	2016-11-18 12:50:00	278.142	2.055
2016-11-18 13:10:00	2016-11-18 13:20:00	269.064	1.575
2016-11-18 13:50:00	2016-11-18 14:00:00	271.84	0.815
2016-11-18 14:20:00	2016-11-18 14:30:00	261.215	1.075
2016-11-18 17:45:00	2016-11-18 17:55:00	259.803	2.49
2016-11-18 18:15:00	2016-11-18 18:25:00	267.754	1.803
2016-11-18 18:45:00	2016-11-18 18:55:00	269.616	1.413
2016-11-18 19:55:00	2016-11-18 20:05:00	273.049	0.178
2016-11-18 20:25:00	2016-11-18 20:35:00	276.902	-0.125
2016-11-18 20:55:00	2016-11-18 21:05:00	275.843	0.53
2016-11-18 21:25:00	2016-11-18 21:35:00	276.904	0.768
2016-11-18 22:05:00	2016-11-18 22:15:00	279.832	2.762
2016-11-19 05:00:00	2016-11-19 05:10:00	251.452	3.155
2016-11-19 05:30:00	2016-11-19 05:40:00	253.874	3.28
2016-11-19 06:00:00	2016-11-19 06:10:00	252.598	3.508
2016-11-19 06:30:00	2016-11-19 06:40:00	256.784	3.675
2016-11-19 08:10:00	2016-11-19 08:20:00	309.737	0.778
2016-11-19 08:40:00	2016-11-19 08:50:00	310.767	-1.078
2016-11-19 09:10:00	2016-11-19 09:20:00	299.547	-1.512
2016-11-19 09:40:00	2016-11-19 09:50:00	303.808	-0.942
2016-11-19 11:25:00	2016-11-19 11:35:00	285.83	-0.635
2016-11-19 12:25:00	2016-11-19 12:35:00	294.532	-1.05
2016-11-19 13:00:00	2016-11-19 13:10:00	273.359	-0.708
2016-11-19 13:30:00	2016-11-19 13:40:00	282.743	-1.312
2016-11-19 14:05:00	2016-11-19 14:15:00	241.768	2.608
2016-11-19 16:25:00	2016-11-19 16:35:00	264.004	1.202
2016-11-19 17:00:00	2016-11-19 17:10:00	255.891	1.227
2016-11-19 17:30:00	2016-11-19 17:40:00	254.551	1.643
2016-11-19 18:05:00	2016-11-19 18:15:00	256.067	1.542
2016-11-19 18:40:00	2016-11-19 18:50:00	257.61	1.805
2016-11-19 19:10:00	2016-11-19 19:20:00	282.758	1.262
2016-11-19 20:30:00	2016-11-19 20:40:00	277.107	0.182
2016-11-19 21:00:00	2016-11-19 21:10:00	286.336	0.185
2016-11-19 21:30:00	2016-11-19 21:40:00	292.085	0.885
2016-11-19 22:30:00	2016-11-19 22:40:00	302.019	2.257
2016-11-28 13:10:00	2016-11-28 13:20:00	293.954	-4.388
2016-11-28 13:40:00	2016-11-28 13:50:00	276.62	-4.317
2016-11-29 14:05:00	2016-11-29 14:15:00	269.124	-3.695
2016-11-29 15:35:00	2016-11-29 15:45:00	292.027	-3.232
2016-11-29 16:05:00	2016-11-29 16:15:00	299.909	-2.905
2016-11-29 16:35:00	2016-11-29 16:45:00	299.523	-2.738
2016-11-30 12:25:00	2016-11-30 12:35:00	227.143	-4.888
2016-12-05 05:40:00	2016-12-05 05:50:00	291.08	0.138
2016-12-05 06:55:00	2016-12-05 07:05:00	313.499	0.637
2016-12-05 07:40:00	2016-12-05 07:50:00	307.127	1.358
2016-12-05 08:10:00	2016-12-05 08:20:00	303.079	0.925
2016-12-05 09:20:00	2016-12-05 09:30:00	294.494	1.06
2016-12-06 09:20:00	2016-12-06 09:30:00	297.626	6.267
2016-12-08 16:50:00	2016-12-08 17:00:00	254.222	4.943
2016-12-08 17:35:00	2016-12-08 17:45:00	272.434	5.272
2016-12-09 03:55:00	2016-12-09 04:05:00	314.731	6.427
2016-12-09 07:45:00	2016-12-09 07:55:00	307.862	1.295
2016-12-09 08:15:00	2016-12-09 08:25:00	274.233	4.355
2016-12-09 10:15:00	2016-12-09 10:25:00	298.955	5.085
2016-12-09 11:55:00	2016-12-09 12:05:00	306.027	4.182
2016-12-09 13:45:00	2016-12-09 13:55:00	310.702	6.87
2016-12-10 15:40:00	2016-12-10 15:50:00	268.545	2.493
2016-12-10 16:45:00	2016-12-10 16:55:00	280.216	3.737
2016-12-12 16:55:00	2016-12-12 17:05:00	303.813	-0.423
2016-12-12 17:45:00	2016-12-12 17:55:00	296.415	-1.535
2016-12-13 03:35:00	2016-12-13 03:45:00	311.04	4.238
2016-12-13 09:15:00	2016-12-13 09:25:00	285.852	3.253
2016-12-14 13:15:00	2016-12-14 13:25:00	299.935	3.357
2016-12-14 17:15:00	2016-12-14 17:25:00	243.807	-1.675
2016-12-15 02:10:00	2016-12-15 02:20:00	307.826	4.048
2016-12-15 03:20:00	2016-12-15 03:30:00	252.477	4.207
2016-12-15 06:05:00	2016-12-15 06:15:00	307.016	0.715
2016-12-15 07:15:00	2016-12-15 07:25:00	269.506	-3.137
2016-12-15 07:45:00	2016-12-15 07:55:00	299.536	-2.3
2016-12-15 13:10:00	2016-12-15 13:20:00	313.332	-0.58
2016-12-15 16:25:00	2016-12-15 16:35:00	281.347	1.56
2016-12-16 07:25:00	2016-12-16 07:35:00	276.192	-1.723
2016-12-16 10:00:00	2016-12-16 10:10:00	294.037	-1.953
2016-12-16 11:55:00	2016-12-16 12:05:00	299.605	-1.747
2016-12-16 16:45:00	2016-12-16 16:55:00	275.889	-0.607
2016-12-16 18:05:00	2016-12-16 18:15:00	286.085	-0.175
2016-12-16 19:15:00	2016-12-16 19:25:00	276.524	-0.233
2016-12-17 03:40:00	2016-12-17 03:50:00	267.522	2.535
2016-12-17 04:25:00	2016-12-17 04:35:00	244.242	2.573
2016-12-17 04:55:00	2016-12-17 05:05:00	262.55	2.263
2016-12-17 05:45:00	2016-12-17 05:55:00	247.712	1.925
2017-01-03 14:15:00	2017-01-03 14:25:00	279.037	5.68
2017-01-03 15:45:00	2017-01-03 15:55:00	268.504	5.44
2017-01-03 23:40:00	2017-01-03 23:50:00	274.694	5.012
2017-01-04 00:10:00	2017-01-04 00:20:00	274.438	3.91
2017-01-04 00:40:00	2017-01-04 00:50:00	270.208	3.062
2017-01-04 01:30:00	2017-01-04 01:40:00	283.933	4.57
2017-01-04 02:20:00	2017-01-04 02:30:00	284.107	4.162
2017-01-04 02:55:00	2017-01-04 03:05:00	286.988	3.56
2017-01-04 14:55:00	2017-01-04 15:05:00	270.278	6.833
2017-01-04 15:50:00	2017-01-04 16:00:00	289.753	5.848
2017-01-04 23:35:00	2017-01-04 23:45:00	251.435	3.905
2017-01-05 00:25:00	2017-01-05 00:35:00	236.158	2.277
2017-01-05 03:15:00	2017-01-05 03:25:00	245.553	7.31
2017-01-05 03:45:00	2017-01-05 03:55:00	286.805	7.352
2017-01-09 14:30:00	2017-01-09 14:40:00	256.946	0.54
2017-01-09 15:00:00	2017-01-09 15:10:00	264.093	0.913
2017-01-09 15:30:00	2017-01-09 15:40:00	261.611	0.382
2017-01-09 16:00:00	2017-01-09 16:10:00	262.38	1.063
2017-01-10 00:40:00	2017-01-10 00:50:00	291.691	3.928
2017-01-10 01:45:00	2017-01-10 01:55:00	309.533	4.307
2017-01-10 02:15:00	2017-01-10 02:25:00	308.522	3.748
2017-01-10 04:30:00	2017-01-10 04:40:00	258.4	2.618
2017-01-12 03:05:00	2017-01-12 03:15:00	249.244	0.29
2017-01-12 03:35:00	2017-01-12 03:45:00	261.64	-0.548
2017-01-12 12:40:00	2017-01-12 12:50:00	272.159	-2.927
2017-01-12 15:10:00	2017-01-12 15:20:00	314.86	0.595
2017-01-12 15:40:00	2017-01-12 15:50:00	313.17	0.793
2017-01-12 16:10:00	2017-01-12 16:20:00	309.824	1.287
2017-01-12 23:05:00	2017-01-12 23:15:00	235.324	-1.8
2017-01-12 23:40:00	2017-01-12 23:50:00	240.034	-2.117
2017-01-13 01:00:00	2017-01-13 01:10:00	232.614	-3.082
2017-01-13 02:00:00	2017-01-13 02:10:00	284.789	-2.592
2017-01-13 04:50:00	2017-01-13 05:00:00	256.753	-3.227
2017-01-13 05:20:00	2017-01-13 05:30:00	262.989	-2.107
2017-01-13 09:55:00	2017-01-13 10:05:00	267.007	1.308
2017-01-13 13:20:00	2017-01-13 13:30:00	275.622	0.318
2017-01-13 14:15:00	2017-01-13 14:25:00	271.755	1.108
2017-01-13 14:45:00	2017-01-13 14:55:00	256.771	0.448
2017-01-14 00:25:00	2017-01-14 00:35:00	272.793	3.585
2017-01-14 04:15:00	2017-01-14 04:25:00	289.599	3.13
2017-01-14 07:30:00	2017-01-14 07:40:00	264.858	2.888
2017-01-15 11:40:00	2017-01-15 11:50:00	225.528	-0.108
2017-01-16 06:00:00	2017-01-16 06:10:00	314.045	-2.212
2017-01-20 14:15:00	2017-01-20 14:25:00	241.114	-2.747
2017-01-24 02:20:00	2017-01-24 02:30:00	237.698	-2.232
2017-01-30 23:25:00	2017-01-30 23:35:00	244.182	6.162
2017-01-31 07:45:00	2017-01-31 07:55:00	299.23	9.372
2017-01-31 10:55:00	2017-01-31 11:05:00	287.423	9.067
2017-02-01 13:05:00	2017-02-01 13:15:00	271.825	4.992
2017-02-01 13:35:00	2017-02-01 13:45:00	271.685	5.352
2017-02-02 05:25:00	2017-02-02 05:35:00	277.105	3.883
2017-02-03 09:25:00	2017-02-03 09:35:00	270.162	3.545
2017-02-05 00:10:00	2017-02-05 00:20:00	230.753	-1.247
2017-02-05 04:25:00	2017-02-05 04:35:00	236.341	1.112
2017-02-05 06:55:00	2017-02-05 07:05:00	266.643	4.49
2017-02-05 10:55:00	2017-02-05 11:05:00	257.88	0.797
2017-02-05 13:25:00	2017-02-05 13:35:00	287.62	5.223
2017-02-06 07:35:00	2017-02-06 07:45:00	281.178	3.487
2017-02-06 09:50:00	2017-02-06 10:00:00	276.105	3.715
2017-02-06 10:25:00	2017-02-06 10:35:00	252.816	2.82
2017-02-07 12:50:00	2017-02-07 13:00:00	236.993	1.047
2017-02-09 04:55:00	2017-02-09 05:05:00	245.011	3.94
2017-02-09 06:00:00	2017-02-09 06:10:00	249.185	4.655
2017-02-09 06:30:00	2017-02-09 06:40:00	268.931	4.652
2017-02-09 08:45:00	2017-02-09 08:55:00	257.378	-1.805
2017-02-09 09:15:00	2017-02-09 09:25:00	269.02	-1.903
2017-02-09 22:00:00	2017-02-09 22:10:00	287.548	4.342
2017-02-09 22:50:00	2017-02-09 23:00:00	289.84	4.892
2017-02-09 23:20:00	2017-02-09 23:30:00	273.02	4.822
2017-02-10 00:15:00	2017-02-10 00:25:00	248.445	3.047
2017-02-10 01:25:00	2017-02-10 01:35:00	255.369	3.94
2017-02-10 02:20:00	2017-02-10 02:30:00	233.99	3.91
2017-02-10 03:15:00	2017-02-10 03:25:00	292.577	3.76
2017-02-10 03:55:00	2017-02-10 04:05:00	287.296	3.548
2017-02-10 07:30:00	2017-02-10 07:40:00	306.343	2.058
2017-02-10 09:30:00	2017-02-10 09:40:00	242.119	1.24
2017-02-10 10:55:00	2017-02-10 11:05:00	242.947	1.19
2017-02-10 11:25:00	2017-02-10 11:35:00	248.087	2.862
2017-02-10 12:30:00	2017-02-10 12:40:00	232.227	-0.208
2017-02-10 23:20:00	2017-02-10 23:30:00	267.522	1.497
2017-02-10 23:50:00	2017-02-11 00:00:00	246.718	-0.803
2017-02-11 00:20:00	2017-02-11 00:30:00	246.173	-0.148
2017-02-11 00:50:00	2017-02-11 01:00:00	268.57	0.632
2017-02-11 01:35:00	2017-02-11 01:45:00	275.882	1.437
2017-02-11 07:10:00	2017-02-11 07:20:00	297.172	2.43
2017-02-11 08:10:00	2017-02-11 08:20:00	284.645	2.958
2017-02-11 09:45:00	2017-02-11 09:55:00	280.12	2.41
2017-02-11 11:15:00	2017-02-11 11:25:00	267.236	2.452
2017-02-11 14:45:00	2017-02-11 14:55:00	312.108	2.188
2017-02-12 08:40:00	2017-02-12 08:50:00	265.366	1.535
2017-02-12 09:10:00	2017-02-12 09:20:00	268.104	1.858
2017-02-12 09:40:00	2017-02-12 09:50:00	272.307	1.887
2017-02-12 10:30:00	2017-02-12 10:40:00	260.524	0.87
2017-02-12 11:00:00	2017-02-12 11:10:00	263.753	1.243
2017-02-12 11:30:00	2017-02-12 11:40:00	279.247	2.083
2017-02-12 12:35:00	2017-02-12 12:45:00	277.543	2.037
2017-02-12 13:30:00	2017-02-12 13:40:00	240.472	-0.593
2017-02-12 14:00:00	2017-02-12 14:10:00	253.507	0.123
2017-02-12 14:30:00	2017-02-12 14:40:00	248.268	2.318
2017-02-12 15:00:00	2017-02-12 15:10:00	235.71	2.643
2017-02-12 15:55:00	2017-02-12 16:05:00	257.113	2.375
2017-02-12 16:25:00	2017-02-12 16:35:00	237.38	2.568
2017-02-12 16:55:00	2017-02-12 17:05:00	233.625	2.568
2017-02-12 17:40:00	2017-02-12 17:50:00	243.225	2.415
2017-02-12 19:40:00	2017-02-12 19:50:00	261.235	3.835
2017-02-13 09:30:00	2017-02-13 09:40:00	233.189	1.45
2017-02-13 10:15:00	2017-02-13 10:25:00	247.626	1.422
2017-02-13 15:10:00	2017-02-13 15:20:00	235.147	-0.967
2017-02-19 03:30:00	2017-02-19 03:40:00	241.364	-5.065
2017-02-19 04:00:00	2017-02-19 04:10:00	246.117	-5.168
2017-02-19 04:30:00	2017-02-19 04:40:00	230.484	-5.267
2017-02-20 07:20:00	2017-02-20 07:30:00	241.22	-4.207
2017-02-20 07:50:00	2017-02-20 08:00:00	242.418	-4.408
2017-02-20 08:20:00	2017-02-20 08:30:00	265.284	-4.577
2017-02-20 08:55:00	2017-02-20 09:05:00	301.883	-4.472
2017-02-23 02:45:00	2017-02-23 02:55:00	282.877	4.823
2017-02-27 21:15:00	2017-02-27 21:25:00	230.055	3.608
2017-02-27 21:45:00	2017-02-27 21:55:00	244.315	3.418
2017-02-27 22:15:00	2017-02-27 22:25:00	229.156	3.462
2017-02-27 22:45:00	2017-02-27 22:55:00	236.648	3.432
2017-02-28 00:20:00	2017-02-28 00:30:00	271.15	4.037
2017-02-28 02:25:00	2017-02-28 02:35:00	230.63	4.303
2017-02-28 02:55:00	2017-02-28 03:05:00	240.666	4.992
2017-02-28 03:25:00	2017-02-28 03:35:00	240.96	5.365
2017-02-28 03:55:00	2017-02-28 04:05:00	266.504	5.338
2017-02-28 04:25:00	2017-02-28 04:35:00	275.529	5.428
2017-02-28 04:55:00	2017-02-28 05:05:00	264.586	6.002
2017-02-28 05:25:00	2017-02-28 05:35:00	265.316	5.437
2017-02-28 05:55:00	2017-02-28 06:05:00	281.364	6.232
2017-02-28 06:25:00	2017-02-28 06:35:00	295.533	6.218
2017-02-28 07:30:00	2017-02-28 07:40:00	251.193	4.917
2017-02-28 08:00:00	2017-02-28 08:10:00	269.429	4.613
2017-03-01 01:55:00	2017-03-01 02:05:00	279.498	7.508
2017-03-03 02:10:00	2017-03-03 02:20:00	252.721	2.915
2017-03-07 03:45:00	2017-03-07 03:55:00	260.043	3.443
2017-03-07 04:45:00	2017-03-07 04:55:00	270.478	3.083
2017-03-07 06:15:00	2017-03-07 06:25:00	310.456	3.912
2017-03-07 07:30:00	2017-03-07 07:40:00	241.588	1.267
2017-03-08 13:40:00	2017-03-08 13:50:00	261.97	4.887
2017-03-08 14:10:00	2017-03-08 14:20:00	271.586	4.253
2017-03-08 16:50:00	2017-03-08 17:00:00	307.424	4.893
2017-03-09 01:10:00	2017-03-09 01:20:00	279.676	4.902
2017-03-09 01:40:00	2017-03-09 01:50:00	272.608	4.77
2017-03-09 02:10:00	2017-03-09 02:20:00	264.171	4.83
2017-03-09 02:40:00	2017-03-09 02:50:00	247.235	4.353
2017-03-09 03:10:00	2017-03-09 03:20:00	245.684	3.945
2017-03-09 04:25:00	2017-03-09 04:35:00	254.928	4.378
2017-03-09 05:10:00	2017-03-09 05:20:00	274.932	3.987
2017-03-09 05:45:00	2017-03-09 05:55:00	259.781	3.563
2017-03-09 14:35:00	2017-03-09 14:45:00	228.404	-1.627
2017-03-10 22:10:00	2017-03-10 22:20:00	244.277	-2.703
2017-03-11 12:30:00	2017-03-11 12:40:00	314.644	3.327
2017-03-11 13:00:00	2017-03-11 13:10:00	297.876	3.353
2017-03-11 13:30:00	2017-03-11 13:40:00	277.911	3.2
2017-03-11 14:55:00	2017-03-11 15:05:00	233.694	3.013
2017-03-11 19:30:00	2017-03-11 19:40:00	235.313	0.64
2017-03-12 04:05:00	2017-03-12 04:15:00	229.008	0.882
2017-03-12 04:35:00	2017-03-12 04:45:00	233.69	1.143
2017-03-12 05:05:00	2017-03-12 05:15:00	238.683	0.78
2017-03-12 05:55:00	2017-03-12 06:05:00	226.76	-1.453
2017-03-12 07:30:00	2017-03-12 07:40:00	237.915	1.328
2017-03-12 08:00:00	2017-03-12 08:10:00	247.459	1.898
2017-03-12 09:00:00	2017-03-12 09:10:00	259.616	1.468
2017-03-12 09:55:00	2017-03-12 10:05:00	257.999	1.762
2017-03-12 10:55:00	2017-03-12 11:05:00	259.081	1.79
2017-03-12 12:00:00	2017-03-12 12:10:00	253.254	1.858
2017-03-12 13:25:00	2017-03-12 13:35:00	234.752	2.508
2017-03-12 14:55:00	2017-03-12 15:05:00	228.855	2.858
2017-03-13 01:35:00	2017-03-13 01:45:00	246.625	1.925
2017-03-13 03:15:00	2017-03-13 03:25:00	259.921	2.053
2017-03-13 05:05:00	2017-03-13 05:15:00	259.558	1.187
2017-03-13 20:10:00	2017-03-13 20:20:00	301.824	3.347
2017-03-13 20:40:00	2017-03-13 20:50:00	287.595	3.112
