Start_str	End_str	Clang_avg	Bx_avg(nT)
2020-02-19 10:35:00	2020-02-19 10:45:00	240.531	-3.732
2020-02-19 11:10:00	2020-02-19 11:20:00	262.401	-0.11
2020-02-21 10:55:00	2020-02-21 11:05:00	274.196	6.802
2020-02-21 11:25:00	2020-02-21 11:35:00	278.6	6.798
2020-02-21 11:55:00	2020-02-21 12:05:00	287.385	5.992
2020-02-21 12:25:00	2020-02-21 12:35:00	267.145	4.385
2020-02-21 14:05:00	2020-02-21 14:15:00	275.31	4.132
2020-02-22 10:55:00	2020-02-22 11:05:00	310.289	4.11
2020-02-22 14:15:00	2020-02-22 14:25:00	263.338	3.125
2020-02-22 18:45:00	2020-02-22 18:55:00	238.815	0.652
2020-02-22 19:15:00	2020-02-22 19:25:00	226.65	1.4
2020-02-22 22:25:00	2020-02-22 22:35:00	252.456	2.087
2020-02-24 18:10:00	2020-02-24 18:20:00	286.981	3.42
2020-02-24 18:40:00	2020-02-24 18:50:00	285.414	3.115
2020-02-24 19:10:00	2020-02-24 19:20:00	255.905	2.477
2020-02-24 20:30:00	2020-02-24 20:40:00	246.664	0.842
2020-02-24 21:00:00	2020-02-24 21:10:00	238.765	-0.207
2020-02-25 06:00:00	2020-02-25 06:10:00	263.82	3.912
2020-02-25 12:25:00	2020-02-25 12:35:00	236.432	2.788
2020-02-25 21:45:00	2020-02-25 21:55:00	240.448	2.89
2020-02-25 22:15:00	2020-02-25 22:25:00	238.87	3.092
2020-02-26 01:10:00	2020-02-26 01:20:00	232.602	4.093
2020-02-26 01:40:00	2020-02-26 01:50:00	234.688	4.177
2020-02-26 02:10:00	2020-02-26 02:20:00	243.58	4.077
2020-02-26 11:40:00	2020-02-26 11:50:00	310.389	4.81
2020-02-26 12:10:00	2020-02-26 12:20:00	278.386	4.533
2020-02-28 06:05:00	2020-02-28 06:15:00	227.382	2.053
2020-02-28 06:45:00	2020-02-28 06:55:00	231.913	1.787
2020-02-28 20:40:00	2020-02-28 20:50:00	249.69	6.517
2020-02-29 08:30:00	2020-02-29 08:40:00	245.949	3.217
2020-02-29 11:10:00	2020-02-29 11:20:00	263.767	3.497
2020-02-29 14:30:00	2020-02-29 14:40:00	229.174	-0.385
2020-02-29 18:45:00	2020-02-29 18:55:00	261.78	3.86
2020-02-29 21:00:00	2020-02-29 21:10:00	239.431	-0.868
2020-02-29 22:10:00	2020-02-29 22:20:00	236.569	3.105
2020-02-29 23:10:00	2020-02-29 23:20:00	234.834	1.163
2020-03-01 00:10:00	2020-03-01 00:20:00	242.347	0.69
2020-03-03 00:25:00	2020-03-03 00:35:00	243.766	4.618
2020-03-03 01:20:00	2020-03-03 01:30:00	249.863	3.345
2020-03-03 07:05:00	2020-03-03 07:15:00	245.203	-1.845
2020-03-03 07:35:00	2020-03-03 07:45:00	258.125	-1.05
2020-03-03 08:35:00	2020-03-03 08:45:00	304.577	0.927
2020-03-03 09:05:00	2020-03-03 09:15:00	296.985	1.93
2020-03-04 00:40:00	2020-03-04 00:50:00	297.141	1.847
2020-03-04 03:55:00	2020-03-04 04:05:00	249.717	2.403
2020-03-04 04:55:00	2020-03-04 05:05:00	268.856	2.537
2020-03-04 06:00:00	2020-03-04 06:10:00	237.137	2.063
2020-03-04 12:45:00	2020-03-04 12:55:00	231.754	1.715
2020-03-06 10:45:00	2020-03-06 10:55:00	228.362	-3.198
2020-03-06 11:15:00	2020-03-06 11:25:00	243.447	-2.498
2020-03-06 15:05:00	2020-03-06 15:15:00	257.53	-1.402
2020-03-06 15:35:00	2020-03-06 15:45:00	279.552	2.882
2020-03-06 16:05:00	2020-03-06 16:15:00	304.574	2.032
2020-03-08 00:15:00	2020-03-08 00:25:00	314.512	1.338
2020-03-09 19:45:00	2020-03-09 19:55:00	254.917	-1.688
2020-03-09 21:15:00	2020-03-09 21:25:00	227.394	0.552
2020-03-09 22:00:00	2020-03-09 22:10:00	247.438	3.168
2020-03-09 22:55:00	2020-03-09 23:05:00	280.118	1.953
2020-03-10 03:00:00	2020-03-10 03:10:00	258.299	1.523
2020-03-10 06:10:00	2020-03-10 06:20:00	225.273	2.762
2020-03-10 09:15:00	2020-03-10 09:25:00	228.613	0.91
2020-03-10 10:45:00	2020-03-10 10:55:00	266.864	-1.225
2020-03-10 11:20:00	2020-03-10 11:30:00	256.366	-1.875
2020-03-13 07:25:00	2020-03-13 07:35:00	271.218	5.578
2020-03-13 10:00:00	2020-03-13 10:10:00	249.936	2.863
2020-03-13 14:05:00	2020-03-13 14:15:00	314.044	4.292
2020-03-13 15:45:00	2020-03-13 15:55:00	229.263	4.018
2020-03-13 16:15:00	2020-03-13 16:25:00	237.786	3.605
2020-03-13 16:45:00	2020-03-13 16:55:00	240.888	3.305
2020-03-13 17:45:00	2020-03-13 17:55:00	245.026	3.7
2020-03-13 18:15:00	2020-03-13 18:25:00	275.062	3.677
2020-03-13 21:25:00	2020-03-13 21:35:00	248.582	3.587
2020-03-13 21:55:00	2020-03-13 22:05:00	256.526	3.253
2020-03-13 22:25:00	2020-03-13 22:35:00	260.368	3.338
2020-03-13 22:55:00	2020-03-13 23:05:00	263.681	3.288
2020-03-14 00:00:00	2020-03-14 00:10:00	261.928	3.367
2020-03-14 00:30:00	2020-03-14 00:40:00	274.871	3.472
2020-03-14 07:15:00	2020-03-14 07:25:00	258.368	1.9
2020-03-14 08:20:00	2020-03-14 08:30:00	287.998	-0.303
2020-03-14 12:20:00	2020-03-14 12:30:00	245.023	0.065
2020-03-14 12:50:00	2020-03-14 13:00:00	255.067	-0.962
2020-03-14 13:20:00	2020-03-14 13:30:00	265.706	-0.967
2020-03-14 14:05:00	2020-03-14 14:15:00	277.394	-1.358
2020-03-14 16:00:00	2020-03-14 16:10:00	229.965	1.473
2020-03-14 20:05:00	2020-03-14 20:15:00	230.049	-0.442
2020-03-17 12:30:00	2020-03-17 12:40:00	228.515	4.002
2020-03-17 13:00:00	2020-03-17 13:10:00	256.079	4.005
2020-03-17 22:15:00	2020-03-17 22:25:00	264.542	3.842
2020-03-17 22:45:00	2020-03-17 22:55:00	276.272	3.892
2020-03-18 02:40:00	2020-03-18 02:50:00	281.256	2.233
2020-03-18 10:20:00	2020-03-18 10:30:00	289.18	3.997
2020-03-20 11:55:00	2020-03-20 12:05:00	235.249	3.615
2020-03-20 13:00:00	2020-03-20 13:10:00	263.955	3.203
2020-03-20 13:35:00	2020-03-20 13:45:00	247.212	2.727
2020-03-20 14:05:00	2020-03-20 14:15:00	234.757	2.317
2020-03-20 15:25:00	2020-03-20 15:35:00	239.186	2.253
2020-03-20 15:55:00	2020-03-20 16:05:00	230.424	-0.42
2020-03-20 16:50:00	2020-03-20 17:00:00	243.991	2.125
2020-03-20 20:05:00	2020-03-20 20:15:00	225.77	-0.19
2020-03-21 14:25:00	2020-03-21 14:35:00	227.734	1.413
2020-03-21 14:55:00	2020-03-21 15:05:00	240.369	2.692
2020-03-21 21:05:00	2020-03-21 21:15:00	248.66	3.763
2020-03-21 21:35:00	2020-03-21 21:45:00	242.321	3.64
2020-03-21 22:05:00	2020-03-21 22:15:00	246.799	3.647
2020-03-21 22:35:00	2020-03-21 22:45:00	238.953	2.853
2020-03-22 01:35:00	2020-03-22 01:45:00	255.337	2.473
2020-03-24 06:20:00	2020-03-24 06:30:00	234.204	2.07
2020-03-24 06:50:00	2020-03-24 07:00:00	239.985	2.343
2020-03-24 08:25:00	2020-03-24 08:35:00	283.826	3.142
2020-03-24 08:55:00	2020-03-24 09:05:00	313.16	3.275
2020-03-24 10:10:00	2020-03-24 10:20:00	270.123	2.032
2020-03-24 20:30:00	2020-03-24 20:40:00	237.135	3.132
2020-03-24 22:20:00	2020-03-24 22:30:00	236.588	3.845
2020-03-24 23:25:00	2020-03-24 23:35:00	244.761	4.293
2020-03-25 01:50:00	2020-03-25 02:00:00	302.24	4.653
2020-03-25 05:35:00	2020-03-25 05:45:00	310.313	3.54
2020-03-25 06:35:00	2020-03-25 06:45:00	272.73	2.905
2020-03-25 07:05:00	2020-03-25 07:15:00	275.368	3.162
2020-03-25 07:35:00	2020-03-25 07:45:00	263.92	3.022
2020-03-25 08:05:00	2020-03-25 08:15:00	264.041	2.76
2020-03-25 08:55:00	2020-03-25 09:05:00	247.816	2.653
2020-03-25 10:10:00	2020-03-25 10:20:00	251.375	2.245
2020-03-25 10:40:00	2020-03-25 10:50:00	256.49	2.017
2020-03-25 12:50:00	2020-03-25 13:00:00	273.864	2.125
2020-03-27 15:05:00	2020-03-27 15:15:00	242.514	0.725
2020-03-27 15:35:00	2020-03-27 15:45:00	254.793	1.647
2020-03-27 16:10:00	2020-03-27 16:20:00	241.764	2.557
2020-03-27 20:10:00	2020-03-27 20:20:00	267.008	4.073
2020-03-28 12:30:00	2020-03-28 12:40:00	306.742	2.938
2020-03-28 23:00:00	2020-03-28 23:10:00	279.499	3.44
2020-03-30 20:15:00	2020-03-30 20:25:00	232.561	3.268
2020-03-30 21:40:00	2020-03-30 21:50:00	241.926	4.373
2020-03-31 05:00:00	2020-03-31 05:10:00	302.806	0.773
2020-03-31 11:50:00	2020-03-31 12:00:00	237.835	2.533
2020-04-01 08:55:00	2020-04-01 09:05:00	295.144	2.725
2020-04-01 09:25:00	2020-04-01 09:35:00	301.874	2.433
2020-04-01 12:10:00	2020-04-01 12:20:00	270.127	1.295
2020-04-01 12:40:00	2020-04-01 12:50:00	277.761	0.862
2020-04-01 13:10:00	2020-04-01 13:20:00	281.715	0.165
2020-04-03 13:50:00	2020-04-03 14:00:00	239.138	3.088
2020-04-03 14:20:00	2020-04-03 14:30:00	250.432	3.403
2020-04-03 14:50:00	2020-04-03 15:00:00	247.888	3.408
2020-04-03 17:30:00	2020-04-03 17:40:00	253.989	2.668
2020-04-03 18:05:00	2020-04-03 18:15:00	258.428	4.13
2020-04-03 19:00:00	2020-04-03 19:10:00	278.576	4.085
2020-04-04 08:35:00	2020-04-04 08:45:00	226.097	2.58
2020-04-04 10:55:00	2020-04-04 11:05:00	273.34	2.338
2020-04-04 11:35:00	2020-04-04 11:45:00	296.691	3.067
2020-04-04 12:05:00	2020-04-04 12:15:00	302.521	3.283
2020-04-06 19:20:00	2020-04-06 19:30:00	314.665	2.445
2020-04-07 11:40:00	2020-04-07 11:50:00	238.446	2.408
2020-04-07 12:10:00	2020-04-07 12:20:00	237.209	2.355
2020-04-07 13:35:00	2020-04-07 13:45:00	262.984	2.588
2020-04-10 15:15:00	2020-04-10 15:25:00	258.154	2.897
