Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2016-09-01 00:00:00	0	5.88	125.972	11.901	-1.455	4.398	-3.202	0.03	25.78	5	2016-09-01 00:25:00
2016-09-01 00:55:00	11	5.87	143.253	11.73	-1.872	3.335	-4.408	0.04	26.12	16	2016-09-01 01:20:00
2016-09-01 01:30:00	18	6.28	114.728	11.57	2.997	5.552	-2.562	0.07	24.69	23	2016-09-01 01:55:00
2016-09-01 02:20:00	28	5.98	130.911	11.27	0.97	4.827	-4.177	0.09	7.07	33	2016-09-01 02:45:00
2016-09-01 02:50:00	34	5.9	125.613	11.049	-0.468	5.543	-3.948	0.08	9.78	39	2016-09-01 03:15:00
2016-09-01 03:20:00	40	5.37	127.537	10.794	-3.1	5.793	-4.445	0.01	10.17	45	2016-09-01 03:45:00
2016-09-01 04:35:00	55	5.32	144.672	10.006	-2.09	4.83	-6.798	0.02	21.55	60	2016-09-01 05:00:00
2016-09-01 05:45:00	69	5.8	140.358	9.052	1.728	5.458	-6.65	0.02	27.12	74	2016-09-01 06:10:00
2016-09-01 06:30:00	78	5.52	176.24	8.309	3.153	0.522	-7.713	0.07	26.29	83	2016-09-01 06:55:00
2016-09-01 07:10:00	86	5.22	129.369	7.548	-4.828	5.428	-4.61	0.02	26.36	91	2016-09-01 07:35:00
2016-09-01 15:45:00	189	5.2	25.569	9.023	-7.917	1.502	3.182	0.04	25.78	194	2016-09-01 16:10:00
2016-09-01 19:45:00	228	5.9	167.962	11.48	1.19	1.295	-6.375	0.04	22.01	233	2016-09-01 20:10:00
2016-09-02 13:55:00	390	5.62	119.274	7.138	-4.028	6.035	-3.402	0.02	19.12	395	2016-09-02 14:20:00
2016-09-02 18:00:00	439	6.05	24.986	10.753	-6.63	1.183	2.53	0.06	24.93	444	2016-09-02 18:25:00
2016-09-02 19:25:00	456	5.95	95.515	11.403	-4.397	4.947	-0.458	0.09	23.26	461	2016-09-02 19:50:00
2016-09-02 23:05:00	476	5.95	103.947	11.964	-4.47	5.61	-1.383	0.04	21.00	481	2016-09-02 23:30:00
2016-09-02 23:45:00	484	6.27	97.663	11.901	-4.047	5.167	-0.662	0.01	26.04	489	2016-09-03 00:10:00
2016-09-03 00:50:00	497	6.13	133.93	11.69	-4.92	2.18	-2.187	0.02	24.88	502	2016-09-03 01:15:00
2016-09-04 00:15:00	680	5.9	98.729	11.797	-3.54	5.122	-0.778	0.04	19.08	685	2016-09-04 00:40:00
2016-09-04 14:40:00	853	6.75	43.748	8.304	1.15	3.752	3.942	0.06	21.52	858	2016-09-04 15:05:00
2016-09-05 00:50:00	975	6.97	88.245	11.625	-3.383	1.695	0.053	0.03	18.12	980	2016-09-05 01:15:00
2016-09-05 15:40:00	1137	6.88	119.996	9.375	1.815	4.542	-2.62	0.10	4.33	1142	2016-09-05 16:05:00
2016-09-05 16:10:00	1143	6.72	111.376	9.78	1.127	5.018	-1.965	0.02	21.73	1148	2016-09-05 16:35:00
2016-09-05 16:40:00	1149	6.48	116.261	10.146	0.163	5.383	-2.695	0.05	28.54	1154	2016-09-05 17:05:00
2016-09-05 17:25:00	1158	6.47	129.319	10.624	-0.215	4.17	-3.415	0.04	14.05	1163	2016-09-05 17:50:00
2016-09-05 18:10:00	1167	6.33	130.943	11.023	-1.492	3.582	-3.12	0.05	19.51	1172	2016-09-05 18:35:00
2016-09-05 18:40:00	1173	6.38	150.629	11.248	0.607	2.605	-4.608	0.05	18.72	1178	2016-09-05 19:05:00
2016-09-05 20:20:00	1193	6.07	71.133	11.775	-3.792	2.202	0.7	0.07	19.59	1198	2016-09-05 20:45:00
2016-09-05 21:00:00	1201	6.05	89.144	11.893	-3.635	2.368	0.05	0.05	14.44	1206	2016-09-05 21:25:00
2016-09-05 23:50:00	1235	6.38	51.912	11.832	-4.912	1.077	0.845	0.03	19.85	1240	2016-09-06 00:15:00
2016-09-06 02:40:00	1269	6.57	153.677	10.831	0.218	1.602	-3.28	0.09	11.98	1274	2016-09-06 03:05:00
2016-09-06 03:40:00	1281	5.8	349.356	10.229	-5.242	-0.125	0.673	0.07	15.87	1286	2016-09-06 04:05:00
2016-09-06 05:00:00	1297	5.95	39.866	9.189	-4.65	0.883	1.063	0.09	29.22	1302	2016-09-06 05:25:00
2016-09-06 05:55:00	1308	6.08	171.294	8.293	3.382	0.673	-4.33	0.08	15.52	1313	2016-09-06 06:20:00
2016-09-06 14:05:00	1401	5.8	56.998	7.922	-4.092	1.955	1.275	0.04	14.62	1406	2016-09-06 14:30:00
2016-09-06 20:25:00	1453	6.42	88.067	11.817	-1.775	3.642	0.132	0.08	28.96	1458	2016-09-06 20:50:00
2016-09-06 22:30:00	1478	6.6	148.063	11.971	2.76	1.768	-2.752	0.08	18.23	1483	2016-09-06 22:55:00
2016-09-06 23:55:00	1495	5.95	112.548	11.794	-3.977	2.518	-1.137	0.08	29.06	1500	2016-09-07 00:20:00
2016-09-07 00:30:00	1502	5.97	69.687	11.654	-3.948	2.44	0.958	0.06	28.82	1507	2016-09-07 00:55:00
2016-09-07 01:00:00	1508	6.07	58.771	11.501	-3.928	2.485	1.505	0.04	12.92	1513	2016-09-07 01:25:00
2016-09-07 02:40:00	1528	6.58	113.151	10.768	-2.292	2.985	-1.275	0.04	15.01	1533	2016-09-07 03:05:00
2016-09-07 03:15:00	1535	6.33	89.4	10.425	-3.065	3.142	0.03	0.05	24.33	1540	2016-09-07 03:40:00
2016-09-07 21:05:00	1719	6.42	37.854	11.934	-4.338	0.835	1.087	0.05	28.26	1724	2016-09-07 21:30:00
2016-09-07 22:05:00	1731	6.25	86.404	11.98	-4.188	1.38	0.05	0.02	28.25	1736	2016-09-07 22:30:00
2016-09-07 22:35:00	1737	6.57	112.851	11.961	-3.537	2.017	-0.868	0.10	20.88	1742	2016-09-07 23:00:00
2016-09-07 23:05:00	1743	7.0	128.119	11.913	-2.082	2.355	-1.893	0.03	26.99	1748	2016-09-07 23:30:00
2016-09-08 04:05:00	1792	6.57	210.44	9.76	3.53	-2.322	-4.03	0.08	26.75	1797	2016-09-08 04:30:00
2016-09-08 06:15:00	1818	6.12	139.732	7.653	-1.797	2.713	-3.127	0.07	17.79	1823	2016-09-08 06:40:00
2016-09-08 14:40:00	1919	6.63	206.51	8.785	-0.557	-1.963	-3.928	0.03	26.13	1924	2016-09-08 15:05:00
2016-09-08 16:00:00	1935	6.93	254.787	9.922	-1.043	-4.162	-1.125	0.04	19.62	1940	2016-09-08 16:25:00
2016-09-08 23:00:00	2019	6.48	19.635	11.91	-2.972	1.178	3.262	0.06	28.54	2024	2016-09-08 23:25:00
2016-09-09 00:30:00	2037	6.75	85.797	11.589	2.162	4.4	0.327	0.04	28.48	2042	2016-09-09 00:55:00
2016-09-09 01:00:00	2043	6.72	81.292	11.422	1.56	4.685	0.723	0.05	5.55	2048	2016-09-09 01:25:00
2016-09-09 01:35:00	2050	6.52	43.653	11.189	-1.958	2.588	2.823	0.05	26.39	2055	2016-09-09 02:00:00
2016-09-09 02:55:00	2066	6.02	14.171	10.49	-2.57	0.82	3.325	0.04	16.02	2071	2016-09-09 03:20:00
2016-09-09 03:25:00	2072	6.35	9.105	10.164	-0.9	0.72	4.447	0.02	14.32	2077	2016-09-09 03:50:00
2016-09-09 03:55:00	2078	5.72	36.046	9.8	-3.313	1.51	2.238	0.03	27.60	2083	2016-09-09 04:20:00
2016-09-09 05:20:00	2094	5.98	79.187	8.541	-1.573	3.995	0.752	0.02	19.67	2099	2016-09-09 05:45:00
2016-09-09 06:00:00	2102	5.67	101.494	7.813	-3.09	2.27	-0.407	0.06	27.86	2107	2016-09-09 06:25:00
2016-09-09 13:40:00	2194	5.52	50.475	7.844	-2.857	2.323	1.872	0.04	25.80	2199	2016-09-09 14:05:00
2016-09-09 14:15:00	2201	5.47	88.538	8.483	-2.917	3.138	0.055	0.03	22.67	2206	2016-09-09 14:40:00
2016-09-09 14:45:00	2207	5.58	94.611	8.974	-2.697	3.028	-0.288	0.02	15.47	2212	2016-09-09 15:10:00
2016-09-09 16:00:00	2222	5.48	113.067	10.006	-2.532	2.767	-1.227	0.04	21.52	2227	2016-09-09 16:25:00
2016-09-09 17:00:00	2234	5.88	104.479	10.655	-1.052	3.883	-1.007	0.01	8.90	2239	2016-09-09 17:25:00
2016-09-09 17:30:00	2240	5.95	99.071	10.927	-1.037	3.997	-0.638	0.01	24.58	2245	2016-09-09 17:55:00
2016-09-09 19:35:00	2265	5.88	79.552	11.711	-2.113	3.055	0.517	0.03	28.12	2270	2016-09-09 20:00:00
2016-09-09 20:35:00	2277	5.67	75.119	11.903	-3.368	1.87	0.5	0.01	20.28	2282	2016-09-09 21:00:00
2016-09-09 21:35:00	2289	6.13	71.359	11.98	-1.03	3.678	1.263	0.04	22.87	2294	2016-09-09 22:00:00
2016-09-09 23:10:00	2308	6.32	87.789	11.87	-1.027	3.46	0.14	0.06	19.84	2313	2016-09-09 23:35:00
