Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2015-09-01 00:10:00	2	5.28	270.271	8.646	3.502	-3.177	0.023	0.08	5.28	7	2015-09-01 00:35:00
2015-09-01 08:40:00	88	5.42	284.483	7.927	1.962	-4.547	1.157	0.02	27.44	93	2015-09-01 09:05:00
2015-09-01 09:50:00	102	5.45	207.444	9.118	2.597	-1.925	-3.688	0.06	24.69	107	2015-09-01 10:15:00
2015-09-01 10:35:00	111	5.33	260.121	9.749	3.143	-3.738	-0.73	0.02	27.20	116	2015-09-01 11:00:00
2015-09-01 11:25:00	121	5.05	199.455	10.344	4.862	-0.612	-1.81	0.04	21.59	126	2015-09-01 11:50:00
2015-09-01 12:30:00	134	5.17	299.448	10.965	3.513	-3.783	2.15	0.04	12.78	139	2015-09-01 12:55:00
2015-09-01 13:20:00	144	5.18	317.811	11.337	3.378	-2.993	3.33	0.05	19.39	149	2015-09-01 13:45:00
2015-09-01 19:15:00	215	5.38	251.441	11.616	3.822	-3.078	-1.018	0.03	14.60	220	2015-09-01 19:40:00
2015-09-01 19:45:00	221	5.43	265.987	11.454	3.642	-3.343	-0.212	0.08	22.61	226	2015-09-01 20:10:00
2015-09-02 13:30:00	353	6.88	289.894	11.442	3.627	-2.463	0.912	0.07	26.62	358	2015-09-02 13:55:00
2015-09-02 15:15:00	374	6.72	324.618	11.887	4.805	-1.863	2.575	0.09	18.69	379	2015-09-02 15:40:00
2015-09-02 23:45:00	476	5.02	106.564	8.838	-5.7	4.35	-1.293	0.08	2.07	481	2015-09-03 00:10:00
2015-09-03 00:15:00	482	5.15	115.474	8.332	-5.85	3.313	-1.563	0.03	10.18	487	2015-09-03 00:40:00
2015-09-03 00:45:00	488	5.12	115.653	7.772	-5.965	3.333	-1.597	0.05	7.08	493	2015-09-03 01:10:00
2015-09-03 01:15:00	494	5.13	132.717	7.154	-6.372	2.278	-2.073	0.02	14.67	499	2015-09-03 01:40:00
2015-09-03 08:00:00	575	5.53	103.138	7.396	-4.532	3.383	-0.777	0.09	10.02	580	2015-09-03 08:25:00
2015-09-03 08:50:00	585	5.48	105.54	8.356	-4.672	2.973	-0.815	0.09	24.91	590	2015-09-03 09:15:00
2015-09-03 10:40:00	607	6.0	350.454	9.981	-4.203	-0.278	1.837	0.03	14.70	612	2015-09-03 11:05:00
2015-09-03 15:10:00	661	6.48	104.813	11.892	-1.303	6.158	-1.642	0.09	15.14	666	2015-09-03 15:35:00
2015-09-03 16:05:00	672	6.27	67.014	11.981	-0.125	6.607	2.823	0.09	19.90	677	2015-09-03 16:30:00
2015-09-03 16:35:00	678	6.15	72.993	11.989	2.4	6.92	2.138	0.05	9.57	683	2015-09-03 17:00:00
2015-09-03 17:30:00	689	5.85	89.431	11.93	-2.748	6.66	0.053	0.06	27.84	694	2015-09-03 17:55:00
2015-09-03 21:10:00	733	5.4	309.224	10.704	0.765	-6.775	5.522	0.06	24.89	738	2015-09-03 21:35:00
2015-09-04 20:05:00	973	5.83	66.419	11.192	-3.162	3.962	1.748	0.03	9.59	978	2015-09-04 20:30:00
2015-09-04 20:35:00	979	5.73	73.896	10.957	-3.455	4.127	1.135	0.09	13.79	984	2015-09-04 21:00:00
2015-09-04 21:50:00	994	5.63	105.345	10.22	-1.415	5.747	-1.578	0.02	26.92	999	2015-09-04 22:15:00
2015-09-04 23:30:00	1014	5.87	70.046	8.866	0.705	5.42	1.94	0.09	28.44	1019	2015-09-04 23:55:00
2015-09-05 00:00:00	1020	5.92	90.168	8.363	-0.962	5.938	-0.018	0.04	10.06	1025	2015-09-05 00:25:00
2015-09-05 01:00:00	1032	5.85	86.829	7.192	-1.333	5.572	0.36	0.06	27.86	1037	2015-09-05 01:25:00
2015-09-05 11:25:00	1157	5.93	114.99	10.62	-4.197	2.903	-1.35	0.05	28.77	1162	2015-09-05 11:50:00
2015-09-05 12:30:00	1170	5.75	138.909	11.177	-4.443	2.393	-2.735	0.06	20.25	1175	2015-09-05 12:55:00
2015-09-05 15:35:00	1207	5.92	118.608	11.965	-1.828	4.957	-2.707	0.02	10.62	1212	2015-09-05 16:00:00
2015-09-06 00:05:00	1309	5.78	75.464	8.153	-1.815	5.472	1.41	0.04	22.89	1314	2015-09-06 00:30:00
2015-09-06 07:25:00	1397	5.65	49.018	7.074	-3.127	4.803	4.09	0.06	19.16	1402	2015-09-06 07:50:00
2015-09-06 11:40:00	1446	5.05	106.789	10.823	-0.24	7.82	-2.363	0.03	18.02	1451	2015-09-06 12:05:00
2015-09-06 13:10:00	1464	5.0	108.298	11.482	-1.14	7.533	-2.5	0.03	13.27	1469	2015-09-06 13:35:00
2015-09-06 16:05:00	1499	5.4	70.262	11.989	-4.537	5.055	1.858	0.02	16.02	1504	2015-09-06 16:30:00
2015-09-06 21:10:00	1526	5.73	46.055	10.507	-2.137	4.667	4.46	0.05	29.23	1531	2015-09-06 21:35:00
2015-09-06 23:20:00	1552	5.33	62.614	8.812	-5.318	4.965	2.467	0.09	22.92	1557	2015-09-06 23:45:00
2015-09-07 00:05:00	1561	5.35	68.943	8.028	-4.442	5.788	2.267	0.03	21.22	1566	2015-09-07 00:30:00
2015-09-07 09:55:00	1669	5.72	302.859	9.75	-2.713	-5.06	3.165	0.03	28.87	1674	2015-09-07 10:20:00
2015-09-07 16:15:00	1733	5.23	130.728	11.986	-1.743	7.758	-6.693	0.06	28.89	1738	2015-09-07 16:40:00
2015-09-07 17:45:00	1751	5.38	160.846	11.821	2.332	3.052	-8.747	0.06	22.98	1756	2015-09-07 18:10:00
2015-09-07 20:50:00	1758	6.62	134.536	10.638	0.407	5.915	-5.823	0.03	26.38	1763	2015-09-07 21:15:00
2015-09-07 21:20:00	1764	6.18	138.076	10.329	0.625	5.763	-6.388	0.06	25.09	1769	2015-09-07 21:45:00
2015-09-07 22:05:00	1773	5.63	132.466	9.796	0.885	6.592	-6.062	0.01	21.57	1778	2015-09-07 22:30:00
2015-09-07 22:35:00	1779	5.33	134.593	9.391	0.358	6.597	-6.507	0.06	9.32	1784	2015-09-07 23:00:00
2015-09-07 23:30:00	1790	5.03	142.195	8.533	-0.223	6.057	-7.807	0.01	8.42	1795	2015-09-07 23:55:00
2015-09-08 00:00:00	1796	6.48	150.184	7.995	-0.043	4.732	-8.205	0.04	22.58	1801	2015-09-08 00:25:00
2015-09-08 00:30:00	1802	6.8	148.022	7.4	0.017	5.175	-8.288	0.03	7.93	1807	2015-09-08 00:55:00
2015-09-08 15:25:00	1973	5.0	68.287	11.974	13.675	10.477	4.125	0.02	25.50	1978	2015-09-08 15:50:00
