Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2018-09-02 16:40:00	488	6.58	173.028	19.782	-1.895	0.387	-3.067	0.08	23.69	493	2018-09-02 17:05:00
2018-09-04 04:40:00	920	5.13	179.212	22.874	4.72	0.11	-5.763	0.04	17.95	925	2018-09-04 05:05:00
2018-09-04 05:10:00	926	5.1	171.311	23.062	3.877	0.955	-6.262	0.07	14.14	931	2018-09-04 05:35:00
2018-09-05 13:15:00	1310	5.3	174.36	19.166	-1.238	0.435	-4.847	0.09	25.19	1315	2018-09-05 13:40:00
2018-09-05 15:45:00	1340	6.17	154.097	17.332	-2.01	1.63	-3.382	0.09	25.64	1345	2018-09-05 16:10:00
2018-09-09 20:50:00	2507	6.82	189.264	23.189	-0.038	-0.52	-3.155	0.07	21.93	2512	2018-09-09 21:15:00
2018-09-13 15:15:00	3541	5.43	159.729	23.421	-0.76	2.238	-6.132	0.04	29.52	3546	2018-09-13 15:40:00
2018-09-14 01:55:00	3669	5.85	172.985	17.769	1.347	0.673	-5.515	0.05	28.66	3674	2018-09-14 02:20:00
2018-09-14 09:55:00	3765	6.67	186.582	9.246	-3.703	-0.325	-2.823	0.02	16.59	3770	2018-09-14 10:20:00
2018-09-14 10:25:00	3771	6.55	184.147	8.471	-4.13	-0.17	-2.108	0.02	29.72	3776	2018-09-14 10:50:00
2018-09-16 21:20:00	4469	6.62	151.073	17.879	-3.38	0.722	-1.298	0.05	14.76	4474	2018-09-16 21:45:00
2018-09-20 20:00:00	5605	5.67	145.926	19.691	2.663	0.905	-1.35	0.04	13.06	5610	2018-09-20 20:25:00
2018-09-23 04:45:00	6286	6.4	197.551	8.988	3.31	-1.085	-3.61	0.08	25.71	6291	2018-09-23 05:10:00
2018-09-25 11:15:00	6921	6.38	139.677	15.255	-2.978	3.878	-4.552	0.08	11.90	6926	2018-09-25 11:40:00
2018-09-26 14:20:00	7243	6.75	139.52	21.411	1.072	3.155	-3.698	0.09	16.81	7248	2018-09-26 14:45:00
2018-09-28 04:30:00	7699	6.1	154.365	17.24	4.062	1.547	-3.255	0.04	16.17	7704	2018-09-28 04:55:00
2018-09-29 08:15:00	8032	5.67	148.841	20.554	3.695	2.433	-3.968	0.07	8.27	8037	2018-09-29 08:40:00
2018-09-29 16:05:00	8126	6.72	140.421	23.827	-0.628	2.763	-3.36	0.09	20.59	8131	2018-09-29 16:30:00
2018-09-30 12:00:00	8364	6.73	156.633	23.637	-1.688	0.72	-1.778	0.08	25.83	8369	2018-09-30 12:25:00
2018-09-30 12:30:00	8370	6.73	171.47	23.48	-1.592	0.287	-1.925	0.02	14.87	8375	2018-09-30 12:55:00
2018-09-30 13:20:00	8380	6.45	143.265	23.201	-2.218	0.982	-1.25	0.06	20.18	8385	2018-09-30 13:45:00
2018-10-01 05:05:00	8568	6.73	140.695	12.359	-2.443	0.84	-0.96	0.09	21.64	8573	2018-10-01 05:30:00
2018-10-01 07:45:00	8600	6.75	140.183	8.748	0.117	2.173	-2.608	0.07	5.22	8605	2018-10-01 08:10:00
2018-10-01 08:30:00	8609	6.65	139.374	7.522	-0.393	2.258	-2.682	0.09	28.84	8614	2018-10-01 08:55:00
2018-10-04 14:55:00	9546	6.37	188.684	13.901	3.355	-0.323	-2.308	0.07	17.37	9551	2018-10-04 15:20:00
2018-10-07 18:40:00	10448	5.58	140.979	20.321	-5.935	3.877	-4.757	0.04	11.86	10453	2018-10-07 19:05:00
2018-10-07 19:35:00	10459	5.72	137.083	20.835	-3.137	5.4	-5.802	0.07	7.67	10464	2018-10-07 20:00:00
2018-10-08 02:30:00	10528	6.3	173.852	23.7	-4.747	0.472	-4.227	0.03	24.58	10533	2018-10-08 02:55:00
2018-10-09 06:25:00	10794	6.98	136.858	20.274	-3.03	2.503	-2.627	0.03	28.66	10799	2018-10-09 06:50:00
2018-10-10 11:00:00	11113	5.05	135.424	18.199	-2.902	4.212	-4.235	0.07	18.61	11118	2018-10-10 11:25:00
2018-10-10 11:30:00	11119	5.07	139.121	18.559	-1.61	4.687	-5.433	0.04	9.69	11124	2018-10-10 11:55:00
2018-10-10 12:10:00	11127	5.2	144.589	19.019	-3.842	3.113	-4.32	0.09	18.25	11132	2018-10-10 12:35:00
2018-10-10 12:45:00	11134	5.05	155.589	19.404	-3.323	2.407	-5.258	0.05	23.54	11139	2018-10-10 13:10:00
2018-10-10 13:15:00	11140	5.57	141.311	19.721	-1.968	3.923	-4.858	0.06	17.86	11145	2018-10-10 13:40:00
2018-10-10 16:30:00	11179	5.02	190.389	21.522	-3.538	-1.067	-5.898	0.07	11.96	11184	2018-10-10 16:55:00
2018-10-10 20:10:00	11223	6.53	153.301	23.069	0.827	1.888	-3.708	0.09	16.73	11228	2018-10-10 20:35:00
2018-10-10 20:40:00	11229	6.53	147.766	23.243	1.173	2.435	-3.863	0.04	10.15	11234	2018-10-10 21:05:00
2018-10-10 21:15:00	11236	6.52	150.4	23.437	1.647	2.158	-3.787	0.06	16.29	11241	2018-10-10 21:40:00
2018-10-12 04:00:00	11603	5.45	222.658	18.965	-3.457	-0.753	-0.815	0.04	18.95	11608	2018-10-12 04:25:00
2018-10-12 05:05:00	11616	6.13	185.621	18.203	-2.738	-0.14	-1.693	0.06	19.78	11621	2018-10-12 05:30:00
2018-10-12 07:30:00	11645	6.9	169.394	16.272	2.35	0.413	-2.215	0.10	29.16	11650	2018-10-12 07:55:00
2018-10-12 09:45:00	11672	6.78	148.128	14.138	0.725	1.575	-2.545	0.09	10.58	11677	2018-10-12 10:10:00
2018-10-13 01:25:00	11858	5.52	158.179	13.678	-3.622	1.188	-3.07	0.05	28.88	11863	2018-10-13 01:50:00
2018-10-13 02:30:00	11871	5.85	139.096	14.789	-3.145	2.142	-2.465	0.05	28.42	11876	2018-10-13 02:55:00
2018-10-13 15:00:00	12021	5.42	175.882	22.82	-3.828	0.303	-5.178	0.09	15.11	12026	2018-10-13 15:25:00
2018-10-13 15:50:00	12031	5.28	187.227	23.126	-4.082	-1.108	-8.69	0.08	28.24	12036	2018-10-13 16:15:00
2018-10-13 16:30:00	12039	5.57	195.5	23.355	-1.962	-2.277	-8.195	0.02	21.87	12044	2018-10-13 16:55:00
2018-10-21 10:25:00	14097	5.85	150.276	11.546	-1.332	3.42	-6.007	0.09	11.21	14102	2018-10-21 10:50:00
2018-10-22 23:20:00	14540	6.13	137.932	23.966	-1.353	1.553	-1.68	0.05	19.93	14545	2018-10-22 23:45:00
2018-10-23 00:25:00	14553	6.22	159.123	23.663	-0.057	0.907	-2.325	0.08	27.74	14558	2018-10-23 00:50:00
2018-10-23 06:30:00	14626	6.3	178.612	21.228	2.327	0.057	-2.562	0.02	11.63	14631	2018-10-23 06:55:00
2018-10-24 18:05:00	15032	6.2	190.954	21.365	2.607	-0.407	-2.225	0.06	24.43	15037	2018-10-24 18:30:00
2018-10-25 23:15:00	15381	5.37	199.952	22.501	4.162	-1.245	-3.41	0.09	12.94	15386	2018-10-25 23:40:00
2018-10-26 13:15:00	15540	5.82	224.979	12.333	-0.785	-3.652	-3.655	0.08	12.50	15545	2018-10-26 13:40:00
2018-10-30 03:00:00	16567	6.2	137.309	17.464	0.49	1.833	-1.997	0.09	12.60	16572	2018-10-30 03:25:00
2018-10-31 14:10:00	16988	6.3	135.38	22.627	-3.512	0.458	-0.47	0.02	28.27	16993	2018-10-31 14:35:00
2018-10-31 15:00:00	16998	6.3	222.094	22.283	-3.402	-0.747	-0.813	0.02	12.26	17003	2018-10-31 15:25:00
2018-11-02 05:15:00	17381	6.32	138.578	21.602	-3.092	0.935	-1.05	0.07	17.13	17386	2018-11-02 05:40:00
2018-11-02 05:45:00	17387	6.3	145.387	21.838	-3.117	0.802	-1.132	0.08	23.55	17392	2018-11-02 06:10:00
