Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2020-09-01 17:35:00	211	6.93	188.332	11.698	3.787	-0.358	-2.445	0.03	9.23	216	2020-09-01 18:00:00
2020-09-01 18:15:00	219	6.93	181.256	12.501	4.03	-0.053	-2.558	0.03	8.08	224	2020-09-01 18:40:00
2020-09-01 18:45:00	225	6.8	174.297	13.078	4.087	0.263	-2.638	0.01	4.83	230	2020-09-01 19:10:00
2020-09-01 19:15:00	231	6.92	169.478	13.635	4.203	0.433	-2.357	0.01	4.43	236	2020-09-01 19:40:00
2020-09-01 19:45:00	237	6.9	167.84	14.172	4.73	0.322	-1.415	0.02	13.41	242	2020-09-01 20:10:00
2020-09-01 20:15:00	243	6.67	190.931	14.692	4.842	-0.23	-1.258	0.05	18.22	248	2020-09-01 20:40:00
2020-09-01 20:55:00	251	6.92	187.24	15.358	4.498	-0.207	-1.653	0.04	20.24	256	2020-09-01 21:20:00
2020-09-01 21:25:00	257	6.8	168.246	15.839	4.442	0.402	-1.898	0.02	10.42	262	2020-09-01 21:50:00
2020-09-01 22:15:00	267	6.58	157.242	16.609	4.338	0.85	-2.025	0.02	1.80	272	2020-09-01 22:40:00
2020-09-02 00:35:00	295	6.95	171.445	18.567	-2.682	0.472	-3.203	0.10	11.25	300	2020-09-02 01:00:00
2020-09-04 09:35:00	978	6.18	207.392	18.837	-0.558	-1.952	-3.76	0.03	11.11	983	2020-09-04 10:00:00
2020-09-04 13:00:00	1019	5.67	217.408	15.94	-1.438	-2.8	-3.663	0.03	10.42	1024	2020-09-04 13:25:00
2020-09-04 13:30:00	1025	5.45	221.876	15.464	-2.642	-2.883	-3.203	0.06	11.69	1030	2020-09-04 13:55:00
2020-09-04 16:40:00	1063	5.5	168.42	12.046	-3.732	0.512	-2.502	0.05	20.60	1068	2020-09-04 17:05:00
2020-09-04 17:40:00	1075	5.42	141.93	10.792	-3.613	1.852	-2.353	0.01	21.25	1080	2020-09-04 18:05:00
2020-09-05 09:35:00	1264	5.52	136.475	16.079	-3.65	1.825	-1.915	0.02	15.80	1269	2020-09-05 10:00:00
2020-09-08 06:50:00	2095	5.87	142.436	8.796	-3.028	1.1	-1.427	0.08	4.29	2100	2020-09-08 07:15:00
2020-09-08 07:25:00	2102	5.57	150.3	7.908	-3.047	1.053	-1.843	0.05	9.88	2107	2020-09-08 07:50:00
2020-09-08 07:55:00	2108	5.68	164.565	7.105	-2.465	0.678	-2.503	0.09	21.73	2113	2020-09-08 08:20:00
2020-09-08 16:05:00	2206	6.17	181.683	10.229	-1.3	-0.078	-2.605	0.09	29.98	2211	2020-09-08 16:30:00
2020-09-11 09:45:00	2994	5.67	219.256	18.34	2.23	-1.485	-1.81	0.09	13.05	2999	2020-09-11 10:10:00
2020-09-11 11:15:00	3012	5.62	195.353	17.097	1.588	-0.613	-2.24	0.06	15.07	3017	2020-09-11 11:40:00
2020-09-11 13:30:00	3039	6.0	193.565	15.005	1.293	-0.42	-1.785	0.06	23.28	3044	2020-09-11 13:55:00
2020-09-11 19:25:00	3110	5.92	151.698	7.603	-0.29	1.797	-3.35	0.06	22.40	3115	2020-09-11 19:50:00
2020-09-12 04:45:00	3222	6.02	145.001	11.355	-1.47	1.775	-2.575	0.05	25.23	3227	2020-09-12 05:10:00
2020-09-12 06:50:00	3247	5.85	159.104	13.781	-0.828	1.57	-4.152	0.06	23.16	3252	2020-09-12 07:15:00
2020-09-12 08:45:00	3270	5.68	139.156	15.723	-2.282	2.99	-3.487	0.05	18.15	3275	2020-09-12 09:10:00
2020-09-15 22:05:00	4270	6.47	156.076	17.022	0.352	1.183	-2.668	0.08	11.14	4275	2020-09-15 22:30:00
2020-09-18 12:45:00	5012	5.9	172.582	15.504	-2.412	0.065	-0.438	0.07	21.84	5017	2020-09-18 13:10:00
