Start_str	Mgs#_avg	Clang_avg	Rmag_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Bdeviat	Dtheta	Shock_Ang(deg)	OMNIVsw_avg(km/s)	End_str
2020-09-04 19:55:00	4.77	72.107	7.543	-4.613	1.57	0.937	0.03	29.64	25.186	371.95	2020-09-04 20:20:00
2020-09-08 04:10:00	4.72	86.204	12.317	-3.983	1.345	0.627	0.04	25.42	23.807	312.5	2020-09-08 04:35:00
2020-09-14 17:05:00	4.98	65.458	21.522	-5.75	3.035	3.243	0.02	18.13	35.155	419.167	2020-09-14 17:30:00
2020-09-14 22:40:00	4.98	123.869	17.506	-3.498	3.267	-1.192	0.04	22.79	35.533	383.567	2020-09-14 23:05:00
2020-09-14 23:15:00	4.98	129.113	17.006	-3.202	3.38	-1.582	0.11	15.71	39.946	380.117	2020-09-14 23:40:00
2020-09-14 23:50:00	4.78	107.079	16.488	-3.902	3.098	-0.178	0.08	27.34	29.752	374.467	2020-09-15 00:15:00
2020-09-15 00:20:00	4.93	103.948	16.029	-3.727	2.783	0.062	0.03	16.34	27.838	372.0	2020-09-15 00:45:00
2020-09-15 00:50:00	4.87	109.971	15.556	-3.0	3.63	-0.283	0.07	5.45	40.872	369.517	2020-09-15 01:15:00
2020-09-15 01:20:00	4.92	112.263	15.068	-2.252	4.103	-0.43	0.08	4.98	51.782	366.4	2020-09-15 01:45:00
2020-09-25 06:05:00	4.53	74.181	20.651	-4.265	2.73	2.567	0.19	29.57	49.462	479.533	2020-09-25 06:30:00
2020-10-05 21:05:00	3.55	123.419	18.82	-0.64	8.72	-3.055	0.02	11.21	80.299	365.967	2020-10-05 21:30:00
2020-10-05 21:35:00	3.8	118.396	18.435	-1.023	8.938	-2.342	0.01	5.21	77.916	365.7	2020-10-05 22:00:00
2020-10-05 22:05:00	4.25	102.306	18.038	-0.862	9.162	0.19	0.02	21.76	79.157	362.533	2020-10-05 22:30:00
2020-10-05 22:35:00	4.1	95.048	17.629	-1.903	9.225	1.37	0.03	11.78	73.159	361.533	2020-10-05 23:00:00
2020-10-05 23:05:00	4.1	91.672	17.208	-2.547	9.192	1.937	0.05	5.85	69.645	359.4	2020-10-05 23:30:00
