Start_str	Start_ind	Mgs#_avg	Clang_avg	Rmag_avg	Bx_avg(nT)	Bdeviat	Dtheta	End_ind	End_str
2016-09-01 00:00:00	0	5.88	125.972	11.901	-1.455	0.03	25.78	5	2016-09-01 00:25:00
2016-09-01 01:30:00	18	6.28	114.728	11.57	2.997	0.07	24.69	23	2016-09-01 01:55:00
2016-09-01 02:20:00	28	5.98	130.911	11.27	0.97	0.09	7.07	33	2016-09-01 02:45:00
2016-09-01 02:50:00	34	5.9	125.613	11.049	-0.468	0.08	9.78	39	2016-09-01 03:15:00
2016-09-01 03:20:00	40	5.37	127.537	10.794	-3.1	0.01	10.17	45	2016-09-01 03:45:00
2016-09-01 07:10:00	86	5.22	129.369	7.548	-4.828	0.02	26.36	91	2016-09-01 07:35:00
2016-09-02 13:55:00	390	5.62	119.274	7.138	-4.028	0.02	19.12	395	2016-09-02 14:20:00
2016-09-02 19:25:00	456	5.95	95.515	11.403	-4.397	0.09	23.26	461	2016-09-02 19:50:00
2016-09-02 23:05:00	476	5.95	103.947	11.964	-4.47	0.04	21.00	481	2016-09-02 23:30:00
2016-09-02 23:45:00	484	6.27	97.663	11.901	-4.047	0.01	26.04	489	2016-09-03 00:10:00
2016-09-03 00:50:00	497	6.13	133.93	11.69	-4.92	0.02	24.88	502	2016-09-03 01:15:00
2016-09-04 00:15:00	680	5.9	98.729	11.797	-3.54	0.04	19.08	685	2016-09-04 00:40:00
2016-09-05 00:50:00	975	6.97	88.245	11.625	-3.383	0.03	18.12	980	2016-09-05 01:15:00
2016-09-05 15:40:00	1137	6.88	119.996	9.375	1.815	0.10	4.33	1142	2016-09-05 16:05:00
2016-09-05 16:10:00	1143	6.72	111.376	9.78	1.127	0.02	21.73	1148	2016-09-05 16:35:00
2016-09-05 16:40:00	1149	6.48	116.261	10.146	0.163	0.05	28.54	1154	2016-09-05 17:05:00
2016-09-05 17:25:00	1158	6.47	129.319	10.624	-0.215	0.04	14.05	1163	2016-09-05 17:50:00
2016-09-05 18:10:00	1167	6.33	130.943	11.023	-1.492	0.05	19.51	1172	2016-09-05 18:35:00
2016-09-05 20:20:00	1193	6.07	71.133	11.775	-3.792	0.07	19.59	1198	2016-09-05 20:45:00
2016-09-05 21:00:00	1201	6.05	89.144	11.893	-3.635	0.05	14.44	1206	2016-09-05 21:25:00
2016-09-05 23:50:00	1235	6.38	51.912	11.832	-4.912	0.03	19.85	1240	2016-09-06 00:15:00
2016-09-06 14:05:00	1401	5.8	56.998	7.922	-4.092	0.04	14.62	1406	2016-09-06 14:30:00
2016-09-06 20:25:00	1453	6.42	88.067	11.817	-1.775	0.08	28.96	1458	2016-09-06 20:50:00
2016-09-06 23:55:00	1495	5.95	112.548	11.794	-3.977	0.08	29.06	1500	2016-09-07 00:20:00
2016-09-07 00:30:00	1502	5.97	69.687	11.654	-3.948	0.06	28.82	1507	2016-09-07 00:55:00
