Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	gseIMFBx_avg(nT)	gseIMFBy_avg(nT)	gseIMFBz_avg(nT)	Shock_Ang(deg)	Jx_avg(uA/m2)	Jy_avg	Jz_avg	Jmag_avg	divB_avg	Jx_med(uA/m2)	Jy_med	Jz_med	Jmag_med	divB_med	Jx_std(uA/m2)	Jy_std	Jz_std	Jmag_std	divB_std	mms1Bx_avg(nT)	mms1By_avg	mms1Bz_avg	mms1Bmag_avg	mms1Bx_med(nT)	mms1By_med	mms1Bz_med	mms1Bmag_med	mms1Bx_std(nT)	mms1By_std	mms1Bz_std	mms1Bmag_std
2015-09-06 12:25:00	2015-09-06 12:35:00	11.13386836273422	4.1589176364159615	8.804054787164713	-5.399389587898534	138.842	1.875	7.632	-2.357	79.158	0.0019982022206767	-0.003015236435647	-0.0224895479323103	0.1255464252956252	0.003167837731683	-0.0055285152274831	-0.0401338178211882	-0.0786431544506457	0.1302225141466547	0.0026620542407763	0.043828621766738	0.0772784967572393	0.0900023475511541	0.0273915322009637	0.0272126064886119	14.398735	20.540892	28.188114	39.692566	15.114267	20.255184	27.42508	39.130062	5.7294908	10.419536	6.4990015	5.652656
2015-09-07 15:20:00	2015-09-07 15:30:00	11.95145809728939	2.983939585824853	10.260180088277702	-5.35350149951032	152.294	-4.01	9.34	-6.808	68.609	0.0209465566277307	-0.0141855937163194	0.0707658413477049	0.0765390956336566	-0.0004168670819097	0.0241913210149013	-0.0081394223392939	0.0702122208218485	0.0771139034305925	-0.0021623234696968	0.0053988029063838	0.0131777510116904	0.0047845871880068	0.0039054979172259	0.0027279407980817	-23.227377	14.929248	-35.983295	45.45254	-23.141382	15.815332	-36.46053	45.203518	1.8735371	1.4567798	1.8038948	0.37989935
2015-09-07 15:50:00	2015-09-07 16:00:00	11.983808413645876	2.7273206532767453	10.443981426879818	-5.205223829011689	162.093	-3.183	8.402	-8.977	72.69	0.0158367084550775	-0.0089878016215087	0.0725695916758197	0.0748192993062213	-0.0061982668955224	0.0158367084550775	-0.0089878016215087	0.0725695916758197	0.0748192993062213	-0.0061982668955224	0.0	0.0	0.0	0.0	0.0	-13.771199	12.93395	-36.41375	41.023094	-13.771199	12.93395	-36.41375	41.023094	0.0	0.0	0.0	0.0
2015-09-20 08:25:00	2015-09-20 08:35:00	9.627837494481154	6.546122783501694	6.052891879140795	-3.633673026881491	147.687	-8.687	7.605	-3.748	38.305	-0.0001541473528853	-0.0004848913674598	-0.0025618682364716	0.1487865772670635	0.0043941767079696	-0.0074677322679217	-0.0035039787724802	-0.0077185564745764	0.1348029802347234	0.0019588625874794	0.0673046330214268	0.098671884855718	0.1029878489718967	0.05236342232938	0.0358972560589286	-16.02052	36.11497	-30.22593	56.966434	-16.444607	42.227226	-35.0941	56.878227	5.6590457	21.134895	19.09685	8.530987
2015-10-01 16:45:00	2015-10-01 16:55:00	11.384086659055574	4.817589683921043	9.213188098030397	-4.637145291773265	162.153	-2.562	6.92	-7.982	68.278	-0.0193782392662315	-0.0006015365868179	-0.0097967213325927	0.1901192096289183	-0.0002978005231433	-0.0123315597176478	-0.0040673994926744	-0.0278992108433708	0.1790913459258947	-0.000478832839015	0.1279702021288455	0.0767593935998662	0.1435798037820182	0.0849121727143293	0.0376001089204722	22.099514	3.1499002	38.023975	49.209595	20.312845	2.1377022	38.651497	49.70547	14.306488	15.340003	8.3265705	5.645506
2015-10-01 17:35:00	2015-10-01 17:45:00	11.022243929350187	4.226722308801158	9.237155371876774	-4.277535232017599	178.49	-0.85	3.955	-9.465	78.843	-0.0469057274538712	0.0408416830604116	-0.0202759055122245	0.208245006992185	0.0063907259058474	-0.0380200109028201	0.0474470397961398	-0.0328285589915852	0.1905838637585485	0.0068049367964048	0.1106618548375925	0.1395506968111569	0.1265191923853726	0.0929562740688986	0.0430373763783241	16.612648	-18.402231	6.6069427	36.9171	18.033552	-20.065687	12.473007	36.86555	11.492834	15.009681	20.30362	8.0631485
2015-10-01 18:10:00	2015-10-01 18:20:00	10.714956892989036	3.786857251360466	9.184352668342465	-4.014393210816773	147.655	2.995	7.543	-5.855	81.476	-0.0104163937738593	0.0221039475462518	-0.0047415514531096	0.1724916504267616	0.0006496859245305	-0.0032759533360083	0.0263842886403979	0.0063731277443982	0.1429833759210274	-0.0016036273256897	0.1019905098930329	0.1239560052616413	0.1060101893150653	0.0887215542407526	0.0393575852073723	1.4575651	14.994	9.407512	29.008385	1.063173	18.119026	11.149164	31.340212	9.729371	16.59199	15.865575	9.779095
2015-10-02 07:25:00	2015-10-02 07:35:00	9.883370872630891	7.822385803528417	5.201539620796083	-3.07130557272866	172.479	-3.442	4.482	-5.772	57.128	-0.0004942037841635	0.0017881781286643	0.0019168831908304	0.1020103600153777	0.001763004698869	-0.0032090762388939	0.0028940316166339	-0.0054449322057305	0.0941951033518274	0.0026799214095616	0.0410669228502115	0.0688138734469371	0.0654984172868766	0.0176886038833637	0.0104644386911552	19.374733	30.272987	30.476799	47.28946	19.596586	29.436272	30.822392	47.690407	2.580597	2.3021574	2.4667604	1.5558261
2015-10-02 07:55:00	2015-10-02 08:05:00	10.24044174243516	7.898694846558836	5.541637767041412	-3.430063374825034	165.719	-4.152	5.528	-5.528	53.537	0.0069006695135022	0.0076097635609217	0.0196484849738564	0.1216161290785099	-0.0069395588700069	0.0087685460749024	-0.008765830117575	0.0459834636363338	0.1146111609877715	-0.0034714167962385	0.0446678438615078	0.0782689441026992	0.087485600640892	0.0384198133337467	0.0159759030319185	11.044522	21.035093	23.870638	34.20401	10.270127	20.626862	24.059235	35.582497	3.0563474	5.4993873	3.8537874	4.334259
2015-10-02 09:55:00	2015-10-02 10:05:00	11.312994435527791	7.86747278653485	6.677383171965661	-4.6365575865160364	135.406	-1.2	9.068	-2.052	73.753	-0.0049352524677123	-0.0303756718604236	-0.0150663315591981	0.1626899024877047	-0.0037645926599531	-0.0084299357243944	-0.0580824206892217	-0.0275388140501206	0.1446701847297868	-0.0028473967904013	0.0717052559696702	0.1307568240020435	0.0908233643897157	0.0720687339206774	0.0220655992480688	2.4246266	26.940054	15.538607	37.559944	6.2589903	28.508095	19.718784	37.431656	14.262288	8.397226	13.266718	3.503754
