Start_str	Mgs#_avg	Clang_avg	Rmag_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Bdeviat	Dtheta	Shock_Ang(deg)	OMNIVsw_avg(km/s)	End_str
2019-09-23 16:25:00	4.98	215.154	23.093	2.433	-0.888	-4.153	0.15	23.22	60.516998291015625	311.067	2019-09-23 16:50:00
2019-09-24 06:20:00	4.92	171.888	11.052	-1.898	2.98	-4.09	0.07	19.27	73.74	311.983	2019-09-24 06:45:00
2019-09-24 06:50:00	4.95	179.653	10.366	-2.363	2.533	-4.513	0.01	4.59	69.186	309.55	2019-09-24 07:15:00
2019-09-24 07:20:00	4.92	178.084	9.647	-2.168	2.752	-4.435	0.02	5.03	71.287	307.017	2019-09-24 07:45:00
2019-09-27 15:20:00	4.65	166.041	14.773	-9.443	4.097	-4.933	0.06	13.15	28.294	572.817	2019-09-27 15:45:00
2019-10-01 03:05:00	5.0	164.574	15.024	-3.09	3.113	-4.39	0.05	14.64	66.785	453.633	2019-10-01 03:30:00
2019-11-23 06:55:00	4.52	145.277	12.146	-5.478	3.305	-2.448	0.02	24.85	31.249	445.467	2019-11-23 07:20:00
2019-11-23 12:05:00	4.18	146.097	17.481	-5.163	3.958	-2.793	0.04	10.49	36.92	441.917	2019-11-23 12:30:00
2019-12-31 18:00:00	4.95	144.064	9.974	-3.947	1.653	-3.088	0.09	23.86	35.242	296.633	2019-12-31 18:25:00
2020-01-03 22:20:00	4.63	221.257	7.204	1.157	-4.353	-2.862	0.05	28.03	61.946998596191406	395.317	2020-01-03 22:45:00
2020-01-21 17:50:00	4.93	176.747	9.071	2.76	-1.342	-6.197	0.12	25.95	65.59300231933594	334.55	2020-01-21 18:15:00
2020-01-21 18:20:00	4.72	188.016	9.809	3.743	-2.83	-6.225	0.16	25.17	58.98099899291992	338.8	2020-01-21 18:45:00
2020-01-22 03:45:00	4.87	200.503	19.521	4.648	-2.95	-3.987	0.05	27.79	43.25699996948242	353.95	2020-01-22 04:10:00
