Start_str	Mgs#_avg	Clang_avg	Rmag_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Bdeviat	Dtheta	Shock_Ang(deg)	OMNIVsw_avg(km/s)	End_str
2015-09-01 11:40:00	4.97	203.105	10.502	4.937	0.3	-2.057	0.03	23.18	26.46299934387207	344.133	2015-09-01 12:05:00
2015-09-02 18:10:00	4.88	144.646	11.847	-4.843	5.152	-3.59	0.03	28.30	49.93	422.65	2015-09-02 18:35:00
2015-09-02 18:40:00	4.65	139.545	11.742	-5.678	4.54	-2.86	0.06	26.43	40.837	420.167	2015-09-02 19:05:00
2015-09-03 19:10:00	4.4	190.073	11.576	-10.27	0.462	-4.472	0.12	16.91	20.466	414.35	2015-09-03 19:35:00
2015-09-03 19:40:00	4.12	192.231	11.405	-10.238	0.337	-6.448	0.02	10.60	29.03	423.133	2015-09-03 20:05:00
2015-09-03 20:10:00	4.22	201.003	11.204	-10.802	-0.583	-5.087	0.05	8.21	22.504	419.133	2015-09-03 20:35:00
2015-09-03 22:05:00	4.82	209.587	10.124	-5.013	-2.267	-7.592	0.08	29.23	55.802	417.233	2015-09-03 22:30:00
2015-09-06 12:10:00	4.93	138.842	11.075	1.875	7.632	-2.357	0.03	16.38	79.15799713134766	492.567	2015-09-06 12:35:00
2015-09-07 15:05:00	4.25	152.294	11.938	-4.01	9.34	-6.808	0.08	18.30	68.609	595.25	2015-09-07 15:30:00
2015-09-07 15:35:00	4.0	162.093	11.977	-3.183	8.402	-8.977	0.12	5.42	72.69	594.583	2015-09-07 16:00:00
2015-09-07 23:00:00	4.97	137.258	9.02	-0.377	8.075	-5.473	0.03	3.89	85.173	561.917	2015-09-07 23:25:00
2015-09-09 07:40:00	4.97	173.741	7.801	1.3	5.937	-8.135	0.02	9.41	87.14700317382812	415.417	2015-09-09 08:05:00
2015-09-20 08:10:00	4.08	147.687	9.525	-8.687	7.605	-3.748	0.15	21.73	38.305	532.017	2015-09-20 08:35:00
2015-09-20 16:10:00	4.92	146.012	11.851	-4.76	4.447	-2.695	0.04	28.21	42.485	558.917	2015-09-20 16:35:00
2015-09-20 17:30:00	4.9	151.041	11.504	-5.723	2.757	-2.333	0.02	27.43	28.48	546.6	2015-09-20 17:55:00
2015-10-01 16:30:00	4.05	162.153	11.43	-2.562	6.92	-7.982	0.07	21.09	68.278	352.167	2015-10-01 16:55:00
2015-10-01 17:20:00	4.58	178.49	11.081	-0.85	3.955	-9.465	0.13	13.41	78.843	359.283	2015-10-01 17:45:00
2015-10-01 17:55:00	4.28	147.655	10.784	2.995	7.543	-5.855	0.09	26.22	81.47599792480469	363.35	2015-10-01 18:20:00
2015-10-02 07:10:00	4.05	172.479	9.787	-3.442	4.482	-5.772	0.19	25.20	57.128	358.0	2015-10-02 07:35:00
2015-10-02 07:40:00	3.77	165.719	10.154	-4.152	5.528	-5.528	0.16	9.77	53.537	352.267	2015-10-02 08:05:00
2015-10-02 09:40:00	3.53	135.406	11.26	-1.2	9.068	-2.052	0.06	20.98	73.753	371.867	2015-10-02 10:05:00
2015-10-02 10:10:00	3.45	137.534	11.455	-3.773	8.207	-2.143	0.06	17.90	56.969	361.917	2015-10-02 10:35:00
2015-10-03 04:40:00	4.32	151.007	7.411	-5.77	4.975	-3.712	0.08	18.70	38.799	383.767	2015-10-03 05:05:00
2015-10-03 06:20:00	3.68	146.938	9.183	-6.302	7.2	-3.99	0.03	13.22	43.99	398.983	2015-10-03 06:45:00
2015-10-03 06:50:00	3.7	141.129	9.609	-6.257	7.758	-3.165	0.02	6.02	44.419	397.167	2015-10-03 07:15:00
2015-10-03 14:15:00	4.9	172.1	11.928	-6.145	3.523	-4.958	0.07	29.64	37.849	371.617	2015-10-03 14:40:00
2015-10-03 14:45:00	4.93	198.047	11.85	-5.888	1.013	-5.932	0.16	26.04	42.332	369.15	2015-10-03 15:10:00
2015-10-04 04:15:00	3.42	155.901	7.015	-4.252	6.297	-5.908	0.02	9.32	56.188	445.75	2015-10-04 04:40:00
