Start_str	Mgs#_avg	Clang_avg	Rmag_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Bdeviat	Dtheta	Shock_Ang(deg)	OMNIVsw_avg(km/s)	End_str
2017-09-01 11:00:00	5.77	53.873	22.711	-6.36	1.427	3.593	0.05	28.70	33.286	628.25	2017-09-01 11:25:00
2017-09-01 13:40:00	5.33	86.209	21.542	-5.553	4.548	2.975	0.03	15.10	41.978	622.933	2017-09-01 14:05:00
2017-09-01 14:10:00	5.28	86.505	21.293	-6.612	3.515	2.085	0.02	26.55	29.473	619.117	2017-09-01 14:35:00
2017-09-01 14:40:00	5.22	101.862	21.035	-6.862	3.762	0.957	0.01	13.20	25.515	611.133	2017-09-01 15:05:00
2017-09-01 15:10:00	5.2	102.575	20.766	-6.475	4.19	0.99	0.06	20.39	29.364	625.367	2017-09-01 15:35:00
2017-09-02 01:25:00	5.43	122.52	12.399	-2.825	6.063	-1.918	0.05	14.05	59.307	602.083	2017-09-02 01:50:00
2017-09-02 02:05:00	5.65	101.325	11.585	-3.132	5.79	0.458	0.02	22.68	56.298	585.633	2017-09-02 02:30:00
2017-09-02 03:25:00	5.62	125.854	9.79	5.545	6.162	-1.917	0.05	23.00	56.111000061035156	635.183	2017-09-02 03:50:00
2017-09-03 08:20:00	6.93	87.791	23.909	-2.222	2.162	1.383	0.03	18.22	45.701	510.483	2017-09-03 08:45:00
2017-09-04 03:20:00	6.87	68.215	23.697	-2.888	2.04	1.798	0.09	19.45	40.989	478.767	2017-09-04 03:45:00
2017-09-04 16:40:00	5.87	103.745	16.432	-5.52	4.963	0.598	0.08	24.54	35.38	452.033	2017-09-04 17:05:00
2017-09-04 17:10:00	6.03	116.848	15.993	-0.893	7.893	-0.862	0.06	16.49	75.277	478.767	2017-09-04 17:35:00
2017-09-05 12:55:00	6.88	67.865	15.873	-2.525	1.25	1.633	0.05	27.52	35.005	494.083	2017-09-05 13:20:00
2017-09-05 13:30:00	7.0	62.736	16.388	-1.405	1.437	2.198	0.04	24.32	58.006	506.717	2017-09-05 13:55:00
2017-09-05 19:50:00	6.25	113.787	20.771	-2.877	2.852	-0.433	0.02	8.48	38.943	466.833	2017-09-05 20:15:00
2017-09-05 22:05:00	6.33	73.558	21.896	-4.317	2.0	1.125	0.07	8.09	21.988	480.417	2017-09-05 22:30:00
2017-09-05 22:35:00	6.68	62.038	22.119	-4.493	1.52	1.288	0.07	26.65	18.931	478.85	2017-09-05 23:00:00
2017-09-12 16:35:00	6.4	119.37	22.341	-2.657	2.582	-0.278	0.08	14.75	41.27	452.417	2017-09-12 17:00:00
2017-09-13 03:55:00	6.57	89.054	14.797	4.84	2.633	1.167	0.08	17.71	33.09600067138672	557.0	2017-09-13 04:20:00
2017-09-15 18:15:00	6.57	115.885	18.83	-4.367	4.51	-0.587	0.07	23.08	46.518	655.55	2017-09-15 18:40:00
2017-09-15 22:25:00	6.45	124.655	15.495	-4.23	4.795	-1.79	0.08	29.17	51.512	682.033	2017-09-15 22:50:00
2017-09-15 23:10:00	6.62	119.645	14.778	-4.49	3.465	-0.85	0.05	22.25	39.155	671.067	2017-09-15 23:35:00
2017-09-16 00:35:00	6.98	106.861	13.302	-1.727	5.3	-0.252	0.07	26.89	72.246	694.433	2017-09-16 01:00:00
2017-09-16 02:00:00	6.72	115.865	11.639	-3.375	4.988	-0.76	0.04	22.65	56.408	670.95	2017-09-16 02:25:00
2017-09-16 11:15:00	6.55	119.328	8.236	-3.715	4.123	0.33	0.05	29.16	48.389	642.783	2017-09-16 11:40:00
2017-09-16 11:45:00	6.47	113.909	9.023	-2.48	5.193	0.733	0.04	18.26	64.664	655.833	2017-09-16 12:10:00
2017-09-19 05:45:00	6.28	77.309	7.02	-4.338	0.918	0.725	0.01	22.79	14.486	517.517	2017-09-19 06:10:00
2017-09-19 06:40:00	6.12	48.254	8.559	-4.153	0.493	1.435	0.03	21.46	18.74	513.2	2017-09-19 07:05:00
2017-09-19 10:15:00	6.35	129.777	13.264	-2.598	3.497	-0.435	0.08	24.77	54.535	516.55	2017-09-19 10:40:00
2017-09-19 11:00:00	5.95	84.93	14.068	-4.102	1.655	1.287	0.05	27.72	26.65	506.25	2017-09-19 11:25:00
2017-09-19 12:30:00	5.75	98.356	15.538	-3.91	2.322	0.977	0.03	22.50	32.583	504.2	2017-09-19 12:55:00
2017-09-19 13:00:00	5.72	85.949	15.992	-3.77	2.15	1.485	0.03	22.89	34.149	500.55	2017-09-19 13:25:00
2017-09-19 14:35:00	6.47	94.788	17.322	-3.122	2.878	1.222	0.05	22.47	44.606	503.967	2017-09-19 15:00:00
2017-09-19 15:50:00	6.7	95.575	18.27	-2.093	3.307	1.133	0.04	27.41	59.249	510.317	2017-09-19 16:15:00
2017-09-19 18:05:00	6.88	131.81	19.776	0.257	2.483	-0.887	0.09	23.57	87.821	519.583	2017-09-19 18:30:00
2017-09-19 18:35:00	6.95	131.122	20.078	-0.272	3.147	-1.37	0.06	25.26	85.432	510.85	2017-09-19 19:00:00
2017-09-19 22:55:00	6.85	119.715	22.271	-1.417	3.42	-0.977	0.03	22.35	69.177	500.4	2017-09-19 23:20:00
2017-09-19 23:25:00	6.78	121.826	22.479	-2.208	2.983	-0.987	0.04	20.06	55.787	492.15	2017-09-19 23:50:00
2017-09-19 23:55:00	6.75	115.184	22.677	-1.97	3.25	-0.655	0.03	24.96	60.048	493.533	2017-09-20 00:20:00
2017-09-21 01:50:00	6.43	89.331	22.458	-2.807	2.592	0.848	0.08	28.41	44.523	446.017	2017-09-21 02:15:00
2017-09-21 02:20:00	6.55	106.597	22.25	-3.372	1.902	0.085	0.03	27.20	29.813	444.0	2017-09-21 02:45:00
2017-09-21 03:35:00	6.43	111.643	21.69	-2.103	3.132	-0.045	0.10	15.03	56.706	448.533	2017-09-21 04:00:00
2017-09-21 04:10:00	6.43	86.63	21.409	-2.717	2.157	1.012	0.04	26.60	41.05	440.817	2017-09-21 04:35:00
2017-09-21 04:40:00	6.38	105.142	21.157	-3.032	1.898	0.33	0.05	26.60	32.485	434.433	2017-09-21 05:05:00
2017-09-21 08:20:00	6.45	134.039	18.994	-2.752	2.203	-0.472	0.06	22.39	39.558	417.0	2017-09-21 08:45:00
2017-09-21 13:50:00	6.57	133.55	14.449	-1.243	3.25	-0.812	0.06	10.72	70.005	410.433	2017-09-21 14:15:00
2017-09-21 15:55:00	5.7	62.943	12.159	-3.75	0.557	0.737	0.07	27.93	12.428	381.717	2017-09-21 16:20:00
2017-09-21 17:00:00	6.0	65.323	10.791	-2.302	2.24	2.392	0.10	29.53	53.795	390.867	2017-09-21 17:25:00
2017-09-21 19:10:00	6.13	117.595	7.536	-1.167	3.95	-0.725	0.04	20.76	73.946	395.283	2017-09-21 19:35:00
2017-09-22 04:35:00	5.6	92.614	12.315	-1.678	3.358	1.297	0.04	17.36	63.74	359.567	2017-09-22 05:00:00
2017-09-22 06:20:00	5.67	134.722	14.243	-2.097	3.17	-0.982	0.04	19.39	57.783	360.5	2017-09-22 06:45:00
2017-09-22 06:50:00	5.58	125.363	14.745	-3.077	2.607	-0.297	0.00	22.37	40.2	356.833	2017-09-22 07:15:00
2017-09-22 07:20:00	5.38	102.018	15.228	-2.93	2.673	0.78	0.04	29.97	43.077	353.267	2017-09-22 07:45:00
2017-09-22 07:50:00	5.02	81.167	15.692	-3.547	1.803	1.47	0.02	17.76	31.538	344.717	2017-09-22 08:15:00
2017-09-22 08:20:00	5.18	56.528	16.14	-3.822	0.832	1.745	0.06	25.42	25.17	347.25	2017-09-22 08:45:00
