Start_trang	End_trang	Clang_avg	Bx_avg(nT)
2016-12-07/12:05:00	2016-12-07/12:15:00	62.612	3.017
2016-12-07/12:40:00	2016-12-07/12:50:00	81.993	0.425
2016-12-07/16:05:00	2016-12-07/16:15:00	121.654	-6.718
2016-12-07/17:50:00	2016-12-07/18:00:00	49.38	-1.89
2016-12-08/04:35:00	2016-12-08/04:45:00	66.99	4.758
2016-12-10/14:25:00	2016-12-10/14:35:00	95.125	2.988
2016-12-12/02:40:00	2016-12-12/02:50:00	61.787	4.57
2016-12-12/04:20:00	2016-12-12/04:30:00	49.917	4.687
2016-12-12/05:15:00	2016-12-12/05:25:00	84.257	5.443
2016-12-12/05:45:00	2016-12-12/05:55:00	90.515	4.955
2016-12-12/06:25:00	2016-12-12/06:35:00	83.535	5.227
2016-12-13/18:30:00	2016-12-13/18:40:00	57.909	3.988
2016-12-13/19:40:00	2016-12-13/19:50:00	74.491	2.15
2016-12-16/02:55:00	2016-12-16/03:05:00	131.087	3.998
2016-12-16/05:25:00	2016-12-16/05:35:00	69.46	3.763
2016-12-17/09:10:00	2016-12-17/09:20:00	67.329	-0.933
2016-12-18/02:25:00	2016-12-18/02:35:00	100.952	-3.873
2016-12-18/04:30:00	2016-12-18/04:40:00	98.633	-2.697
2016-12-18/18:20:00	2016-12-18/18:30:00	125.944	-2.132
2016-12-18/18:50:00	2016-12-18/19:00:00	111.16	-3.29
2016-12-19/01:30:00	2016-12-19/01:40:00	71.392	-4.148
2016-12-19/05:00:00	2016-12-19/05:10:00	126.137	1.307
2016-12-19/12:35:00	2016-12-19/12:45:00	126.276	0.827
2016-12-19/14:30:00	2016-12-19/14:40:00	118.491	1.098
2016-12-19/17:45:00	2016-12-19/17:55:00	122.205	-1.845
2016-12-20/02:25:00	2016-12-20/02:35:00	93.457	1.0
2016-12-20/04:25:00	2016-12-20/04:35:00	75.053	-3.008
2016-12-20/10:10:00	2016-12-20/10:20:00	102.776	-0.413
2016-12-20/10:40:00	2016-12-20/10:50:00	77.709	-2.142
2016-12-20/11:10:00	2016-12-20/11:20:00	87.619	-1.035
2016-12-20/12:00:00	2016-12-20/12:10:00	122.222	0.512
2016-12-20/12:30:00	2016-12-20/12:40:00	105.304	-1.117
2016-12-20/14:05:00	2016-12-20/14:15:00	120.113	0.44
2016-12-21/01:55:00	2016-12-21/02:05:00	73.235	-5.752
2016-12-21/16:40:00	2016-12-21/16:50:00	126.358	-8.02
2016-12-21/18:40:00	2016-12-21/18:50:00	105.63	-8.613
2016-12-22/07:50:00	2016-12-22/08:00:00	130.048	-3.325
2016-12-22/08:45:00	2016-12-22/08:55:00	115.579	-2.445
2016-12-22/13:45:00	2016-12-22/13:55:00	117.103	-5.207
2016-12-22/15:10:00	2016-12-22/15:20:00	88.306	-1.815
2016-12-23/12:55:00	2016-12-23/13:05:00	124.022	-3.725
2016-12-24/01:05:00	2016-12-24/01:15:00	103.102	-4.22
2016-12-24/01:40:00	2016-12-24/01:50:00	102.199	-3.455
2016-12-24/09:45:00	2016-12-24/09:55:00	66.607	-1.995
2016-12-24/10:20:00	2016-12-24/10:30:00	90.312	-1.443
2016-12-24/12:05:00	2016-12-24/12:15:00	57.468	-3.173
2016-12-24/14:15:00	2016-12-24/14:25:00	79.549	-3.117
2016-12-25/00:50:00	2016-12-25/01:00:00	47.07	0.022
2016-12-25/08:25:00	2016-12-25/08:35:00	113.823	-3.635
2016-12-27/10:15:00	2016-12-27/10:25:00	98.583	-3.642
2016-12-27/10:50:00	2016-12-27/11:00:00	101.129	-3.658
2016-12-28/15:20:00	2016-12-28/15:30:00	110.864	-2.46
2016-12-29/03:20:00	2016-12-29/03:30:00	85.858	-0.058
2016-12-29/06:50:00	2016-12-29/07:00:00	98.706	2.863
2016-12-29/07:20:00	2016-12-29/07:30:00	112.471	2.737
2016-12-29/07:55:00	2016-12-29/08:05:00	109.435	2.175
2016-12-29/08:25:00	2016-12-29/08:35:00	116.774	1.562
2016-12-29/10:40:00	2016-12-29/10:50:00	133.979	1.54
2016-12-29/16:45:00	2016-12-29/16:55:00	120.145	-2.992
2016-12-29/17:15:00	2016-12-29/17:25:00	101.056	-2.297
2016-12-29/17:45:00	2016-12-29/17:55:00	96.744	-2.458
2016-12-30/00:40:00	2016-12-30/00:50:00	86.965	-1.25
2016-12-30/03:05:00	2016-12-30/03:15:00	89.687	-1.088
2016-12-30/08:10:00	2016-12-30/08:20:00	95.654	0.837
2016-12-30/08:40:00	2016-12-30/08:50:00	89.655	1.407
2016-12-30/10:45:00	2016-12-30/10:55:00	96.115	1.325
2016-12-30/12:00:00	2016-12-30/12:10:00	98.356	1.835
2016-12-30/14:15:00	2016-12-30/14:25:00	92.622	1.298
2016-12-30/14:55:00	2016-12-30/15:05:00	47.052	2.63
2016-12-30/16:35:00	2016-12-30/16:45:00	109.211	0.37
2016-12-30/17:15:00	2016-12-30/17:25:00	121.344	0.427
2016-12-31/00:20:00	2016-12-31/00:30:00	57.437	-3.703
2016-12-31/00:50:00	2016-12-31/01:00:00	78.498	-3.273
2016-12-31/01:20:00	2016-12-31/01:30:00	67.051	-2.647
2016-12-31/02:20:00	2016-12-31/02:30:00	72.724	-3.832
2016-12-31/02:50:00	2016-12-31/03:00:00	85.274	-4.498
2016-12-31/03:20:00	2016-12-31/03:30:00	95.859	-3.703
2016-12-31/03:50:00	2016-12-31/04:00:00	103.262	-3.2
2016-12-31/04:20:00	2016-12-31/04:30:00	102.478	-4.708
2016-12-31/04:50:00	2016-12-31/05:00:00	122.872	-4.808
2016-12-31/05:30:00	2016-12-31/05:40:00	98.711	-4.39
2016-12-31/06:25:00	2016-12-31/06:35:00	108.457	-4.388
2016-12-31/06:55:00	2016-12-31/07:05:00	114.069	-4.825
2016-12-31/07:30:00	2016-12-31/07:40:00	100.77	-4.495
2016-12-31/08:05:00	2016-12-31/08:15:00	132.789	-1.93
2017-01-02/14:55:00	2017-01-02/15:05:00	130.176	0.152
2017-01-02/15:25:00	2017-01-02/15:35:00	127.964	-1.282
2017-01-02/16:50:00	2017-01-02/17:00:00	103.557	-3.665
2017-01-02/17:20:00	2017-01-02/17:30:00	85.093	-4.153
2017-01-02/23:50:00	2017-01-03/00:00:00	66.536	-3.86
2017-01-03/01:20:00	2017-01-03/01:30:00	86.318	-4.453
2017-01-03/01:55:00	2017-01-03/02:05:00	86.589	-4.823
2017-01-03/02:25:00	2017-01-03/02:35:00	93.357	-4.953
2017-01-03/03:05:00	2017-01-03/03:15:00	79.256	-4.393
2017-01-03/05:05:00	2017-01-03/05:15:00	80.667	-3.655
2017-01-11/06:00:00	2017-01-11/06:10:00	88.09	3.54
2017-01-15/03:35:00	2017-01-15/03:45:00	49.683	-1.648
2017-01-15/22:55:00	2017-01-15/23:05:00	76.18	-0.832
2017-01-15/23:25:00	2017-01-15/23:35:00	63.221	-1.648
2017-01-16/01:55:00	2017-01-16/02:05:00	121.436	-1.928
2017-01-16/02:35:00	2017-01-16/02:45:00	106.526	-1.905
2017-01-16/03:05:00	2017-01-16/03:15:00	106.573	-1.542
2017-01-16/10:20:00	2017-01-16/10:30:00	83.419	-1.115
2017-01-16/11:35:00	2017-01-16/11:45:00	76.496	-1.217
2017-01-16/12:40:00	2017-01-16/12:50:00	61.398	-0.788
2017-01-16/13:10:00	2017-01-16/13:20:00	60.4	-1.452
2017-01-16/13:50:00	2017-01-16/14:00:00	76.097	-1.538
2017-01-16/14:20:00	2017-01-16/14:30:00	77.671	-1.377
2017-01-16/14:50:00	2017-01-16/15:00:00	90.389	-0.84
2017-01-16/15:20:00	2017-01-16/15:30:00	88.322	-0.915
2017-01-17/00:40:00	2017-01-17/00:50:00	70.15	-1.28
2017-01-17/01:50:00	2017-01-17/02:00:00	123.735	-1.532
2017-01-17/04:20:00	2017-01-17/04:30:00	80.921	-1.362
2017-01-17/05:05:00	2017-01-17/05:15:00	55.215	-1.807
2017-01-17/05:40:00	2017-01-17/05:50:00	56.167	-0.793
2017-01-17/06:10:00	2017-01-17/06:20:00	52.934	-1.053
2017-01-17/09:50:00	2017-01-17/10:00:00	94.359	-0.29
2017-01-17/10:20:00	2017-01-17/10:30:00	93.443	-0.315
2017-01-17/12:05:00	2017-01-17/12:15:00	106.714	-1.9
2017-01-17/13:10:00	2017-01-17/13:20:00	71.475	-1.227
2017-01-17/15:35:00	2017-01-17/15:45:00	125.65	1.58
2017-01-18/14:20:00	2017-01-18/14:30:00	83.281	-6.772
2017-01-18/22:05:00	2017-01-18/22:15:00	66.451	-2.637
2017-01-18/22:45:00	2017-01-18/22:55:00	63.549	-3.718
2017-01-19/06:35:00	2017-01-19/06:45:00	87.321	-2.76
2017-01-19/07:05:00	2017-01-19/07:15:00	98.057	-2.797
2017-01-19/14:20:00	2017-01-19/14:30:00	132.745	-3.29
2017-01-20/01:20:00	2017-01-20/01:30:00	91.03	-3.223
2017-01-20/02:20:00	2017-01-20/02:30:00	103.187	-2.04
2017-01-20/07:50:00	2017-01-20/08:00:00	113.723	-3.57
2017-01-21/01:15:00	2017-01-21/01:25:00	55.054	2.918
2017-01-21/08:50:00	2017-01-21/09:00:00	115.874	-0.84
2017-01-21/09:20:00	2017-01-21/09:30:00	118.008	-2.502
2017-01-21/13:40:00	2017-01-21/13:50:00	106.538	-1.858
2017-01-21/14:25:00	2017-01-21/14:35:00	78.843	-2.432
2017-01-21/23:15:00	2017-01-21/23:25:00	81.205	-2.69
2017-01-21/23:55:00	2017-01-22/00:05:00	114.002	-3.367
2017-01-22/00:25:00	2017-01-22/00:35:00	120.411	-4.267
2017-01-22/00:55:00	2017-01-22/01:05:00	124.149	-4.528
2017-01-22/04:40:00	2017-01-22/04:50:00	85.052	-0.462
2017-01-22/06:15:00	2017-01-22/06:25:00	113.053	0.05
2017-01-22/06:45:00	2017-01-22/06:55:00	114.793	1.718
2017-01-22/13:15:00	2017-01-22/13:25:00	134.437	-4.63
2017-01-22/22:10:00	2017-01-22/22:20:00	56.404	-1.913
2017-01-22/23:10:00	2017-01-22/23:20:00	59.438	-1.952
2017-01-23/01:20:00	2017-01-23/01:30:00	67.447	-3.112
2017-01-23/04:05:00	2017-01-23/04:15:00	73.545	-2.33
2017-01-23/08:55:00	2017-01-23/09:05:00	72.997	2.815
2017-01-23/12:25:00	2017-01-23/12:35:00	95.45	-1.052
2017-01-23/21:55:00	2017-01-23/22:05:00	60.595	2.603
2017-01-24/11:05:00	2017-01-24/11:15:00	64.986	-1.59
2017-01-24/13:10:00	2017-01-24/13:20:00	76.873	-1.277
2017-01-24/14:20:00	2017-01-24/14:30:00	93.829	-0.698
2017-01-24/14:50:00	2017-01-24/15:00:00	89.641	-0.45
2017-01-25/01:15:00	2017-01-25/01:25:00	113.262	-1.008
2017-01-25/02:55:00	2017-01-25/03:05:00	127.93	-0.703
2017-01-25/03:25:00	2017-01-25/03:35:00	103.096	1.42
2017-01-25/03:55:00	2017-01-25/04:05:00	98.955	0.695
2017-01-25/04:25:00	2017-01-25/04:35:00	100.486	0.883
2017-01-25/04:55:00	2017-01-25/05:05:00	101.555	0.4
2017-01-25/05:25:00	2017-01-25/05:35:00	103.287	-0.185
2017-01-25/05:55:00	2017-01-25/06:05:00	109.225	-1.332
2017-01-25/06:40:00	2017-01-25/06:50:00	99.661	1.137
2017-01-25/07:10:00	2017-01-25/07:20:00	95.994	0.857
2017-01-25/07:40:00	2017-01-25/07:50:00	85.485	2.828
2017-01-25/09:15:00	2017-01-25/09:25:00	82.933	0.778
2017-01-25/09:45:00	2017-01-25/09:55:00	67.3	1.687
2017-01-25/10:25:00	2017-01-25/10:35:00	48.421	1.358
2017-01-25/10:55:00	2017-01-25/11:05:00	48.048	1.825
2017-01-25/12:55:00	2017-01-25/13:05:00	52.155	1.223
2017-01-25/21:35:00	2017-01-25/21:45:00	86.075	-0.372
2017-01-25/22:05:00	2017-01-25/22:15:00	79.821	0.455
2017-01-26/04:20:00	2017-01-26/04:30:00	98.016	-2.025
2017-01-26/04:50:00	2017-01-26/05:00:00	100.701	-2.028
2017-01-26/08:30:00	2017-01-26/08:40:00	110.648	-5.387
2017-01-26/09:40:00	2017-01-26/09:50:00	99.176	-5.033
2017-01-26/10:25:00	2017-01-26/10:35:00	83.023	-4.842
2017-01-27/02:20:00	2017-01-27/02:30:00	121.694	-5.88
2017-01-27/04:40:00	2017-01-27/04:50:00	49.369	-4.737
2017-01-27/22:50:00	2017-01-27/23:00:00	45.979	-2.993
2017-01-29/00:50:00	2017-01-29/01:00:00	101.643	-5.087
2017-01-29/01:50:00	2017-01-29/02:00:00	115.899	-6.122
2017-01-29/02:20:00	2017-01-29/02:30:00	107.049	-6.453
2017-01-29/03:15:00	2017-01-29/03:25:00	82.484	-2.558
2017-01-29/04:10:00	2017-01-29/04:20:00	114.648	-5.273
2017-01-29/14:15:00	2017-01-29/14:25:00	115.318	-1.135
2017-01-29/23:05:00	2017-01-29/23:15:00	51.103	-3.75
2017-01-29/23:45:00	2017-01-29/23:55:00	66.716	-2.035
2017-01-30/00:15:00	2017-01-30/00:25:00	50.622	-0.915
2017-01-30/01:00:00	2017-01-30/01:10:00	61.671	-3.562
2017-02-02/04:20:00	2017-02-02/04:30:00	115.94	3.137
2017-02-08/06:40:00	2017-02-08/06:50:00	90.694	2.67
2017-02-08/07:15:00	2017-02-08/07:25:00	63.182	3.212
2017-02-09/10:25:00	2017-02-09/10:35:00	115.073	4.942
2017-02-13/18:45:00	2017-02-13/18:55:00	107.887	-1.43
2017-02-13/20:20:00	2017-02-13/20:30:00	82.52	-1.27
2017-02-13/20:50:00	2017-02-13/21:00:00	55.603	-0.198
2017-02-14/10:35:00	2017-02-14/10:45:00	54.119	-1.858
2017-02-14/13:15:00	2017-02-14/13:25:00	83.086	-1.803
2017-02-14/14:50:00	2017-02-14/15:00:00	95.613	-2.373
2017-02-14/15:20:00	2017-02-14/15:30:00	107.744	-2.282
2017-02-14/15:50:00	2017-02-14/16:00:00	102.795	-2.19
2017-02-14/23:20:00	2017-02-14/23:30:00	86.003	-0.347
2017-02-15/00:25:00	2017-02-15/00:35:00	75.092	1.192
2017-02-15/15:30:00	2017-02-15/15:40:00	89.544	-2.44
2017-02-15/19:35:00	2017-02-15/19:45:00	96.842	-0.502
2017-02-15/20:05:00	2017-02-15/20:15:00	93.396	-0.342
2017-02-15/20:50:00	2017-02-15/21:00:00	76.643	-1.433
2017-02-15/21:20:00	2017-02-15/21:30:00	77.091	-1.867
2017-02-15/21:50:00	2017-02-15/22:00:00	76.103	-2.248
2017-02-16/20:10:00	2017-02-16/20:20:00	89.589	-0.823
2017-02-16/20:50:00	2017-02-16/21:00:00	64.337	-0.918
2017-02-16/21:20:00	2017-02-16/21:30:00	61.855	-3.348
2017-02-17/13:35:00	2017-02-17/13:45:00	112.344	-3.955
2017-02-17/14:05:00	2017-02-17/14:15:00	107.664	-4.278
2017-02-17/14:35:00	2017-02-17/14:45:00	101.956	-4.76
2017-02-17/15:40:00	2017-02-17/15:50:00	112.27	-4.482
2017-02-17/16:45:00	2017-02-17/16:55:00	112.403	-4.835
2017-02-18/19:05:00	2017-02-18/19:15:00	76.117	-5.935
2017-02-18/19:35:00	2017-02-18/19:45:00	79.306	-6.495
2017-02-19/05:45:00	2017-02-19/05:55:00	126.671	-5.313
2017-02-19/07:00:00	2017-02-19/07:10:00	99.333	-5.503
2017-02-19/07:30:00	2017-02-19/07:40:00	100.038	-5.23
2017-02-20/11:30:00	2017-02-20/11:40:00	61.315	-4.505
2017-02-20/12:10:00	2017-02-20/12:20:00	105.369	-4.747
2017-02-22/07:05:00	2017-02-22/07:15:00	110.427	-4.74
2017-02-22/07:50:00	2017-02-22/08:00:00	111.07	-5.175
2017-02-22/08:20:00	2017-02-22/08:30:00	112.864	-5.193
2017-02-22/08:50:00	2017-02-22/09:00:00	100.708	-5.212
2017-02-22/09:20:00	2017-02-22/09:30:00	105.484	-5.323
2017-02-22/12:30:00	2017-02-22/12:40:00	54.899	-2.34
2017-02-22/19:30:00	2017-02-22/19:40:00	109.576	-4.267
2017-02-22/20:00:00	2017-02-22/20:10:00	108.964	-4.745
2017-02-22/20:45:00	2017-02-22/20:55:00	85.075	-4.05
2017-02-23/13:20:00	2017-02-23/13:30:00	81.002	-3.913
2017-02-23/20:55:00	2017-02-23/21:05:00	45.952	2.42
2017-02-23/21:45:00	2017-02-23/21:55:00	64.759	-0.477
2017-02-25/05:30:00	2017-02-25/05:40:00	75.798	-2.935
2017-02-25/16:15:00	2017-02-25/16:25:00	72.811	2.16
2017-02-25/17:25:00	2017-02-25/17:35:00	62.139	1.152
2017-02-25/17:55:00	2017-02-25/18:05:00	77.689	2.822
2017-02-25/18:30:00	2017-02-25/18:40:00	66.031	1.643
2017-02-27/02:15:00	2017-02-27/02:25:00	121.843	-0.517
2017-02-27/03:15:00	2017-02-27/03:25:00	117.403	-2.235
2017-02-27/04:00:00	2017-02-27/04:10:00	68.917	-3.123
2017-02-27/15:10:00	2017-02-27/15:20:00	106.866	-3.792
2017-03-11/23:20:00	2017-03-11/23:30:00	121.841	-4.205
2017-03-13/08:00:00	2017-03-13/08:10:00	45.273	2.302
2017-03-13/09:20:00	2017-03-13/09:30:00	65.807	2.682
2017-03-15/01:20:00	2017-03-15/01:30:00	100.585	-0.53
2017-03-15/01:50:00	2017-03-15/02:00:00	105.499	-1.205
2017-03-15/04:20:00	2017-03-15/04:30:00	114.439	-2.327
2017-03-15/05:05:00	2017-03-15/05:15:00	120.45	-2.495
2017-03-15/05:40:00	2017-03-15/05:50:00	118.02	-2.578
2017-03-15/06:10:00	2017-03-15/06:20:00	125.011	-2.422
2017-03-15/09:40:00	2017-03-15/09:50:00	105.165	-3.605
2017-03-15/11:05:00	2017-03-15/11:15:00	57.564	-4.613
2017-03-15/12:10:00	2017-03-15/12:20:00	67.102	-5.667
2017-03-15/12:40:00	2017-03-15/12:50:00	89.728	-5.323
2017-03-15/13:30:00	2017-03-15/13:40:00	98.906	-4.685
2017-03-15/15:20:00	2017-03-15/15:30:00	73.274	-2.057
2017-03-15/18:00:00	2017-03-15/18:10:00	97.574	-5.095
2017-03-16/13:55:00	2017-03-16/14:05:00	86.441	-2.312
2017-03-16/14:25:00	2017-03-16/14:35:00	83.865	-1.878
2017-03-16/16:35:00	2017-03-16/16:45:00	55.09	-0.248
2017-03-16/17:15:00	2017-03-16/17:25:00	48.261	-0.218
2017-03-16/23:05:00	2017-03-16/23:15:00	65.749	-0.152
2017-03-16/23:35:00	2017-03-16/23:45:00	64.946	-0.583
2017-03-17/00:05:00	2017-03-17/00:15:00	64.585	-0.305
2017-03-17/01:30:00	2017-03-17/01:40:00	49.971	0.435
2017-03-17/05:50:00	2017-03-17/06:00:00	84.339	0.277
2017-03-17/06:20:00	2017-03-17/06:30:00	101.556	1.423
2017-03-17/10:50:00	2017-03-17/11:00:00	77.018	-0.96
2017-03-17/12:35:00	2017-03-17/12:45:00	85.346	-1.872
2017-03-17/13:20:00	2017-03-17/13:30:00	113.432	-1.478
2017-03-17/14:45:00	2017-03-17/14:55:00	70.235	-1.162
2017-03-17/19:10:00	2017-03-17/19:20:00	109.38	-2.205
2017-03-18/07:35:00	2017-03-18/07:45:00	49.105	-1.05
2017-03-18/08:15:00	2017-03-18/08:25:00	75.616	0.973
2017-03-18/11:05:00	2017-03-18/11:15:00	89.155	1.13
2017-03-18/11:50:00	2017-03-18/12:00:00	70.242	1.022
2017-03-18/12:25:00	2017-03-18/12:35:00	70.46	0.838
2017-03-18/12:55:00	2017-03-18/13:05:00	61.301	1.253
2017-03-18/13:25:00	2017-03-18/13:35:00	48.431	1.512
2017-03-18/17:20:00	2017-03-18/17:30:00	102.109	-1.378
2017-03-18/22:00:00	2017-03-18/22:10:00	48.992	-2.063
2017-03-19/07:30:00	2017-03-19/07:40:00	67.533	-2.233
2017-03-19/12:20:00	2017-03-19/12:30:00	54.606	-0.202
2017-03-19/14:55:00	2017-03-19/15:05:00	98.785	-1.665
2017-03-19/15:25:00	2017-03-19/15:35:00	111.714	-1.865
2017-03-19/16:15:00	2017-03-19/16:25:00	122.513	-0.897
2017-03-19/16:50:00	2017-03-19/17:00:00	122.66	-1.338
2017-03-19/17:20:00	2017-03-19/17:30:00	106.502	-0.475
2017-03-19/17:50:00	2017-03-19/18:00:00	116.856	-0.792
2017-03-19/18:20:00	2017-03-19/18:30:00	125.739	-0.915
2017-03-19/18:50:00	2017-03-19/19:00:00	106.014	-1.102
2017-03-19/19:20:00	2017-03-19/19:30:00	100.587	-1.457
2017-03-20/05:25:00	2017-03-20/05:35:00	126.218	-2.178
2017-03-20/06:10:00	2017-03-20/06:20:00	133.196	-2.063
2017-03-20/06:40:00	2017-03-20/06:50:00	119.877	-2.34
2017-03-20/07:55:00	2017-03-20/08:05:00	106.157	-1.95
2017-03-20/08:30:00	2017-03-20/08:40:00	114.2	-2.177
2017-03-20/09:55:00	2017-03-20/10:05:00	56.376	2.332
2017-03-20/23:40:00	2017-03-20/23:50:00	59.351	1.217
2017-03-21/04:15:00	2017-03-21/04:25:00	127.771	-8.962
2017-03-22/08:35:00	2017-03-22/08:45:00	73.292	-2.818
2017-03-22/12:15:00	2017-03-22/12:25:00	79.597	-3.055
2017-03-22/17:15:00	2017-03-22/17:25:00	113.444	-2.333
2017-03-22/18:15:00	2017-03-22/18:25:00	127.537	-2.078
2017-03-24/03:35:00	2017-03-24/03:45:00	45.03	-2.243
2017-03-24/07:35:00	2017-03-24/07:45:00	67.449	-2.902
2017-03-24/08:05:00	2017-03-24/08:15:00	56.155	-2.753
2017-03-24/10:20:00	2017-03-24/10:30:00	107.5	-2.888
2017-03-26/10:35:00	2017-03-26/10:45:00	114.553	-2.803
2017-04-03/07:15:00	2017-04-03/07:25:00	66.696	5.015
2017-04-03/07:45:00	2017-04-03/07:55:00	94.9	5.043
2017-04-04/07:45:00	2017-04-04/07:55:00	115.586	-3.787
2017-04-06/00:25:00	2017-04-06/00:35:00	58.25	5.937
2017-04-09/02:05:00	2017-04-09/02:15:00	118.479	-4.458
2017-04-09/07:40:00	2017-04-09/07:50:00	108.94	-3.967
2017-04-09/08:10:00	2017-04-09/08:20:00	117.654	-3.84
2017-04-09/10:45:00	2017-04-09/10:55:00	111.929	-4.937
2017-04-09/11:15:00	2017-04-09/11:25:00	117.793	-4.907
2017-04-09/11:45:00	2017-04-09/11:55:00	123.344	-4.917
2017-04-09/12:15:00	2017-04-09/12:25:00	121.045	-5.083
2017-04-09/12:45:00	2017-04-09/12:55:00	121.913	-4.735
2017-04-09/13:15:00	2017-04-09/13:25:00	116.854	-3.82
2017-04-09/13:45:00	2017-04-09/13:55:00	116.503	-4.187
2017-04-09/15:20:00	2017-04-09/15:30:00	86.745	-4.057
2017-04-09/21:10:00	2017-04-09/21:20:00	65.963	0.038
2017-04-09/21:40:00	2017-04-09/21:50:00	51.911	1.452
2017-04-09/22:40:00	2017-04-09/22:50:00	60.665	1.747
2017-04-10/00:15:00	2017-04-10/00:25:00	47.585	1.697
2017-04-10/05:50:00	2017-04-10/06:00:00	45.157	5.275
2017-04-10/07:50:00	2017-04-10/08:00:00	50.032	5.377
2017-04-10/09:45:00	2017-04-10/09:55:00	67.838	2.193
2017-04-12/19:55:00	2017-04-12/20:05:00	57.412	2.435
2017-04-14/11:05:00	2017-04-14/11:15:00	131.182	-4.695
2017-04-15/14:35:00	2017-04-15/14:45:00	120.282	0.635
2017-04-17/16:00:00	2017-04-17/16:10:00	66.379	-1.357
2017-04-17/16:30:00	2017-04-17/16:40:00	76.269	-1.288
2017-04-17/17:40:00	2017-04-17/17:50:00	107.61	-1.627
2017-04-17/18:10:00	2017-04-17/18:20:00	117.996	-1.55
2017-04-17/18:45:00	2017-04-17/18:55:00	91.527	-1.325
2017-04-17/19:40:00	2017-04-17/19:50:00	78.52	-1.965
2017-04-17/20:10:00	2017-04-17/20:20:00	90.947	-1.72
2017-04-17/23:40:00	2017-04-17/23:50:00	127.743	-0.475
2017-04-18/00:15:00	2017-04-18/00:25:00	127.713	-1.197
2017-04-18/05:55:00	2017-04-18/06:05:00	71.825	-1.235
2017-04-18/08:20:00	2017-04-18/08:30:00	100.848	-2.917
2017-04-18/09:20:00	2017-04-18/09:30:00	76.862	-1.36
2017-04-18/09:50:00	2017-04-18/10:00:00	118.084	-2.922
2017-04-18/10:20:00	2017-04-18/10:30:00	123.443	-3.033
2017-04-18/10:50:00	2017-04-18/11:00:00	132.437	-2.842
2017-04-18/11:35:00	2017-04-18/11:45:00	131.595	-1.712
2017-04-18/13:05:00	2017-04-18/13:15:00	71.516	-2.53
2017-04-18/18:50:00	2017-04-18/19:00:00	61.367	-1.413
2017-04-19/02:55:00	2017-04-19/03:05:00	123.261	-6.747
2017-04-19/03:25:00	2017-04-19/03:35:00	127.81	-6.822
2017-04-19/04:00:00	2017-04-19/04:10:00	129.581	-6.077
2017-04-20/06:25:00	2017-04-20/06:35:00	120.568	-0.965
2017-04-20/07:55:00	2017-04-20/08:05:00	63.573	-0.39
2017-04-21/05:30:00	2017-04-21/05:40:00	130.956	-2.218
2017-04-21/12:45:00	2017-04-21/12:55:00	116.361	-4.36
2017-04-21/14:00:00	2017-04-21/14:10:00	106.518	-4.305
2017-04-21/14:30:00	2017-04-21/14:40:00	111.814	-3.935
2017-04-21/23:00:00	2017-04-21/23:10:00	63.792	4.842
2017-05-01/07:10:00	2017-05-01/07:20:00	59.898	-2.873
2017-05-01/17:20:00	2017-05-01/17:30:00	70.277	-2.695
2017-05-01/17:50:00	2017-05-01/18:00:00	65.846	-2.395
2017-05-01/18:20:00	2017-05-01/18:30:00	70.965	-1.76
2017-05-01/19:00:00	2017-05-01/19:10:00	104.434	-1.407
2017-05-01/20:00:00	2017-05-01/20:10:00	60.534	-3.347
2017-05-01/21:10:00	2017-05-01/21:20:00	93.791	-2.132
2017-05-02/07:00:00	2017-05-02/07:10:00	45.089	-2.613
2017-05-02/11:40:00	2017-05-02/11:50:00	52.282	-5.023
2017-05-02/14:45:00	2017-05-02/14:55:00	48.536	-4.922
2017-05-02/15:15:00	2017-05-02/15:25:00	57.957	-4.715
2017-05-02/17:50:00	2017-05-02/18:00:00	59.499	-2.403
2017-05-02/20:20:00	2017-05-02/20:30:00	60.717	-1.777
2017-05-03/21:50:00	2017-05-03/22:00:00	45.925	-3.082
2017-05-03/22:20:00	2017-05-03/22:30:00	50.984	-2.898
2017-05-03/22:50:00	2017-05-03/23:00:00	55.859	-2.88
2017-05-04/01:05:00	2017-05-04/01:15:00	58.502	-1.585
2017-05-06/18:20:00	2017-05-06/18:30:00	67.288	4.535
2017-05-06/22:20:00	2017-05-06/22:30:00	86.043	2.632
2017-05-06/23:00:00	2017-05-06/23:10:00	67.995	2.482
2017-05-07/00:00:00	2017-05-07/00:10:00	81.789	2.282
2017-05-07/00:50:00	2017-05-07/01:00:00	80.545	1.467
2017-05-07/01:20:00	2017-05-07/01:30:00	97.549	0.918
2017-05-09/18:35:00	2017-05-09/18:45:00	82.755	-0.627
2017-05-09/19:05:00	2017-05-09/19:15:00	77.892	-1.612
2017-05-09/19:35:00	2017-05-09/19:45:00	82.863	-1.998
2017-05-09/20:10:00	2017-05-09/20:20:00	83.608	-2.437
2017-05-09/22:30:00	2017-05-09/22:40:00	72.835	-1.852
2017-05-11/00:10:00	2017-05-11/00:20:00	49.442	5.418
2017-05-11/02:20:00	2017-05-11/02:30:00	49.332	2.682
2017-05-11/03:20:00	2017-05-11/03:30:00	97.504	1.853
2017-05-11/06:25:00	2017-05-11/06:35:00	62.103	1.285
2017-05-11/07:55:00	2017-05-11/08:05:00	58.677	-1.263
2017-05-11/09:35:00	2017-05-11/09:45:00	78.802	-0.918
2017-05-11/10:05:00	2017-05-11/10:15:00	79.2	-1.808
