Start_str	End_str	Clang_avg	Bx_avg(nT)
2018-09-02 22:25:00	2018-09-02 22:35:00	80.565	-2.445
2018-09-04 07:05:00	2018-09-04 07:15:00	119.824	0.638
2018-09-06 16:10:00	2018-09-06 16:20:00	87.721	-0.273
2018-09-06 19:50:00	2018-09-06 20:00:00	109.551	-1.908
2018-09-08 11:35:00	2018-09-08 11:45:00	129.735	-3.628
2018-09-08 12:05:00	2018-09-08 12:15:00	113.122	-3.707
2018-09-08 12:55:00	2018-09-08 13:05:00	119.08	-2.893
2018-09-08 16:25:00	2018-09-08 16:35:00	123.331	-1.235
2018-09-09 02:25:00	2018-09-09 02:35:00	86.372	-2.75
2018-09-09 22:55:00	2018-09-09 23:05:00	61.636	-3.433
2018-09-09 23:25:00	2018-09-09 23:35:00	69.275	-3.295
2018-09-11 03:15:00	2018-09-11 03:25:00	105.293	-5.858
2018-09-12 08:30:00	2018-09-12 08:40:00	89.155	-4.585
2018-09-12 09:00:00	2018-09-12 09:10:00	88.295	-4.73
2018-09-12 16:15:00	2018-09-12 16:25:00	131.367	-4.28
2018-09-12 17:15:00	2018-09-12 17:25:00	112.475	-4.605
2018-09-12 17:45:00	2018-09-12 17:55:00	113.6	-2.302
2018-09-12 18:45:00	2018-09-12 18:55:00	105.321	0.022
2018-09-13 14:30:00	2018-09-13 14:40:00	104.855	-3.587
2018-09-13 20:05:00	2018-09-13 20:15:00	103.353	-4.755
2018-09-13 23:35:00	2018-09-13 23:45:00	119.235	-2.858
2018-09-14 06:55:00	2018-09-14 07:05:00	74.617	-3.932
2018-09-14 09:20:00	2018-09-14 09:30:00	105.847	-4.05
2018-09-16 15:30:00	2018-09-16 15:40:00	106.546	-2.907
2018-09-16 22:20:00	2018-09-16 22:30:00	132.103	-3.348
2018-09-20 01:50:00	2018-09-20 02:00:00	68.407	4.147
2018-09-20 02:20:00	2018-09-20 02:30:00	49.48	3.965
2018-09-22 04:35:00	2018-09-22 04:45:00	111.597	-4.358
2018-09-22 05:15:00	2018-09-22 05:25:00	119.155	-3.885
2018-09-22 16:55:00	2018-09-22 17:05:00	83.99	-4.13
2018-09-22 17:50:00	2018-09-22 18:00:00	105.067	0.305
2018-09-22 19:30:00	2018-09-22 19:40:00	120.956	-1.652
2018-09-23 04:20:00	2018-09-23 04:30:00	115.948	-3.607
2018-09-25 16:30:00	2018-09-25 16:40:00	76.415	-6.572
2018-09-25 17:50:00	2018-09-25 18:00:00	83.021	-5.085
2018-09-26 03:10:00	2018-09-26 03:20:00	94.75	-3.568
2018-09-26 03:55:00	2018-09-26 04:05:00	103.542	-2.398
2018-09-26 04:25:00	2018-09-26 04:35:00	106.765	-0.808
2018-09-26 04:55:00	2018-09-26 05:05:00	115.986	0.555
2018-09-26 05:25:00	2018-09-26 05:35:00	134.108	3.032
2018-09-26 19:00:00	2018-09-26 19:10:00	49.336	-4.872
2018-09-26 19:30:00	2018-09-26 19:40:00	68.065	-5.025
2018-09-26 20:00:00	2018-09-26 20:10:00	77.053	-4.687
2018-09-26 20:30:00	2018-09-26 20:40:00	75.632	-4.385
2018-09-27 15:25:00	2018-09-27 15:35:00	103.776	-3.338
2018-09-28 05:15:00	2018-09-28 05:25:00	126.312	3.398
2018-09-28 05:50:00	2018-09-28 06:00:00	118.107	3.553
2018-09-28 06:20:00	2018-09-28 06:30:00	119.475	2.975
2018-09-28 06:50:00	2018-09-28 07:00:00	112.116	2.737
2018-09-28 07:20:00	2018-09-28 07:30:00	94.316	2.428
2018-09-28 07:50:00	2018-09-28 08:00:00	98.545	2.827
2018-09-29 02:00:00	2018-09-29 02:10:00	96.765	-3.663
2018-09-29 03:00:00	2018-09-29 03:10:00	102.163	-3.69
2018-09-29 03:40:00	2018-09-29 03:50:00	84.623	-6.105
2018-09-29 04:10:00	2018-09-29 04:20:00	115.917	-2.367
2018-09-29 05:15:00	2018-09-29 05:25:00	66.015	-5.423
2018-09-29 09:40:00	2018-09-29 09:50:00	99.122	-2.255
2018-09-29 10:10:00	2018-09-29 10:20:00	96.386	-2.21
2018-09-29 11:20:00	2018-09-29 11:30:00	126.744	-3.083
2018-09-29 11:50:00	2018-09-29 12:00:00	126.109	-2.94
2018-09-29 12:50:00	2018-09-29 13:00:00	103.83	-4.183
2018-09-29 13:25:00	2018-09-29 13:35:00	107.51	-3.587
2018-09-29 13:55:00	2018-09-29 14:05:00	117.447	-3.488
2018-09-29 14:25:00	2018-09-29 14:35:00	91.003	-3.797
2018-09-29 15:20:00	2018-09-29 15:30:00	96.547	-4.952
2018-09-30 14:05:00	2018-09-30 14:15:00	134.303	-2.858
2018-09-30 14:35:00	2018-09-30 14:45:00	134.659	-2.92
2018-09-30 17:00:00	2018-09-30 17:10:00	112.104	-3.738
2018-09-30 19:25:00	2018-09-30 19:35:00	68.193	-3.105
2018-10-01 04:25:00	2018-10-01 04:35:00	123.858	-2.223
2018-10-01 06:15:00	2018-10-01 06:25:00	126.633	-2.855
2018-10-01 06:45:00	2018-10-01 06:55:00	116.555	-3.122
2018-10-01 07:15:00	2018-10-01 07:25:00	118.695	-2.488
2018-10-01 19:25:00	2018-10-01 19:35:00	46.476	-5.132
2018-10-01 23:55:00	2018-10-02 00:05:00	117.308	-0.942
2018-10-02 09:50:00	2018-10-02 10:00:00	66.975	-4.667
2018-10-02 10:20:00	2018-10-02 10:30:00	71.028	-4.605
2018-10-05 00:15:00	2018-10-05 00:25:00	113.519	-1.625
2018-10-05 00:45:00	2018-10-05 00:55:00	107.629	-1.498
2018-10-05 01:55:00	2018-10-05 02:05:00	105.44	-1.457
2018-10-05 02:25:00	2018-10-05 02:35:00	97.659	-2.063
2018-10-05 02:55:00	2018-10-05 03:05:00	100.107	-2.283
2018-10-06 11:50:00	2018-10-06 12:00:00	85.734	-0.808
2018-10-06 12:50:00	2018-10-06 13:00:00	84.241	-0.865
2018-10-06 13:20:00	2018-10-06 13:30:00	70.55	-0.867
2018-10-06 13:50:00	2018-10-06 14:00:00	71.982	-0.885
2018-10-06 15:20:00	2018-10-06 15:30:00	79.065	0.193
2018-10-07 21:15:00	2018-10-07 21:25:00	102.017	-2.737
2018-10-10 02:20:00	2018-10-10 02:30:00	80.255	-4.203
2018-10-11 20:00:00	2018-10-11 20:10:00	121.161	1.137
2018-10-11 20:30:00	2018-10-11 20:40:00	114.19	0.878
2018-10-11 21:05:00	2018-10-11 21:15:00	88.922	-1.768
2018-10-12 09:15:00	2018-10-12 09:25:00	132.614	1.147
2018-10-12 10:50:00	2018-10-12 11:00:00	110.324	0.318
2018-10-12 11:45:00	2018-10-12 11:55:00	97.005	1.747
2018-10-12 12:55:00	2018-10-12 13:05:00	77.95	-1.273
2018-10-12 13:25:00	2018-10-12 13:35:00	79.296	0.132
2018-10-12 14:55:00	2018-10-12 15:05:00	132.575	2.255
2018-10-13 00:35:00	2018-10-13 00:45:00	82.258	-3.113
2018-10-14 18:25:00	2018-10-14 18:35:00	84.922	3.642
2018-10-16 14:05:00	2018-10-16 14:15:00	109.28	3.163
2018-10-21 22:00:00	2018-10-21 22:10:00	124.69	-4.358
2018-10-22 00:25:00	2018-10-22 00:35:00	108.556	1.158
2018-10-22 00:55:00	2018-10-22 01:05:00	103.46	1.352
2018-10-23 05:45:00	2018-10-23 05:55:00	114.837	0.727
2018-10-23 08:10:00	2018-10-23 08:20:00	107.951	0.637
2018-10-23 11:50:00	2018-10-23 12:00:00	112.826	-1.485
2018-10-23 12:20:00	2018-10-23 12:30:00	109.449	-1.92
2018-10-23 12:50:00	2018-10-23 13:00:00	108.605	-1.218
2018-10-31 16:55:00	2018-10-31 17:05:00	112.031	-2.562
2018-10-31 17:30:00	2018-10-31 17:40:00	70.497	-3.47
2018-10-31 20:30:00	2018-10-31 20:40:00	84.763	-4.36
2018-10-31 21:00:00	2018-10-31 21:10:00	73.77	-4.225
2018-10-31 22:00:00	2018-10-31 22:10:00	108.482	-2.653
2018-10-31 22:30:00	2018-10-31 22:40:00	91.646	-3.088
2018-10-31 23:00:00	2018-10-31 23:10:00	103.212	-2.995
2018-10-31 23:45:00	2018-10-31 23:55:00	91.46	-3.328
2018-11-01 00:50:00	2018-11-01 01:00:00	76.205	-2.98
2018-11-01 23:10:00	2018-11-01 23:20:00	90.564	-3.382
2018-11-01 23:40:00	2018-11-01 23:50:00	102.372	-2.515
2018-11-02 00:15:00	2018-11-02 00:25:00	119.202	-2.222
2018-11-02 01:00:00	2018-11-02 01:10:00	92.8	-2.74
2018-11-02 01:30:00	2018-11-02 01:40:00	80.142	-1.522
