Start_trang	End_trang	Clang_avg	Bx_avg(nT)
2018-01-17/19:40:00	2018-01-17/19:50:00	62.338	-2.617
2018-01-17/20:10:00	2018-01-17/20:20:00	75.837	-1.433
2018-01-17/20:40:00	2018-01-17/20:50:00	85.437	-0.793
2018-01-17/21:10:00	2018-01-17/21:20:00	88.717	-0.592
2018-01-17/21:40:00	2018-01-17/21:50:00	99.545	-0.23
2018-01-17/22:10:00	2018-01-17/22:20:00	97.122	-0.37
2018-01-18/01:00:00	2018-01-18/01:10:00	74.72	0.078
2018-01-18/01:30:00	2018-01-18/01:40:00	55.998	-0.033
2018-01-18/07:00:00	2018-01-18/07:10:00	68.688	0.683
2018-01-18/07:30:00	2018-01-18/07:40:00	64.696	0.705
2018-01-18/08:00:00	2018-01-18/08:10:00	65.973	1.03
2018-01-18/08:30:00	2018-01-18/08:40:00	70.004	0.765
2018-01-18/09:30:00	2018-01-18/09:40:00	85.886	-1.378
2018-01-18/10:35:00	2018-01-18/10:45:00	56.317	-1.595
2018-01-18/11:15:00	2018-01-18/11:25:00	81.229	-1.255
2018-01-18/13:10:00	2018-01-18/13:20:00	93.802	0.588
2018-01-18/13:50:00	2018-01-18/14:00:00	103.562	-1.68
2018-01-18/14:20:00	2018-01-18/14:30:00	101.31	-1.08
2018-01-18/14:50:00	2018-01-18/15:00:00	91.811	-0.862
2018-01-18/15:20:00	2018-01-18/15:30:00	87.151	-1.44
2018-01-20/04:30:00	2018-01-20/04:40:00	118.036	1.977
2018-01-20/20:20:00	2018-01-20/20:30:00	59.864	-5.122
2018-01-24/04:55:00	2018-01-24/05:05:00	52.745	-1.983
2018-01-24/06:05:00	2018-01-24/06:15:00	58.389	-1.927
2018-01-24/07:00:00	2018-01-24/07:10:00	75.567	-0.862
2018-01-24/13:35:00	2018-01-24/13:45:00	114.639	0.36
2018-01-24/14:05:00	2018-01-24/14:15:00	121.234	0.402
2018-01-24/17:20:00	2018-01-24/17:30:00	61.495	-1.338
2018-01-29/02:55:00	2018-01-29/03:05:00	70.242	-2.272
2018-01-29/03:25:00	2018-01-29/03:35:00	80.192	-2.588
2018-01-29/06:30:00	2018-01-29/06:40:00	60.706	-2.022
2018-01-29/13:25:00	2018-01-29/13:35:00	83.558	2.403
2018-01-29/16:55:00	2018-01-29/17:05:00	87.306	0.453
2018-01-29/17:35:00	2018-01-29/17:45:00	80.868	0.697
2018-01-29/19:30:00	2018-01-29/19:40:00	82.912	0.4
2018-01-29/21:10:00	2018-01-29/21:20:00	93.381	-1.558
2018-01-30/00:15:00	2018-01-30/00:25:00	65.699	-3.293
2018-01-30/01:45:00	2018-01-30/01:55:00	113.91	-0.762
2018-01-30/02:30:00	2018-01-30/02:40:00	94.147	-0.172
2018-01-30/04:10:00	2018-01-30/04:20:00	58.57	-1.297
2018-01-30/04:40:00	2018-01-30/04:50:00	59.091	-1.125
2018-01-30/05:10:00	2018-01-30/05:20:00	89.557	-2.515
2018-01-30/08:40:00	2018-01-30/08:50:00	105.877	0.537
2018-01-30/09:30:00	2018-01-30/09:40:00	89.857	0.738
2018-01-31/10:15:00	2018-01-31/10:25:00	110.472	0.512
2018-02-03/02:30:00	2018-02-03/02:40:00	61.638	-2.158
2018-02-03/03:40:00	2018-02-03/03:50:00	59.038	-2.073
2018-02-03/04:20:00	2018-02-03/04:30:00	128.052	-1.967
2018-02-03/16:20:00	2018-02-03/16:30:00	99.188	-1.163
2018-02-03/22:15:00	2018-02-03/22:25:00	92.357	-0.537
2018-02-04/07:30:00	2018-02-04/07:40:00	108.461	-1.283
2018-02-04/08:05:00	2018-02-04/08:15:00	100.199	-2.072
2018-02-04/08:35:00	2018-02-04/08:45:00	84.972	-2.313
2018-02-04/11:20:00	2018-02-04/11:30:00	50.492	-3.887
2018-02-04/11:50:00	2018-02-04/12:00:00	53.882	-3.718
2018-02-04/18:15:00	2018-02-04/18:25:00	90.887	-5.108
2018-02-04/21:00:00	2018-02-04/21:10:00	52.688	-5.252
2018-02-06/00:25:00	2018-02-06/00:35:00	58.395	-4.22
2018-02-06/08:00:00	2018-02-06/08:10:00	130.315	-3.698
2018-02-06/08:40:00	2018-02-06/08:50:00	88.035	-4.208
2018-02-06/09:10:00	2018-02-06/09:20:00	71.91	-4.328
2018-02-06/11:30:00	2018-02-06/11:40:00	89.275	-1.395
2018-02-06/13:05:00	2018-02-06/13:15:00	52.743	-3.997
2018-02-06/14:05:00	2018-02-06/14:15:00	81.948	-5.25
2018-02-07/00:35:00	2018-02-07/00:45:00	73.939	-2.347
2018-02-07/01:15:00	2018-02-07/01:25:00	87.487	-2.25
2018-02-07/02:00:00	2018-02-07/02:10:00	85.977	-2.087
2018-02-07/03:55:00	2018-02-07/04:05:00	63.641	-0.91
2018-02-07/04:25:00	2018-02-07/04:35:00	52.553	-1.825
2018-02-07/05:15:00	2018-02-07/05:25:00	66.748	-0.183
2018-02-07/05:45:00	2018-02-07/05:55:00	72.724	0.197
2018-02-07/06:15:00	2018-02-07/06:25:00	80.61	-0.107
2018-02-07/06:45:00	2018-02-07/06:55:00	82.579	0.593
2018-02-07/07:30:00	2018-02-07/07:40:00	73.551	-1.92
2018-02-07/08:20:00	2018-02-07/08:30:00	88.235	-1.815
2018-02-07/11:45:00	2018-02-07/11:55:00	119.193	-1.647
2018-02-07/12:35:00	2018-02-07/12:45:00	70.226	-2.558
2018-02-07/13:05:00	2018-02-07/13:15:00	57.541	-2.797
2018-02-07/14:10:00	2018-02-07/14:20:00	62.969	-2.768
2018-02-09/02:10:00	2018-02-09/02:20:00	104.531	3.01
2018-02-09/08:35:00	2018-02-09/08:45:00	65.389	-3.257
2018-02-09/20:35:00	2018-02-09/20:45:00	119.744	-1.36
2018-02-09/22:15:00	2018-02-09/22:25:00	113.389	-0.462
2018-02-09/23:45:00	2018-02-09/23:55:00	109.338	0.042
2018-02-10/00:55:00	2018-02-10/01:05:00	101.144	-1.095
2018-02-10/01:25:00	2018-02-10/01:35:00	94.708	1.225
2018-02-10/02:20:00	2018-02-10/02:30:00	95.374	1.67
2018-02-10/02:50:00	2018-02-10/03:00:00	92.961	2.057
2018-02-10/10:10:00	2018-02-10/10:20:00	116.342	4.195
2018-02-10/10:55:00	2018-02-10/11:05:00	114.841	3.747
2018-02-10/12:00:00	2018-02-10/12:10:00	119.928	4.607
2018-02-10/14:35:00	2018-02-10/14:45:00	124.346	4.077
2018-02-12/02:30:00	2018-02-12/02:40:00	50.135	0.603
2018-02-15/04:35:00	2018-02-15/04:45:00	103.573	0.598
2018-02-15/05:45:00	2018-02-15/05:55:00	100.428	0.628
2018-02-15/18:05:00	2018-02-15/18:15:00	56.69	-4.79
2018-02-16/05:40:00	2018-02-16/05:50:00	53.284	-1.778
2018-02-17/13:50:00	2018-02-17/14:00:00	84.77	3.587
2018-02-17/14:20:00	2018-02-17/14:30:00	70.281	3.408
2018-02-17/23:35:00	2018-02-17/23:45:00	133.719	5.75
2018-03-01/13:25:00	2018-03-01/13:35:00	56.704	2.647
2018-03-01/14:55:00	2018-03-01/15:05:00	54.141	2.38
2018-03-01/15:45:00	2018-03-01/15:55:00	126.79	2.255
2018-03-04/21:35:00	2018-03-04/21:45:00	131.216	-3.312
2018-03-05/01:20:00	2018-03-05/01:30:00	53.741	-4.352
2018-03-05/02:00:00	2018-03-05/02:10:00	74.905	1.118
2018-03-05/05:05:00	2018-03-05/05:15:00	45.348	-3.808
2018-03-05/06:45:00	2018-03-05/06:55:00	77.432	3.283
2018-03-06/09:30:00	2018-03-06/09:40:00	106.316	1.202
2018-03-06/19:40:00	2018-03-06/19:50:00	82.947	1.227
2018-03-07/04:40:00	2018-03-07/04:50:00	76.526	2.727
2018-03-07/09:25:00	2018-03-07/09:35:00	64.818	-3.423
2018-03-07/09:55:00	2018-03-07/10:05:00	64.245	-3.408
2018-03-07/10:25:00	2018-03-07/10:35:00	52.756	-3.667
2018-03-07/12:15:00	2018-03-07/12:25:00	70.744	-1.16
2018-03-07/12:45:00	2018-03-07/12:55:00	75.246	-1.022
2018-03-07/13:15:00	2018-03-07/13:25:00	69.771	-0.837
2018-03-07/13:45:00	2018-03-07/13:55:00	60.457	-0.523
2018-03-08/20:45:00	2018-03-08/20:55:00	68.423	0.353
2018-03-08/21:55:00	2018-03-08/22:05:00	113.226	2.663
2018-03-08/22:55:00	2018-03-08/23:05:00	87.893	2.398
2018-03-09/05:05:00	2018-03-09/05:15:00	70.015	1.613
2018-03-09/07:30:00	2018-03-09/07:40:00	51.597	0.03
2018-03-09/15:05:00	2018-03-09/15:15:00	76.501	-2.158
2018-03-09/15:55:00	2018-03-09/16:05:00	85.458	-2.328
2018-03-09/16:45:00	2018-03-09/16:55:00	91.948	-1.745
2018-03-12/02:15:00	2018-03-12/02:25:00	72.201	0.585
2018-03-12/02:45:00	2018-03-12/02:55:00	75.441	0.502
2018-03-12/04:05:00	2018-03-12/04:15:00	47.231	-1.03
2018-03-24/02:25:00	2018-03-24/02:35:00	90.692	-4.74
2018-03-25/21:50:00	2018-03-25/22:00:00	124.692	-1.338
2018-03-28/13:45:00	2018-03-28/13:55:00	115.171	2.288
2018-03-29/00:40:00	2018-03-29/00:50:00	49.125	2.725
2018-03-29/22:55:00	2018-03-29/23:05:00	64.888	-2.382
2018-03-30/06:50:00	2018-03-30/07:00:00	90.137	-1.995
2018-03-30/11:35:00	2018-03-30/11:45:00	120.63	2.308
2018-03-31/09:20:00	2018-03-31/09:30:00	116.74	1.693
2018-03-31/14:30:00	2018-03-31/14:40:00	127.973	-2.823
2018-03-31/17:45:00	2018-03-31/17:55:00	71.79	-2.793
2018-03-31/18:15:00	2018-03-31/18:25:00	81.74	-2.658
2018-04-01/01:35:00	2018-04-01/01:45:00	76.816	0.492
2018-04-01/03:15:00	2018-04-01/03:25:00	55.915	-2.422
2018-04-01/12:50:00	2018-04-01/13:00:00	102.785	-3.643
2018-04-01/13:20:00	2018-04-01/13:30:00	83.101	-4.08
2018-04-01/13:50:00	2018-04-01/14:00:00	75.719	-4.398
2018-04-01/14:20:00	2018-04-01/14:30:00	72.222	-4.785
2018-04-01/23:50:00	2018-04-02/00:00:00	54.561	-3.06
2018-04-02/06:45:00	2018-04-02/06:55:00	78.021	1.29
2018-04-02/07:45:00	2018-04-02/07:55:00	66.207	3.258
2018-04-02/08:15:00	2018-04-02/08:25:00	85.459	0.452
2018-04-02/09:00:00	2018-04-02/09:10:00	83.077	-0.757
2018-04-02/10:20:00	2018-04-02/10:30:00	90.494	-0.778
2018-04-03/08:50:00	2018-04-03/09:00:00	128.94	-3.068
2018-04-03/09:20:00	2018-04-03/09:30:00	75.315	-3.077
2018-04-03/09:50:00	2018-04-03/10:00:00	74.271	-2.947
2018-04-03/11:00:00	2018-04-03/11:10:00	60.92	-1.542
2018-04-03/11:50:00	2018-04-03/12:00:00	45.443	-2.373
2018-04-03/14:10:00	2018-04-03/14:20:00	48.348	-1.872
2018-04-03/16:00:00	2018-04-03/16:10:00	68.311	-0.953
2018-04-03/17:35:00	2018-04-03/17:45:00	50.626	-2.008
2018-04-03/18:05:00	2018-04-03/18:15:00	55.98	-1.777
2018-04-03/18:35:00	2018-04-03/18:45:00	54.212	-2.002
2018-04-03/19:05:00	2018-04-03/19:15:00	47.759	-2.228
2018-04-03/20:05:00	2018-04-03/20:15:00	45.172	-2.58
2018-04-03/21:05:00	2018-04-03/21:15:00	51.934	-2.635
2018-04-03/22:25:00	2018-04-03/22:35:00	53.876	-2.44
2018-04-03/22:55:00	2018-04-03/23:05:00	59.049	-2.29
2018-04-03/23:25:00	2018-04-03/23:35:00	63.477	-2.6
2018-04-03/23:55:00	2018-04-04/00:05:00	59.191	-2.523
2018-04-04/00:25:00	2018-04-04/00:35:00	53.184	-2.595
2018-04-04/01:10:00	2018-04-04/01:20:00	56.538	-2.462
2018-04-04/08:45:00	2018-04-04/08:55:00	54.645	-2.897
2018-04-04/09:15:00	2018-04-04/09:25:00	96.002	-2.682
2018-04-04/11:25:00	2018-04-04/11:35:00	127.046	-1.125
2018-04-04/14:25:00	2018-04-04/14:35:00	121.943	0.89
2018-04-04/14:55:00	2018-04-04/15:05:00	101.233	0.263
2018-04-04/17:00:00	2018-04-04/17:10:00	61.573	0.252
2018-04-05/02:55:00	2018-04-05/03:05:00	49.618	-0.925
2018-04-05/03:55:00	2018-04-05/04:05:00	59.716	-1.283
2018-04-05/05:15:00	2018-04-05/05:25:00	65.013	-1.655
2018-04-05/05:45:00	2018-04-05/05:55:00	64.1	-2.283
2018-04-05/06:15:00	2018-04-05/06:25:00	77.519	-2.117
2018-04-06/00:40:00	2018-04-06/00:50:00	51.897	-5.285
2018-04-06/01:30:00	2018-04-06/01:40:00	45.661	-5.35
2018-04-06/07:30:00	2018-04-06/07:40:00	80.495	-3.477
2018-04-06/08:25:00	2018-04-06/08:35:00	66.408	-1.523
2018-04-06/08:55:00	2018-04-06/09:05:00	64.936	-2.408
2018-04-06/09:25:00	2018-04-06/09:35:00	52.539	-3.86
2018-04-06/09:55:00	2018-04-06/10:05:00	64.105	-3.738
2018-04-06/10:25:00	2018-04-06/10:35:00	54.276	-4.082
2018-04-06/10:55:00	2018-04-06/11:05:00	61.538	-3.625
2018-04-06/11:25:00	2018-04-06/11:35:00	64.852	-3.572
2018-04-06/12:15:00	2018-04-06/12:25:00	69.007	-2.523
2018-04-06/12:45:00	2018-04-06/12:55:00	59.195	-3.363
2018-04-06/13:15:00	2018-04-06/13:25:00	82.999	-3.573
2018-04-06/13:45:00	2018-04-06/13:55:00	70.516	-3.9
2018-04-07/23:55:00	2018-04-08/00:05:00	90.116	2.875
2018-04-08/00:45:00	2018-04-08/00:55:00	59.022	3.547
2018-04-14/10:55:00	2018-04-14/11:05:00	45.706	3.987
2018-04-18/10:15:00	2018-04-18/10:25:00	127.951	3.365
2018-04-19/00:45:00	2018-04-19/00:55:00	79.98	2.51
2018-04-19/01:15:00	2018-04-19/01:25:00	100.512	2.765
2018-04-19/01:45:00	2018-04-19/01:55:00	98.171	2.48
2018-04-19/02:15:00	2018-04-19/02:25:00	92.761	2.657
2018-04-19/02:50:00	2018-04-19/03:00:00	96.58	1.545
2018-04-19/04:40:00	2018-04-19/04:50:00	126.549	0.998
2018-04-19/05:10:00	2018-04-19/05:20:00	134.598	0.545
2018-04-20/07:10:00	2018-04-20/07:20:00	104.154	-5.63
2018-04-21/11:25:00	2018-04-21/11:35:00	63.922	4.882
2018-04-23/02:15:00	2018-04-23/02:25:00	66.265	2.898
2018-04-24/06:10:00	2018-04-24/06:20:00	107.513	3.065
2018-04-24/07:00:00	2018-04-24/07:10:00	119.823	2.767
2018-04-26/00:00:00	2018-04-26/00:10:00	134.358	2.41
2018-04-26/00:40:00	2018-04-26/00:50:00	103.45	1.555
2018-04-26/13:35:00	2018-04-26/13:45:00	55.463	-3.043
2018-04-26/23:40:00	2018-04-26/23:50:00	81.098	-0.667
2018-04-27/06:50:00	2018-04-27/07:00:00	57.86	-1.362
2018-04-27/08:00:00	2018-04-27/08:10:00	51.046	-3.723
2018-04-28/14:45:00	2018-04-28/14:55:00	76.34	-3.437
2018-04-28/15:15:00	2018-04-28/15:25:00	66.281	-3.508
2018-04-28/15:45:00	2018-04-28/15:55:00	72.61	-2.51
2018-04-28/16:15:00	2018-04-28/16:25:00	78.523	-0.468
2018-04-28/17:05:00	2018-04-28/17:15:00	75.824	0.577
2018-04-28/22:55:00	2018-04-28/23:05:00	104.74	2.67
2018-04-28/23:25:00	2018-04-28/23:35:00	87.86	2.107
2018-04-29/00:00:00	2018-04-29/00:10:00	90.525	0.317
2018-04-29/01:40:00	2018-04-29/01:50:00	59.795	-3.108
2018-04-29/03:50:00	2018-04-29/04:00:00	57.339	-3.038
2018-04-29/04:20:00	2018-04-29/04:30:00	82.163	-2.913
2018-04-29/05:40:00	2018-04-29/05:50:00	83.917	-3.085
2018-04-29/06:10:00	2018-04-29/06:20:00	85.839	-2.993
2018-04-29/06:40:00	2018-04-29/06:50:00	85.754	-3.247
2018-04-29/07:40:00	2018-04-29/07:50:00	101.469	-2.558
2018-04-29/08:10:00	2018-04-29/08:20:00	104.448	-2.767
2018-04-29/08:55:00	2018-04-29/09:05:00	88.503	-1.253
2018-04-29/09:25:00	2018-04-29/09:35:00	85.244	-1.943
2018-04-29/09:55:00	2018-04-29/10:05:00	76.426	-2.365
2018-04-30/09:45:00	2018-04-30/09:55:00	56.156	-3.857
2018-04-30/11:10:00	2018-04-30/11:20:00	77.101	-3.042
2018-05-01/11:20:00	2018-05-01/11:30:00	85.481	-4.003
2018-05-02/02:35:00	2018-05-02/02:45:00	74.442	-3.168
2018-05-02/04:15:00	2018-05-02/04:25:00	111.233	-2.157
2018-05-02/04:45:00	2018-05-02/04:55:00	119.399	-2.373
2018-05-02/05:40:00	2018-05-02/05:50:00	99.324	-1.877
2018-05-02/06:10:00	2018-05-02/06:20:00	106.504	-2.788
2018-05-02/19:25:00	2018-05-02/19:35:00	70.574	-1.083
2018-05-02/20:55:00	2018-05-02/21:05:00	73.157	-0.857
2018-05-03/01:15:00	2018-05-03/01:25:00	65.727	-1.162
2018-05-03/02:40:00	2018-05-03/02:50:00	69.579	-2.282
2018-05-03/09:10:00	2018-05-03/09:20:00	63.556	-2.838
2018-05-04/04:50:00	2018-05-04/05:00:00	82.032	0.832
2018-05-04/05:20:00	2018-05-04/05:30:00	58.276	-0.762
2018-05-04/05:50:00	2018-05-04/06:00:00	81.693	-1.613
2018-05-05/00:55:00	2018-05-05/01:05:00	115.451	3.547
2018-05-05/08:25:00	2018-05-05/08:35:00	103.818	-0.547
2018-05-12/16:10:00	2018-05-12/16:20:00	46.903	3.682
2018-05-15/16:55:00	2018-05-15/17:05:00	128.613	0.352
2018-05-16/00:45:00	2018-05-16/00:55:00	50.392	2.192
2018-05-16/01:45:00	2018-05-16/01:55:00	48.475	2.63
2018-05-16/02:55:00	2018-05-16/03:05:00	47.846	2.685
2018-05-16/03:35:00	2018-05-16/03:45:00	53.376	2.77
2018-05-16/04:05:00	2018-05-16/04:15:00	55.91	2.427
2018-05-16/04:35:00	2018-05-16/04:45:00	49.452	2.935
2018-05-16/05:05:00	2018-05-16/05:15:00	59.79	2.733
2018-05-16/05:35:00	2018-05-16/05:45:00	61.027	2.905
2018-05-16/06:05:00	2018-05-16/06:15:00	76.355	2.84
2018-05-16/06:35:00	2018-05-16/06:45:00	82.696	2.547
2018-05-16/07:05:00	2018-05-16/07:15:00	76.454	3.312
2018-05-16/07:35:00	2018-05-16/07:45:00	82.485	3.275
2018-05-16/08:05:00	2018-05-16/08:15:00	83.637	3.388
2018-05-16/14:10:00	2018-05-16/14:20:00	130.027	3.888
2018-05-16/14:40:00	2018-05-16/14:50:00	115.67	3.76
2018-05-16/15:30:00	2018-05-16/15:40:00	98.354	3.037
2018-05-17/01:15:00	2018-05-17/01:25:00	133.082	3.767
2018-05-18/17:10:00	2018-05-18/17:20:00	71.308	2.538
2018-05-18/17:40:00	2018-05-18/17:50:00	48.592	3.247
2018-05-24/14:55:00	2018-05-24/15:05:00	59.285	3.568
2018-05-25/04:55:00	2018-05-25/05:05:00	85.852	1.378
2018-05-25/09:05:00	2018-05-25/09:15:00	95.821	-2.382
2018-05-25/10:50:00	2018-05-25/11:00:00	61.296	-2.735
2018-05-25/11:40:00	2018-05-25/11:50:00	120.603	-2.658
2018-05-25/14:40:00	2018-05-25/14:50:00	62.769	-2.353
2018-05-25/15:10:00	2018-05-25/15:20:00	56.97	-2.265
2018-05-25/15:40:00	2018-05-25/15:50:00	60.446	-2.093
2018-05-25/16:10:00	2018-05-25/16:20:00	57.684	-2.13
2018-05-25/18:35:00	2018-05-25/18:45:00	79.219	-1.548
2018-05-25/19:50:00	2018-05-25/20:00:00	62.925	-0.202
2018-05-25/22:35:00	2018-05-25/22:45:00	69.988	-3.648
2018-05-26/19:00:00	2018-05-26/19:10:00	88.015	0.378
2018-05-27/14:20:00	2018-05-27/14:30:00	81.037	-2.43
2018-05-27/14:50:00	2018-05-27/15:00:00	86.653	-1.37
2018-05-27/16:55:00	2018-05-27/17:05:00	53.888	-3.378
2018-05-27/17:30:00	2018-05-27/17:40:00	94.959	-3.553
2018-05-27/18:00:00	2018-05-27/18:10:00	87.13	-4.462
2018-05-27/18:30:00	2018-05-27/18:40:00	90.325	-4.04
2018-05-27/19:25:00	2018-05-27/19:35:00	95.093	-3.617
2018-05-27/20:10:00	2018-05-27/20:20:00	91.192	-1.623
2018-05-28/03:55:00	2018-05-28/04:05:00	109.755	-2.652
2018-05-28/07:55:00	2018-05-28/08:05:00	107.97	-2.247
2018-05-28/11:00:00	2018-05-28/11:10:00	54.0	-1.723
2018-05-28/11:35:00	2018-05-28/11:45:00	130.42	-1.157
2018-05-28/13:55:00	2018-05-28/14:05:00	95.346	-0.267
2018-05-28/14:25:00	2018-05-28/14:35:00	131.072	-1.697
2018-05-28/15:25:00	2018-05-28/15:35:00	67.033	-2.558
2018-05-29/12:25:00	2018-05-29/12:35:00	93.819	-2.447
2018-05-29/13:55:00	2018-05-29/14:05:00	91.054	-2.508
2018-05-29/14:30:00	2018-05-29/14:40:00	94.572	-1.33
2018-05-29/15:00:00	2018-05-29/15:10:00	91.379	-1.098
2018-05-29/17:20:00	2018-05-29/17:30:00	113.882	-3.292
2018-05-29/17:55:00	2018-05-29/18:05:00	69.494	-1.018
2018-05-29/18:25:00	2018-05-29/18:35:00	64.899	-0.698
2018-05-29/20:50:00	2018-05-29/21:00:00	115.73	-0.058
2018-05-29/21:20:00	2018-05-29/21:30:00	94.137	-2.112
2018-05-29/21:55:00	2018-05-29/22:05:00	94.758	-2.018
2018-05-29/22:25:00	2018-05-29/22:35:00	94.662	-1.222
2018-05-29/22:55:00	2018-05-29/23:05:00	111.409	-0.702
2018-05-30/02:40:00	2018-05-30/02:50:00	46.453	-1.908
2018-05-30/05:00:00	2018-05-30/05:10:00	114.888	-1.262
2018-05-30/05:50:00	2018-05-30/06:00:00	109.569	-0.605
2018-05-30/07:00:00	2018-05-30/07:10:00	52.655	-1.783
2018-05-30/16:30:00	2018-05-30/16:40:00	89.815	-1.295
2018-05-30/17:20:00	2018-05-30/17:30:00	91.329	1.37
2018-05-30/17:50:00	2018-05-30/18:00:00	75.625	0.392
2018-05-30/18:20:00	2018-05-30/18:30:00	66.926	-1.37
