Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2021-01-16/11:40:00	2021-01-16/11:50:00	226.587	-0.678	-2.647	-2.483
2021-01-16/13:05:00	2021-01-16/13:15:00	311.461	2.595	-2.607	2.34
2021-01-16/14:30:00	2021-01-16/14:40:00	267.988	2.325	-3.165	-0.083
2021-01-16/18:15:00	2021-01-16/18:25:00	240.89	1.203	-3.433	-1.967
2021-01-16/18:45:00	2021-01-16/18:55:00	264.096	1.968	-3.023	-0.32
2021-01-16/19:25:00	2021-01-16/19:35:00	248.667	1.698	-3.245	-1.29
2021-01-16/19:55:00	2021-01-16/20:05:00	242.145	1.213	-3.163	-1.663
2021-01-16/20:25:00	2021-01-16/20:35:00	240.29	1.092	-3.095	-1.765
2021-01-16/20:55:00	2021-01-16/21:05:00	235.729	0.792	-2.837	-1.932
2021-01-16/21:25:00	2021-01-16/21:35:00	230.897	0.972	-2.64	-2.145
2021-01-16/23:20:00	2021-01-16/23:30:00	287.52	3.05	-2.537	0.792
2021-01-16/23:50:00	2021-01-17/00:00:00	274.534	3.365	-2.395	0.2
2021-01-17/00:25:00	2021-01-17/00:35:00	262.594	2.792	-2.852	-0.36
2021-01-22/04:05:00	2021-01-22/04:15:00	232.225	-1.488	-1.452	-1.153
2021-01-22/18:30:00	2021-01-22/18:40:00	240.769	-1.698	-3.958	-2.268
2021-01-26/00:10:00	2021-01-26/00:20:00	293.663	5.165	-6.375	2.805
2021-01-26/00:45:00	2021-01-26/00:55:00	306.013	3.148	-6.318	4.615
2021-01-26/06:55:00	2021-01-26/07:05:00	292.433	3.362	-2.16	0.888
2021-01-26/07:40:00	2021-01-26/07:50:00	255.866	3.053	-2.378	-0.607
2021-01-26/08:30:00	2021-01-26/08:40:00	250.975	3.112	-1.535	-0.523
2021-01-26/09:00:00	2021-01-26/09:10:00	240.23	2.942	-1.78	-1.017
2021-01-26/10:35:00	2021-01-26/10:45:00	241.838	1.835	-2.267	-1.202
2021-01-26/11:25:00	2021-01-26/11:35:00	233.002	1.812	-1.843	-1.408
2021-01-26/20:25:00	2021-01-26/20:35:00	247.485	3.233	-2.028	-0.823
2021-01-26/22:55:00	2021-01-26/23:05:00	254.888	4.185	-2.053	-0.555
2021-01-27/05:20:00	2021-01-27/05:30:00	308.617	4.587	-1.925	1.523
2021-01-27/05:55:00	2021-01-27/06:05:00	274.795	2.723	-3.983	0.263
2021-01-27/07:45:00	2021-01-27/07:55:00	285.782	3.787	-2.675	0.817
2021-01-27/08:15:00	2021-01-27/08:25:00	258.603	2.658	-3.3	-0.783
2021-01-27/09:00:00	2021-01-27/09:10:00	261.616	2.18	-3.605	-0.648
2021-01-27/11:05:00	2021-01-27/11:15:00	243.164	2.875	-2.987	-1.622
2021-01-27/12:00:00	2021-01-27/12:10:00	254.305	2.802	-3.193	-0.898
2021-01-27/12:30:00	2021-01-27/12:40:00	245.497	2.607	-2.567	-1.148
2021-01-29/10:05:00	2021-01-29/10:15:00	256.253	1.567	-2.01	-0.493
2021-01-29/10:35:00	2021-01-29/10:45:00	240.282	1.055	-2.158	-1.242
2021-01-29/11:05:00	2021-01-29/11:15:00	249.08	-0.283	-2.593	-0.99
2021-01-29/11:35:00	2021-01-29/11:45:00	257.246	-0.292	-2.73	-0.618
2021-01-29/12:05:00	2021-01-29/12:15:00	257.609	-0.003	-2.715	-0.597
2021-01-29/12:35:00	2021-01-29/12:45:00	253.512	0.075	-2.695	-0.797
2021-01-29/13:05:00	2021-01-29/13:15:00	253.416	0.602	-2.517	-0.738
2021-01-29/13:35:00	2021-01-29/13:45:00	252.59	-0.352	-2.848	-0.9
2021-01-29/14:05:00	2021-01-29/14:15:00	257.737	0.62	-2.692	-0.598
2021-01-29/16:05:00	2021-01-29/16:15:00	236.98	-2.042	-1.862	-1.183
2021-01-29/17:30:00	2021-01-29/17:40:00	236.216	-2.322	-1.923	-1.268
2021-01-29/18:15:00	2021-01-29/18:25:00	238.879	-1.25	-2.07	-1.227
2021-01-29/20:05:00	2021-01-29/20:15:00	230.839	0.42	-1.912	-1.548
2021-01-29/21:10:00	2021-01-29/21:20:00	235.367	-0.817	-2.45	-1.697
2021-01-29/21:40:00	2021-01-29/21:50:00	245.808	0.167	-2.508	-1.148
2021-01-30/05:50:00	2021-01-30/06:00:00	259.826	1.082	-3.128	-0.562
2021-01-30/06:40:00	2021-01-30/06:50:00	264.725	0.958	-3.073	-0.293
2021-01-30/07:10:00	2021-01-30/07:20:00	255.244	0.257	-3.083	-0.813
2021-01-30/07:55:00	2021-01-30/08:05:00	257.486	0.922	-3.395	-0.748
2021-01-30/08:25:00	2021-01-30/08:35:00	274.515	1.605	-3.192	0.235
2021-01-30/09:25:00	2021-01-30/09:35:00	236.645	-2.568	-1.828	-1.165
2021-01-30/10:05:00	2021-01-30/10:15:00	259.917	-1.47	-3.045	-0.525
2021-01-30/10:35:00	2021-01-30/10:45:00	264.994	-1.433	-3.04	-0.263
2021-01-30/11:15:00	2021-01-30/11:25:00	258.716	-0.64	-3.217	-0.643
2021-01-30/11:45:00	2021-01-30/11:55:00	239.041	-0.925	-2.703	-1.612
2021-01-30/13:20:00	2021-01-30/13:30:00	254.702	0.508	-2.998	-0.828
2021-01-30/13:50:00	2021-01-30/14:00:00	252.949	0.97	-2.835	-0.867
2021-01-30/15:05:00	2021-01-30/15:15:00	230.577	-1.9	-2.202	-1.828
2021-01-30/17:00:00	2021-01-30/17:10:00	244.043	0.813	-3.127	-1.525
2021-01-30/18:05:00	2021-01-30/18:15:00	245.384	0.52	-3.268	-1.508
2021-01-30/18:35:00	2021-01-30/18:45:00	256.335	1.092	-3.157	-0.79
2021-01-30/19:05:00	2021-01-30/19:15:00	264.205	2.013	-2.895	-0.295
2021-01-30/19:35:00	2021-01-30/19:45:00	261.647	1.027	-3.393	-0.5
2021-01-30/20:05:00	2021-01-30/20:15:00	257.771	0.457	-3.28	-0.713
2021-01-30/20:35:00	2021-01-30/20:45:00	249.097	-0.378	-3.228	-1.233
2021-01-30/21:05:00	2021-01-30/21:15:00	254.903	0.103	-3.417	-0.918
2021-01-30/21:35:00	2021-01-30/21:45:00	225.747	-0.383	-2.425	-2.36
2021-01-30/22:05:00	2021-01-30/22:15:00	239.129	0.512	-2.783	-1.663
2021-01-30/22:35:00	2021-01-30/22:45:00	248.185	1.227	-2.953	-1.202
2021-01-30/23:05:00	2021-01-30/23:15:00	250.932	0.493	-3.065	-1.073
2021-01-30/23:55:00	2021-01-31/00:05:00	249.501	-0.35	-3.017	-1.125
2021-01-31/00:25:00	2021-01-31/00:35:00	250.368	-0.093	-3.108	-1.11
2021-02-02/19:35:00	2021-02-02/19:45:00	301.562	4.22	-4.617	2.857
2021-02-02/20:05:00	2021-02-02/20:15:00	291.749	2.798	-5.66	2.325
2021-02-02/22:50:00	2021-02-02/23:00:00	301.666	5.735	-3.633	2.218
2021-02-03/03:15:00	2021-02-03/03:25:00	251.256	3.617	-6.715	-2.275
2021-02-03/03:45:00	2021-02-03/03:55:00	266.612	1.983	-7.11	-0.388
2021-02-03/05:40:00	2021-02-03/05:50:00	269.55	2.267	-7.767	-0.06
2021-02-03/06:10:00	2021-02-03/06:20:00	267.647	1.735	-7.085	-0.31
2021-02-03/06:40:00	2021-02-03/06:50:00	267.198	0.968	-6.542	-0.312
2021-02-03/07:50:00	2021-02-03/08:00:00	257.906	2.687	-6.983	-1.525
2021-02-03/09:35:00	2021-02-03/09:45:00	291.334	5.575	-4.5	1.755
2021-02-03/10:45:00	2021-02-03/10:55:00	298.164	5.158	-4.932	2.537
2021-02-05/20:50:00	2021-02-05/21:00:00	226.768	3.008	-1.865	-1.673
2021-02-05/21:20:00	2021-02-05/21:30:00	227.446	1.903	-2.337	-2.123
2021-02-05/22:30:00	2021-02-05/22:40:00	252.029	0.7	-3.408	-1.095
2021-02-06/06:05:00	2021-02-06/06:15:00	292.926	3.25	-2.388	1.02
2021-02-13/12:30:00	2021-02-13/12:40:00	260.44	-5.132	-4.645	-0.71
2021-02-13/19:20:00	2021-02-13/19:30:00	241.235	4.823	-1.485	-0.775
2021-02-17/08:50:00	2021-02-17/09:00:00	262.1	3.343	-2.768	-0.363
2021-02-17/10:15:00	2021-02-17/10:25:00	242.811	3.165	-2.52	-1.312
2021-02-17/10:45:00	2021-02-17/10:55:00	263.816	3.627	-2.283	-0.245
2021-02-17/11:15:00	2021-02-17/11:25:00	281.359	1.965	-3.228	0.68
2021-02-17/13:35:00	2021-02-17/13:45:00	253.399	0.17	-3.843	-1.148
2021-02-17/14:05:00	2021-02-17/14:15:00	247.898	3.377	-2.718	-1.098
2021-02-19/07:55:00	2021-02-19/08:05:00	266.647	1.562	-4.55	-0.27
2021-02-19/10:40:00	2021-02-19/10:50:00	226.052	1.655	-3.737	-3.833
2021-02-19/23:50:00	2021-02-20/00:00:00	303.272	6.118	-6.908	4.557
2021-02-20/09:00:00	2021-02-20/09:10:00	304.075	4.872	-3.302	2.132
2021-02-20/12:40:00	2021-02-20/12:50:00	249.01	5.563	-6.343	-2.43
2021-02-20/13:55:00	2021-02-20/14:05:00	252.077	5.242	-7.078	-2.318
2021-02-20/14:40:00	2021-02-20/14:50:00	281.022	3.467	-8.262	1.637
2021-02-20/17:35:00	2021-02-20/17:45:00	261.17	4.158	-3.807	-0.497
2021-02-20/18:55:00	2021-02-20/19:05:00	233.302	2.907	-4.27	-3.217
2021-02-21/01:00:00	2021-02-21/01:10:00	268.005	4.875	-4.05	-0.133
2021-02-23/00:50:00	2021-02-23/01:00:00	235.408	2.795	-2.982	-1.945
2021-02-23/04:35:00	2021-02-23/04:45:00	305.125	2.982	-2.988	2.107
2021-02-23/06:30:00	2021-02-23/06:40:00	259.912	-1.772	-5.605	-1.017
2021-02-23/09:15:00	2021-02-23/09:25:00	256.588	-0.812	-5.895	-1.413
2021-02-23/09:45:00	2021-02-23/09:55:00	252.952	-0.723	-5.852	-1.792
2021-02-23/10:15:00	2021-02-23/10:25:00	255.409	-0.627	-6.028	-1.568
2021-02-24/09:50:00	2021-02-24/10:00:00	236.703	1.635	-5.528	-3.627
2021-02-24/10:20:00	2021-02-24/10:30:00	239.683	2.147	-5.832	-3.405
2021-02-24/11:15:00	2021-02-24/11:25:00	244.705	1.127	-6.18	-2.938
2021-02-24/12:00:00	2021-02-24/12:10:00	284.391	5.038	-6.392	1.633
2021-02-26/06:15:00	2021-02-26/06:25:00	246.548	2.897	-1.795	-0.755
2021-02-26/06:45:00	2021-02-26/06:55:00	243.037	2.687	-2.142	-1.072
2021-02-26/07:15:00	2021-02-26/07:25:00	244.761	2.887	-2.043	-0.963
2021-02-27/14:40:00	2021-02-27/14:50:00	305.474	-0.637	-2.417	1.683
2021-03-01/21:05:00	2021-03-01/21:15:00	240.741	3.493	-3.09	-1.757
2021-03-02/22:40:00	2021-03-02/22:50:00	231.851	2.697	-4.642	-3.663
2021-03-03/13:00:00	2021-03-03/13:10:00	288.818	4.56	-2.272	0.76
2021-03-05/05:50:00	2021-03-05/06:00:00	233.99	4.355	-1.153	-0.837
2021-03-05/06:20:00	2021-03-05/06:30:00	250.604	4.238	-1.485	-0.513
2021-03-05/14:05:00	2021-03-05/14:15:00	285.19	4.142	-1.317	0.353
2021-03-05/19:45:00	2021-03-05/19:55:00	235.649	3.705	-1.872	-1.277
2021-03-05/20:15:00	2021-03-05/20:25:00	225.551	3.72	-2.058	-2.02
2021-03-06/09:00:00	2021-03-06/09:10:00	289.369	-4.857	-3.14	1.132
2021-03-06/12:20:00	2021-03-06/12:30:00	283.019	-2.887	-3.667	0.803
2021-03-06/13:30:00	2021-03-06/13:40:00	294.87	-5.247	-3.618	1.562
2021-03-08/18:15:00	2021-03-08/18:25:00	226.379	-2.955	-0.937	-0.902
2021-03-09/19:35:00	2021-03-09/19:45:00	257.846	-3.815	-1.6	-0.355
2021-03-12/15:50:00	2021-03-12/16:00:00	239.219	1.99	-2.917	-1.757
2021-03-12/23:35:00	2021-03-12/23:45:00	227.688	-1.518	-6.887	-6.253
2021-03-13/01:25:00	2021-03-13/01:35:00	292.158	4.323	-9.17	3.723
2021-03-13/13:40:00	2021-03-13/13:50:00	296.084	4.458	-7.568	3.5
2021-03-16/09:35:00	2021-03-16/09:45:00	280.342	2.528	-1.687	0.307
2021-03-16/10:45:00	2021-03-16/10:55:00	260.916	2.168	-1.577	-0.225
2021-03-16/11:15:00	2021-03-16/11:25:00	260.476	2.003	-1.55	-0.252
2021-03-17/02:05:00	2021-03-17/02:15:00	298.692	-2.548	-1.237	0.718
2021-03-19/06:30:00	2021-03-19/06:40:00	225.593	3.907	-1.863	-1.83
2021-03-19/08:35:00	2021-03-19/08:45:00	227.943	3.868	-2.147	-1.935
2021-03-19/10:15:00	2021-03-19/10:25:00	232.163	2.792	-1.81	-1.387
2021-03-19/10:45:00	2021-03-19/10:55:00	230.671	2.155	-2.115	-1.692
2021-03-19/22:45:00	2021-03-19/22:55:00	227.935	2.597	-1.913	-1.695
2021-03-20/22:00:00	2021-03-20/22:10:00	271.168	1.17	-4.132	0.128
2021-03-27/19:05:00	2021-03-27/19:15:00	304.773	2.983	-4.408	3.033
2021-03-28/03:30:00	2021-03-28/03:40:00	280.625	-0.853	-5.447	1.037
2021-03-29/18:45:00	2021-03-29/18:55:00	247.768	2.787	-2.467	-1.01
2021-03-29/20:30:00	2021-03-29/20:40:00	256.047	2.307	-2.422	-0.588
2021-03-29/21:15:00	2021-03-29/21:25:00	268.808	0.863	-3.037	-0.043
2021-03-29/21:45:00	2021-03-29/21:55:00	266.046	1.318	-2.932	-0.2
2021-03-30/00:20:00	2021-03-30/00:30:00	231.147	2.887	-0.883	-0.692
2021-03-30/01:10:00	2021-03-30/01:20:00	284.865	2.778	-1.308	0.353
2021-03-30/01:40:00	2021-03-30/01:50:00	281.094	2.355	-2.025	0.39
2021-03-30/02:10:00	2021-03-30/02:20:00	291.635	2.567	-2.185	0.89
2021-03-30/03:55:00	2021-03-30/04:05:00	255.3	2.542	-2.065	-0.54
2021-03-30/05:05:00	2021-03-30/05:15:00	248.782	3.54	-2.17	-0.827
2021-03-30/05:35:00	2021-03-30/05:45:00	269.71	2.943	-3.008	0.095
2021-03-30/06:05:00	2021-03-30/06:15:00	279.022	2.585	-3.637	0.583
2021-03-30/06:35:00	2021-03-30/06:45:00	276.748	2.725	-3.408	0.402
2021-03-30/07:05:00	2021-03-30/07:15:00	278.524	3.105	-3.21	0.483
2021-03-30/07:35:00	2021-03-30/07:45:00	279.694	2.905	-3.445	0.592
2021-03-30/08:05:00	2021-03-30/08:15:00	281.182	3.017	-3.292	0.652
2021-03-30/10:05:00	2021-03-30/10:15:00	291.81	3.187	-3.368	1.35
2021-03-30/10:55:00	2021-03-30/11:05:00	297.914	2.947	-3.918	2.077
2021-03-30/12:20:00	2021-03-30/12:30:00	284.156	2.678	-3.133	0.778
2021-03-30/12:50:00	2021-03-30/13:00:00	266.215	1.415	-3.882	-0.257
2021-03-30/13:20:00	2021-03-30/13:30:00	268.592	1.89	-3.215	-0.083
2021-03-30/13:50:00	2021-03-30/14:00:00	274.402	2.282	-3.125	0.235
2021-03-31/11:55:00	2021-03-31/12:05:00	266.593	2.053	-6.232	-0.35
2021-03-31/12:25:00	2021-03-31/12:35:00	242.122	3.42	-4.905	-2.563
2021-03-31/12:55:00	2021-03-31/13:05:00	241.008	3.597	-4.133	-2.29
2021-04-02/06:40:00	2021-04-02/06:50:00	266.215	2.233	-3.215	-0.207
2021-04-02/07:25:00	2021-04-02/07:35:00	293.377	3.347	-1.883	0.882
2021-04-02/08:10:00	2021-04-02/08:20:00	291.128	2.907	-2.725	1.01
2021-04-02/08:40:00	2021-04-02/08:50:00	287.129	2.593	-3.262	1.015
2021-04-02/09:10:00	2021-04-02/09:20:00	284.61	2.035	-3.613	0.948
2021-04-02/09:40:00	2021-04-02/09:50:00	270.064	2.08	-3.938	-0.002
2021-04-02/10:20:00	2021-04-02/10:30:00	275.941	2.027	-3.85	0.377
2021-04-02/11:05:00	2021-04-02/11:15:00	254.486	0.563	-4.688	-1.313
2021-04-02/11:35:00	2021-04-02/11:45:00	249.541	0.965	-4.647	-1.72
2021-04-02/12:05:00	2021-04-02/12:15:00	249.28	1.532	-4.745	-1.815
2021-04-02/13:10:00	2021-04-02/13:20:00	242.402	0.09	-5.342	-2.795
2021-04-02/13:40:00	2021-04-02/13:50:00	245.216	0.282	-5.782	-2.668
2021-04-02/14:10:00	2021-04-02/14:20:00	269.205	0.422	-6.252	-0.088
2021-04-02/15:25:00	2021-04-02/15:35:00	245.242	0.485	-6.578	-3.078
2021-04-02/17:20:00	2021-04-02/17:30:00	255.122	1.717	-7.833	-2.113
2021-04-02/17:50:00	2021-04-02/18:00:00	246.484	1.213	-7.642	-3.352
2021-04-03/01:10:00	2021-04-03/01:20:00	227.446	3.108	-3.127	-2.858
2021-04-03/18:55:00	2021-04-03/19:05:00	281.797	-0.7	-2.615	0.543
2021-04-03/19:30:00	2021-04-03/19:40:00	244.304	-0.235	-2.378	-1.143
2021-04-03/20:15:00	2021-04-03/20:25:00	231.166	-1.288	-1.848	-1.488
2021-04-03/21:35:00	2021-04-03/21:45:00	249.587	1.153	-2.108	-0.79
2021-04-04/00:00:00	2021-04-04/00:10:00	249.214	2.295	-1.447	-0.593
2021-04-04/02:15:00	2021-04-04/02:25:00	255.61	2.687	-1.118	-0.27
2021-04-04/02:50:00	2021-04-04/03:00:00	245.128	2.698	-0.868	-0.365
2021-04-09/09:25:00	2021-04-09/09:35:00	253.229	-2.262	-2.387	-0.717
2021-04-09/10:40:00	2021-04-09/10:50:00	262.284	0.093	-3.423	-0.473
2021-04-09/13:30:00	2021-04-09/13:40:00	254.134	-2.978	-1.085	-0.283
2021-04-09/14:45:00	2021-04-09/14:55:00	241.518	-2.608	-2.643	-1.432
2021-04-12/19:05:00	2021-04-12/19:15:00	257.434	1.773	-2.623	-0.605
2021-04-12/20:30:00	2021-04-12/20:40:00	270.47	2.633	-3.147	0.015
2021-04-12/21:15:00	2021-04-12/21:25:00	264.051	2.257	-3.597	-0.375
2021-04-12/21:45:00	2021-04-12/21:55:00	259.815	2.078	-3.403	-0.617
2021-04-12/22:30:00	2021-04-12/22:40:00	283.231	3.553	-1.42	0.333
2021-04-13/08:45:00	2021-04-13/08:55:00	249.328	0.028	-3.743	-1.413
2021-04-16/07:05:00	2021-04-16/07:15:00	235.015	3.912	-4.302	-3.012
2021-04-16/07:35:00	2021-04-16/07:45:00	233.175	4.15	-4.005	-3.027
2021-04-16/08:30:00	2021-04-16/08:40:00	271.25	5.8	-3.285	0.067
2021-04-16/10:25:00	2021-04-16/10:35:00	262.543	5.92	-3.295	-0.427
2021-04-16/10:55:00	2021-04-16/11:05:00	271.111	6.103	-3.15	0.035
2021-04-17/02:30:00	2021-04-17/02:40:00	248.852	3.6	-5.748	-2.2
2021-04-17/16:50:00	2021-04-17/17:00:00	237.376	2.365	-4.678	-3.032
2021-04-17/18:35:00	2021-04-17/18:45:00	253.275	4.47	-3.525	-1.05
2021-04-18/00:35:00	2021-04-18/00:45:00	247.322	2.512	-4.372	-1.815
2021-04-18/01:05:00	2021-04-18/01:15:00	227.878	0.505	-4.06	-3.667
2021-04-20/02:10:00	2021-04-20/02:20:00	274.903	2.583	-4.03	0.298
2021-04-21/10:35:00	2021-04-21/10:45:00	274.282	2.948	-3.23	0.233
2021-04-23/12:10:00	2021-04-23/12:20:00	254.023	-2.043	-1.917	-0.545
2021-04-23/15:20:00	2021-04-23/15:30:00	227.824	2.077	-3.022	-2.63
2021-04-23/16:45:00	2021-04-23/16:55:00	249.938	5.683	-2.912	-1.105
2021-04-23/18:20:00	2021-04-23/18:30:00	270.659	6.622	-2.522	0.063
2021-04-23/19:10:00	2021-04-23/19:20:00	240.665	5.578	-4.287	-2.427
2021-04-23/19:45:00	2021-04-23/19:55:00	247.921	4.278	-5.552	-2.263
2021-04-23/20:50:00	2021-04-23/21:00:00	261.984	4.682	-8.075	-1.145
2021-04-24/15:30:00	2021-04-24/15:40:00	255.343	1.733	-2.742	-0.758
2021-04-24/16:00:00	2021-04-24/16:10:00	271.04	1.178	-3.215	0.04
2021-04-24/17:05:00	2021-04-24/17:15:00	290.836	2.597	-2.345	0.933
2021-04-24/19:40:00	2021-04-24/19:50:00	235.274	2.513	-2.24	-1.525
2021-04-24/20:55:00	2021-04-24/21:05:00	227.969	1.487	-2.888	-2.638
2021-04-24/21:25:00	2021-04-24/21:35:00	254.52	1.932	-3.913	-1.068
2021-04-24/21:55:00	2021-04-24/22:05:00	255.519	1.83	-4.208	-1.108
2021-04-24/22:25:00	2021-04-24/22:35:00	268.915	2.002	-4.17	-0.053
2021-04-26/22:45:00	2021-04-26/22:55:00	242.246	0.327	-3.802	-1.987
2021-04-26/23:40:00	2021-04-26/23:50:00	237.78	0.673	-4.173	-2.632
2021-04-27/03:40:00	2021-04-27/03:50:00	234.737	1.727	-2.878	-1.952
2021-04-27/05:50:00	2021-04-27/06:00:00	229.563	2.733	-2.363	-2.018
2021-04-27/06:20:00	2021-04-27/06:30:00	238.913	2.263	-2.847	-1.717
2021-04-27/06:50:00	2021-04-27/07:00:00	236.398	2.173	-2.648	-1.77
2021-04-27/08:50:00	2021-04-27/09:00:00	232.729	2.742	-2.175	-1.668
2021-04-27/09:20:00	2021-04-27/09:30:00	238.954	3.32	-1.893	-1.13
2021-04-27/11:50:00	2021-04-27/12:00:00	261.274	2.073	-2.673	-0.425
2021-04-28/02:30:00	2021-04-28/02:40:00	255.734	0.798	-2.142	-0.528
2021-04-28/03:00:00	2021-04-28/03:10:00	252.208	1.447	-1.847	-0.588
2021-04-28/03:50:00	2021-04-28/04:00:00	266.45	2.107	-1.748	-0.1
2021-04-28/04:20:00	2021-04-28/04:30:00	271.809	1.077	-2.475	0.077
2021-04-28/07:10:00	2021-04-28/07:20:00	261.984	0.593	-2.713	-0.383
2021-04-28/08:00:00	2021-04-28/08:10:00	269.559	1.153	-2.477	-0.015
2021-04-28/09:45:00	2021-04-28/09:55:00	238.038	-0.93	-2.315	-1.435
2021-04-28/10:15:00	2021-04-28/10:25:00	284.494	0.395	-2.845	0.73
2021-04-28/10:45:00	2021-04-28/10:55:00	288.444	1.032	-2.748	0.912
2021-04-28/11:30:00	2021-04-28/11:40:00	265.872	0.808	-2.412	-0.175
2021-04-28/13:10:00	2021-04-28/13:20:00	257.871	0.11	-2.788	-0.59
2021-04-28/13:50:00	2021-04-28/14:00:00	280.055	1.088	-2.657	0.477
2021-04-28/14:20:00	2021-04-28/14:30:00	302.493	1.55	-2.177	1.39
2021-04-28/15:05:00	2021-04-28/15:15:00	294.334	-0.308	-2.602	1.173
2021-04-30/09:50:00	2021-04-30/10:00:00	277.176	-4.452	-5.837	0.662
2021-05-01/15:40:00	2021-05-01/15:50:00	290.003	1.672	-6.495	2.437
2021-05-01/16:10:00	2021-05-01/16:20:00	295.91	1.415	-6.602	3.215
2021-05-01/17:00:00	2021-05-01/17:10:00	290.344	2.027	-6.758	2.607
2021-05-01/17:30:00	2021-05-01/17:40:00	268.307	3.238	-6.483	-0.198
2021-05-01/18:00:00	2021-05-01/18:10:00	268.501	2.56	-6.687	-0.175
2021-05-01/18:45:00	2021-05-01/18:55:00	263.568	0.49	-7.618	-0.832
2021-05-01/19:15:00	2021-05-01/19:25:00	276.383	2.1	-7.338	0.818
2021-05-01/19:45:00	2021-05-01/19:55:00	281.585	1.268	-7.175	1.478
2021-05-01/20:15:00	2021-05-01/20:25:00	283.869	1.012	-7.428	1.833
2021-05-01/20:45:00	2021-05-01/20:55:00	275.131	0.215	-7.78	0.702
2021-05-01/21:15:00	2021-05-01/21:25:00	275.902	0.668	-7.24	0.745
2021-05-01/21:45:00	2021-05-01/21:55:00	279.364	1.135	-7.197	1.188
2021-05-01/22:15:00	2021-05-01/22:25:00	280.735	1.298	-7.273	1.378
2021-05-01/22:45:00	2021-05-01/22:55:00	277.108	1.387	-7.217	0.9
2021-05-01/23:15:00	2021-05-01/23:25:00	271.487	1.538	-6.912	0.187
2021-05-01/23:45:00	2021-05-01/23:55:00	280.401	1.885	-6.787	1.257
2021-05-02/00:15:00	2021-05-02/00:25:00	283.094	1.502	-6.995	1.627
2021-05-14/09:35:00	2021-05-14/09:45:00	289.311	1.837	-3.807	1.348
2021-05-14/13:50:00	2021-05-14/14:00:00	295.607	2.72	-3.368	1.615
2021-05-14/14:35:00	2021-05-14/14:45:00	311.905	3.773	-1.918	1.727
2021-05-14/19:00:00	2021-05-14/19:10:00	245.523	1.632	-3.465	-1.55
2021-05-15/10:10:00	2021-05-15/10:20:00	277.384	2.475	-4.5	0.633
2021-05-15/20:20:00	2021-05-15/20:30:00	256.112	1.653	-2.337	-0.577
2021-05-15/21:15:00	2021-05-15/21:25:00	301.431	1.447	-2.063	1.27
2021-05-15/21:45:00	2021-05-15/21:55:00	299.156	1.532	-1.992	1.13
2021-05-15/23:10:00	2021-05-15/23:20:00	307.59	1.188	-2.058	1.603
2021-05-15/23:40:00	2021-05-15/23:50:00	305.854	1.435	-2.005	1.437
2021-05-16/03:15:00	2021-05-16/03:25:00	313.474	2.358	-1.257	1.222
2021-05-18/06:35:00	2021-05-18/06:45:00	231.392	1.757	-4.15	-3.308
2021-05-18/08:35:00	2021-05-18/08:45:00	252.568	3.107	-3.922	-1.237
2021-05-18/11:25:00	2021-05-18/11:35:00	279.193	1.647	-6.133	0.992
2021-05-18/15:10:00	2021-05-18/15:20:00	263.939	3.268	-3.717	-0.372
2021-05-18/23:10:00	2021-05-18/23:20:00	279.072	3.912	-3.21	0.525
2021-05-19/00:05:00	2021-05-19/00:15:00	283.226	4.168	-2.622	0.617
2021-05-19/01:00:00	2021-05-19/01:10:00	284.041	4.227	-2.452	0.617
2021-05-19/01:30:00	2021-05-19/01:40:00	286.027	4.32	-2.267	0.657
2021-05-19/12:35:00	2021-05-19/12:45:00	295.251	4.777	-4.498	2.095
2021-05-21/11:25:00	2021-05-21/11:35:00	226.702	2.335	-1.517	-1.423
2021-05-22/18:40:00	2021-05-22/18:50:00	241.796	-0.512	-2.508	-1.337
2021-05-22/19:10:00	2021-05-22/19:20:00	236.618	0.132	-2.538	-1.672
2021-05-22/19:45:00	2021-05-22/19:55:00	255.202	1.325	-2.387	-0.648
2021-05-22/22:05:00	2021-05-22/22:15:00	250.291	1.423	-2.993	-1.082
2021-05-22/22:50:00	2021-05-22/23:00:00	257.871	2.645	-2.258	-0.492
2021-05-22/23:20:00	2021-05-22/23:30:00	263.44	2.99	-2.012	-0.245
2021-05-22/23:50:00	2021-05-23/00:00:00	256.949	3.218	-1.702	-0.395
2021-05-23/01:05:00	2021-05-23/01:15:00	275.601	3.327	-0.992	0.078
2021-05-23/01:55:00	2021-05-23/02:05:00	241.332	1.983	-2.388	-1.328
2021-05-23/04:55:00	2021-05-23/05:05:00	238.465	1.383	-2.855	-1.75
2021-05-25/01:30:00	2021-05-25/01:40:00	312.641	1.122	-1.45	1.355
2021-05-25/02:35:00	2021-05-25/02:45:00	268.427	-0.222	-2.63	-0.077
2021-05-25/04:20:00	2021-05-25/04:30:00	247.123	2.397	-2.58	-1.107
2021-05-25/04:50:00	2021-05-25/05:00:00	243.779	2.603	-2.427	-1.19
2021-05-25/05:20:00	2021-05-25/05:30:00	244.915	2.69	-2.615	-1.212
2021-05-25/06:15:00	2021-05-25/06:25:00	258.843	3.385	-2.428	-0.483
2021-05-25/07:45:00	2021-05-25/07:55:00	255.216	-0.413	-3.25	-0.858
2021-05-25/08:15:00	2021-05-25/08:25:00	252.575	-0.56	-3.228	-1.013
2021-05-25/08:45:00	2021-05-25/08:55:00	253.799	-0.682	-3.382	-0.987
