Start_str	End_str	Clang_avg	omniBxGSE_avg(nT)	omniByGSE_avg(nT)	omniBzGSE_avg(nT)	Shock_Ang(deg)	omniVsw_avg(km/s)
2019-10-15 01:50:00	2019-10-15 02:00:00	350.56	0.79	-2.283	5.0	86.083	335.617
2019-10-15 05:05:00	2019-10-15 05:15:00	318.899	1.357	-5.213	2.542	84.488	332.033
2019-10-15 05:35:00	2019-10-15 05:45:00	329.606	2.28	-4.967	3.482	76.63	328.917
2019-10-15 06:05:00	2019-10-15 06:15:00	343.258	3.447	-3.773	4.133	64.534	323.517
2019-11-05 06:30:00	2019-11-05 06:40:00	351.732	-5.02	-1.303	2.17	26.862	384.067
2019-11-12 15:55:00	2019-11-12 16:05:00	321.375	0.285	-6.025	4.135	85.873	334.0
2019-11-12 17:00:00	2019-11-12 17:10:00	340.584	3.157	-3.713	5.545	63.097	313.283
2019-11-12 17:30:00	2019-11-12 17:40:00	349.489	2.092	-2.872	6.473	71.919	318.583
2019-11-12 18:00:00	2019-11-12 18:10:00	334.576	1.063	-5.005	6.487	80.797	316.183
2019-11-12 18:30:00	2019-11-12 18:40:00	322.837	1.893	-5.757	5.23	73.835	305.317
2019-11-12 19:00:00	2019-11-12 19:10:00	336.102	0.282	-4.332	6.465	86.076	311.333
2019-11-12 19:30:00	2019-11-12 19:40:00	336.189	-0.365	-4.155	6.463	89.134	311.183
2019-11-12 20:00:00	2019-11-12 20:10:00	332.537	-0.025	-4.418	6.19	88.262	313.167
2019-11-12 20:30:00	2019-11-12 20:40:00	320.619	0.172	-5.2	4.915	86.36	311.967
2019-11-12 21:00:00	2019-11-12 21:10:00	321.678	0.11	-4.963	4.978	86.942	311.8
2019-11-12 21:30:00	2019-11-12 21:40:00	323.907	0.583	-4.978	5.502	83.196	309.217
2019-11-12 22:00:00	2019-11-12 22:10:00	319.67	2.345	-5.035	4.847	68.801	295.717
2019-11-12 22:30:00	2019-11-12 22:40:00	315.015	1.423	-5.523	4.538	76.181	301.783
2019-11-12 23:00:00	2019-11-12 23:10:00	321.135	-0.185	-5.118	5.21	89.037	307.95
2019-11-13 05:25:00	2019-11-13 05:35:00	317.991	0.713	-5.873	3.443	81.795	334.267
2019-11-13 05:55:00	2019-11-13 06:05:00	318.571	0.705	-5.555	3.142	81.504	337.5
2019-11-13 06:25:00	2019-11-13 06:35:00	325.503	0.652	-5.315	3.765	82.185	339.9
2019-11-13 06:55:00	2019-11-13 07:05:00	328.895	1.332	-4.77	3.628	75.501	340.867
2019-11-13 07:25:00	2019-11-13 07:35:00	317.817	0.863	-5.137	2.44	79.306	340.3
2019-11-13 08:05:00	2019-11-13 08:15:00	334.187	2.513	-3.745	3.227	61.3	335.467
2019-11-13 08:50:00	2019-11-13 09:00:00	330.285	2.698	-4.198	3.002	60.29	339.783
2019-11-13 09:20:00	2019-11-13 09:30:00	336.792	3.533	-3.37	3.017	50.141	338.767
2019-11-16 19:35:00	2019-11-16 19:45:00	319.623	0.698	-6.372	5.82	82.396	384.2
2019-12-10 05:45:00	2019-12-10 05:55:00	335.385	4.367	-3.64	5.665	60.631	404.35
2019-12-16 23:50:00	2019-12-17 00:00:00	329.939	4.42	-0.363	0.878	15.017	346.25
2019-12-17 00:20:00	2019-12-17 00:30:00	319.007	4.18	-0.73	1.1	19.951	347.783
2019-12-17 01:00:00	2019-12-17 01:10:00	337.88	3.87	-0.575	2.298	34.593	344.717
2020-02-19 00:15:00	2020-02-19 00:25:00	343.86	2.027	2.273	9.345	79.702	370.233
2020-02-21 10:10:00	2020-02-21 10:20:00	316.956	7.143	-1.652	2.703	24.485	483.367
2020-03-06 16:55:00	2020-03-06 17:05:00	321.706	3.842	-1.667	5.998	60.381	357.317
2020-03-06 17:25:00	2020-03-06 17:35:00	318.042	4.395	-1.805	5.56	55.146	351.067
2020-03-06 18:35:00	2020-03-06 18:45:00	349.681	4.36	1.648	5.532	53.503	340.25
2020-03-06 20:15:00	2020-03-06 20:25:00	340.326	5.182	0.925	5.213	46.324	328.483
2020-03-06 20:45:00	2020-03-06 20:55:00	330.115	3.365	0.072	5.735	60.725	326.467
2020-03-06 21:15:00	2020-03-06 21:25:00	337.615	2.18	0.962	5.97	70.649	327.267
2020-03-06 21:45:00	2020-03-06 21:55:00	339.64	1.367	1.27	6.31	78.449	331.933
2020-03-06 22:15:00	2020-03-06 22:25:00	338.588	1.835	1.192	6.343	74.635	331.5
2020-03-06 22:45:00	2020-03-06 22:55:00	334.12	1.953	0.732	6.637	74.487	335.983
2020-03-06 23:15:00	2020-03-06 23:25:00	334.266	1.947	0.722	6.428	73.885	342.55
2020-03-17 03:00:00	2020-03-17 03:10:00	343.6	5.932	0.968	4.242	37.189	342.1
2020-03-17 03:30:00	2020-03-17 03:40:00	348.414	4.325	1.48	5.375	52.825	361.483
2020-03-17 04:00:00	2020-03-17 04:10:00	351.555	3.772	1.795	5.728	58.805	359.583
2020-03-17 04:40:00	2020-03-17 04:50:00	353.8	5.502	1.715	5.297	46.704	355.95
2020-03-25 02:05:00	2020-03-25 02:15:00	315.431	4.5	-0.567	2.188	23.768	388.667
2020-04-03 12:25:00	2020-04-03 12:35:00	330.152	5.212	-0.523	1.89	25.598	387.917
2020-05-02 09:00:00	2020-05-02 09:10:00	332.528	3.743	-1.165	3.572	45.26	329.933
2020-05-06 08:30:00	2020-05-06 08:40:00	320.932	4.228	-1.578	2.708	34.807	293.05
2020-05-30 14:40:00	2020-05-30 14:50:00	349.872	2.89	-1.207	10.448	72.255	357.133
2020-05-30 15:10:00	2020-05-30 15:20:00	349.048	3.828	-1.192	9.99	67.332	358.8
2020-05-30 15:45:00	2020-05-30 15:55:00	335.398	3.965	-3.125	9.078	62.633	377.017
2020-05-30 16:15:00	2020-05-30 16:25:00	325.946	5.258	-3.937	7.723	51.985	396.233
2019-09-06 19:05:00	2019-09-06 19:15:00	30.864	-5.185	0.423	1.69	18.465	490.617
2019-09-24 17:30:00	2019-09-24 17:40:00	38.116	5.912	4.362	14.268	67.382	413.733
2019-09-24 18:00:00	2019-09-24 18:10:00	34.018	5.523	3.598	14.505	69.172	429.05
2019-11-05 08:35:00	2019-11-05 08:45:00	43.056	-5.315	0.925	3.067	29.424	396.333
2019-11-05 09:05:00	2019-11-05 09:15:00	41.161	-5.542	0.79	2.962	27.256	392.117
2019-12-07 15:35:00	2019-12-07 15:45:00	32.415	4.702	0.213	0.467	9.52	367.233
2019-12-16 22:55:00	2019-12-16 23:05:00	7.01	4.632	0.338	1.232	18.835	346.883
2019-12-24 09:15:00	2019-12-24 09:25:00	33.042	-3.99	1.512	3.327	38.92	315.317
2020-02-28 14:15:00	2020-02-28 14:25:00	36.585	2.438	4.365	3.333	66.692	342.95
2020-04-20 19:00:00	2020-04-20 19:10:00	40.862	3.173	13.752	5.963	73.057	341.9
2020-04-20 19:45:00	2020-04-20 19:55:00	39.691	3.848	13.647	5.827	70.471	341.617
2020-04-20 20:15:00	2020-04-20 20:25:00	41.336	5.428	13.6	5.125	64.526	337.567
2020-04-20 20:45:00	2020-04-20 20:55:00	36.801	4.813	13.27	6.045	66.928	336.95
2020-04-20 21:15:00	2020-04-20 21:25:00	35.812	4.975	13.232	6.15	66.472	333.433
2020-04-20 21:45:00	2020-04-20 21:55:00	33.295	4.948	12.39	6.327	65.847	332.533
2020-04-20 22:15:00	2020-04-20 22:25:00	30.646	5.022	11.892	6.722	65.397	331.667
2020-04-20 22:45:00	2020-04-20 22:55:00	18.928	5.813	9.798	8.552	62.256	333.067
2020-04-20 23:15:00	2020-04-20 23:25:00	10.18	6.495	8.145	9.707	59.8	333.567
2020-04-20 23:45:00	2020-04-20 23:55:00	4.758	6.777	6.953	10.203	58.726	331.533
2020-04-21 00:15:00	2020-04-21 00:25:00	7.167	6.11	7.228	9.833	60.764	326.767
2020-04-21 00:45:00	2020-04-21 00:55:00	5.162	6.325	6.687	10.007	59.838	324.5
2020-04-21 01:15:00	2020-04-21 01:25:00	2.509	6.505	6.313	10.753	60.199	332.2
2020-04-21 01:45:00	2020-04-21 01:55:00	7.85	6.323	6.858	9.818	59.645	329.95
2020-04-21 02:40:00	2020-04-21 02:50:00	16.37	6.615	7.808	8.73	57.532	331.267
2020-04-21 03:10:00	2020-04-21 03:20:00	20.187	6.832	8.423	8.59	57.022	336.433
2020-04-21 13:15:00	2020-04-21 13:25:00	25.726	6.738	4.725	6.098	45.517	380.333
2020-05-01 20:55:00	2020-05-01 21:05:00	37.531	3.595	2.948	1.458	43.567	291.017
2020-05-09 20:30:00	2020-05-09 20:40:00	39.712	-3.14	2.342	1.15	34.963	291.35
2020-05-15 12:25:00	2020-05-15 12:35:00	38.987	-3.57	2.773	2.918	43.383	308.433
2020-05-15 16:10:00	2020-05-15 16:20:00	31.6	-3.658	1.74	1.767	29.84	310.683
2020-05-15 16:40:00	2020-05-15 16:50:00	37.308	-3.885	1.432	1.14	19.838	308.767
2020-05-15 19:05:00	2020-05-15 19:15:00	44.492	-2.585	2.823	1.345	42.762	305.783
2020-05-15 20:45:00	2020-05-15 20:55:00	22.124	-3.21	1.202	1.223	23.404	305.05
2020-05-20 08:15:00	2020-05-20 08:25:00	19.562	4.447	0.597	1.333	23.579	394.95
2020-05-20 08:45:00	2020-05-20 08:55:00	44.261	4.392	1.033	0.93	25.805	384.567
