Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2017-10-19/10:45:00	2017-10-19/10:55:00	93.175	-4.292	3.973	-0.228
2017-10-19/11:15:00	2017-10-19/11:25:00	94.932	-4.985	4.198	-0.357
2017-10-19/11:45:00	2017-10-19/11:55:00	98.565	-4.483	4.703	-0.73
2017-10-19/12:25:00	2017-10-19/12:35:00	92.14	-5.637	6.49	-0.26
2017-10-19/13:55:00	2017-10-19/14:05:00	240.657	-0.297	-6.528	-3.597
2017-10-20/04:30:00	2017-10-20/04:40:00	168.696	-0.482	0.805	-4.117
2017-10-20/05:25:00	2017-10-20/05:35:00	111.228	-3.377	3.188	-1.203
2017-10-20/05:55:00	2017-10-20/06:05:00	89.816	-3.117	3.637	0.008
2017-10-20/06:25:00	2017-10-20/06:35:00	87.166	-3.028	3.653	0.175
2017-10-20/06:55:00	2017-10-20/07:05:00	108.655	-2.377	3.738	-1.27
2017-10-20/08:25:00	2017-10-20/08:35:00	113.904	-3.915	1.992	-0.827
2017-10-20/09:15:00	2017-10-20/09:25:00	129.307	-2.285	2.378	-1.938
2017-10-20/09:45:00	2017-10-20/09:55:00	109.594	-1.048	4.088	-1.445
2017-10-20/11:45:00	2017-10-20/11:55:00	114.445	3.48	3.41	-1.525
2017-10-20/12:15:00	2017-10-20/12:25:00	102.493	3.193	4.183	-0.94
2017-10-20/13:05:00	2017-10-20/13:15:00	97.012	3.387	3.413	-0.458
2017-10-20/13:35:00	2017-10-20/13:45:00	91.372	3.472	2.64	-0.068
2017-10-20/14:15:00	2017-10-20/14:25:00	105.625	2.197	3.265	-0.92
2017-10-20/14:45:00	2017-10-20/14:55:00	90.981	1.783	3.35	-0.057
2017-10-20/15:20:00	2017-10-20/15:30:00	102.635	2.208	3.65	-0.835
2017-10-20/15:50:00	2017-10-20/16:00:00	108.578	0.848	3.675	-1.257
2017-10-20/17:30:00	2017-10-20/17:40:00	73.321	-0.772	3.268	0.978
2017-10-20/18:00:00	2017-10-20/18:10:00	74.488	-0.442	3.4	0.932
2017-10-20/18:30:00	2017-10-20/18:40:00	77.434	0.372	3.767	0.822
2017-10-20/21:00:00	2017-10-20/21:10:00	180.929	-1.96	-0.048	-3.107
2017-10-20/23:40:00	2017-10-20/23:50:00	98.251	-2.028	2.51	-0.365
2017-10-21/00:40:00	2017-10-21/00:50:00	109.342	0.082	4.05	-1.425
2017-10-21/01:10:00	2017-10-21/01:20:00	109.787	-0.865	3.7	-1.335
2017-10-21/21:40:00	2017-10-21/21:50:00	339.806	5.227	-0.87	2.458
2017-10-21/23:45:00	2017-10-21/23:55:00	285.814	5.957	-2.42	0.712
2017-10-22/00:15:00	2017-10-22/00:25:00	246.575	6.373	-1.992	-0.875
2017-10-22/01:30:00	2017-10-22/01:40:00	298.151	7.363	-1.907	0.983
2017-10-22/04:05:00	2017-10-22/04:15:00	315.848	3.225	-2.088	2.182
2017-10-22/08:15:00	2017-10-22/08:25:00	310.896	0.96	-3.492	3.038
2017-10-22/13:30:00	2017-10-22/13:40:00	295.225	2.185	-2.173	1.032
2017-10-22/14:10:00	2017-10-22/14:20:00	282.3	1.858	-2.267	0.497
2017-10-22/15:00:00	2017-10-22/15:10:00	305.35	3.027	-1.405	0.988
2017-10-22/15:40:00	2017-10-22/15:50:00	17.433	4.047	0.525	1.587
2017-10-22/23:10:00	2017-10-22/23:20:00	261.151	-1.753	-5.558	-0.855
2017-10-22/23:40:00	2017-10-22/23:50:00	270.908	-1.692	-6.36	0.112
2017-10-23/01:00:00	2017-10-23/01:10:00	270.066	-0.527	-6.473	0.012
2017-10-23/02:10:00	2017-10-23/02:20:00	304.934	0.488	-5.312	3.71
2017-10-23/02:40:00	2017-10-23/02:50:00	311.822	2.14	-4.483	4.003
2017-10-23/03:10:00	2017-10-23/03:20:00	322.111	3.633	-3.438	4.405
2017-10-23/10:20:00	2017-10-23/10:30:00	18.346	2.178	0.537	1.48
2017-10-23/11:15:00	2017-10-23/11:25:00	265.724	3.43	-1.142	-0.087
2017-10-24/22:50:00	2017-10-24/23:00:00	128.344	-5.79	3.41	-2.782
2017-10-24/23:45:00	2017-10-24/23:55:00	34.009	-6.348	2.603	3.855
2017-10-25/05:05:00	2017-10-25/05:15:00	145.193	-2.457	3.007	-4.602
2017-10-25/07:15:00	2017-10-25/07:25:00	124.004	-5.17	4.278	-2.933
2017-10-25/07:55:00	2017-10-25/08:05:00	88.437	-5.273	4.72	0.095
2017-10-25/09:15:00	2017-10-25/09:25:00	66.751	-6.972	4.043	1.747
2017-10-25/19:35:00	2017-10-25/19:45:00	31.6	-3.24	2.043	3.36
2017-10-26/00:25:00	2017-10-26/00:35:00	106.042	-4.923	2.885	-0.878
2017-10-26/07:20:00	2017-10-26/07:30:00	110.157	0.805	5.318	-1.96
2017-10-26/09:10:00	2017-10-26/09:20:00	114.852	0.997	5.048	-2.372
2017-10-26/09:45:00	2017-10-26/09:55:00	123.582	0.337	4.858	-3.202
2017-10-26/10:15:00	2017-10-26/10:25:00	132.572	0.087	4.335	-3.95
2017-10-26/11:15:00	2017-10-26/11:25:00	162.221	-0.745	1.593	-4.955
2017-10-26/12:25:00	2017-10-26/12:35:00	157.973	3.467	1.753	-4.292
2017-10-26/12:55:00	2017-10-26/13:05:00	182.516	3.738	-0.192	-4.467
2017-10-26/13:55:00	2017-10-26/14:05:00	158.878	-0.952	1.71	-4.403
2017-10-26/14:25:00	2017-10-26/14:35:00	159.055	-0.78	1.71	-4.483
2017-10-27/16:15:00	2017-10-27/16:25:00	275.807	-4.688	-1.365	0.058
2017-10-27/16:45:00	2017-10-27/16:55:00	267.102	-4.207	-2.292	-0.122
2017-10-27/17:15:00	2017-10-27/17:25:00	280.012	-5.062	-1.293	0.225
2017-10-27/17:45:00	2017-10-27/17:55:00	285.58	-4.98	-1.463	0.408
2017-10-27/18:15:00	2017-10-27/18:25:00	277.648	-4.81	-1.348	0.202
2017-10-27/18:45:00	2017-10-27/18:55:00	294.98	-4.16	-2.05	0.972
2017-10-27/19:35:00	2017-10-27/19:45:00	197.352	-4.885	-0.19	-0.645
2017-10-27/22:05:00	2017-10-27/22:15:00	115.68	-3.032	1.918	-1.005
2017-10-28/00:20:00	2017-10-28/00:30:00	125.435	-3.83	2.003	-1.457
2017-10-28/01:40:00	2017-10-28/01:50:00	108.994	-2.543	3.005	-1.03
2017-10-28/02:10:00	2017-10-28/02:20:00	127.98	-1.02	2.798	-2.212
2017-10-28/02:40:00	2017-10-28/02:50:00	129.039	-0.862	3.023	-2.455
2017-10-28/05:20:00	2017-10-28/05:30:00	157.12	4.092	0.932	-1.998
2017-10-28/07:00:00	2017-10-28/07:10:00	247.196	-1.138	-2.615	-1.097
2017-10-28/16:20:00	2017-10-28/16:30:00	106.633	3.238	2.503	-0.748
2017-10-28/19:15:00	2017-10-28/19:25:00	110.442	0.217	2.55	-0.932
2017-10-28/21:35:00	2017-10-28/21:45:00	198.213	-2.472	-0.683	-2.017
2017-10-28/22:10:00	2017-10-28/22:20:00	142.055	-1.62	1.498	-1.955
2017-10-29/00:05:00	2017-10-29/00:15:00	243.804	-2.445	-2.217	-1.117
2017-10-29/00:35:00	2017-10-29/00:45:00	248.368	-2.412	-2.43	-0.997
2017-10-29/05:15:00	2017-10-29/05:25:00	340.509	-2.812	-0.648	1.817
2017-10-29/06:10:00	2017-10-29/06:20:00	327.289	-2.24	-1.468	2.313
2017-10-29/06:40:00	2017-10-29/06:50:00	319.324	-3.042	-1.407	1.673
2017-10-29/07:10:00	2017-10-29/07:20:00	297.132	-2.668	-2.043	1.043
2017-10-29/10:00:00	2017-10-29/10:10:00	42.517	-1.778	1.742	1.943
2017-10-29/11:45:00	2017-10-29/11:55:00	56.401	-2.663	1.82	1.182
2017-10-29/12:15:00	2017-10-29/12:25:00	100.689	-1.112	2.915	-0.555
2017-10-30/06:15:00	2017-10-30/06:25:00	184.626	-0.608	-0.183	-2.255
2017-10-30/06:45:00	2017-10-30/06:55:00	174.833	-0.368	0.2	-2.183
2017-10-30/09:30:00	2017-10-30/09:40:00	166.989	-1.947	0.355	-1.552
2017-10-30/10:00:00	2017-10-30/10:10:00	169.516	-1.842	0.31	-1.685
2017-10-30/10:30:00	2017-10-30/10:40:00	154.79	-2.058	0.608	-1.327
2017-10-30/11:00:00	2017-10-30/11:10:00	160.022	-2.392	0.39	-1.045
2017-10-30/11:30:00	2017-10-30/11:40:00	175.543	-2.385	0.08	-1.053
2017-10-30/12:00:00	2017-10-30/12:10:00	191.206	-2.28	-0.235	-1.193
2017-10-30/12:45:00	2017-10-30/12:55:00	186.605	-1.745	-0.18	-1.527
2017-10-30/13:15:00	2017-10-30/13:25:00	181.252	-1.717	-0.032	-1.427
2017-10-30/15:40:00	2017-10-30/15:50:00	103.419	-1.042	1.803	-0.432
2017-10-30/16:10:00	2017-10-30/16:20:00	122.612	-1.183	1.39	-0.88
2017-10-30/16:40:00	2017-10-30/16:50:00	133.057	-1.27	1.257	-1.175
2017-10-30/17:10:00	2017-10-30/17:20:00	128.633	-1.107	1.453	-1.167
2017-10-30/17:40:00	2017-10-30/17:50:00	119.647	-1.043	1.495	-0.85
2017-10-30/18:20:00	2017-10-30/18:30:00	118.25	-1.212	1.108	-0.603
2017-10-30/18:50:00	2017-10-30/19:00:00	96.813	-1.45	0.913	-0.127
2017-10-30/19:35:00	2017-10-30/19:45:00	120.242	-0.515	1.353	-0.81
2017-10-30/20:10:00	2017-10-30/20:20:00	135.445	-0.327	1.295	-1.317
2017-10-30/21:50:00	2017-10-30/22:00:00	138.257	-0.082	1.457	-1.638
2017-10-30/22:25:00	2017-10-30/22:35:00	144.365	0.16	1.342	-1.875
2017-10-30/22:55:00	2017-10-30/23:05:00	136.241	0.223	1.608	-1.678
2017-10-30/23:25:00	2017-10-30/23:35:00	156.91	-0.257	0.892	-2.07
2017-10-30/23:55:00	2017-10-31/00:05:00	165.916	-0.678	0.475	-1.892
2017-10-31/01:15:00	2017-10-31/01:25:00	187.086	-1.518	-0.113	-1.023
2017-10-31/03:15:00	2017-10-31/03:25:00	145.325	-2.283	0.822	-1.165
2017-10-31/11:20:00	2017-10-31/11:30:00	151.794	1.005	1.908	-3.56
2017-10-31/16:15:00	2017-10-31/16:25:00	123.935	-0.97	1.835	-1.25
2017-11-01/01:50:00	2017-11-01/02:00:00	218.381	2.26	-1.497	-1.893
2017-11-01/02:25:00	2017-11-01/02:35:00	269.073	2.032	-2.915	-0.032
2017-11-01/02:55:00	2017-11-01/03:05:00	284.099	1.873	-2.6	0.655
2017-11-01/03:25:00	2017-11-01/03:35:00	309.23	1.63	-2.147	1.753
2017-11-01/03:55:00	2017-11-01/04:05:00	320.47	1.278	-1.828	2.212
2017-11-02/23:15:00	2017-11-02/23:25:00	147.397	3.622	3.575	-5.557
2017-11-03/07:05:00	2017-11-03/07:15:00	293.727	1.43	-6.563	2.853
2017-11-03/09:10:00	2017-11-03/09:20:00	120.353	2.908	4.737	-2.78
2017-11-03/09:40:00	2017-11-03/09:50:00	137.251	3.288	3.37	-3.64
2017-11-03/10:10:00	2017-11-03/10:20:00	167.468	3.707	0.988	-4.522
2017-11-03/13:00:00	2017-11-03/13:10:00	310.067	2.063	-4.382	3.662
2017-11-03/16:20:00	2017-11-03/16:30:00	282.576	-1.805	-5.155	1.205
2017-11-03/17:50:00	2017-11-03/18:00:00	268.094	-1.288	-6.058	-0.178
2017-11-03/18:55:00	2017-11-03/19:05:00	282.264	-1.498	-5.823	1.242
2017-11-03/19:25:00	2017-11-03/19:35:00	290.318	-1.677	-5.835	2.16
2017-11-04/02:00:00	2017-11-04/02:10:00	286.538	0.613	-5.813	1.758
2017-11-04/21:15:00	2017-11-04/21:25:00	272.064	1.843	-3.582	0.127
2017-11-04/21:50:00	2017-11-04/22:00:00	292.762	1.898	-3.557	1.51
2017-11-05/00:45:00	2017-11-05/00:55:00	146.187	3.773	0.987	-1.482
2017-11-05/01:50:00	2017-11-05/02:00:00	183.992	3.557	-0.092	-1.3
2017-11-05/02:40:00	2017-11-05/02:50:00	321.768	3.787	-1.037	1.343
2017-11-05/05:00:00	2017-11-05/05:10:00	297.575	2.328	-2.243	1.153
2017-11-05/05:30:00	2017-11-05/05:40:00	302.522	1.31	-2.687	1.738
2017-11-05/07:15:00	2017-11-05/07:25:00	308.461	0.353	-2.55	2.033
2017-11-05/08:35:00	2017-11-05/08:45:00	342.611	0.607	-0.898	2.873
2017-11-05/09:05:00	2017-11-05/09:15:00	333.616	0.382	-1.397	2.818
2017-11-05/09:45:00	2017-11-05/09:55:00	319.917	-0.188	-1.963	2.337
2017-11-05/10:50:00	2017-11-05/11:00:00	304.087	-0.028	-2.457	1.653
2017-11-05/11:20:00	2017-11-05/11:30:00	305.569	0.202	-2.543	1.815
2017-11-05/11:50:00	2017-11-05/12:00:00	300.411	1.1	-2.532	1.487
2017-11-05/12:20:00	2017-11-05/12:30:00	290.816	1.97	-2.603	0.988
2017-11-05/12:50:00	2017-11-05/13:00:00	303.711	1.945	-2.42	1.633
2017-11-05/13:20:00	2017-11-05/13:30:00	315.312	2.268	-1.907	1.903
2017-11-05/15:20:00	2017-11-05/15:30:00	228.808	2.58	-1.117	-1.012
2017-11-05/16:50:00	2017-11-05/17:00:00	267.737	1.677	-2.485	-0.112
2017-11-05/17:25:00	2017-11-05/17:35:00	296.986	1.832	-2.238	1.13
2017-11-05/17:55:00	2017-11-05/18:05:00	299.035	0.925	-2.683	1.487
2017-11-05/18:25:00	2017-11-05/18:35:00	285.828	0.38	-3.287	0.937
2017-11-05/19:00:00	2017-11-05/19:10:00	315.518	0.73	-2.438	2.472
2017-11-06/01:05:00	2017-11-06/01:15:00	278.946	-0.457	-3.633	0.57
2017-11-06/01:35:00	2017-11-06/01:45:00	280.669	-1.248	-3.362	0.633
2017-11-06/02:20:00	2017-11-06/02:30:00	292.436	-0.013	-3.31	1.385
2017-11-06/03:25:00	2017-11-06/03:35:00	274.238	1.688	-2.69	0.202
2017-11-06/03:55:00	2017-11-06/04:05:00	281.072	1.593	-2.67	0.522
2017-11-06/04:25:00	2017-11-06/04:35:00	281.062	1.378	-2.778	0.542
2017-11-06/04:55:00	2017-11-06/05:05:00	282.908	1.37	-2.863	0.65
2017-11-06/05:25:00	2017-11-06/05:35:00	281.924	1.227	-2.945	0.622
2017-11-06/05:55:00	2017-11-06/06:05:00	285.254	1.255	-2.948	0.802
2017-11-06/06:25:00	2017-11-06/06:35:00	286.094	0.877	-2.837	0.817
2017-11-06/06:55:00	2017-11-06/07:05:00	284.814	0.555	-2.813	0.723
2017-11-06/08:40:00	2017-11-06/08:50:00	306.496	1.422	-2.515	1.862
2017-11-06/09:10:00	2017-11-06/09:20:00	302.623	1.947	-2.433	1.573
2017-11-06/09:40:00	2017-11-06/09:50:00	309.39	1.758	-2.25	1.85
2017-11-06/10:10:00	2017-11-06/10:20:00	313.221	1.043	-2.347	2.207
2017-11-06/10:40:00	2017-11-06/10:50:00	306.269	1.175	-2.473	1.828
2017-11-06/11:10:00	2017-11-06/11:20:00	303.656	1.265	-2.505	1.667
2017-11-06/11:40:00	2017-11-06/11:50:00	304.031	1.357	-2.493	1.683
2017-11-06/12:10:00	2017-11-06/12:20:00	306.75	1.162	-2.442	1.822
2017-11-06/13:50:00	2017-11-06/14:00:00	336.87	1.613	-1.013	2.39
2017-11-06/14:20:00	2017-11-06/14:30:00	336.222	2.05	-0.93	2.117
2017-11-06/14:50:00	2017-11-06/15:00:00	351.97	2.08	-0.323	2.338
2017-11-06/15:20:00	2017-11-06/15:30:00	349.107	1.945	-0.497	2.397
2017-11-06/15:50:00	2017-11-06/16:00:00	317.739	1.722	-2.0	2.203
2017-11-06/16:20:00	2017-11-06/16:30:00	311.029	1.683	-2.133	1.815
2017-11-06/16:50:00	2017-11-06/17:00:00	311.703	1.713	-2.328	2.095
2017-11-06/17:20:00	2017-11-06/17:30:00	306.758	1.998	-2.443	1.823
2017-11-06/18:20:00	2017-11-06/18:30:00	300.75	1.365	-3.112	1.857
2017-11-06/18:50:00	2017-11-06/19:00:00	286.089	2.66	-2.683	0.795
2017-11-06/19:40:00	2017-11-06/19:50:00	292.901	1.812	-3.19	1.445
2017-11-06/20:20:00	2017-11-06/20:30:00	280.63	2.3	-3.857	0.725
2017-11-06/21:15:00	2017-11-06/21:25:00	276.014	1.78	-5.623	0.592
2017-11-06/21:45:00	2017-11-06/21:55:00	285.451	2.6	-5.525	1.537
2017-11-06/22:15:00	2017-11-06/22:25:00	286.638	2.472	-5.627	1.69
2017-11-06/22:45:00	2017-11-06/22:55:00	272.861	1.728	-5.595	0.265
2017-11-06/23:20:00	2017-11-06/23:30:00	286.215	4.262	-4.71	1.385
2017-11-07/22:55:00	2017-11-07/23:05:00	117.054	-4.722	5.323	-2.748
2017-11-07/23:40:00	2017-11-07/23:50:00	112.267	-2.172	6.757	-2.772
2017-11-08/02:45:00	2017-11-08/02:55:00	135.045	-5.312	3.938	-3.925
2017-11-08/03:45:00	2017-11-08/03:55:00	144.974	1.157	4.393	-6.287
2017-11-08/05:55:00	2017-11-08/06:05:00	73.828	-5.397	3.643	1.02
2017-11-08/06:35:00	2017-11-08/06:45:00	70.921	-5.61	3.6	1.345
2017-11-08/09:30:00	2017-11-08/09:40:00	126.298	-3.842	4.02	-2.678
2017-11-08/10:10:00	2017-11-08/10:20:00	117.283	-3.53	4.353	-2.227
2017-11-08/10:50:00	2017-11-08/11:00:00	133.02	-2.017	5.212	-4.888
2017-11-08/11:30:00	2017-11-08/11:40:00	142.217	0.012	4.373	-5.722
2017-11-08/12:00:00	2017-11-08/12:10:00	138.796	1.71	4.773	-5.442
2017-11-08/12:30:00	2017-11-08/12:40:00	144.964	1.227	4.123	-5.905
2017-11-08/13:00:00	2017-11-08/13:10:00	144.146	0.662	4.05	-5.588
2017-11-09/07:25:00	2017-11-09/07:35:00	162.931	-3.1	1.085	-3.555
2017-11-09/07:55:00	2017-11-09/08:05:00	173.571	-2.057	0.235	-3.573
2017-11-09/10:20:00	2017-11-09/10:30:00	153.723	-3.82	1.077	-2.24
2017-11-09/14:50:00	2017-11-09/15:00:00	141.324	0.365	2.712	-3.395
2017-11-09/15:35:00	2017-11-09/15:45:00	114.833	-4.017	0.678	-0.318
2017-11-09/17:35:00	2017-11-09/17:45:00	180.528	-4.48	-0.037	-2.47
2017-11-11/22:00:00	2017-11-11/22:10:00	29.982	-3.708	1.492	2.542
2017-11-13/08:40:00	2017-11-13/08:50:00	126.492	3.242	1.505	-1.112
2017-11-13/09:10:00	2017-11-13/09:20:00	144.771	3.092	1.325	-1.852
2017-11-13/10:35:00	2017-11-13/10:45:00	138.409	1.54	2.313	-2.62
2017-11-13/11:05:00	2017-11-13/11:15:00	123.482	2.473	2.248	-1.477
2017-11-13/12:20:00	2017-11-13/12:30:00	154.948	2.808	1.458	-3.12
2017-11-13/12:50:00	2017-11-13/13:00:00	169.274	2.38	0.645	-3.445
2017-11-13/16:10:00	2017-11-13/16:20:00	165.493	-1.617	0.403	-1.548
2017-11-13/19:50:00	2017-11-13/20:00:00	33.34	-2.877	0.63	0.918
2017-11-13/21:20:00	2017-11-13/21:30:00	336.703	-2.018	-1.18	2.805
2017-11-14/01:35:00	2017-11-14/01:45:00	182.591	3.695	-0.09	-2.598
2017-11-14/04:35:00	2017-11-14/04:45:00	129.44	-5.315	3.748	-3.097
2017-11-14/05:05:00	2017-11-14/05:15:00	145.108	-2.223	4.145	-5.903
2017-11-14/12:15:00	2017-11-14/12:25:00	45.967	-3.907	4.172	4.095
2017-11-14/12:45:00	2017-11-14/12:55:00	56.957	-4.72	4.407	2.86
2017-11-14/16:25:00	2017-11-14/16:35:00	150.607	-0.925	2.892	-5.142
2017-11-14/20:55:00	2017-11-14/21:05:00	145.371	-0.87	2.653	-3.788
2017-11-14/22:55:00	2017-11-14/23:05:00	211.254	1.677	-1.64	-2.687
2017-11-15/04:45:00	2017-11-15/04:55:00	155.084	-2.468	1.475	-3.187
2017-11-15/05:15:00	2017-11-15/05:25:00	151.894	-3.04	2.028	-3.71
2017-11-15/05:45:00	2017-11-15/05:55:00	150.152	-1.445	2.435	-4.193
2017-11-15/06:15:00	2017-11-15/06:25:00	152.641	-3.13	2.035	-3.91
2017-11-15/06:55:00	2017-11-15/07:05:00	137.562	-3.843	2.955	-3.225
2017-11-15/07:55:00	2017-11-15/08:05:00	141.166	-4.813	2.635	-3.322
2017-11-15/08:45:00	2017-11-15/08:55:00	183.888	-3.583	-0.437	-5.402
2017-11-16/04:30:00	2017-11-16/04:40:00	82.236	-7.637	2.11	0.327
2017-11-16/05:30:00	2017-11-16/05:40:00	114.56	-1.5	6.343	-2.868
2017-11-16/06:15:00	2017-11-16/06:25:00	67.961	-5.365	2.503	0.953
2017-11-16/10:15:00	2017-11-16/10:25:00	84.565	-3.077	3.23	0.278
2017-11-16/10:55:00	2017-11-16/11:05:00	50.23	-2.325	2.682	2.25
2017-11-16/11:25:00	2017-11-16/11:35:00	62.667	-2.782	2.855	1.485
2017-11-16/11:55:00	2017-11-16/12:05:00	86.571	-2.963	3.838	0.197
2017-11-16/12:25:00	2017-11-16/12:35:00	75.196	-4.26	2.405	0.673
2017-11-16/14:40:00	2017-11-16/14:50:00	25.6	-4.687	0.995	2.085
2017-11-17/00:45:00	2017-11-17/00:55:00	74.153	-1.8	2.285	0.653
2017-11-17/07:55:00	2017-11-17/08:05:00	125.879	-3.172	2.235	-1.698
2017-11-17/08:45:00	2017-11-17/08:55:00	159.372	-2.075	1.245	-3.373
2017-11-17/11:50:00	2017-11-17/12:00:00	146.034	-0.427	1.915	-2.807
2017-11-17/15:55:00	2017-11-17/16:05:00	41.085	-1.907	2.198	2.52
2017-11-17/17:55:00	2017-11-17/18:05:00	22.329	-3.077	1.09	2.677
2017-11-17/22:15:00	2017-11-17/22:25:00	109.713	-1.965	2.133	-0.833
2017-11-18/00:15:00	2017-11-18/00:25:00	163.988	1.718	0.922	-3.218
2017-11-18/02:15:00	2017-11-18/02:25:00	139.785	1.038	1.827	-2.183
2017-11-18/02:55:00	2017-11-18/03:05:00	120.269	-0.622	2.378	-1.425
2017-11-19/04:00:00	2017-11-19/04:10:00	104.298	2.553	2.217	-0.515
2017-11-19/18:50:00	2017-11-19/19:00:00	113.244	-1.977	2.925	-1.265
2017-11-19/19:30:00	2017-11-19/19:40:00	93.715	-2.04	2.828	-0.188
2017-11-19/20:05:00	2017-11-19/20:15:00	75.944	-2.653	2.552	0.638
2017-11-19/20:35:00	2017-11-19/20:45:00	55.271	-2.89	1.757	1.188
2017-11-20/04:55:00	2017-11-20/05:05:00	336.218	2.105	-0.41	0.913
2017-11-20/10:45:00	2017-11-20/10:55:00	71.277	-2.8	2.093	0.705
2017-11-20/11:25:00	2017-11-20/11:35:00	86.902	-2.718	2.6	0.11
2017-11-20/12:15:00	2017-11-20/12:25:00	100.554	-3.858	1.257	-0.233
2017-11-20/12:45:00	2017-11-20/12:55:00	119.245	-3.493	1.662	-0.935
2017-11-20/13:15:00	2017-11-20/13:25:00	110.878	-3.25	2.265	-0.858
2017-11-20/16:35:00	2017-11-20/16:45:00	82.969	-5.33	5.365	0.678
2017-11-20/19:15:00	2017-11-20/19:25:00	64.512	-5.547	4.943	2.432
2017-11-22/12:45:00	2017-11-22/12:55:00	118.661	2.423	3.037	-1.618
2017-11-22/13:25:00	2017-11-22/13:35:00	101.387	2.703	4.143	-0.842
2017-11-22/14:15:00	2017-11-22/14:25:00	118.367	2.373	3.205	-1.772
2017-11-22/14:45:00	2017-11-22/14:55:00	119.65	0.747	3.745	-2.132
2017-11-22/15:15:00	2017-11-22/15:25:00	122.645	0.168	3.872	-2.468
2017-11-22/16:10:00	2017-11-22/16:20:00	115.415	-0.958	3.187	-1.44
2017-11-23/08:40:00	2017-11-23/08:50:00	160.208	0.788	1.403	-3.885
2017-11-23/11:30:00	2017-11-23/11:40:00	103.335	2.085	3.808	-0.912
2017-11-23/12:00:00	2017-11-23/12:10:00	116.376	1.882	3.475	-1.72
2017-11-23/12:30:00	2017-11-23/12:40:00	151.075	2.383	1.743	-3.117
2017-11-23/16:00:00	2017-11-23/16:10:00	117.252	2.332	3.372	-1.72
2017-11-23/16:30:00	2017-11-23/16:40:00	118.603	2.065	3.603	-1.938
2017-11-23/17:05:00	2017-11-23/17:15:00	109.87	1.122	3.29	-1.18
2017-11-23/18:00:00	2017-11-23/18:10:00	134.168	2.23	3.183	-3.08
2017-11-23/18:30:00	2017-11-23/18:40:00	127.407	1.807	3.7	-2.827
2017-11-23/19:55:00	2017-11-23/20:05:00	124.454	0.627	3.9	-2.678
2017-11-23/20:25:00	2017-11-23/20:35:00	116.541	0.033	4.345	-2.172
2017-11-24/14:45:00	2017-11-24/14:55:00	320.644	-2.23	-4.493	5.438
2017-11-24/15:15:00	2017-11-24/15:25:00	340.141	-3.425	-2.067	5.663
2017-11-24/17:25:00	2017-11-24/17:35:00	107.009	-3.382	6.062	-1.91
2017-11-24/19:50:00	2017-11-24/20:00:00	153.668	3.827	2.382	-4.865
2017-11-24/21:05:00	2017-11-24/21:15:00	153.147	1.76	2.367	-4.657
2017-11-24/21:45:00	2017-11-24/21:55:00	165.025	6.062	1.38	-5.178
2017-11-24/23:10:00	2017-11-24/23:20:00	73.319	-3.183	7.545	2.203
2017-11-25/02:30:00	2017-11-25/02:40:00	61.501	-0.927	4.73	2.59
2017-11-25/03:00:00	2017-11-25/03:10:00	72.726	-0.195	5.813	1.807
2017-11-25/03:30:00	2017-11-25/03:40:00	90.114	-0.202	5.948	-0.013
2017-11-25/04:40:00	2017-11-25/04:50:00	96.473	-1.838	4.75	-0.518
2017-11-25/05:40:00	2017-11-25/05:50:00	117.484	-0.872	4.508	-2.343
2017-11-25/08:10:00	2017-11-25/08:20:00	98.687	-0.662	4.185	-0.655
2017-11-25/09:05:00	2017-11-25/09:15:00	102.862	-0.157	3.878	-0.887
2017-11-25/11:55:00	2017-11-25/12:05:00	99.105	-1.23	2.322	-0.372
2017-11-25/12:25:00	2017-11-25/12:35:00	101.936	-1.008	2.212	-0.467
2017-11-26/07:25:00	2017-11-26/07:35:00	98.61	-0.657	4.28	-0.648
2017-11-26/09:50:00	2017-11-26/10:00:00	309.253	-1.758	-1.923	1.537
2017-11-26/10:25:00	2017-11-26/10:35:00	287.457	-0.865	-3.02	0.947
2017-11-26/10:55:00	2017-11-26/11:05:00	279.175	-0.363	-3.477	0.548
2017-11-26/13:10:00	2017-11-26/13:20:00	200.327	1.635	-1.202	-3.243
2017-11-26/15:20:00	2017-11-26/15:30:00	280.278	1.593	-3.902	0.712
2017-11-26/15:50:00	2017-11-26/16:00:00	278.56	1.772	-3.752	0.548
2017-11-26/16:20:00	2017-11-26/16:30:00	277.598	2.023	-3.758	0.492
2017-11-27/23:05:00	2017-11-27/23:15:00	263.89	0.438	-8.43	-0.9
2017-11-28/04:10:00	2017-11-28/04:20:00	336.947	2.262	-1.953	4.57
2017-11-28/17:55:00	2017-11-28/18:05:00	271.808	0.808	-5.428	0.172
2017-11-28/18:40:00	2017-11-28/18:50:00	279.856	2.338	-4.492	0.725
2017-11-28/19:10:00	2017-11-28/19:20:00	263.648	2.868	-4.975	-0.603
2017-11-28/20:00:00	2017-11-28/20:10:00	61.024	-1.355	6.042	3.31
2017-11-29/00:10:00	2017-11-29/00:20:00	320.592	-1.735	-3.843	4.667
2017-11-29/02:10:00	2017-11-29/02:20:00	280.44	-1.517	-6.445	1.212
2017-11-29/05:50:00	2017-11-29/06:00:00	259.844	4.13	-4.29	-0.737
2017-11-29/07:10:00	2017-11-29/07:20:00	258.834	2.312	-6.263	-1.185
